form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00011114,500031467,,,ORG,Amalgamated Bank Loans,,,,,,275 7th Street,,New York,NY,100016708,,,2024-11-05,30333.33,0.00,Interest Payment,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500031496,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-10-22,31.35,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500031497,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-10-23,39.24,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500031498,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-10-24,25.70,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500031499,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-10-25,6.61,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500031500,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-10-28,18.38,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500031501,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-10-29,30.62,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500031502,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-10-30,46.11,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500031503,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-10-31,109.84,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500031586,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-11-01,41.45,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500031587,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-11-04,33.00,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500031588,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-11-05,23.63,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500031589,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-11-06,59.92,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500031590,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-11-07,13.17,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500031591,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-11-08,11.67,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500031592,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-11-12,17.56,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500031593,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-11-13,4.64,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500031594,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-11-14,31.78,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500031595,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-11-15,8.51,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500031596,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-11-18,10.82,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500031597,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-11-19,10.60,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500031598,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-11-20,28.86,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500031599,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-11-21,3.67,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500031600,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-11-22,11.01,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500031601,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-11-25,15.31,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500031474,,,ORG,UnionWare,,,,,,P.O. Box 930473,,Atlanta,GA,311930473,,,2024-11-18,804.16,0.00,Merchant Service Charge,001,,,,,,,,,,,,,,,,,,,
