form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00011114,500031514,,,ORG,Amalgamated Bank Loans,,,,,,275 7th Street,,New York,NY,100016708,,,2024-12-05,22677.08,0.00,Interest Payment,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500032165,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-12-03,92.46,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500032166,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-12-04,59.12,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500032167,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-12-05,9.74,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500032168,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-12-06,12.15,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500032169,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-12-09,17.14,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500032170,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-12-10,21.42,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500032171,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-12-11,35.28,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500032172,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-12-12,11.65,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500032173,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-12-13,27.87,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500032174,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-12-16,25.56,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500032175,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-12-17,28.60,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500032176,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-12-18,39.32,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500032177,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-12-19,9.55,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500032178,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-12-20,10.08,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500032179,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-12-23,5.45,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500032180,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-12-24,9.85,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500032181,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-12-26,28.75,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500032182,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-12-27,8.02,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500032183,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-12-30,17.48,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500032184,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-12-31,53.94,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500031612,,,ORG,UnionWare,,,,,,P.O. Box 930473,,Atlanta,GA,311930473,,,2024-12-04,977.80,0.00,Merchant Service Charge,001,,,,,,,,,,,,,,,,,,,
