form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00835967,E-261,,,ORG,ALLIANCE FORGE CORPORATION,,,,,,5648 SPANDRELL CIRCLE,,SPARKS,NV,89436,R2024,RUNOFF-2024,2024-05-22,1379.66,2024-05-23,131580.47,TEXT MESSAGE SERVICES,,,S,H4TX12065,GOLDMAN,CRAIG,,,,H,12,TX,HASTIE,CHRISSIE,,,,2024-06-20,
SE,C00835967,E-262,,,ORG,ALLIANCE FORGE CORPORATION,,,,,,5648 SPANDRELL CIRCLE,,SPARKS,NV,89436,R2024,RUNOFF-2024,2024-05-22,1379.67,2024-05-23,131580.47,TEXT MESSAGE SERVICES,,,O,H4TX12057,O'SHEA,JOHN,,,,H,12,TX,HASTIE,CHRISSIE,,,,2024-06-20,
SE,C00835967,E-264,,,ORG,ALLIANCE FORGE CORPORATION,,,,,,5648 SPANDRELL CIRCLE,,SPARKS,NV,89436,R2024,RUNOFF-2024,2024-05-28,1834.22,2024-05-24,134026.10,TEXT MESSAGE SERVICES,,,S,H4TX12065,GOLDMAN,CRAIG,,,,H,12,TX,HASTIE,CHRISSIE,,,,2024-06-20,
SE,C00835967,E-265,,,ORG,ALLIANCE FORGE CORPORATION,,,,,,5648 SPANDRELL CIRCLE,,SPARKS,NV,89436,R2024,RUNOFF-2024,2024-05-28,611.41,2024-05-24,134026.10,TEXT MESSAGE SERVICES,,,O,H4TX12057,O'SHEA,JOHN,,,,H,12,TX,HASTIE,CHRISSIE,,,,2024-06-20,
SE,C00835967,E-271,,,ORG,NEBO MEDIA,,,,,,PO BOX 9825,,ARLINGTON,VA,22219,P2024,,2024-05-30,314261.40,2024-05-30,542926.40,MEDIA PRODUCTION & ADVERTISEMENT,,,O,H4ND00053,BECKER,RICK,,,,H,00,ND,HASTIE,CHRISSIE,,,,2024-06-20,
SE,C00835967,E-272,,,ORG,NEBO MEDIA,,,,,,PO BOX 9825,,ARLINGTON,VA,22219,P2024,,2024-05-30,228665.00,2024-05-30,542926.40,MEDIA PRODUCTION & ADVERTISEMENT,,,S,H4ND00061,FEDORCHAK,JULIE,,,,H,00,ND,HASTIE,CHRISSIE,,,,2024-06-20,
SE,C00835967,E-277,,,ORG,NEBO MEDIA,,,,,,PO BOX 9825,,ARLINGTON,VA,22219,P2024,,2024-05-30,141584.00,2024-05-30,141584.00,MEDIA PRODUCTION & ADVERTISEMENT,,,O,H2CO05216,WILLIAMS,DAVID,,,,H,05,CO,HASTIE,CHRISSIE,,,,2024-06-20,
SE,C00835967,E-274,,,ORG,ARENA MAIL & DIGITAL,,,,,,1260 EAST STRINGHAM AVENUE,,SALT LAKE CITY,UT,84106,P2024,,2024-05-31,20000.00,2024-05-30,597926.40,DIGITAL PRODUCTION & ADVERTISEMENT,,,S,H4ND00061,FEDORCHAK,JULIE,,,,H,00,ND,HASTIE,CHRISSIE,,,,2024-06-20,
SE,C00835967,E-275,,,ORG,ARENA MAIL & DIGITAL,,,,,,1260 EAST STRINGHAM AVENUE,,SALT LAKE CITY,UT,84106,P2024,,2024-05-31,35000.00,2024-05-30,597926.40,DIGITAL ADVERTISEMENT,,,O,H4ND00053,BECKER,RICK,,,,H,00,ND,HASTIE,CHRISSIE,,,,2024-06-20,
SE,C00835967,E-279,,,ORG,ARENA MAIL & DIGITAL,,,,,,1260 EAST STRINGHAM AVENUE,,SALT LAKE CITY,UT,84106,R2024,RUNOFF-2024,2024-05-31,40000.00,2024-05-31,40000.00,DIGITAL ADVERTISEMENT,,,S,H4GA03126,JACK,BRIAN,,,,H,03,GA,HASTIE,CHRISSIE,,,,2024-06-20,
