form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00225342,SB29.8367,,,CCM,Abe Jones for NC House,,,,,,P.O. Box 326,,Raleigh,NC,21602,,,2024-04-25,-500.00,,Voided check #1002739; dated 12/15/23,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8360,,,CCM,Citizens for Lightford,,,,,,P.O. Box 7824,,Westchester,IL,60154,,,2024-04-08,-500.00,,Voided check #1002456; dated 9/22/23,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8400,,,CCM,David Vaughan for SC,,,,,,P.O. Box 80008,,Simpsonville,SC,29680,,,2024-04-24,1000.00,,Non-federal contribution; SC House,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8442,,,CCM,Dennis Moss for SC House,,,,,,306 Silver Circle,,Gaffney,SC,29340,,,2024-04-24,1000.00,,Non-federal contribution; SC House,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8421,,,CCM,Deon Tedder for SC House,,,,,,3844 Leeds Avenue,,North Charleston,SC,29405,,,2024-04-24,1000.00,,Non-federal contribution; SC Senate,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8398,,,CCM,Ellen for Education,,,,,,P.O. Box 11993,,Columbia,SC,29211,,,2024-04-24,2000.00,,Non-federal contribution; SC Ed Superintendent,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8363,,,CCM,Erin Zwiener Campaign,,,,,,P.O. Box 184,,Driftwood,TX,78619,,,2024-04-08,-250.00,,Voided check #1002534; dated 10/25/23,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8427,,,CCM,Fawn Pedalino for SC House,,,,,,3 West Boyce Street,,Manning,SC,29102,,,2024-04-24,1000.00,,Non-federal contribution; SC House,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8387,,,CCM,Friends for Ted Mesiacos,,,,,,466 S. Jackson Street,,Aurora,IL,60505,,,2024-04-16,500.00,,Non-federal contribution; Aurora Alderman,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8369,,,CCM,Friends of Anthony Brown,,,,,,218 East Lexington Street,,Baltimore,MD,21202,,,2024-04-30,-500.00,,Voided check #1002771; dated 1/5/24,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8372,,,CCM,Friends of Anthony Brown,,,,,,218 East Lexington Street,,Baltimore,MD,21202,,,2024-04-30,500.00,,Non-federal contribution; MD AG,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8386,,,CCM,Friends of Frerichs,,,,,,45 Greencroft Drive,,Champaign,IL,61821,,,2024-04-15,1000.00,,Non-federal contribution; IL State Treasurer,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8389,,,CCM,Friends of Lakesia,,,,,,P.O. Box 10072,,Chicago,IL,60610,,,2024-04-16,500.00,,Non-federal contribution; IL Senate,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8391,,,CCM,Friends of Maura Hirschauer,,,,,,551 Viking Drive,,Batavia,IL,60510,,,2024-04-30,250.00,,Non-federal contribution; IL House,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8358,,,CCM,Friends of Nicole Lee,,,,,,329 W 29th Place,Apt. 3,Chicago,IL,60616,,,2024-04-08,-500.00,,Voided check #1002360; dated 8/11/23,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8357,,,CCM,Friends of Ryan Spain,,,,,,P.O. Box 1575,,Peoria,IL,61655,,,2024-04-08,-1000.00,,Voided check #1002341; dated 7/19/23,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8422,,,CCM,Gil Gatch for SC House,,,,,,712 S Laurel Street,,Summerville,SC,29483,,,2024-04-24,1000.00,,Non-federal contribution; SC House,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8450,,,CCM,Gina Hinojosa for State Representative,,,,,,2120 S. Lamar Blvd,,Austin,TX,78704,,,2024-04-18,250.00,,Non-federal contribution; TX House,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8451,,,CCM,Giovanni Capriglione Campaign,,,,,,1205 South White Chapel Blvd.,,Southlake,TX,76092,,,2024-04-23,500.00,,Non-federal contribution; TX House,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8406,,,CCM,Hager for SC House,,,,,,301 Helen Street,,Hampton,SC,29924,,,2024-04-24,1000.00,,Non-federal contribution; SC House,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8429,,,CCM,JA Moore for SC House,,,,,,2263 Audubon Drive,,Hanahan,SC,29410,,,2024-04-24,1000.00,,Non-federal contribution; SC House,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8435,,,CCM,Joe Bustos Campaign,,,,,,649 King Street,,Mount Pleasant,SC,29464,,,2024-04-24,1000.00,,Non-federal contribution; SC House,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8439,,,CCM,Joe Jefferson for SC House,,,,,,1375 Colonel Maham Dr.,,Pineville,SC,29468,,,2024-04-24,1000.00,,Non-federal contribution; SC House,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8423,,,CCM,John King for SC House,,,,,,P.O. Box 11555,,Rock Hill,SC,29731,,,2024-04-24,1000.00,,Non-federal contribution; SC House,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8361,,,CCM,John Lujan for State Representative,,,,,,20003 FM 1937,,San Antonio,TX,78221,,,2024-04-08,-250.00,,Voided check #1002497; dated 10/3/23,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8394,,,CCM,Josh Stein for North Carolina,,,,,,301 Hillsborough St.,Suite 950,Raleigh,NC,27603,,,2024-04-16,6400.00,,Non-federal contribution; NC Gubernatorial Race,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8419,,,CCM,Kent Williams for Senate,,,,,,4205 Stirk Place,,Marion,SC,29571,,,2024-04-24,1000.00,,Non-federal contribution; SC Senate,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8417,,,CCM,Kevin Johnson for Senate,,,,,,P.O. Box 156,,Manning,SC,29102,,,2024-04-24,1000.00,,Non-federal contribution; SC Senate,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8365,,,CCM,Kris Mayes for Arizona,,,,,,P.O. Box 32787,,Phoenix,AZ,85064,,,2024-04-30,-500.00,,Voided check #1002564; dated 11/8/23,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8371,,,CCM,Kris Mayes for Arizona,,,,,,P.O. Box 32787,,Phoenix,AZ,85064,,,2024-04-30,500.00,,Non-federal contribution; Arizona,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8432,,,CCM,Lonnie Hosey Campaign,,,,,,P.O. Box 423,,Barnwell,SC,29812,,,2024-04-24,1000.00,,Non-federal contribution; SC House,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8368,,,CCM,Majeed Campaign,,,,,,P.O. Box 42848,,Charlotte,NC,28215,,,2024-04-25,-500.00,,Voided check #1002713; dated 12/16/23,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8359,,,CCM,Martin McLaughlin for State Representative,,,,,,34 Ridge Road,,Barrington Hills,IL,60010,,,2024-04-08,-1000.00,,Voided check #1002434; dated 9/22/23,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8399,,,CCM,Mike Fanning for Senate,,,,,,7825 Camp Welfare  Road,,Great Falls,SC,29055,,,2024-04-24,1000.00,,Non-federal contribution; SC Senate,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8416,,,CCM,Mike Gambrell for House,,,,,,400 Filter Plant Road,,Honea Path,SC,29654,,,2024-04-24,1000.00,,Non-federal contribution; SC Senate,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8443,,,CCM,Mike Neese for SC House,,,,,,303 Straightaway Lane,,Indian Land,SC,29707,,,2024-04-24,1000.00,,Non-federal contribution; SC House,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8366,,,CCM,North Carolina Senate Republican Caucus,,,,,,9660-138 Falls of Neuse Road,#226,Raleigh,NC,27615,,,2024-04-18,-15000.00,,Voided check #1002583; dated 11/15/23,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8370,,,CCM,North Carolina Senate Republican Caucus,,,,,,9660-138 Falls of Neuse Road,#226,Raleigh,NC,27615,,,2024-04-18,15000.00,,Non-federal contribution; NC,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8437,,,CCM,Paula Rawl Calhoon for SC House,,,,,,P.O. Box 1913,,Lexington,SC,29071,,,2024-04-24,1000.00,,Non-federal contribution; SC House,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8447,,,CCM,Peter Flores Campaign,,,,,,1005 Congress Avenue,Suite 580,Austin,TX,78701,,,2024-04-18,500.00,,Non-federal contribution; TX Senate,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8396,,,CCM,Phil Berger Committee,,,,,,16 W. Jones Street,Room 2008,Raleigh,NC,27601,,,2024-04-16,6400.00,,Non-federal contribution; NC Senate,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8362,,,CCM,Phil King Campaign,,,,,,P.O. Box 1913,,Weatherford,TX,76086,,,2024-04-08,-500.00,,Voided check #1002500; dated 10/4/23,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8408,,,CCM,Randy Ligon for SC House,,,,,,1585 Carpenter Road,,Chester,SC,29706,,,2024-04-24,1000.00,,Non-federal contribution; SC House,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8385,,,PAC,Republican Attorney Generals Association,,,,,,1800 Diagonal Road,Suite 230,Alexandria,VA,22314,,,2024-04-22,15000.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8420,,,CCM,Richard Cash for Senate,,,,,,P.O. Box 51034,,Piedmont,SC,29673,,,2024-04-24,1000.00,,Non-federal contribution; SC Senate,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8409,,,CCM,Robbins for SC House,,,,,,P.O. Box 11867,,Columbia,SC,29211,,,2024-04-24,1000.00,,Non-federal contribution; SC House,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8418,,,CCM,Sandy Senn for SC Senate,,,,,,P.O. Box 12279,,Charleston,SC,29422,,,2024-04-24,1000.00,,Non-federal contribution; SC Senate,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8415,,,CCM,Seth Rose for SC House,,,,,,1528 Blanding Street,,Columbia,SC,29201,,,2024-04-24,1000.00,,Non-federal contribution; SC House,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8364,,,CCM,Sheryl Cole Campaign,,,,,,P.O. Box 41,,Austin,TX,78767,,,2024-04-16,-250.00,,Voided check #1002572; dated 11/8/23,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8411,,,CCM,Tameika Devine for SC Senate,,,,,,P.O. Box 8236,,Columbia,SC,29202,,,2024-04-24,1000.00,,Non-federal contribution; SC Senate,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8441,,,CCM,Tim McGinnis for SC House,,,,,,8476 Juxa Drive,,Myrtle Beach,SC,29579,,,2024-04-24,1000.00,,Non-federal contribution; SC House,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8405,,,CCM,Tom Corbin for Senate,,,,,,1139 Bailey Mill Road,,Travelers Rest,SC,29690,,,2024-04-24,1000.00,,Non-federal contribution; SC Senate,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8426,,,CCM,Travis Moore Campaign,,,,,,240 Magnolia Street,,Spartanburg,SC,29306,,,2024-04-24,1000.00,,Non-federal contribution; SC House,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8403,,,CCM,Wetmore for SC House,,,,,,P.O. Box 1085,,Folly Beach,SC,29439,,,2024-04-24,1000.00,,Non-federal contribution; SC House,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8448,,,CCM,Will Metcalf Campaign,,,,,,P.O. Box 454,,Conroe,TX,77305,,,2024-04-24,500.00,,Non-federal contribution; TX House,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.8433,,,CCM,Will Wheeler for House,,,,,,1930 Camden Highway,,Bishopville,SC,29010,,,2024-04-24,1000.00,,Non-federal contribution; SC House,,,,,,,,,,,,,,,,,,,,
