form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00002972,500015741,,,CCM,Friends Of Neal Dunn,,,,,,12176 Chancery Station Cir,,Reston,VA,201905803,P2024,,2023-07-18,1000.00,0.00,,011,C00582304,,,Dunn,Neal,,,,H,FL,02,,,,,,,,
SB23,C00002972,500015745,,,CCM,Guthrie For Congress,,,,,,5827 Colfax Ave,,Alexandria,VA,223111013,G2024,,2023-07-18,1000.00,0.00,,011,C00445023,,,GUTHRIE,BRETT,,,,H,DC,02,,,,,,,,
SB23,C00002972,500015721,,,CCM,Hakeem Jeffries For Congress,,,,,,PO Box 15096,,Washington,DC,200030096,P2024,,2023-07-11,2500.00,0.00,,011,C00503052,,,JEFFRIES,HAKEEM,,,,H,NY,08,,,,,,,,
SB23,C00002972,500015744,,,CCM,Iowans For Zach Nunn,,,,,,2817 N Jefferson St,,Arlington,VA,222071463,P2024,,2023-07-18,1000.00,0.00,,011,C00784389,,,Nunn,Zach,,,,H,IA,03,,,,,,,,
SB23,C00002972,500015732,,,CCM,Jack Bergman For Congress,,,,,,410 1St St SE,Fl 2,Washington,DC,200031867,P2024,,2023-07-11,2500.00,0.00,,011,C00614214,,,Bergman,Jack,,,,H,MI,01,,,,,,,,
SB23,C00002972,500015717,,,CCM,Jamie Comer For Congress,,,,,,5827 Colfax Ave,,Alexandria,VA,223111013,P2024,,2023-07-11,1000.00,0.00,,011,C00588764,,,Comer,James,,,,H,KY,01,,,,,,,,
SB23,C00002972,500015713,,,CCM,Jared Huffman For Congress,,,,,,PO Box 151563,,San Rafael,CA,949151563,P2024,,2023-07-11,1000.00,0.00,,011,C00536680,,,HUFFMAN,JARED,,,,H,DC,02,,,,,,,,
SB23,C00002972,500015759,,,CCM,Jasmine For Us,,,,,,499 S Capitol St SW,Ste 420,Washington,DC,200034027,P2024,,2023-07-18,1000.00,0.00,,011,C00795450,,,Crockett,Jasmine,,,,H,TX,30,,,,,,,,
SB23,C00002972,500015730,,,CCM,Jeff Duncan For Congress,,,,,,410 1St St SE,Fl 2,Washington,DC,200031867,P2024,,2023-07-11,3500.00,0.00,,011,C00460550,,,DUNCAN,JEFF,,,,H,SC,03,,,,,,,,
SB23,C00002972,500015714,,,CCM,Jimmy Panetta For Congress,,,,,,412 1St St SE,Ste 100,Washington,DC,200031804,P2024,,2023-07-11,2500.00,0.00,,011,C00592154,,,Panetta,Jimmy,,,,H,CA,20,,,,,,,,
SB23,C00002972,500015740,,,CCM,John Larson For Congress,,,,,,413 New Jersey Ave SE,,Washington,DC,200034007,P2024,,2023-07-18,1500.00,0.00,,011,C00330142,,,LARSON,JOHN,,,,H,DC,01,,,,,,,,
SB23,C00002972,500015754,,,CCM,Kaptur For Congress,,,,,,PO Box 2433,,Falls Church,VA,220420433,P2024,,2023-07-18,1500.00,0.00,,011,C00154625,,,Kaptur,Marcy,,,,H,OH,09,,,,,,,,
SB23,C00002972,500015718,,,CCM,Katherine Clark For Congress,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,P2024,,2023-07-11,1000.00,0.00,,011,C00541888,,,CLARK,KATHERINE,,,,H,DC,05,,,,,,,,
SB23,C00002972,500015761,,,CCM,Kay Granger Campaign Fund,,,,,,2308 Mount Vernon Ave,# 337,Alexandria,VA,223011328,G2024,,2023-07-18,1500.00,0.00,,011,C00310532,,,GRANGER,KAY,,,,H,TX,12,,,,,,,,
SB23,C00002972,500015720,,,CCM,Kean For Congress Inc,,,,,,2817 N Jefferson St,,Arlington,VA,222071463,P2024,,2023-07-11,1000.00,0.00,,011,C00703058,,,Kean,Thomas,,,Jr.,H,NJ,07,,,,,,,,
SB23,C00002972,500015764,,,CCM,Kiggans For Congress,,,,,,220 W Windsor Ave,,Alexandria,VA,223011518,P2024,,2023-07-18,1000.00,0.00,,011,C00776120,,,Kiggans,Jennifer,,,,H,VA,02,,,,,,,,
SB23,C00002972,500015724,,,CCM,Lori Chavez-DeRemer For Congress,,,,,,1200 Trinity Dr,,Alexandria,VA,223144724,P2024,,2023-07-11,1500.00,0.00,,011,C00784520,,,Chavez-Deremer,Lori,,,,H,OR,05,,,,,,,,
SB23,C00002972,500015723,,,CCM,Lucas For Congress Committee,,,,,,PO Box 1726,,Oklahoma City,OK,731011726,P2024,,2023-07-11,2500.00,0.00,,011,C00287912,,,LUCAS,FRANK,,,,H,OK,03,,,,,,,,
SB23,C00002972,500015756,,,CCM,Lucas For Congress Committee,,,,,,PO Box 1726,,Oklahoma City,OK,731011726,P2024,,2023-07-27,2500.00,0.00,,011,C00287912,,,LUCAS,FRANK,,,,H,OK,03,,,,,,,,
SB23,C00002972,500015760,,,CCM,Marc Veasey Congressional Campaign Committee,,,,,,499 S Capitol St SW,Ste 420,Washington,DC,200034027,P2024,,2023-07-18,1000.00,0.00,,011,C00506832,,,VEASEY,MARC,,,,H,TX,33,,,,,,,,
SB23,C00002972,500015734,,,CCM,Mario Diaz Balart For Congress,,,,,,2308 Mount Vernon Ave,# 337,Alexandria,VA,223011328,P2024,,2023-07-11,1000.00,0.00,,011,C00376087,,,Diaz-Balart,Mario,,,,H,VA,25,,,,,,,,
SB23,C00002972,500015736,,,CCM,Matsui For Congress,,,,,,PO Box 1738,,Sacramento,CA,958121738,P2024,,2023-07-18,1000.00,0.00,,011,C00409219,,,Matsui,Doris,,,,H,DC,06,,,,,,,,
SB23,C00002972,500015722,,,CCM,Max Miller For Congress,,,,,,PO Box 16010,,Rocky River,OH,441160010,P2024,,2023-07-11,2000.00,0.00,,011,C00770818,,,Miller,Max,,,,H,OH,07,,,,,,,,
SB23,C00002972,500015716,,,CCM,Mike Thompson For Congress,,,,,,413 New Jersey Ave SE,,Washington,DC,200034007,P2024,,2023-07-18,2500.00,0.00,,011,C00326363,,,Thompson,Mike,,,,H,CA,05,,,,,,,,
SB23,C00002972,500015746,,,CCM,Moolenaar For Congress,,,,,,403 1St St SE,,Washington,DC,200031827,P2024,,2023-07-18,1000.00,0.00,,011,C00561530,,,MOOLENAAR,JOHN,,,,H,MI,04,,,,,,,,
SB23,C00002972,500015731,,,CCM,NANCY MACE FOR CONGRESS,,,,,,295 Seven Farms Dr,Ste Pm C,Daniel Island,SC,294928088,P2024,,2023-07-11,4000.00,0.00,,011,C00710103,,,Mace,Nancy,,,,H,SC,01,,,,,,,,
SB23,C00002972,500015725,,,CCM,Nathaniel Moran For Congress,,,,,,105 E St SE,,Washington,DC,200032616,P2024,,2023-07-11,1000.00,0.00,,011,C00796086,,,Moran,Nathaniel,Quentin,,,H,TX,01,,,,,,,,
SB23,C00002972,500015748,,,CCM,Richard Hudson For Congress,,,,,,220 W Windsor Ave,,Alexandria,VA,223011518,P2024,,2023-07-18,1000.00,0.00,,011,C00504522,,,HUDSON,RICHARD,,,,H,VA,08,,,,,,,,
SB23,C00002972,500015735,,,CCM,Rosen For Nevada,,,,,,611 Pennsylvania Ave SE,# 143,Washington,DC,200034303,P2024,,2023-07-11,1000.00,0.00,,011,C00606939,,,Rosen,Jacky,,,,S,VA,00,,,,,,,,
SB23,C00002972,500015739,,,CCM,Scott Peters For Congress,,,,,,PO Box 22074,,San Diego,CA,921922074,G2024,,2023-07-18,1000.00,0.00,,011,C00503110,,,PETERS,SCOTT,,,,H,DC,52,,,,,,,,
SB23,C00002972,500015752,,,CCM,Tenney For Congress,,,,,,3410 Alabama Ave,,Alexandria,VA,223051736,P2024,,2023-07-18,2000.00,0.00,,011,C00561183,,,Tenney,Claudia,,,,H,VA,,,,,,,,,
SB23,C00002972,500015737,,,CCM,Valadao For Congress,,,,,,2308 Mount Vernon Ave,# 337,Alexandria,VA,223011328,P2024,,2023-07-18,1000.00,0.00,,011,C00499392,,,VALADAO,DAVID,,,,H,DC,21,,,,,,,,
SB23,C00002972,500015738,,,CCM,Vargas For Congress,,,,,,PO Box 636,,Annandale,VA,220030636,P2024,,2023-07-27,1500.00,0.00,,011,C00497321,,,VARGAS,JUAN,,,,H,VA,51,,,,,,,,
SB23,C00002972,500015766,,,CCM,Virgin Islanders For Stacy Plaskett,,,,,,413 New Jersey Ave SE,,Washington,DC,200034007,P2024,,2023-07-18,1000.00,0.00,,011,C00528182,,,PLASKETT,STACEY,,,,H,DC,00,,,,,,,,
SB23,C00002972,500015765,,,CCM,Wittman For Congress,,,,,,3213 Duke St,Ste 700,Alexandria,VA,223144533,P2024,,2023-07-18,1000.00,0.00,,011,C00441014,,,WITTMAN,ROB,,,,H,VA,01,,,,,,,,
SB23,C00002972,500015750,,,CCM,Yvette Clarke For Congress,,,,,,PO Box 250200,,Brooklyn,NY,112250200,P2024,,2023-07-18,1000.00,0.00,,011,C00415331,,,CLARKE,YVETTE,,,,H,DC,09,,,,,,,,
