form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00395533,SB29.41115,,,CCM,Friends of Eric Ditri,,,,,,PO Box 1918,,Prince George,VA,23875,G2023,,2023-09-25,250.00,,Campaign Contribution,011,,Friends of Eric Ditri,,Ditri,Eric,,,,,,,,,,,,,,
SB29,C00395533,SB29.41126,,,CCM,Friends of Glen Sturtevant,,,,,,PO Box 2535,,Midlothian,VA,23113,G2023,,2023-09-25,250.00,,Campaign Contribution,011,,Friends of Glen Sturtevant,,Sturtevant,Glen,,,,,,,,,,,,,,
SB29,C00395533,SB29.41031,,,CCM,Friends of Ian Lovejoy for Delegate,,,,,,3905 Baylor Park Ct.,,Bristow,VA,20136,G2023,,2023-09-25,500.00,,Campaign Contribution,011,,Friends of Ian Lovejoy for Delegate,,,,,,,,,,,,,,,,,
SB29,C00395533,SB29.41034,,,CCM,Friends of Lee Peters III,,,,,,PO Box 5342,,Fredericksburg,VA,22403,G2023,,2023-09-25,500.00,,Campaign Contribution,011,,Friends of Lee Peters III,,Peters,Lee III,,,,,,,,,,,,,,
SB29,C00395533,SB29.41021,,,CCM,Friends of Lee Ware,,,,,,PO Box 689,,Powhatan,VA,23139,G2023,,2023-09-25,250.00,,Campaign Contribution,011,,Friends of Lee Ware,,,,,,,,,,,,,,,,,
SB29,C00395533,SB29.41135,,,CCM,Friends of Mark Obenshain,,,,,,PO Box 555,,Harrisonburg,VA,22803,G2023,,2023-09-25,250.00,,Campaign Contribution,011,,Friends of Mark Obenshain,,Obenshain,Mark,,,,,,,,,,,,,,
SB29,C00395533,SB29.41067,,,CCM,Friends of Paul Milde,,,,,,10 Potomac View Lane,,Stafford,VA,22554,G2023,,2023-09-25,500.00,,Campaign Contribution,011,,Friends of Paul Milde,,Milde,Paul,,,III,,,,,,,,,,,
SB29,C00395533,SB29.41016,,,CCM,Friends of Scott Wyatt,,,,,,PO Box 365,,Mechanicsville,VA,23111,G2023,,2023-09-25,250.00,,Campaign Contributions,011,,Friends of Scott Wyatt,,,,,,,,,,,,,,,,,
SB29,C00395533,SB29.41088,,,CCM,Friends of Siobhan Dunnevant,,,,,,7601 Forest Ave.,Ste. 228,Richmond,VA,23229,G2023,,2023-09-25,500.00,,Campaign Contribution,011,,Friends of Siobhan Dunnevant,,Dunnevant,Siobhan,,,,,,,,,,,,,,
SB29,C00395533,SB29.41078,,,CCM,Friends of Tara Durant,,,,,,PO Box 5055,,Fredericksburg,VA,22403,G2023,,2023-09-25,500.00,,Campaign Contribution,011,,Friends of Tara Durant,,Durant,Tara,,,,,,,,,,,,,,
SB29,C00395533,SB29.41006,,,CCM,Griffin for Virginia,,,,,,PO Box 394,,Forest,VA,24551,G2023,,2023-09-25,250.00,,Campaign Contribution,011,,Griffin for Virginia,,,,,,,,,,,,,,,,,
SB29,C00395533,SB29.41048,,,CCM,Karen Greenhalgh for Delegate,,,,,,PO Box 62945,,Virginia Beach,VA,23466,G2023,,2023-09-25,500.00,,Campaigh Contribution,011,,Karen Greenhalgh for Delegate,H0GA06192,GREENE,MARJORIE TAYLOR MRS.,,,,H,GA,14,,,,,,,,
SB29,C00395533,SB29.41041,,,CCM,Kim Taylor for Virginia,,,,,,PO Box 2122,,Petersburg,VA,23804,G2023,,2023-09-25,500.00,,Campaign Contribution,011,,Kim Taylor for Virginia,,Taylor,Kim,,,,,,,,,,,,,,
SB29,C00395533,SB29.40972,,,CCM,Orrock for House Committee,,,,,,PO Box 458,,Thornburg,VA,22565,G2023,,2023-09-25,250.00,,Campaign Contribution,011,,Orrock for House Committee,,Orrock,Bobby,,,,,,,,,,,,,,
SB29,C00395533,SB29.41063,,,CCM,Riley for Delegate,,,,,,PO Box 71596,,Henrico,VA,23255,G2023,,2023-09-25,500.00,,Campaign Contribution,011,,Riley for Delegate,,,,,,,,,,,,,,,,,
SB29,C00395533,SB29.41105,,,CCM,Segura for Senate,,,,,,525K E. Market St.,#162,Leesburg,VA,20176,G2023,,2023-09-25,500.00,,Campaign contribution,,,Segura for Senate,,Segura,Juan Pablo,,,,,,,,,,,,,,
SB29,C00395533,SB29.41028,,,CCM,Stirrup for Delegate 21,,,,,,PO Box 280,,Haymarket,VA,20168,G2023,,2023-09-25,500.00,,Campaign Contribution,011,,Stirrup for Delegate 21,,Stirrup,John T.,,,,,,,,,,,,,,
SB29,C00395533,SB29.41138,,,CCM,Stuart for Senate,,,,,,PO Box 1146,,Montross,VA,22520,G2023,,2023-09-25,250.00,,Campaign Contribution,011,,Stuart for Senate,,Stuart,Richard,,,,,,,,,,,,,,
SB29,C00395533,SB29.41109,,,CCM,Suetterlein for Senate,,,,,,PO Box 20237,,Roanoke,VA,24018,G2023,,2023-09-25,250.00,,"Suetterlein, Dave",011,,Suetterlein for Senate,,Suetterlein,Dave,,,,,,,,,,,,,,
SB29,C00395533,SB29.41120,,,CCM,Timmy French for the Senate of Virginia,,,,,,410 N Church St.,,Woodstock,VA,22664,G2023,,2023-09-25,250.00,,Campaign Contribution,011,,Timmy French for the Senate of Virginia,,,,,,,,,,,,,,,,,
SB29,C00395533,SB29.40984,,,IND,,Wachsmann,Otto,,,Jr.,PO Box 268,,Stony Creek,VA,23882,G2023,,2023-09-25,250.00,,Campaign Cotribution,011,,Friends of Amanda Batten,,,,,,,,,,,,,,,,,
SB29,C00395533,SB29.40969,,,CCM,Wilt for Delegate,,,,,,PO Box 1425,,Harrisonburg,VA,22803,G2023,,2023-09-25,250.00,,Campaign Contribution,011,,Wilt for Delegate,,,,,,,,,,,,,,,,,
SB29,C00395533,SB29.41095,,,CCM,Woolf for Senate,,,,,,7585 Rio Grand Way,,Gainsville,VA,20155,G2023,,2023-09-25,500.00,,Campaign contribution,011,,Woolf for Senate,,,,,,,,,,,,,,,,,
SB29,C00395533,SB29.41000,,,CCM,Wren Williams for Delegate,,,,,,PO Box 192,,Stuart,VA,24171,G2023,,2023-09-25,250.00,,Campaign Contribution,011,,Wren Williams for Delegate,,,,,,,,,,,,,,,,,
SB29,C00395533,SB29.41003,,,CCM,Zehr for Virginia,,,,,,81 New Covenant Lane,,Rustburg,VA,24588,G2023,,2023-09-25,250.00,,Campaign Contribution,011,,Zehr for Virginia,,,,,,,,,,,,,,,,,
