form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00589309,500674462,,,PAC,ActBlue,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2024-06-10,0.40,0.00,Merchant Fees,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00589309,500674463,,,PAC,ActBlue,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2024-06-12,395.00,0.00,Merchant Fees,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00589309,500674464,,,PAC,ActBlue,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2024-06-18,4.61,0.00,Merchant Fees,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00589309,500674465,,,PAC,ActBlue,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2024-06-25,0.80,0.00,Merchant Fees,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00589309,500674466,,,PAC,ActBlue,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2024-06-26,395.00,0.00,Merchant Fees,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00589309,500674506,,,ORG,American Express,,,,,,2965 W Corporate Lakes Blvd,,Weston,FL,333313626,,,2024-04-03,1000.00,0.00,Credit Card Payment for Monetary Contributions on Line 23,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00589309,500674507,,,ORG,American Express,,,,,,2965 W Corporate Lakes Blvd,,Weston,FL,333313626,,,2024-04-24,1000.00,0.00,Credit Card Payment for Monetary Contributions on Line 23,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00589309,500674510,,,ORG,American Express,,,,,,2965 W Corporate Lakes Blvd,,Weston,FL,333313626,,,2024-04-24,1000.00,0.00,Credit Card Payment for Monetary Contributions on Line 23,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00589309,500674511,,,ORG,American Express,,,,,,2965 W Corporate Lakes Blvd,,Weston,FL,333313626,,,2024-04-24,1000.00,0.00,Credit Card Payment for Monetary Contributions on Line 23,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00589309,500674512,,,ORG,American Express,,,,,,2965 W Corporate Lakes Blvd,,Weston,FL,333313626,,,2024-04-24,1000.00,0.00,Credit Card Payment for Monetary Contributions on Line 23,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00589309,500674513,,,ORG,American Express,,,,,,2965 W Corporate Lakes Blvd,,Weston,FL,333313626,,,2024-04-24,1000.00,0.00,Credit Card Payment for Monetary Contributions on Line 23,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00589309,500674514,,,ORG,American Express,,,,,,2965 W Corporate Lakes Blvd,,Weston,FL,333313626,,,2024-04-24,1000.00,0.00,Credit Card Payment for Monetary Contributions on Line 23,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00589309,500674515,,,ORG,American Express,,,,,,2965 W Corporate Lakes Blvd,,Weston,FL,333313626,,,2024-04-24,1000.00,0.00,Credit Card Payment for Monetary Contributions on Line 23,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00589309,500674516,,,ORG,American Express,,,,,,2965 W Corporate Lakes Blvd,,Weston,FL,333313626,,,2024-04-24,1000.00,0.00,Credit Card Payment for Monetary Contributions on Line 23,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00589309,500674517,,,ORG,American Express,,,,,,2965 W Corporate Lakes Blvd,,Weston,FL,333313626,,,2024-04-24,1000.00,0.00,Credit Card Payment for Monetary Contributions on Line 23,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00589309,500674518,,,ORG,American Express,,,,,,2965 W Corporate Lakes Blvd,,Weston,FL,333313626,,,2024-04-24,1000.00,0.00,Credit Card Payment for Monetary Contributions on Line 23,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00589309,500674519,,,ORG,American Express,,,,,,2965 W Corporate Lakes Blvd,,Weston,FL,333313626,,,2024-04-24,1000.00,0.00,Credit Card Payment for Monetary Contributions on Line 23,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00589309,500674520,,,ORG,American Express,,,,,,2965 W Corporate Lakes Blvd,,Weston,FL,333313626,,,2024-04-24,3000.00,0.00,Credit Card Payment for Monetary Contributions on Line 23,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00589309,500674508,,,ORG,American Express,,,,,,2965 W Corporate Lakes Blvd,,Weston,FL,333313626,,,2024-06-03,1000.00,0.00,Credit Card Payment for Monetary Contributions on Line 23,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00589309,500674482,,,ORG,Kaufman Legal Group,,,,,,777 S Figueroa St,Ste 4050,Los Angeles,CA,900175864,,,2024-04-01,100.20,0.00,Legal & Treasury Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00589309,500674483,,,ORG,Kaufman Legal Group,,,,,,777 S Figueroa St,Ste 4050,Los Angeles,CA,900175864,,,2024-04-10,1000.00,0.00,Legal & Treasury Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00589309,500674484,,,ORG,Kaufman Legal Group,,,,,,777 S Figueroa St,Ste 4050,Los Angeles,CA,900175864,,,2024-04-18,102.80,0.00,Legal & Treasury Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00589309,500674485,,,ORG,Kaufman Legal Group,,,,,,777 S Figueroa St,Ste 4050,Los Angeles,CA,900175864,,,2024-05-06,1000.00,0.00,Legal & Treasury Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00589309,500674486,,,ORG,Kaufman Legal Group,,,,,,777 S Figueroa St,Ste 4050,Los Angeles,CA,900175864,,,2024-05-13,100.50,0.00,Legal & Treasury Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00589309,500674487,,,ORG,Kaufman Legal Group,,,,,,777 S Figueroa St,Ste 4050,Los Angeles,CA,900175864,,,2024-06-04,1000.00,0.00,Legal & Treasury Fees,,,,,,,,,,,,,,,,,,,,
