form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00589309,500674473,,,CCM,Dr. Kim Schrier for Congress,,,,,,3020 Issaquah Pine Lake Rd SE,# 331,Sammamish,WA,980757253,P2024,,2024-04-24,1000.00,0.00,Federal Contribution,,C00652628,,,Schrier,Kim,,,,H,WA,08,,,,,,,,
SB23,C00589309,500712966,,,CCM,Ehasz for Congress,,,,,,1800 Byberry Rd,Unit 1336,Bensalem,PA,190204747,G2024,,2024-06-30,1000.00,0.00,Federal Contribution,,C00791335,,,EHASZ,ASHLEY,,,,H,PA,01,,,,,,,X,*
SB23,C00589309,500712960,,,CCM,Emilia Sykes for Congress,,,,,,PO Box 1347,,Akron,OH,443091347,G2024,,2024-06-30,1000.00,0.00,Federal Contribution,,C00801274,,,Sykes,Emilia,,,,H,OH,13,,,,,,,X,*
SB23,C00589309,500674475,,,CCM,Gabe Vasquez for Congress,,,,,,PO Box L,,Mesilla,NM,880464612,P2024,,2024-04-24,1000.00,0.00,Federal Contribution,,C00789404,,,Vasquez,Gabriel,,,,,NM,02,,,,,,,,
SB23,C00589309,500674474,,,CCM,Gabe Vasquez for Congress,,,,,,PO Box L,,Mesilla,NM,880464612,P2024,,2024-05-13,1000.00,0.00,Federal Contribution,,C00789404,,,Vasquez,Gabriel,,,,,NM,02,,,,,,,,
SB23,C00589309,500674476,,,CCM,George Whitesides for Congress,,,,,,PO Box 221776,,Newhall,CA,913221776,G2024,,2024-04-24,3000.00,0.00,Federal Contribution,,C00834028,,,Whitesides,George,,,,H,CA,27,,,,,,,,
SB23,C00589309,500674477,,,CCM,George Whitesides for Congress,,,,,,PO Box 221776,,Newhall,CA,913221776,G2024,,2024-05-30,1000.00,0.00,Federal Contribution,,C00834028,,,Whitesides,George,,,,H,CA,27,,,,,,,,
SB23,C00589309,500674478,,,CCM,Greg Landsman for Congress,,,,,,PO Box 68033,,Cincinnati,OH,452068033,G2024,,2024-04-03,1000.00,0.00,Federal Contribution,,C00800276,,,Landsman,Greg,,,,H,OH,01,,,,,,,,
SB23,C00589309,500674481,,,CCM,Josh Riley for Congress,,,,,,213 Tioga St,Unit 836,Ithaca,NY,148518040,P2024,,2024-05-13,1000.00,0.00,Federal Contribution,,C00793760,,,Riley,Josh,,,,H,NY,19,,,,,,,,
SB23,C00589309,500712962,,,CCM,Kaptur for Congress,,,,,,545 E Town St,,Columbus,OH,432154801,G2024,,2024-06-30,1000.00,0.00,Federal Contribution,,C00154625,,,KAPTUR,MARCY,M.C.,,,H,OH,09,,,,,,,X,*
SB23,C00589309,500674488,,,CCM,Marie for Congress,,,,,,PO Box 1164,,Washougal,WA,986710926,P2024,,2024-06-11,1000.00,0.00,Federal Contribution,,C00806174,,,Gluesenkamp Perez,Marie,,,,H,WA,03,,,,,,,,
SB23,C00589309,500674489,,,CCM,Mary Peltola for Alaska,,,,,,PO Box 210014,,Anchorage,AK,995210014,P2024,,2024-04-24,1000.00,0.00,Federal Contribution,,C00812388,,,Peltola,Mary,,,,H,AK,00,,,,,,,,
SB23,C00589309,500674493,,,CCM,Nevadans for Steven Horsford,,,,,,PO Box 15096,,Washington,DC,200030096,P2024,,2024-05-30,1000.00,0.00,Federal Contribution,,C00668228,,,Horsford,Steve Alexander,,,,H,NV,04,,,,,,,,
SB23,C00589309,500674491,,,CCM,Nikki for Congress,,,,,,PO Box 5171,,Springfield,IL,627055171,G2024,,2024-04-24,1000.00,0.00,Federal Contribution,,C00787812,,,Budzinski,Nikki,,,,H,IL,13,,,,,,,,
SB23,C00589309,500674492,,,CCM,Pat Ryan for Congress,,,,,,PO Box 2113,,Kingston,NY,124022113,P2024,,2024-04-24,1000.00,0.00,Federal Contribution,,C00815290,,,Ryan,Pat,,,,H,NY,18,,,,,,,,
SB23,C00589309,500712961,,,CCM,Pat Ryan for Congress,,,,,,PO Box 2113,,Kingston,NY,124022113,G2024,,2024-06-30,1000.00,0.00,Federal Contribution,,C00815290,,,Ryan,Pat,,,,H,NY,18,,,,,,,X,*
SB23,C00589309,500712958,,,CCM,Rudy Salas for Congress,,,,,,PO Box 42257,,Bakersfield,CA,933842257,G2024,,2024-06-30,1000.00,0.00,Federal Contribution,,C00791756,,,Salas,Rudy,,,,H,CA,22,,,,,,,X,*
SB23,C00589309,500674480,,,CCM,Scholten for Congress,,,,,,PO Box 6233,,Grand Rapids,MI,495166233,P2024,,2024-04-24,1000.00,0.00,Federal Contribution,,C00711317,,,Scholten,Hillary,,,,H,MI,03,,,,,,,,
SB23,C00589309,500674494,,,CCM,Susie Lee for Congress,,,,,,5130 S Fort Apache Rd,Ste 215 Pmb 382,Las Vegas,NV,891481732,P2024,,2024-04-24,1000.00,0.00,Federal Contribution,,C00655613,,,Lee,Susie,,,,H,NV,03,,,,,,,,
SB23,C00589309,500674495,,,CCM,Susie Lee for Congress,,,,,,5130 S Fort Apache Rd,Ste 215 Pmb 382,Las Vegas,NV,891481732,P2024,,2024-05-30,1000.00,0.00,Federal Contribution,,C00655613,,,Lee,Susie,,,,H,NV,03,,,,,,,,
SB23,C00589309,500674496,,,CCM,Tim Kennedy for Congress,,,,,,PO Box 536,,Buffalo,NY,142010536,P2024,,2024-04-01,2500.00,0.00,Federal Contribution,,C00856526,,,Kennedy,Timothy,,,,H,NY,26,,,,,,,,
SB23,C00589309,500674472,,,CCM,Titus for Congress,,,,,,PO Box 72454,,Las Vegas,NV,891702454,P2024,,2024-05-30,1000.00,0.00,Federal Contribution,,C00499467,,,Titus,Dina,,,,H,NV,01,,,,,,,,
SB23,C00589309,500674497,,,CCM,Tom Suozzi for Congress,,,,,,PO Box 669,,Glen Cove,NY,115420669,P2024,,2024-05-21,1159.63,0.00,Federal Contribution,,C00607200,,,Suozzi,Thomas,,,,H,NY,03,,,,,,,,
SB23,C00589309,500712957,,,CCM,Val Hoyle for Congress,,,,,,PO Box 657,,Springfield,OR,974770116,G2024,,2024-06-04,1000.00,0.00,Federal Contribution,,C00796144,,,HOYLE,VALERIE,,,,H,OR,04,,,,,,,X,*
SB23,C00589309,500712959,,,CCM,Will Rollins for Congress,,,,,,PO Box 6282,,Corona,CA,928786282,G2024,,2024-06-30,1000.00,0.00,Federal Contribution,,C00792507,,,ROLLINS,WILL,,,,H,CA,41,,,,,,,X,*
