form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00486845,500449216,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-08-02,664.60,2024-08-02,1461698.85,Staff Time and Emails for Online Message (via Drawdown),,,O,P80001571,TRUMP,DONALD,J.,,,P,00,,Sonekan,Titi,,,,2024-09-20,,Nationwide IE
SE,C00486845,500449925,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-08-06,1236.22,2024-08-06,1461698.85,Staff Time and Text Messages (via drawdown),,,S,P00009423,Harris,Kamala,,,,P,00,,Sonekan,Titi,,,,2024-09-20,,Nationwide IE
SE,C00486845,500449926,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-08-06,542.39,2024-08-06,1461698.85,Staff Time and Emails for Online Message (via drawdown),,,S,P00009423,Harris,Kamala,,,,P,00,,Sonekan,Titi,,,,2024-09-20,,Nationwide IE
SE,C00486845,500452529,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-08-06,102.82,2024-08-06,100103.72,Staff Time for Press Release (via drawdown),,,O,S2NV00308,BROWN,SAM,,,,S,00,NV,Sonekan,Titi,,,,2024-09-20,
SE,C00486845,500451119,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-08-19,86.54,2024-08-19,1461698.85,Staff Time for Press Release (via drawdown),,,S,P00009423,Harris,Kamala,,,,P,00,,Sonekan,Titi,,,,2024-09-20,,Nationwide IE
SE,C00486845,500451120,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-08-19,57.41,2024-08-19,1461698.85,Staff Time for Video Production (via drawdown),,,S,P00009423,Harris,Kamala,,,,P,00,,Sonekan,Titi,,,,2024-09-20,,Nationwide IE
SE,C00486845,500451582,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-08-27,76.44,2024-08-27,1461698.85,Staff Time for Press Release (via drawdown),,,S,P00009423,Harris,Kamala,,,,P,00,,Sonekan,Titi,,,,2024-09-20,,Nationwide IE
SE,C00486845,500449976,,,ORG,Long View Media LLC,,,,,,21 14th St NE,,Washington,DC,200028419,G2024,,2024-08-07,425.00,,1461698.85,Video Production,,,S,P00009423,Harris,Kamala,,,,P,00,,Sonekan,Titi,,,,2024-09-20,X,* Nationwide IE
SE,C00486845,500451118,,,ORG,Long View Media LLC,,,,,,21 14th St NE,,Washington,DC,200028419,G2024,,2024-08-19,150.00,,1461698.85,Video Production,,,S,P00009423,Harris,Kamala,,,,P,00,,Sonekan,Titi,,,,2024-09-20,X,* Nationwide IE
SE,C00486845,500449134,,,ORG,OTG Strategies,,,,,,8651 HIGHWAY N,Ste 214,Lake St Louis,MO,63367,G2024,,2024-08-01,178125.00,2024-08-01,181950.00,Canvassing Services,,,S,S4AZ00139,GALLEGO,RUBEN,,,,S,00,AZ,Sonekan,Titi,,,,2024-09-20,
SE,C00486845,500449135,,,ORG,OTG Strategies,,,,,,8651 HIGHWAY N,Ste 214,Lake St Louis,MO,63367,G2024,,2024-08-01,71250.00,2024-08-01,71250.00,Canvassing Services,,,S,H2AZ02311,ENGEL,KIRSTEN,,,,H,06,AZ,Sonekan,Titi,,,,2024-09-20,
SE,C00486845,500449139,,,ORG,OTG Strategies,,,,,,8651 HIGHWAY N,Ste 214,Lake St Louis,MO,63367,C2024,Convention,2024-08-01,65000.00,2024-08-01,346916.60,Canvassing Services,,,S,P00009423,Harris,Kamala,,,,P,00,,Sonekan,Titi,,,,2024-09-20,
SE,C00486845,500449140,,,ORG,OTG Strategies,,,,,,8651 HIGHWAY N,Ste 214,Lake St Louis,MO,63367,C2024,Convention,2024-08-01,178125.00,2024-08-01,346916.60,Canvassing Services,,,S,P00009423,Harris,Kamala,,,,P,00,,Sonekan,Titi,,,,2024-09-20,
SE,C00486845,500450775,,,ORG,OTG Strategies,,,,,,8651 HIGHWAY N,Ste 214,Lake St Louis,MO,63367,G2024,,2024-08-15,419333.50,2024-08-20,423541.00,Canvassing Services,,,S,S2WI00219,BALDWIN,TAMMY,,,,S,00,WI,Sonekan,Titi,,,,2024-09-20,
SE,C00486845,500450778,,,ORG,OTG Strategies,,,,,,8651 HIGHWAY N,Ste 214,Lake St Louis,MO,63367,G2024,,2024-08-15,419333.50,2024-08-20,1461698.85,Canvassing Services,,,S,P00009423,Harris,Kamala,,,,P,00,,Sonekan,Titi,,,,2024-09-20,
SE,C00486845,500449138,,,ORG,Trilogy Interactive,,,,,,PO Box 4177,,Mountain View,CA,940400177,C2024,Convention,2024-08-01,100000.00,2024-08-01,346916.60,Digital Advertising,,,S,P00009423,Harris,Kamala,,,,P,00,,Sonekan,Titi,,,,2024-09-20,,Nationwide IE
SE,C00486845,500451577,,,ORG,Trilogy Interactive,,,,,,PO Box 4177,,Mountain View,CA,940400177,G2024,,2024-08-29,100000.00,2024-08-29,1461698.85,Digital Advertising,,,S,P00009423,Harris,Kamala,,,,P,00,,Sonekan,Titi,,,,2024-09-20,,Nationwide IE
