form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00275230,SB29-EX3770,,,CCM,Campaign to Elect Cory Maloy,,,,,,283 East 500 North,,Lehi,UT,84043,G2024,,2024-09-18,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00275230,SB29-EX3757,,,CCM,Mike Kohler Campaign,,,,,,P.O. Box 1082,,Midway,UT,84049,G2024,,2024-09-18,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00275230,SB29-EX3742,,,CCM,Committee to Elect Norm Thurston,,,,,,965 E Venter St,,Provo,UT,84606,G2024,,2024-09-05,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00275230,SB29-EX3773,,,CCM,Stephen Whyte Campaign,,,,,,913 Iris Lane,,Mapleton,UT,84664,G2024,,2024-09-05,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00275230,SB29-EX3756,,,CCM,Jefferson Burton Campaign,,,,,,854 S 100 E,,Salem,UT,84653,G2024,,2024-09-18,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00275230,SB29-EX3745,,,CCM,Committee to Elect Doug Welton,,,,,,357 E 1250 S,,Payson,UT,84651,G2024,,2024-09-05,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00275230,SB29-EX3748,,,CCM,Committee to Elect Rex Shipp,,,,,,749 ST James Place,,Cedar City,UT,84720,G2024,,2024-09-05,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00275230,SB29-EX3752,,,CCM,Adams Leadership PAC,,,,,,P.O. Box 1949,,Layton,UT,84041,G2024,,2024-09-05,1000.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00275230,SB29-EX3753,,,CCM,House Speaker Leadership PAC,,,,,,420 E South Temple Suite 390,,SLC,UT,84111,G2024,,2024-09-05,1000.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00275230,SB29-EX3755,,,CCM,Utah House Democratic Leadership Council,,,,,,PO BOX 150446,,Ogden,UT,84415,G2024,,2024-09-05,1000.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
