form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00504530,SB.442_B,,,ORG,Desposito for New York,,,,,,PO Box 188,,Island Park,NY,11558,G2024,,2024-09-04,5000.00,,Contribution,011,C00809426,,,Desposito,Anthony,,,,H,NY,04,  ,,,,,,,
SB23,C00504530,SB.442,,,ORG,Alaskans for Nick Begich,,,,,,PO Box 671710,,Chugiak,AK,99567,G2024,,2024-09-06,5000.00,,Contribution,011,C00792341,,,Begich,Nick,,,,H,AK,01,  ,,,,,,,
SB23,C00504530,SB.443,,,ORG,Drew for Nevada,,,,,,5325 S. Fort Apache Road,Suite D-31,Las Vegas,NV,89148,G2024,,2024-09-06,5000.00,,Contribution,011,C00839670,,,Johnson,Drew,,,,H,NV,03,  ,,,,,,,
SB23,C00504530,SB.440,,,ORG,Mike Erickson for Congress,,,,,,PO Box 23811,,Tigard,OR,97281,G2024,,2024-09-06,5000.00,,Contribution,011,C00809178,,,Erickson,Mike,,,,H,OR,06,  ,,,,,,,
SB23,C00504530,SB.441,,,ORG,Paul Hudson for Congress,,,,,,2153 Wealthy St. SE,Box 107,Grand Rapids,MI,49506,G2024,,2024-09-06,5000.00,,Contribution,011,C00849174,,,Hudson,Paul,,,,H,MI,03,  ,,,,,,,
SB23,C00504530,SB.445,,,ORG,Lily4Congress Committee,,,,,,PO Box 406,,Weare,NH,03281,G2024,,2024-09-18,5000.00,,Contribution,011,C00800458,,,Williams,Lily,Tang,,,H,NH,02,  ,,,,,,,
SB23,C00504530,SB.444,,,ORG,Prescott for Congress,,,,,,PO Box 26,,Kingston,NH,03848,G2024,,2024-09-18,5000.00,,Contribution,011,C00846642,,,Prescott,Russell,,,,H,NH,01,  ,,,,,,,
SB23,C00504530,SB.446,,,ORG,Gunderson for Congress,,,,,,3774 Mission Ave.,#272,San Luis Rey,CA,92058,G2024,,2024-09-24,5000.00,,Contribution,011,C00840108,,,Gunderson,Matt,,,,H,CA,49,  ,,,,,,,
SB23,C00504530,SB.447,,,ORG,LiPetri for Congress,,,,,,PO Box 866,,Bethpage,NY,11714,G2024,,2024-09-27,5000.00,,Contribution,011,C00732768,,,LiPetri,Mike,,,,H,NY,03,  ,,,,,,,
SB23,C00504530,SB.448,,,ORG,NRCC,,,,,,320 First Street SE,,Washington,DC,20003,G2024,,2024-09-27,15000.00,,Contribution,011,C00075820,,,,,,,,,,,  ,,,,,,,
SB23,C00504530,SB.449,,,ORG,Parrott for Congress,,,,,,20005 Lindenhurst Ct.,,Hagerstown,MD,21742,G2024,,2024-09-27,5000.00,,Contribution,011,C00691931,,,Parrott,Neil,,,,H,MD,06,  ,,,,,,,
