form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00302695,SB29.22504,,,CCM,Jon Husted for Ohio,,,,,,4110 Fenwick Road,,Upper Arlington,OH,43220,G2024,,2024-07-10,2500.00,,,011,,Jon Husted for Ohio,,,,,,,,OH,,,,,,,,,
SB29,C00302695,SB29.22536,,,CCM,Julie Raque Adams for Kentucky State Senate,,,,,,213 South Lyndon Lane,,Louisville,KY,40222,G2024,,2024-09-17,500.00,,,011,,Julie Raque Adams for Kentucky State Senate,,,,,,,S,KY,36,,,,,,,,
SB29,C00302695,SB29.22522,,,CCM,Kent Smith Committee,,,,,,801 E. 232nd Street,,Euclid,OH,44123,G2024,,2024-08-13,350.00,,,011,,Kent Smith Committee,,,,,,,S,OH,21,,,,,,,,
SB29,C00302695,SB29.22532,,,CCM,Klein Committee,,,,,,545 E. Town Street,,Columbus,OH,43215,G2024,,2024-09-10,1000.00,,,011,,Klein Committee,,,,,,,,OH,,,,,,,,,
SB29,C00302695,SB29.22495,,,CCM,LaRe for Ohio,,,,,,4679 Winterset Dr,,Columbus,OH,43220,G2024,,2024-09-10,500.00,,,011,,LaRe for Ohio,,,,,,,H,OH,77,,,,,,,,
SB29,C00302695,SB29.22512,,,CCM,Matt Huffman for Ohio,,,,,,4679 Winterset Dr,,Columbus,OH,43220,G2024,,2024-09-10,1000.00,,,011,,Matt Huffman for Ohio,,,,,,,S,OH,12,,,,,,,,
SB29,C00302695,SB29.22538,,,CCM,Michael Meredith for Kentucky State Representative,,,,,,464 Oakland Road,,Oakland,KY,42159,G2024,,2024-09-17,500.00,,,011,,Michael Meredith for Kentucky State Representative,,,,,,,H,KY,19,,,,,,,,
SB29,C00302695,SB29.22540,,,CCM,Michael Sarge Pollock for Kentucky State Representative,,,,,,105 Colonial Drive,,Campbellsville,KY,42718,G2024,,2024-09-17,500.00,,,011,,Michael Sarge Pollock for Kentucky State Representative,,,,,,,H,KY,51,,,,,,,,
SB29,C00302695,SB29.22168,,,PAC,OII PAC (Ohio Insurance Institute),,,,,,"172 E. State, #201",,Columbus,OH,43215,G2024,,2024-08-13,2000.00,,,011,,,,,,,,,,,,,,,,,,,
SB29,C00302695,SB29.22492,,,COM,RPK House Trust - Republican Party of Kentucky,,,,,,105 W. 3rd St.,,Frankfort,KY,40601,G2024,,2024-09-17,1000.00,,,011,,,,,,,,,,,,,,,,,,,
SB29,C00302695,SB29.22490,,,COM,RPK Senate Trust - Republican Party of Kentucky,,,,,,105 W. 3rd St.,,Frankfort,KY,40601,G2024,,2024-09-17,1000.00,,,011,,,,,,,,,,,,,,,,,,,
SB29,C00302695,SB29.22510,,,CCM,Shanahan for Ohio,,,,,,PO Box 9650,,Cincinnati,OH,45209,G2024,,2024-09-10,2200.00,,,011,,Shanahan for Ohio,,,,,,,,OH,,,,,,,,,
SB29,C00302695,SB29.22528,,,CCM,Sharon Ray for Representative,,,,,,283 Stratford Avenue,,Wadsworth,OH,44281,G2024,,2024-09-10,1000.00,,,011,,Sharon Ray for Representative,,,,,,,H,OH,66,,,,,,,,
SB29,C00302695,SB29.22526,,,CCM,Tim Barhorst for Ohio,,,,,,4679 Winterset Drive,,Columbus,OH,43220,G2024,,2024-09-04,1000.00,,,011,,Tim Barhorst for Ohio,,,,,,,H,OH,85,,,,,,,,
