form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00852012,SB21B.11,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-07-15,3356.42,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.12,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-07-16,474.60,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.13,,,ORG,"CROSBY OTTENHOFF GROUP, LLC",,,,,,421 OFFICE PARK DRIVE,,MOUNTAIN BROOK,AL,35223,,,2024-07-17,10000.00,,COMPLIANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.14,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-07-18,96.00,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.15,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-07-20,240.00,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.16,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-07-22,537.60,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.18,,,IND,,CAREY,SIRIANNI,,,,PO BOX 186,,SEWICKLEY,PA,15143,,,2024-07-23,36268.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.19,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2024-07-23,160.50,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.20,,,ORG,INTUIT,,,,,,2700 COAST AVE,,MOUNTAIN VIEW,CA,94043,,,2024-07-24,90.10,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.21,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-07-24,1308.80,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.22,,,ORG,CMDI,,,,,,"1595 SPRING HILL ROAD, SUITE 500",,TYSONS CORNER,VA,22182,,,2024-07-25,500.00,,DATABASE MANAGEMENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.23,,,ORG,"SOCKO STRATEGIES, LLC",,,,,,1101 30TH ST NW,STE 125,WASHINGTON,DC,20007,,,2024-07-25,34267.19,,FUNDRAISING CONSULTING / TRAVEL ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.24,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-07-28,441.60,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.25,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-07-29,1241.60,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.26,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-07-30,732.10,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.27,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2024-07-31,676.50,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.28,,,ORG,CMDI,,,,,,"1595 SPRING HILL ROAD, SUITE 500",,TYSONS CORNER,VA,22182,,,2024-08-01,385.90,,DATABASE MANAGEMENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.29,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-08-01,881.48,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.30,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-08-03,544.00,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.31,,,ORG,ALLEGHENY COUNTRY CLUB,,,,,,250 COUNTRY CLUB ROAD,,SEWICKLEY,PA,15143,,,2024-08-05,18115.61,,FACILITY RENTAL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.32,,,ORG,THE CW GROUP,,,,,,1152 MAE STREET,#129,HUMMELSTOWN,PA,17036,,,2024-08-05,2500.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.33,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-08-05,201.60,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.34,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-08-07,2643.20,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.35,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-08-11,320.00,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.36,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-08-12,678.40,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.37,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-08-13,24.00,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.38,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2024-08-14,161.90,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.39,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-08-14,39.40,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.40,,,ORG,NK BAUR & ASSOCIATES,,,,,,9856 ARCHER LANE,,DUBLIN,OH,43017,,,2024-08-15,29280.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.41,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-08-15,32.00,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.42,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-08-18,169.85,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.43,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-08-20,39.40,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.44,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-08-21,336.00,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.45,,,ORG,CMDI,,,,,,"1595 SPRING HILL ROAD, SUITE 500",,TYSONS CORNER,VA,22182,,,2024-08-22,500.00,,DATABASE MANAGEMENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.47,,,ORG,"CROSBY OTTENHOFF GROUP, LLC",,,,,,421 OFFICE PARK DRIVE,,MOUNTAIN BROOK,AL,35223,,,2024-08-22,10086.51,,COMPLIANCE CONSULTING / POSTAGE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.48,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-08-22,960.00,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.49,,,ORG,INTUIT,,,,,,2700 COAST AVE,,MOUNTAIN VIEW,CA,94043,,,2024-08-24,104.94,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.50,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-08-24,1196.80,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.51,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-08-25,800.00,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.51.1,,,IND,,CAREY,SIRIANNI,,,,PO BOX 186,,SEWICKLEY,PA,15143,,,2024-08-26,336.51,,POSTAGE / DONOR MEMENTOS,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.52,SB21B.51.1,,ORG,FEDEX,,,,,,2638 BRANDT SCHOOL ROAD,,WEXFORD,PA,15090,,,2024-08-26,106.46,,POSTAGE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00852012,SB21B.53,SB21B.51.1,,ORG,TOADFLAX,,,,,,5500 WALNUT STREET,,PITTSBURGH,PA,15232,,,2024-08-26,230.05,,DONOR MEMENTOS ,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00852012,SB21B.54,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-08-27,611.20,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.55,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2024-08-28,178.00,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.56,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-08-28,1123.60,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.57,,,ORG,ARONIMINK GOLF CLUB,,,,,,3600 ST DAVIDS ROAD,,NEWTON SQUARE,PA,19073,,,2024-08-29,2499.90,,CATERING SERVICES / FOOD / BEVERAGE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.58,,,ORG,COLDSPARK,,,,,,"THREE PPG PLACE, SUITE 500",,PITTSBURGH,PA,15222,,,2024-08-29,2100.00,,DONOR MEMENTOS ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.59,,,ORG,"SOCKO STRATEGIES, LLC",,,,,,1101 30TH ST NW,STE 125,WASHINGTON,DC,20007,,,2024-08-29,49051.35,,FUNDRAISING CONSULTING / TRAVEL ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.60,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2024-08-30,123.98,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.61,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-09-01,163.45,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.62,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-09-02,32.00,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.63,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-09-03,469.70,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.64,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-09-04,441.60,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.65,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2024-09-05,178.00,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.66,,,ORG,PITTSBURGH VALET,,,,,,461 COCHRAN ROAD,,PITTSBURGH,PA,15228,,,2024-09-05,1656.00,,VALET SERVICES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.67,,,ORG,THE CW GROUP,,,,,,1152 MAE STREET,#129,HUMMELSTOWN,PA,17036,,,2024-09-05,2500.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.68,,,ORG,KC CONSULTING LLC,,,,,,PO BOX 2101,,JENKINTOWN,PA,19046,,,2024-09-06,9448.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.69,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-09-07,435.02,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.70,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-09-08,569.45,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.71,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2024-09-09,320.50,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.72,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-09-09,890.08,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.73,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-09-10,115.70,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.74,,,ORG,"CROSBY OTTENHOFF GROUP, LLC",,,,,,421 OFFICE PARK DRIVE,,MOUNTAIN BROOK,AL,35223,,,2024-09-11,10000.00,,COMPLIANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.75,,,ORG,CMDI,,,,,,"1595 SPRING HILL ROAD, SUITE 500",,TYSONS CORNER,VA,22182,,,2024-09-12,461.95,,DATABASE MANAGEMENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.76,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-09-12,428.10,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.77,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2024-09-13,36.00,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.78,,,ORG,COLDSPARK,,,,,,"THREE PPG PLACE, SUITE 500",,PITTSBURGH,PA,15222,,,2024-09-14,1341.25,,CAMPAIGN APPAREL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.79,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-09-14,819.20,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.80,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-09-15,195.75,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.81,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-09-16,153.60,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.82,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-09-17,3961.60,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.83,,,ORG,MDI IMAGING & MAIL,,,,,,21955 CASCADES PARKWAY,,DULLES,VA,20166,,,2024-09-18,1438.19,,POSTAGE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.84,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-09-18,3.94,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.85,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2024-09-19,409.90,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.86,,,ORG,"CHALMERS, ADAMS, BACKER, & KAUFMAN, LLC",,,,,,5805 STATE BRIDGE ROAD #G77,,JOHNS CREEK,GA,30097,,,2024-09-19,990.00,,LEGAL CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.87,,,ORG,CMDI,,,,,,"1595 SPRING HILL ROAD, SUITE 500",,TYSONS CORNER,VA,22182,,,2024-09-21,500.00,,DATABASE MANAGEMENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.88,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-09-21,80.00,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.89,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-09-22,634.00,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.90,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-09-24,319.80,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.91,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2024-09-25,16.50,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.92,,,ORG,INTUIT,,,,,,2700 COAST AVE,,MOUNTAIN VIEW,CA,94043,,,2024-09-25,104.94,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.93,,,ORG,PA TRAVEL LLC,,,,,,"999 FREEPORT ROAD, #1072",,PITTSBURGH,PA,15238,,,2024-09-25,3829.67,,TRAVEL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.94,,,ORG,"SOCKO STRATEGIES, LLC",,,,,,1101 30TH ST NW,STE 125,WASHINGTON,DC,20007,,,2024-09-25,43896.59,,FUNDRAISING CONSULTING / TRAVEL ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.95,,,ORG,THE CW GROUP,,,,,,1152 MAE STREET,#129,HUMMELSTOWN,PA,17036,,,2024-09-25,23618.36,,FACILITY RENTAL / FOOD / BEVERAGE / FUNDRAISING CONSULTING / POSTAGE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.96,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-09-25,471.40,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.97,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-09-26,144.00,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.98,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-09-28,768.00,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.99,,,ORG,PA TRAVEL LLC,,,,,,"999 FREEPORT ROAD, #1072",,PITTSBURGH,PA,15238,,,2024-09-30,3319.04,,TRAVEL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.100,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-09-30,1117.54,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
