form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00007922,500127953,,,CCM,Joe Neguse for Congress,,,,,,PO Box 7142,,Boulder,CO,803067142,G2024,,2024-09-09,5000.00,0.00,Contribution,011,C00648253,,,Neguse,Joseph,,,,H,CO,02,,,,,,,,
SB23,C00007922,500128330,,,CCM,Judy Chu For Congress,,,,,,16633 Ventura Blvd,Ste 1008,Encino,CA,914361856,G2024,,2024-09-17,5000.00,0.00,Contribution,011,C00458125,,,Chu,Judy,,,,H,CA,27,,,,,,,,
SB23,C00007922,500128499,,,CCM,Klobuchar For Minnesota,,,,,,PO Box 4146,,Saint Paul,MN,551040146,G2024,,2024-09-20,5000.00,0.00,Contribution,011,C00431353,,,Klobuchar,Amy,,,,S,MN,,,,,,,,,
SB23,C00007922,500127938,,,CCM,Kristen for Michigan,,,,,,PO Box 854,,Bay City,MI,487070854,G2024,,2024-09-09,5000.00,0.00,Contribution,011,C00864207,,,McDonald Rivet,Kristen,,,,H,MI,08,,,,,,,,
SB23,C00007922,500128252,,,CCM,Kweisi Mfume for Congress,,,,,,PO Box 31649,,Baltimore,MD,212078649,P2024,,2024-09-11,-1000.00,0.00,Voided Check from 10/16/23,011,C00726372,,,Mfume,Kweisi,,,,H,MD,07,,,,,,,,
SB23,C00007922,500127732,,,CCM,Larson For Congress,,,,,,PO Box 261172,,Hartford,CT,061261172,G2024,,2024-09-03,2500.00,0.00,Contribution,011,C00330142,,,Larson,John,B.,Rep.,,H,CT,01,,,,,,,,
SB23,C00007922,500128652,,,CCM,Lawler for Congress,,,,,,PO Box 87,,South Salem,NY,105900087,G2024,,2024-09-26,2500.00,0.00,Contribution,011,C00815415,,,Lawler,Michael,Vincent,,,H,NY,17,,,,,,,,
SB23,C00007922,500127937,,,CCM,Lou Correa for Congress,,,,,,3230 Arena Blvd,Ste 245 Pmb 416,Sacramento,CA,958343004,G2024,,2024-09-09,2500.00,0.00,Contribution,011,C00578302,,,Correa,Jose,Luis (Lou),,,H,CA,46,,,,,,,,
SB23,C00007922,500127945,,,CCM,Marie for Congress,,,,,,PO Box 1164,,Washougal,WA,986710926,G2024,,2024-09-09,5000.00,0.00,Contribution,011,C00806174,,,Gluesenkamp Perez,Marie,,,,H,WA,03,,,,,,,,
SB23,C00007922,500127939,,,CCM,Mark Pocan For Congress,,,,,,PO Box 327,,Madison,WI,537010327,G2024,,2024-09-09,5000.00,0.00,Contribution,011,C00502179,,,Pocan,Mark,,,,H,WI,02,,,,,,,,
SB23,C00007922,500128273,,,CCM,Marlinga for Congress,,,,,,155 S Main St,Unit 672,Mount Clemens,MI,480467727,G2024,,2024-09-16,5000.00,0.00,Contribution,011,C00807727,,,Marlinga,Carl,,,,H,MI,10,,,,,,,,
SB23,C00007922,500128323,,,PAC,Matt Andrews,,,,,,1429 Navaho Trl,,Saint Charles,MO,633048705,,,2024-09-16,-5000.00,0.00,Voided Check from 7/18/2024,011,,Matt Andrews,,,,,,,,,,,,,,,,,Delegate
SB23,C00007922,500127959,,,CCM,Maxine for Congress,,,,,,PO Box 12209,,Portland,OR,972120209,G2024,,2024-09-09,5000.00,0.00,Contribution,011,C00859108,,,Dexter,Maxine,,,,H,OR,03,,,,,,,,
SB23,C00007922,500128328,,,CCM,McBride for Delaware Inc.,,,,,,PO Box 1904,,Wilmington,DE,198991904,G2024,,2024-09-17,5000.00,0.00,Contribution,011,C00843763,,,McBride,Sarah,Elzabeth,,,H,DE,01,,,,,,,,
SB23,C00007922,500128498,,,CCM,Morrison for Congress,,,,,,PO Box 684,,Wayzata,MN,553910684,G2024,,2024-09-20,5000.00,0.00,Contribution,011,C00856062,,,Morrison,Kelly,Louise,,,H,MN,03,,,,,,,,
SB23,C00007922,500127942,,,CCM,Nevadans for Steven Horsford,,,,,,PO Box 336664,,North Las Vegas,NV,890336664,G2024,,2024-09-09,5000.00,0.00,Contribution,011,C00668228,,,Horsford,Steven,Alexzander,,,H,NV,04,,,,,,,,
SB23,C00007922,500128325,,,PAC,O PAC,,,,,,711 W 40th St,Ste 330,Baltimore,MD,212112142,,,2024-09-17,5000.00,0.00,Contribution,011,C00881052,O PAC,,,,,,,,,,,,,,,,,
SB23,C00007922,500128327,,,PAC,Pat Ryan Victory Fund,,,,,,PO Box 2113,,Kingston,NY,124022113,,,2024-09-17,5000.00,0.00,Contribution,011,C00821546,Pat Ryan Victory Fund,,,,,,,,,,,,,,,,,
SB23,C00007922,500127731,,,PAC,People's Voice PAC,,,,,,PO Box 685,,Madison,WI,537010685,,,2024-09-03,5000.00,0.00,Contribution,011,C00410092,People's Voice PAC,,,,,,,,,,,,,,,,,
SB23,C00007922,500127951,,,CCM,Strickland for Washington,,,,,,4250 Martin Way E,Ste Pm 105,Olympia,WA,985165317,G2024,,2024-09-09,5000.00,0.00,Contribution,011,C00732826,,,Strickland,Marilyn,,,,H,WA,10,,,,,,,,
SB23,C00007922,500127941,,,CCM,Susie Lee for Congress,,,,,,5130 S Fort Apache Rd,Ste 215 Pmb 382,Las Vegas,NV,891481732,G2024,,2024-09-09,5000.00,0.00,Contribution,011,C00655613,,,Lee,Susie,,,,H,NV,03,,,,,,,,
SB23,C00007922,500127940,,,CCM,Titus For Congress,,,,,,PO Box 72454,,Las Vegas,NV,891702454,G2024,,2024-09-09,5000.00,0.00,Contribution,011,C00499467,,,Titus,Dina,,,,H,NV,01,,,,,,,,
SB23,C00007922,500128332,,,PAC,VIBE PAC (Victory by Investing Building Empowering),,,,,,122 C St NW,Ste 360,Washington,DC,200012149,,,2024-09-17,5000.00,0.00,Contribution,011,C00570101,VIBE PAC (Victory by Investing Building Empowering),,,,,,,,,,,,,,,,,
SB23,C00007922,500128651,,,PAC,We Invest in Lives and Dreams PAC,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,,,2024-09-26,2500.00,0.00,Contribution,011,C00776310,We Invest in Lives and Dreams PAC,,,,,,,,,,,,,,,,,
