form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00776419,500079281,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,P2024,,2023-10-01,75.00,2023-10-01,205.00,Fundraising Email,003,,S,H0NY16143,BOWMAN,JAMAAL,,,,H,16,NY,Phelan,Michael,,,,2024-01-31,
SE,C00776419,500079282,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,P2024,,2023-10-03,75.00,2023-10-03,262.50,Fundraising Email,003,,S,H2PA18200,LEE,SUMMER,,,,H,12,PA,Phelan,Michael,,,,2024-01-31,
SE,C00776419,500079280,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,P2024,,2023-10-07,75.00,2023-10-07,150.00,Fundraising Email,003,,S,S4NJ00466,KIM,ANDY,,,,S,,NJ,Phelan,Michael,,,,2024-01-31,
SE,C00776419,500079283,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,P2024,,2023-11-15,75.00,2023-11-15,262.50,Fundraising Email,003,,S,H2PA18200,LEE,SUMMER,,,,H,12,PA,Phelan,Michael,,,,2024-01-31,
SE,C00776419,500079284,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,P2024,,2023-11-16,37.50,2023-11-16,262.50,Fundraising Email,003,,S,H2PA18200,LEE,SUMMER,,,,H,12,PA,Phelan,Michael,,,,2024-01-31,
SE,C00776419,500079285,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,P2024,,2023-12-06,75.00,2023-12-06,205.00,Fundraising Email,003,,S,H0NY16143,BOWMAN,JAMAAL,,,,H,16,NY,Phelan,Michael,,,,2024-01-31,
SE,C00776419,500079286,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,P2024,,2023-12-13,75.00,2023-12-13,495.00,Fundraising Email,003,,S,H2CO03351,FRISCH,ADAM,,,,H,03,CO,Phelan,Michael,,,,2024-01-31,
SE,C00776419,500079287,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,P2024,,2023-12-17,75.00,2023-12-17,495.00,Fundraising Email,003,,S,H2CO03351,FRISCH,ADAM,,,,H,03,CO,Phelan,Michael,,,,2024-01-31,
SE,C00776419,500079288,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,P2024,,2023-12-19,75.00,2023-12-19,300.00,Fundraising Email,003,,S,H0NY17174,JONES,MONDAIRE,,,,H,17,NY,Phelan,Michael,,,,2024-01-31,
SE,C00776419,500079289,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,P2024,,2023-12-22,30.00,2023-12-22,55.00,Fundraising Email,003,,S,H8MN05239,OMAR,ILHAN,,,,H,05,MN,Phelan,Michael,,,,2024-01-31,
SE,C00776419,500079290,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,P2024,,2023-12-22,30.00,2023-12-22,330.00,Fundraising Email,003,,S,H8MO01143,BUSH,CORI,,,,H,01,MO,Phelan,Michael,,,,2024-01-31,
SE,C00776419,500079291,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,P2024,,2023-12-22,30.00,2023-12-22,262.50,Fundraising Email,003,,S,H2PA18200,LEE,SUMMER,,,,H,12,PA,Phelan,Michael,,,,2024-01-31,
SE,C00776419,500079295,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,P2024,,2023-12-22,30.00,2023-12-22,205.00,Fundraising Email,003,,S,H0NY16143,BOWMAN,JAMAAL,,,,H,16,NY,Phelan,Michael,,,,2024-01-31,
SE,C00776419,500079292,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,P2024,,2023-12-26,37.50,2023-12-26,150.00,Fundraising Email,003,,S,S4NJ00466,KIM,ANDY,,,,S,,NJ,Phelan,Michael,,,,2024-01-31,
SE,C00776419,500079293,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,P2024,,2023-12-26,37.50,2023-12-26,270.00,Fundraising Email,003,,S,S4TX00722,ALLRED,COLIN,,,,S,,TX,Phelan,Michael,,,,2024-01-31,
SE,C00776419,500079294,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,P2024,,2023-12-26,37.50,2023-12-26,307.50,Fundraising Email,003,,S,S4AZ00139,GALLEGO,RUBEN,,,,S,,AZ,Phelan,Michael,,,,2024-01-31,
