form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00765453,EB866,,,ORG,ActBlue of California,,,,,,366 Summer Street,,Somerville,MA,021443132,,,2024-06-30,2.57,,Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB791,,,ORG,Action Network,,,,,,818 18th St NW Ste 850,,Washigton,DC,20006,,,2024-04-05,10.00,,Digital Network,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB830,,,ORG,Action Network,,,,,,818 18th St NW Ste 850,,Washigton,DC,20006,,,2024-05-05,10.00,,Digital Network,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB875,,,ORG,Action Network,,,,,,818 18th St NW Ste 850,,Washigton,DC,20006,,,2024-06-05,10.00,,Digital Network,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB845,,,ORG,Amazon.com Services LLC,,,,,,202 Westlake Ave. N,,Seattle,CA,98109,,,2024-05-28,17.51,,Office Supplies,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB874,,,ORG,California Bank & Trust,,,,,,"550 S. Hope Street, #100",,Los Angeles,CA,90071,,,2024-05-31,3.00,,Bank fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB873,,,ORG,California Bank & Trust,,,,,,"550 S. Hope Street, #100",,Los Angeles,CA,90071,,,2024-06-30,3.00,,Bank fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB786,,,ORG,Digitalocean.com,,,,,,101 Avenue of the Americas,,New York,NY,10013,,,2024-04-01,14.00,,Digital Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB827,,,ORG,Digitalocean.com,,,,,,101 Avenue of the Americas,,New York,NY,10013,,,2024-05-10,14.00,,Digital Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB852,,,ORG,Digitalocean.com,,,,,,101 Avenue of the Americas,,New York,NY,10013,,,2024-06-01,14.00,,Digital Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB878,,,ORG,Embassy Suites by Hilton Valencia,,,,,,28508 Westinghouse Pl.,,Valencia,CA,91355,,,2024-06-03,93.49,,Meeting,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB841,,,ORG,Equality California,,,,,,1150 S. Olive St.,,Los Angeles,CA,90015,,,2024-05-20,200.00,,06/01/24 Tickets for event,007,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB832,,,ORG,Eventbrite,,,,,,640 W Route 66,,Glendora,CA,91740,,,2024-05-05,55.20,,05/05/24 - Entry 4ht July Parade,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB829,,,ORG,"Google, LLC",,,,,,1600 Amphitheatre Parkway,,Mountain View,CA,94043,,,2024-04-01,64.80,,Website services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB877,,,ORG,"Google, LLC",,,,,,1600 Amphitheatre Parkway,,Mountain View,CA,94043,,,2024-05-02,64.80,,Website services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB876,,,ORG,"Google, LLC",,,,,,1600 Amphitheatre Parkway,,Mountain View,CA,94043,,,2024-06-03,64.80,,Website services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB805,,,IND,,Jackson,Lynette,,,,27879 Alta Vista Ave.,,Valencia,CA,91355,,,2024-04-22,150.00,,Reimbursement for room rental for meeting,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,XB10EB805,EB805,SB21B,ORG,Alta Vista Village,,,,,,2800 Alta Vista Ave.,,Valencia,CA,91355,,,2024-04-22,150.00,,Community Room Rental for 05/11/24,001,,,,,,,,,,,,"Jackson, Lynette",27879 Alta Vista Ave.,,Valencia,CA,91355,X,
SB21B,C00765453,EB828,,,ORG,Los Angeles LGBTQ Chamber of Commerce,,,,,,"8605 Santa Monica Blvd., Ste. 4900",,West Hollywood,CA,90069,,,2024-04-30,100.00,,Sponsorship,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB855,,,ORG,"Press Print, Inc.",,,,,,"34428 Yucaipa Blvd., Ste. E238",,Yucaipa,CA,92399,,,2024-06-07,761.03,,Office Expenses - Programs for Obama Awards,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB822,,,PAC,Southern California Armenian Democrats,,,,,,3023 Emerald Idle Drive,,Glendale,CA,91206,,,2024-04-29,90.00,,Contribution to a non-federal account.,001,,Southern California Armenian Democrats,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB804,,,ORG,Staples Connect,,,,,,25570 The Old Road,,Valencia,CA,91381,,,2024-04-17,255.03,,Office Supplies,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB825,,,ORG,Staples Connect,,,,,,25570 The Old Road,,Valencia,CA,91381,,,2024-04-29,83.55,,Office Supplies,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB790,,,ORG,Switchboard Public Benefit Corp,,,,,,195 Binney St.,,Cambridge,MA,02142,,,2024-04-03,641.46,,Texting services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB831,,,ORG,Switchboard Public Benefit Corp,,,,,,195 Binney St.,,Cambridge,MA,02142,,,2024-05-03,253.20,,Texting services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB854,,,ORG,Switchboard Public Benefit Corp,,,,,,195 Binney St.,,Cambridge,MA,02142,,,2024-06-03,28.21,,Texting services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB801,,,IND,,Taban,Andrew,,,,24545 1/2 Newhall Ave.,,Newhall,CA,91321,,,2024-04-15,97.71,,Reimbursement for office supplies and travel expense,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,XB9EB801,EB801,SB21B,ORG,Amazon.com Services LLC,,,,,,202 Westlake Ave. N,,Seattle,CA,98109,,,2024-04-15,10.94,,Office supplies,001,,,,,,,,,,,,"Taban, Andrew",24545 1/2 Newhall Ave.,,Newhall,CA,91321,X,
SB21B,C00765453,XB8EB801,EB801,SB21B,ORG,Target Store,,,,,,24425 Magic Mountain Pkwy.,,Valencia,CA,91355,,,2024-04-15,67.68,,Office supplies,001,,,,,,,,,,,,"Taban, Andrew",24545 1/2 Newhall Ave.,,Newhall,CA,91321,X,
SB21B,C00765453,EB809,,,IND,,Taban,Andrew,,,,24545 1/2 Newhall Ave.,,Newhall,CA,91321,,,2024-04-25,6.91,,Office supplies,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB850,,,IND,,Taban,Andrew,,,,24545 1/2 Newhall Ave.,,Newhall,CA,91321,,,2024-06-03,60.08,,Reimbursement for travel expenses,002,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB808,,,ORG,USPS,,,,,,24355 Creekside Rd,,Santa Clarita,CA,91355,,,2024-04-22,204.00,,Postage,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB844,,,ORG,USPS,,,,,,24355 Creekside Rd,,Santa Clarita,CA,91355,,,2024-05-24,8.50,,Postage,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB856,,,ORG,USPS,,,,,,24355 Creekside Rd,,Santa Clarita,CA,91355,,,2024-06-07,9.85,,Postage,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB812,,,ORG,Yolanda Miranda & Assoc.,,,,,,728 West Edna Place,,Covina,CA,91722,,,2024-04-26,24.32,,Reimbursement for overnight services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB816,,,ORG,Yolanda Miranda & Assoc.,,,,,,728 West Edna Place,,Covina,CA,91722,,,2024-04-26,300.00,,Accounting Reporting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB814,,,ORG,Yolanda Miranda & Assoc.,,,,,,728 West Edna Place,,Covina,CA,91722,,,2024-04-26,300.00,,Accounting Reporting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB820,,,ORG,Yolanda Miranda & Assoc.,,,,,,728 West Edna Place,,Covina,CA,91722,,,2024-04-26,900.00,,Supplemental Charges for first quarter,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB818,,,ORG,Yolanda Miranda & Assoc.,,,,,,728 West Edna Place,,Covina,CA,91722,,,2024-04-26,300.00,,Accounting Reporting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB826,,,ORG,Zoom.USA,,,,,,55 Almaden Blvd 6th Fl.,,San Jose,CA,95113,,,2024-04-01,15.99,,Website services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB879,,,ORG,Zoom.USA,,,,,,55 Almaden Blvd 6th Fl.,,San Jose,CA,95113,,,2024-05-01,159.99,,Website services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB847,,,ORG,Zoom.USA,,,,,,55 Almaden Blvd 6th Fl.,,San Jose,CA,95113,,,2024-05-31,159.99,,Website services,001,,,,,,,,,,,,,,,,,,,
