form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00410621,SB21B.7737,,,ORG,HELLOFRESH,,,,,,28 Liberty Street,,New York,NY,10005,,,2023-06-27,108.89,,Food & Drink,,,,,,,,,,,,,,,,,,,X,
SB21B,C00410621,SB21B.7643,,,ORG,HENRYALAN,,,,,,555 METRO PLACE N,STE 525,DUBLIN,OH,43017,,,2023-01-13,500.00,,COMPLIANCE AND ACCOUNTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00410621,SB21B.7722,,,ORG,HENRYALAN,,,,,,555 METRO PLACE N,STE 525,DUBLIN,OH,43017,,,2023-03-20,750.00,,COMPLIANCE AND ACCOUNTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00410621,SB21B.7718,,,ORG,HENRYALAN,,,,,,555 METRO PLACE N,STE 525,DUBLIN,OH,43017,,,2023-05-23,1664.10,,COMPLIANCE AND ACCOUNTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00410621,SB21B.7739,,,ORG,KINGS ARMS,,,,,,807 E Valleyview Ave,,Colfax,WA,99111,,,2023-03-31,8.68,,Food & Drink,,,,,,,,,,,,,,,,,,,X,
SB21B,C00410621,SB21B.7741,,,ORG,Longworth Cafeteria,,,,,,1 Independence Avenue SE,,Washington,DC,20003,,,2023-02-01,13.75,,Food & Drink,,,,,,,,,,,,,,,,,,,X,
SB21B,C00410621,SB21B.7765,,,ORG,"ParkMobile, LLC",,,,,,1100 Spring Street NW,Suite 200,Atlanta,GA,30309,,,2023-05-15,75.00,,Travel,,,,,,,,,,,,,,,,,,,X,
SB21B,C00410621,SB21B.7756,,,ORG,SHOPIFY,,,,,,33 New Montgomery St Ste 750,,San Francisco,CA,94105,,,2023-03-14,1.06,,Office & Shipping,,,,,,,,,,,,,,,,,,,X,
SB21B,C00410621,SB21B.7757,,,ORG,SHOPIFY,,,,,,33 New Montgomery St Ste 750,,San Francisco,CA,94105,,,2023-04-01,1.06,,Office & Shipping,,,,,,,,,,,,,,,,,,,X,
SB21B,C00410621,SB21B.7758,,,ORG,SHOPIFY,,,,,,33 New Montgomery St Ste 750,,San Francisco,CA,94105,,,2023-04-27,53.00,,Office & Shipping,,,,,,,,,,,,,,,,,,,X,
SB21B,C00410621,SB21B.7759,,,ORG,SHOPIFY,,,,,,33 New Montgomery St Ste 750,,San Francisco,CA,94105,,,2023-05-27,93.28,,Office & Shipping,,,,,,,,,,,,,,,,,,,X,
SB21B,C00410621,SB21B.7760,,,ORG,SHOPIFY,,,,,,33 New Montgomery St Ste 750,,San Francisco,CA,94105,,,2023-06-26,93.28,,Office & Shipping,,,,,,,,,,,,,,,,,,,X,
SB21B,C00410621,SB21B.7742,,,ORG,Starbucks,,,,,,1301 Connecticut Ave NW,,Washington,DC,20036,,,2023-02-01,25.00,,Food & Drink,,,,,,,,,,,,,,,,,,,X,
SB21B,C00410621,SB21B.7752,,,ORG,THE COMMENCEMENT GROUP,,,,,,19 Frelinghuysen Ave,,Newark,NJ,07114,,,2023-05-19,53.90,,Merchandise & Inventory,,,,,,,,,,,,,,,,,,,X,
SB21B,C00410621,SB21B.7745,,,ORG,Trex Mart,,,,,,4177 S. Highway 59,,Savannah,MO,64485,,,2023-03-04,11.16,,Gas,,,,,,,,,,,,,,,,,,,X,
SB21B,C00410621,SB21B.7766,,,ORG,Uber,,,,,,1135 Longworth,,Washington,DC,20515,,,2023-02-01,1170.34,,Travel,,,,,,,,,,,,,,,,,,,X,
SB21B,C00410621,SB21B.7744,,,ORG,UBER   EATS,,,,,,1515 Third Street,,San Francisco,CA,99114,,,2023-06-22,104.40,,Food & Drink,,,,,,,,,,,,,,,,,,,X,
