SE,C00712885,SE-S1647041,,,ORG,LAV SERVICES LLC,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,P2024,,2024-08-01,397.36,2024-08-07,14672.83,PHONEBANK PAYROLL SERVICES,004,,S,H6FL18097,MAST,BRIAN,,,,H,21,FL,LEAGUE,RICHARD,ANDREW,MR.,,2024-08-01,
SE,C00712885,SE-S1647043,,,ORG,LAV SERVICES LLC,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,G2024,,2024-08-01,397.36,2024-08-07,1874.15,PHONEBANK PAYROLL SERVICES,004,,S,H2CA00120,BROWNLEY,JULIA,,,,H,26,CA,LEAGUE,RICHARD,ANDREW,MR.,,2024-08-01,
SE,C00712885,SE-S1650297,,,ORG,LAV SERVICES LLC,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,P2024,,2024-08-08,284.67,2024-08-14,16014.01,PHONEBANK PAYROLL SERVICES,004,,S,H6FL18097,MAST,BRIAN,,,,H,21,FL,LEAGUE,RICHARD,ANDREW,MR.,,2024-08-08,
SE,C00712885,SE-S1650299,,,ORG,LAV SERVICES LLC,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,G2024,,2024-08-08,284.67,2024-08-14,3215.33,PHONEBANK PAYROLL SERVICES,004,,S,H2CA00120,BROWNLEY,JULIA,,,,H,26,CA,LEAGUE,RICHARD,ANDREW,MR.,,2024-08-08,
SE,C00712885,SE-S1660317,,,ORG,LAV SERVICES LLC,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,P2024,,2024-08-15,7.21,2024-08-21,16108.76,PHONEBANK PAYROLL SERVICES,004,,S,H6FL18097,MAST,BRIAN,,,,H,21,FL,LEAGUE,RICHARD,ANDREW,MR.,,2024-08-15,
SE,C00712885,SE-S1660319,,,ORG,LAV SERVICES LLC,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,G2024,,2024-08-15,7.21,2024-08-21,3310.08,PHONEBANK PAYROLL SERVICES,004,,S,H2CA00120,BROWNLEY,JULIA,,,,H,26,CA,LEAGUE,RICHARD,ANDREW,MR.,,2024-08-15,
SE,C00712885,SE-S1661647,,,ORG,STANDARD DATA SERVICES LLC,,,,,,513 MILL AVE SE,SUITE 206,NEW PHILADELPHIA,OH,44663,G2024,,2024-08-22,119.98,,766.66,CAGING AND DATABASE SERVICES,004,,S,H6FL18097,MAST,BRIAN,,,,H,21,FL,LEAGUE,RICHARD,ANDREW,MR.,,2024-08-22,X,INVOICE DID NOT CLEAR BANK BEFORE CLOSE OF BOOKS
SE,C00712885,SE-S1661649,,,ORG,STANDARD DATA SERVICES LLC,,,,,,513 MILL AVE SE,SUITE 206,NEW PHILADELPHIA,OH,44663,G2024,,2024-08-22,119.98,,4076.74,CAGING AND DATABASE SERVICES,004,,S,H2CA00120,BROWNLEY,JULIA,,,,H,26,CA,LEAGUE,RICHARD,ANDREW,MR.,,2024-08-22,X,INVOICE DID NOT CLEAR BANK BEFORE CLOSE OF BOOKS
SE,C00712885,SE-S1662065,,,ORG,STANDARD DATA SERVICES LLC,,,,,,513 MILL AVE SE,SUITE 206,NEW PHILADELPHIA,OH,44663,G2024,,2024-08-29,119.98,,766.66,CAGING AND DATABASE SERVICES(ESTIMATE),004,,S,H6FL18097,MAST,BRIAN,,,,H,21,FL,LEAGUE,RICHARD,ANDREW,MR.,,2024-08-29,X,INVOICE DID NOT CLEAR BANK BEFORE CLOSE OF BOOKS
SE,C00712885,SE-S1662067,,,ORG,STANDARD DATA SERVICES LLC,,,,,,513 MILL AVE SE,SUITE 206,NEW PHILADELPHIA,OH,44663,G2024,,2024-08-29,119.98,,4076.74,CAGING AND DATABASE SERVICES(ESTIMATE),004,,S,H2CA00120,BROWNLEY,JULIA,,,,H,26,CA,LEAGUE,RICHARD,ANDREW,MR.,,2024-08-29,X,INVOICE DID NOT CLEAR BANK BEFORE CLOSE OF BOOKS
SE,C00712885,SE-S1647037,,,ORG,STANDARD DATA SERVICES LLC,,,,,,513 MILL AVE SE,SUITE 206,NEW PHILADELPHIA,OH,44663,P2024,,2024-08-01,291.93,2024-08-07,14672.83,CAGING AND DATABASE SERVICES,004,,S,H6FL18097,MAST,BRIAN,,,,H,21,FL,LEAGUE,RICHARD,ANDREW,MR.,,2024-08-01,
SE,C00712885,SE-S1647039,,,ORG,STANDARD DATA SERVICES LLC,,,,,,513 MILL AVE SE,SUITE 206,NEW PHILADELPHIA,OH,44663,G2024,,2024-08-01,291.93,2024-08-07,1874.15,CAGING AND DATABASE SERVICES,004,,S,H2CA00120,BROWNLEY,JULIA,,,,H,26,CA,LEAGUE,RICHARD,ANDREW,MR.,,2024-08-01,
SE,C00712885,SE-S1650293,,,ORG,STANDARD DATA SERVICES LLC,,,,,,513 MILL AVE SE,SUITE 206,NEW PHILADELPHIA,OH,44663,P2024,,2024-08-08,208.99,2024-08-14,16014.01,CAGING AND DATABASE SERVICES,004,,S,H6FL18097,MAST,BRIAN,,,,H,21,FL,LEAGUE,RICHARD,ANDREW,MR.,,2024-08-08,
SE,C00712885,SE-S1650295,,,ORG,STANDARD DATA SERVICES LLC,,,,,,513 MILL AVE SE,SUITE 206,NEW PHILADELPHIA,OH,44663,G2024,,2024-08-08,208.99,2024-08-14,3215.33,CAGING AND DATABASE SERVICES,004,,S,H2CA00120,BROWNLEY,JULIA,,,,H,26,CA,LEAGUE,RICHARD,ANDREW,MR.,,2024-08-08,
SE,C00712885,SE-S1660313,,,ORG,STANDARD DATA SERVICES LLC,,,,,,513 MILL AVE SE,SUITE 206,NEW PHILADELPHIA,OH,44663,P2024,,2024-08-15,11.73,2024-08-21,16108.76,CAGING AND DATABASE SERVICES,004,,S,H6FL18097,MAST,BRIAN,,,,H,21,FL,LEAGUE,RICHARD,ANDREW,MR.,,2024-08-15,
SE,C00712885,SE-S1660315,,,ORG,STANDARD DATA SERVICES LLC,,,,,,513 MILL AVE SE,SUITE 206,NEW PHILADELPHIA,OH,44663,G2024,,2024-08-15,11.73,2024-08-21,3310.08,CAGING AND DATABASE SERVICES,004,,S,H2CA00120,BROWNLEY,JULIA,,,,H,26,CA,LEAGUE,RICHARD,ANDREW,MR.,,2024-08-15,
SE,C00712885,SE-S1661655,,,ORG,WIRED4DATA,,,,,,55 LAKE HAVASU AVE SOUTH,F-677,LAKE HAVASU CITY,AZ,86403,G2024,,2024-08-22,311.75,,766.66,PHONEBANK IT/TECH SUPPORT,004,,S,H6FL18097,MAST,BRIAN,,,,H,21,FL,LEAGUE,RICHARD,ANDREW,MR.,,2024-08-22,X,INVOICE DID NOT CLEAR BANK BEFORE CLOSE OF BOOKS
SE,C00712885,SE-S1661657,,,ORG,WIRED4DATA,,,,,,55 LAKE HAVASU AVE SOUTH,F-677,LAKE HAVASU CITY,AZ,86403,G2024,,2024-08-22,311.75,,4076.74,PHONEBANK IT/TECH SUPPORT,004,,S,H2CA00120,BROWNLEY,JULIA,,,,H,26,CA,LEAGUE,RICHARD,ANDREW,MR.,,2024-08-22,X,INVOICE DID NOT CLEAR BANK BEFORE CLOSE OF BOOKS
SE,C00712885,SE-S1662073,,,ORG,WIRED4DATA,,,,,,55 LAKE HAVASU AVE SOUTH,F-677,LAKE HAVASU CITY,AZ,86403,G2024,,2024-08-29,311.75,,766.66,PHONEBANK IT/TECH SUPPORT(ESTIMATE),004,,S,H6FL18097,MAST,BRIAN,,,,H,21,FL,LEAGUE,RICHARD,ANDREW,MR.,,2024-08-29,X,INVOICE DID NOT CLEAR BANK BEFORE CLOSE OF BOOKS
SE,C00712885,SE-S1662075,,,ORG,WIRED4DATA,,,,,,55 LAKE HAVASU AVE SOUTH,F-677,LAKE HAVASU CITY,AZ,86403,G2024,,2024-08-29,311.74,,4076.74,PHONEBANK IT/TECH SUPPORT(ESTIMATE),004,,S,H2CA00120,BROWNLEY,JULIA,,,,H,26,CA,LEAGUE,RICHARD,ANDREW,MR.,,2024-08-29,X,INVOICE DID NOT CLEAR BANK BEFORE CLOSE OF BOOKS
SE,C00712885,SE-S1647045,,,ORG,WIRED4DATA,,,,,,55 LAKE HAVASU AVE SOUTH,F-677,LAKE HAVASU CITY,AZ,86403,P2024,,2024-08-01,768.58,2024-08-07,14672.83,PHONEBANK IT/TECH SUPPORT,004,,S,H6FL18097,MAST,BRIAN,,,,H,21,FL,LEAGUE,RICHARD,ANDREW,MR.,,2024-08-01,
SE,C00712885,SE-S1647047,,,ORG,WIRED4DATA,,,,,,55 LAKE HAVASU AVE SOUTH,F-677,LAKE HAVASU CITY,AZ,86403,G2024,,2024-08-01,768.58,2024-08-07,1874.15,PHONEBANK IT/TECH SUPPORT,004,,S,H2CA00120,BROWNLEY,JULIA,,,,H,26,CA,LEAGUE,RICHARD,ANDREW,MR.,,2024-08-01,
SE,C00712885,SE-S1650301,,,ORG,WIRED4DATA,,,,,,55 LAKE HAVASU AVE SOUTH,F-677,LAKE HAVASU CITY,AZ,86403,P2024,,2024-08-08,549.66,2024-08-14,16014.01,PHONEBANK IT/TECH SUPPORT,004,,S,H6FL18097,MAST,BRIAN,,,,H,21,FL,LEAGUE,RICHARD,ANDREW,MR.,,2024-08-08,
SE,C00712885,SE-S1650303,,,ORG,WIRED4DATA,,,,,,55 LAKE HAVASU AVE SOUTH,F-677,LAKE HAVASU CITY,AZ,86403,G2024,,2024-08-08,549.66,2024-08-14,3215.33,PHONEBANK IT/TECH SUPPORT,004,,S,H2CA00120,BROWNLEY,JULIA,,,,H,26,CA,LEAGUE,RICHARD,ANDREW,MR.,,2024-08-08,
SE,C00712885,SE-S1660321,,,ORG,WIRED4DATA,,,,,,55 LAKE HAVASU AVE SOUTH,F-677,LAKE HAVASU CITY,AZ,86403,P2024,,2024-08-15,53.25,2024-08-21,16108.76,PHONEBANK IT/TECH SUPPORT,004,,S,H6FL18097,MAST,BRIAN,,,,H,21,FL,LEAGUE,RICHARD,ANDREW,MR.,,2024-08-15,
SE,C00712885,SE-S1660323,,,ORG,WIRED4DATA,,,,,,55 LAKE HAVASU AVE SOUTH,F-677,LAKE HAVASU CITY,AZ,86403,G2024,,2024-08-15,53.25,2024-08-21,3310.08,PHONEBANK IT/TECH SUPPORT,004,,S,H2CA00120,BROWNLEY,JULIA,,,,H,26,CA,LEAGUE,RICHARD,ANDREW,MR.,,2024-08-15,
