form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00829598,SB29.4625,,,COM,Michigan House Democratic Fund,,,,,,PO Box 16193,,Lansing,MI,48901,,,2024-09-04,2500.00,,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4578,,,COM,Michigan on the Move,,,,,,403 Fourth Street,,Charlotte,MI,48813,,,2024-08-15,1000.00,,Non-Federal Contribution - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4545,,,COM,Michigan State Central Democratic Committee - 21st Century Fund,,,,,,606 TOWNSEND ST.,,LANSING,MI,48933,,,2024-07-24,15000.00,,Contribution - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4574,,,COM,Michigan Values,,,,,,PO Box 10030,,"Lansing,",MI,48901,,,2024-08-15,2500.00,,Non-Federal Contribution - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4556,,,ORG,New Leaf Energy Inc.,,,,,,55 Technology Drive,Suite 102,Lowell,MA,01851,,,2024-07-22,7500.00,,Contribution Refund - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4557,,,ORG,One Energy Renewables,,,,,,"2003 Western Avenue, Suite 225",,Seattle,WA,98121,,,2024-07-22,7500.00,,Contribution Refund - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4561,,,ORG,Pivot Energy Inc.,,,,,,1601 Wewatta St. #700,,Denver,CO,80202,,,2024-07-22,7500.00,,Contribution Refund - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4649,,,COM,Porsche Middleton for State Assembly 2024,,,,,,"400 Capitol Mall, Suite 2400",,Sacramento,CA,95814,,,2024-09-30,3000.00,,Non-Federal Contribution - FEC IE/CA All-Purpose Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4645,,,COM,Re-Elect Rick Chavez Zbur for Assembly 2024,,,,,,"921 11th Street, Suite 904",,Sacramento,CA,95817,,,2024-09-25,5000.00,,Non-Federal Contribution - FEC IE/CA All-Purpose Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4604,,,COM,Rebecca Bauer-Kahan for Assembly 2024,,,,,,"1414 K St, Suite 250",,Sacramento,CA,95814,,,2024-08-19,5000.00,,Non-Federal Contribution - FEC IE/CA All-Purpose Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4633,,,COM,Republican Assembly Campaign Committee,,,,,,148 East Johnson,,Madison,WI,53703,,,2024-09-20,6000.00,,Non-Federal Contribution - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4630,,,PTY,REPUBLICAN STATE LEADERSHIP COMMITTEE,,,,,,1201 F STREET NW,SUITE 675,WASHINGTON,DC,20004,O2024,,2024-09-19,20000.00,,Contribution - IE Only Account,,C30002067,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4579,,,COM,Residents for a Better Michigan,,,,,,2294 Hamilton Road,,Okemos,MI,48864,,,2024-08-15,1000.00,,Non-Federal Contribution - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4576,,,COM,Residents for Good Governance,,,,,,428 W Lenawee St,,Lansing,MI,48933,,,2024-08-15,1000.00,,Non-Federal Contribution - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4610,,,COM,Robert Rivas for Assembly 2024,,,,,,"1700 Tribute Road, Suite 201",,Sacramento,CA,95815,,,2024-08-27,5500.00,,Non-Federal Contribution - FEC IE/CA All-Purpose Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4592,,,COM,State Senate Democratic Committee,,,,,,PO Box 164,,Madison,WI,53701,,,2024-08-20,2500.00,,Non-Federal Contribution - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4606,,,COM,Stephen Bennett for Assembly 2024,,,,,,"16633 Ventura Alvd, #1008",,Encino,CA,91436,,,2024-08-19,3500.00,,Non-Federal Contribution - FEC IE/CA All-Purpose Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4588,,,COM,Success Across Michigan,,,,,,4041 E. Hilldale Dr.,,Kalamazoo,MI,49008,,,2024-08-15,1000.00,,Non-Federal Contribution - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4541,,,COM,The U.P. Ward Fund,,,,,,106 W. Allegan St. #200,,Lansing,MI,48933,,,2024-07-17,1000.00,,Non-Federal Contribution - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4566,,,ORG,Turning Point Energy,,,,,,999 18th St.,Suite 3000,Denver,CO,80202,,,2024-07-22,7500.00,,Contribution Refund - IE Only Account,,,,,,,,,,,,,,,,,,,,
