form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00776609,500072904,,,ORG,"Prestige WW, Inc.",,,,,,12701 Gordon Blvd,Apt 1,Woodbridge,VA,221922635,,,2023-04-04,5500.00,0.00,List Acquistion; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500072900,,,ORG,"Prestige WW, Inc.",,,,,,12701 Gordon Blvd,Apt 1,Woodbridge,VA,221922635,,,2023-04-11,3500.00,0.00,List Acquistion; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500072912,,,ORG,"Prestige WW, Inc.",,,,,,12701 Gordon Blvd,Apt 1,Woodbridge,VA,221922635,,,2023-04-17,5000.00,0.00,List Acquistion; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500072913,,,ORG,"Prestige WW, Inc.",,,,,,12701 Gordon Blvd,Apt 1,Woodbridge,VA,221922635,,,2023-04-24,5000.00,0.00,List Acquistion; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500072908,,,ORG,"Prestige WW, Inc.",,,,,,12701 Gordon Blvd,Apt 1,Woodbridge,VA,221922635,,,2023-05-02,2000.00,0.00,List Acquistion; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500072914,,,ORG,"Prestige WW, Inc.",,,,,,12701 Gordon Blvd,Apt 1,Woodbridge,VA,221922635,,,2023-05-08,2530.00,0.00,List Acquistion; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500072907,,,ORG,"Prestige WW, Inc.",,,,,,12701 Gordon Blvd,Apt 1,Woodbridge,VA,221922635,,,2023-05-09,5300.00,0.00,List Acquistion; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500072910,,,ORG,"Prestige WW, Inc.",,,,,,12701 Gordon Blvd,Apt 1,Woodbridge,VA,221922635,,,2023-05-15,2500.00,0.00,List Acquistion; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500072909,,,ORG,"Prestige WW, Inc.",,,,,,12701 Gordon Blvd,Apt 1,Woodbridge,VA,221922635,,,2023-05-22,2500.00,0.00,List Acquistion; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500072905,,,ORG,"Prestige WW, Inc.",,,,,,12701 Gordon Blvd,Apt 1,Woodbridge,VA,221922635,,,2023-05-31,4000.00,0.00,List Acquistion; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500072902,,,ORG,"Prestige WW, Inc.",,,,,,12701 Gordon Blvd,Apt 1,Woodbridge,VA,221922635,,,2023-06-02,1500.00,0.00,List Acquistion; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500072911,,,ORG,"Prestige WW, Inc.",,,,,,12701 Gordon Blvd,Apt 1,Woodbridge,VA,221922635,,,2023-06-05,5500.00,0.00,List Acquistion; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500073074,,,ORG,"Prestige WW, Inc.",,,,,,12701 Gordon Blvd,Apt 1,Woodbridge,VA,221922635,,,2023-06-12,5000.00,0.00,List Acquistion; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500073075,,,ORG,"Prestige WW, Inc.",,,,,,12701 Gordon Blvd,Apt 1,Woodbridge,VA,221922635,,,2023-06-21,4000.00,0.00,List Acquistion; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500073131,,,ORG,"Prestige WW, Inc.",,,,,,12701 Gordon Blvd,Apt 1,Woodbridge,VA,221922635,,,2023-06-26,5000.00,0.00,List Acquistion; IE-Only Account,,,,,,,,,,,,,,,,,,,,
