form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00857144,14034,,,CCM,MONICA FOR CONGRESS,,,,,,P.O. BOX 4605,,MCALLEN,TX,785024605,,,2024-11-11,3319.52,,TRANSFER OF NET PROCEEDS,,C00765719,,H0TX15124,DE LA CRUZ,MONICA,,,,H,TX,15,  ,,,,,,,
SB22,C00857144,14033,,,CCM,PATRIOTS FOR PERRY,,,,,,4075 LINGLESTOWN ROAD PMB 119,PMB 119,HARRISBURG,PA,17112,,,2024-11-11,2251.64,,TRANSFER OF NET PROCEEDS,,C00510164,,H2PA04135,PERRY,SCOTT,,,,H,PA,10,  ,,,,,,,
SB22,C00857144,14032,,,CCM,REDDY FOR KANSAS,,,,,,P.O. BOX 15804,,LENEXA,KS,66285,,,2024-11-11,1860.16,,TRANSFER OF NET PROCEEDS,,C00845347,,H4KS03212,REDDY,PRASANTH,,DR.,,H,KS,03,  ,,,,,,,
SB22,C00857144,14017,,,CCM,SCALISE FOR CONGRESS,,,,,,P.O. BOX 23219,,JEFFERSON,LA,701833219,,,2024-11-11,89929.35,,TRANSFER OF NET PROCEEDS,,C00394957,,H0LA01087,SCALISE,STEVE,,MR,,H,LA,01,  ,,,,,,,
SB22,C00857144,14028,,,CCM,SCOTT BAUGH FOR CONGRESS,,,,,,4040 MACARTHUR BLVD,SUITE 200,NEWPORT BEACH,CA,92660,,,2024-11-11,15778.74,,TRANSFER OF NET PROCEEDS,,C00798322,,H2CA47196,BAUGH,SCOTT,,,,H,CA,47,  ,,,,,,,
SB22,C00857144,14020,,,CCM,VALADAO FOR CONGRESS,,,,,,5132 NORTH PALM AVENUE #227,#227,FRESNO,CA,93704,,,2024-11-11,12216.44,,TRANSFER OF NET PROCEEDS,,C00499392,,H2CA20094,VALADAO,DAVID,,,,H,CA,22,  ,,,,,,,
SB22,C00857144,14022,,,CCM,YOUNG KIM FOR CONGRESS,,,,,,P.O. BOX 17490,,ANAHEIM,CA,92817,,,2024-11-11,15921.32,,TRANSFER OF NET PROCEEDS,,C00665638,,H8CA39240,KIM,YOUNG,,,,H,CA,40,  ,,,,,,,
SB22,C00857144,14038,,,COM,NRCC,,,,,,"320 FIRST ST, SE",,WASHINGTON,DC,200031838,,,2024-11-11,38763.40,,TRANSFER OF NET PROCEEDS - HQ ACCT,,C00075820,,,,,,,,,,,  ,,,,,,,
SB22,C00857144,14039,,,COM,NRCC,,,,,,"320 FIRST ST, SE",,WASHINGTON,DC,200031838,,,2024-11-11,103617.39,,TRANSFER OF NET PROCEEDS - LEGAL ACCT,,C00075820,,,,,,,,,,,  ,,,,,,,
SB22,C00857144,14018,,,PAC,EYE OF THE TIGER PAC,,,,,,PO BOX 9891,,ARLINGTON,VA,222190485,,,2024-11-11,98229.96,,TRANSFER OF NET PROCEEDS,,C00467431,,,,,,,,,,,  ,,,,,,,
SB22,C00857144,14045,,,CCM,ASHLEY HINSON FOR CONGRESS,,,,,,P.O BOX 811,,MARION,IA,52302,,,2024-11-12,7174.69,,TRANSFER OF NET PROCEEDS,,C00706267,,H0IA01174,ARENHOLZ,ASHLEY,HINSON,,,H,IA,01,  ,,,,,,,
SB22,C00857144,14040,,,CCM,CISCOMANI FOR CONGRESS,,,,,,P.O. BOX 35103,,TUCSON,AZ,857405103,,,2024-11-12,9262.46,,TRANSFER OF NET PROCEEDS,,C00786194,,H2AZ02360,CISCOMANI,JUAN,,,,H,AZ,06,  ,,,,,,,
SB22,C00857144,14044,,,CCM,"DERRICK ANDERSON FOR VA, INC.",,,,,,P.O. BOX 330,,FREDERICKSBURG,VA,22404,,,2024-11-12,10580.81,,TRANSFER OF NET PROCEEDS,,C00791574,,H2VA07170,ANDERSON,DERRICK,,,,H,VA,07,  ,,,,,,,
SB22,C00857144,14043,,,CCM,KIGGANS FOR CONGRESS,,,,,,P.O. BOX 5042,,VIRGINIA BEACH,VA,23471,,,2024-11-12,8868.53,,TRANSFER OF NET PROCEEDS,,C00776120,,H2VA02064,KIGGANS,JENNIFER,,,,H,VA,02,  ,,,,,,,
SB22,C00857144,14041,,,CCM,TOM BARRETT FOR CONGRESS,,,,,,P.O. BOX 15221,,LANSING,MI,48901,,,2024-11-12,13056.26,,TRANSFER OF NET PROCEEDS,,C00793976,,H2MI07123,BARRETT,THOMAS,MORE,,,H,MI,07,  ,,,,,,,
SB22,C00857144,14042,,,CCM,ZINKE FOR CONGRESS,,,,,,704C 13TH ST E STE 260,STE 260,WHITEFISH,MT,599371596,,,2024-11-12,13330.49,,TRANSFER OF NET PROCEEDS,,C00778159,,H4MT01041,ZINKE,RYAN,K,,,H,MT,01,  ,,,,,,,
SB22,C00857144,14059,,,CCM,COUGHLIN FOR CONGRESS,,,,,,9856 ARCHER LN,,DUBLIN,OH,430178914,,,2024-11-13,15229.40,,TRANSFER OF NET PROCEEDS,,C00853077,,H4OH13153,COUGHLIN,KEVIN,,,,H,OH,13,  ,,,,,,,
SB22,C00857144,14055,,,CCM,DESPOSITO FOR NEW YORK,,,,,,P.O. BOX 188,,ISLAND PARK,NY,11558,,,2024-11-13,11669.04,,TRANSFER OF NET PROCEEDS,,C00809426,,H2NY04277,DESPOSITO,ANTHONY,P,,,H,NY,04,  ,,,,,,,
SB22,C00857144,14051,,,CCM,DON BACON FOR CONGRESS,,,,,,P.O. BOX 391368,,OMAHA,NE,68139,,,2024-11-13,12168.25,,TRANSFER OF NET PROCEEDS,,C00575167,,H6NE02125,BACON,DONALD ,JOHN,MR.,,H,NE,02,  ,,,,,,,
SB22,C00857144,14046,,,CCM,FRIENDS OF DAVID SCHWEIKERT,,,,,,8175 EAST EVANS ROAD # 13176,# 13176,SCOTTSDALE,AZ,85267,,,2024-11-13,12777.02,,TRANSFER OF NET PROCEEDS,,C00540617,,H4AZ06045,SCHWEIKERT,DAVID,S.,,,H,AZ,06,  ,,,,,,,
SB22,C00857144,14048,,,CCM,IOWANS FOR ZACH NUNN,,,,,,P.O. BOX 11,,BONDURANT,IA,50035,,,2024-11-13,6729.77,,TRANSFER OF NET PROCEEDS,,C00784389,,H2IA03119,NUNN,ZACH,,,,H,IA,03,  ,,,,,,,
SB22,C00857144,14050,,,CCM,JOHN JAMES FOR CONGRESS,,,,,,P.O. BOX 628,,ST. CLAIRE SHORES,MI,48080,,,2024-11-13,13389.00,,TRANSFER OF NET PROCEEDS,,C00803502,,H2MI10150,JAMES,JOHN,,,,H,MI,10,  ,,,,,,,
SB22,C00857144,14053,,,CCM,KEAN FOR CONGRESS,,,,,,P.O BOX 999,,EDISON,NJ,08818,,,2024-11-13,11806.86,,TRANSFER OF NET PROCEEDS,,C00703058,,H0NJ07261,KEAN,THOMAS,H.,,JR.,H,NJ,07,  ,,,,,,,
SB22,C00857144,14064,,,CCM,LALOTA FOR CONGRESS,,,,,,P.O. BOX 5744,,HAUPPAUGE,NY,11788,,,2024-11-13,3910.27,,TRANSFER OF NET PROCEEDS,,C00806018,,H2NY01190,NICK,LALOTA,,,,H,NY,01,  ,,,,,,,
SB22,C00857144,14052,,,CCM,LAURIE BUCKHOUT FOR CONGRESS,,,,,,P.O. BOX 97275,,RALEIGH,NC,27624,,,2024-11-13,15611.46,,TRANSFER OF NET PROCEEDS,,C00853499,,H4NC01137,BUCKHOUT,LAURIE,,,,H,NC,01,  ,,,,,,,
SB22,C00857144,14056,,,CCM,LAWLER FOR CONGRESS,,,,,,P.O. BOX 87,,SOUTH SALEM,NY,10590,,,2024-11-13,8650.72,,TRANSFER OF NET PROCEEDS,,C00815415,,H2NY17162,LAWLER,MICHAEL,VINCENT,,,H,NY,17,  ,,,,,,,
SB22,C00857144,14060,,,CCM,LORI CHAVEZ-DEREMER FOR CONGRESS,,,,,,13203 SE 172ND AVE STE 166 #399,STE 166 #399,HAPPY VALLEY,OR,97086,,,2024-11-13,11632.02,,TRANSFER OF NET PROCEEDS,,C00784520,,H2OR05209,CHAVEZ-DEREMER,LORI,,,,H,OR,05,  ,,,,,,,
SB22,C00857144,14057,,,CCM,MARC FOR US INC.,,,,,,P.O. BOX 219,,LEEDS,NY,12451,,,2024-11-13,11067.19,,TRANSFER OF NET PROCEEDS,,C00789586,,H2NY19127,MOLINARO,MARCUS,J.,,,H,NY,19,  ,,,,,,,
SB22,C00857144,14058,,,CCM,MERRIN FOR CONGRESS,,,,,,P.O. BOX 75,,MONCLOVA,OH,43542,,,2024-11-13,13803.62,,TRANSFER OF NET PROCEEDS,,C00863829,,H4OH09169,MERRIN,DEREK,,,,H,OH,09,  ,,,,,,,
SB22,C00857144,14047,,,CCM,MILLER-MEEKS FOR CONGRESS,,,,,,P.O. BOX 33,,OTTUMWA,IA,525017103,,,2024-11-13,16992.43,,TRANSFER OF NET PROCEEDS,,C00558825,,H0IA02180,MILLER-MEEKS,MARIANNETTE,JANE,,,H,IA,02,  ,,,,,,,
SB22,C00857144,14061,,,CCM,ROB FOR PA,,,,,,11 DOCK ST BOX 971,,PITTSTON,PA,18640,,,2024-11-13,12532.59,,TRANSFER OF NET PROCEEDS,,C00852137,,H4PA08124,BRESNAHAN,ROB,,,,H,PA,08,  ,,,,,,,
SB22,C00857144,14049,,,CCM,THERIAULT FOR CONGRESS,,,,,,P.O. BOX 291,,FORT KENT,ME,04743,,,2024-11-13,11406.54,,TRANSFER OF NET PROCEEDS,,C00852061,,H4ME02291,THERIAULT,AUSTIN,LEO,,,H,ME,02,  ,,,,,,,
SB22,C00857144,14062,,,CCM,VAN ORDEN FOR CONGRESS,,,,,,P.O. BOX 1836,,LA CROSSE,WI,54602,,,2024-11-13,12930.55,,TRANSFER OF NET PROCEEDS,,C00742007,,H0WI03175,VAN ORDEN,DERRICK,F.,MR.,,H,WI,03,  ,,,,,,,
SB22,C00857144,14054,,,CCM,YVETTE4CONGRESS,,,,,,P.O. BOX 404,,LA LUZ,NM,883370404,,,2024-11-13,13190.97,,TRANSFER OF NET PROCEEDS,,C00655571,,H8NM02156,HERRELL,STELLA,YVETTE,,,H,NM,02,  ,,,,,,,
SB22,C00857144,14066,,,CCM,AMODEI FOR NEVADA,,,,,,503 N DIVISION ST,,CARSON CITY,NV,89703,,,2024-11-14,5000.42,,TRANSFER OF NET PROCEEDS,,C00496760,,H2NV02395,AMODEI,MARK ,EUGENE ,,,H,NV,02,  ,,,,,,,
SB22,C00857144,14067,,,CCM,"STEIL FOR WISCONSIN, INC.",,,,,,1818 MILTON AVE # 1448,,JANESVILLE,WI,53545,,,2024-11-14,5390.94,,TRANSFER OF NET PROCEEDS,,C00677286,,H8WI01156,STEIL,BRYAN ,GEORGE,,,H,WI,01,  ,,,,,,,
SB22,C00857144,14068,,,CCM,CISCOMANI FOR CONGRESS,,,,,,P.O. BOX 35103,,TUCSON,AZ,857405103,,,2024-11-22,5000.00,,TRANSFER OF NET PROCEEDS,,C00786194,,H2AZ02360,CISCOMANI,JUAN,,,,H,AZ,06,  ,,,,,,,
