form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00685289,BE158,,,ORG,Nevada Advocates for Planned Parenthood Affiliates,,,,,,"550 W. Plumb Lane, Suite B #102",,Reno,NV,89509,G2024,,2024-09-03,77.64,2024-10-07,186625.49,Email Newsletter,24A,,O,,Brown,Sam,,,,S,,NV,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,BE119,,,ORG,Nevada Advocates for Planned Parenthood Affiliates,,,,,,"550 W. Plumb Lane, Suite B #102",,Reno,NV,89509,G2024,,2024-09-04,77.64,2024-10-07,186625.49,Email Newsletter,24A,,O,,Brown,Sam,,,,S,,NV,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,BE120,,,ORG,Nevada Advocates for Planned Parenthood Affiliates,,,,,,"550 W. Plumb Lane, Suite B #102",,Reno,NV,89509,G2024,,2024-09-04,77.64,2024-10-07,186625.49,Email Newsletter,24E,,S,,Rosen,Jacky,,,,S,,NV,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,BE155,,,ORG,Nevada Advocates for Planned Parenthood Affiliates,,,,,,"550 W. Plumb Lane, Suite B #102",,Reno,NV,89509,G2024,,2024-09-09,49.19,2024-10-07,380345.03,Staff Time,24E,,S,,Harris,Kamala,,,,P,00,,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,BE156,,,ORG,Nevada Advocates for Planned Parenthood Affiliates,,,,,,"550 W. Plumb Lane, Suite B #102",,Reno,NV,89509,G2024,,2024-09-09,49.19,2024-10-07,380345.03,Staff Time,24A,,O,,Trump,Donald,,,,P,00,,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,BE159,,,ORG,Nevada Advocates for Planned Parenthood Affiliates,,,,,,"550 W. Plumb Lane, Suite B #102",,Reno,NV,89509,G2024,,2024-09-09,3.88,2024-10-07,380345.03,Press Release,24E,,S,,Harris,Kamala,,,,P,00,,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,BE160,,,ORG,Nevada Advocates for Planned Parenthood Affiliates,,,,,,"550 W. Plumb Lane, Suite B #102",,Reno,NV,89509,G2024,,2024-09-09,3.88,2024-10-07,380345.03,Press Release,24A,,O,,Trump,Donald,,,,P,00,,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,BE161,,,ORG,Nevada Advocates for Planned Parenthood Affiliates,,,,,,"550 W. Plumb Lane, Suite B #102",,Reno,NV,89509,G2024,,2024-09-10,3.84,2024-10-07,380345.03,Press Release,24E,,S,,Harris,Kamala,,,,P,00,,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,BE162,,,ORG,Nevada Advocates for Planned Parenthood Affiliates,,,,,,"550 W. Plumb Lane, Suite B #102",,Reno,NV,89509,G2024,,2024-09-10,3.84,2024-10-07,380345.03,Press Release,24A,,O,,Trump,Donald,,,,P,00,,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,BE137,,,ORG,Nevada Advocates for Planned Parenthood Affiliates,,,,,,"550 W. Plumb Lane, Suite B #102",,Reno,NV,89509,G2024,,2024-10-01,193.55,2024-10-01,380345.03,Staff Time for Canvassing,24E,,S,,Harris,Kamala,,,,P,00,,Harmon,Lindsey,,,,2024-12-04,X
SE,C00685289,BE138,,,ORG,Nevada Advocates for Planned Parenthood Affiliates,,,,,,"550 W. Plumb Lane, Suite B #102",,Reno,NV,89509,G2024,,2024-10-01,193.55,2024-10-01,186625.49,Staff Time for Canvassing,24E,,S,,Rosen,Jacky,,,,S,,NV,Harmon,Lindsey,,,,2024-12-04,X
SE,C00685289,BE139,,,ORG,Nevada Advocates for Planned Parenthood Affiliates,,,,,,"550 W. Plumb Lane, Suite B #102",,Reno,NV,89509,G2024,,2024-10-01,96.77,2024-10-01,56095.06,Staff Time for Canvassing,24E,C00655613,S,,Lee,Susie,,,,H,03,NV,Harmon,Lindsey,,,,2024-12-04,X
SE,C00685289,BE140,,,ORG,Nevada Advocates for Planned Parenthood Affiliates,,,,,,"550 W. Plumb Lane, Suite B #102",,Reno,NV,89509,G2024,,2024-10-01,96.77,2024-10-01,56095.07,Staff Time for Canvassing,24E,,S,,Horsford,Steven,,,,H,04,NV,Harmon,Lindsey,,,,2024-12-04,X
SE,C00685289,BE141,,,ORG,Nevada Advocates for Planned Parenthood Affiliates,,,,,,"550 W. Plumb Lane, Suite B #102",,Reno,NV,89509,G2024,,2024-10-01,96.77,2024-10-01,56095.06,Staff Time for Canvassing,24E,,S,,Titus,Dina,,,,H,01,NV,Harmon,Lindsey,,,,2024-12-04,X
SE,C00685289,BE142,,,ORG,Nevada Advocates for Planned Parenthood Affiliates,,,,,,"550 W. Plumb Lane, Suite B #102",,Reno,NV,89509,G2024,,2024-10-01,96.78,2024-10-01,10534.12,Staff Time for Canvassing,24E,,S,,Kidd,Greg,,,,H,02,NV,Harmon,Lindsey,,,,2024-12-04,X
SE,C00685289,BE143,,,ORG,Nevada Advocates for Planned Parenthood Affiliates,,,,,,"550 W. Plumb Lane, Suite B #102",,Reno,NV,89509,G2024,,2024-10-01,193.55,2024-10-01,380345.03,Staff Time for Canvassing,24A,,O,,Trump,Donald,,,,P,00,,Harmon,Lindsey,,,,2024-12-04,X
SE,C00685289,BE144,,,ORG,Nevada Advocates for Planned Parenthood Affiliates,,,,,,"550 W. Plumb Lane, Suite B #102",,Reno,NV,89509,G2024,,2024-10-01,193.55,2024-10-01,186625.49,Staff Time for Canvassing,24A,,O,,Brown,Sam,,,,S,,NV,Harmon,Lindsey,,,,2024-12-04,X
SE,C00685289,XEALC66,,,COM,Planned Parenthood Votes,,,,,,"123 Williams Street, 10th Floor",,New York,NY,10038,G2024,,2024-10-01,145.33,2024-10-01,380345.03,Staff Time for Canvassing,24A,,O,,Trump,Donald,,,,P,00,,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,XEALC67,,,COM,Planned Parenthood Votes,,,,,,"123 Williams Street, 10th Floor",,New York,NY,10038,G2024,,2024-10-01,145.33,2024-10-01,186625.49,Staff Time for Canvassing,24A,,O,,Brown,Sam,,,,S,,NV,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,XEALC68,,,COM,Planned Parenthood Votes,,,,,,"123 Williams Street, 10th Floor",,New York,NY,10038,G2024,,2024-10-01,145.33,2024-10-01,380345.03,Staff Time for Canvassing,24E,,S,,Harris,Kamala,,,,P,00,,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,XEALC69,,,COM,Planned Parenthood Votes,,,,,,"123 Williams Street, 10th Floor",,New York,NY,10038,G2024,,2024-10-01,145.33,2024-10-01,186625.49,Staff Time for Canvassing,24E,,S,,Rosen,Jacky,,,,S,,NV,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,XEALC70,,,COM,Planned Parenthood Votes,,,,,,"123 Williams Street, 10th Floor",,New York,NY,10038,G2024,,2024-10-01,72.66,2024-10-01,56095.06,Staff Time for Canvassing,24E,C00655613,S,,Lee,Susie,,,,H,03,NV,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,XEALC71,,,COM,Planned Parenthood Votes,,,,,,"123 Williams Street, 10th Floor",,New York,NY,10038,G2024,,2024-10-01,72.66,2024-10-01,56095.07,Staff Time for Canvassing,24E,,S,,Horsford,Steven,,,,H,04,NV,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,XEALC72,,,COM,Planned Parenthood Votes,,,,,,"123 Williams Street, 10th Floor",,New York,NY,10038,G2024,,2024-10-01,72.66,2024-10-01,56095.06,Staff Time for Canvassing,24E,,S,,Titus,Dina,,,,H,01,NV,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,XEALC73,,,COM,Planned Parenthood Votes,,,,,,"123 Williams Street, 10th Floor",,New York,NY,10038,G2024,,2024-10-01,72.67,2024-10-01,10534.12,Staff Time for Canvassing,24E,,S,,Kidd,Greg,,,,H,02,NV,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,BE121,,,ORG,"The Outreach Team, Inc.",,,,,,407 College Ave Ste 349,,Ithaca,NY,14850,G2024,,2024-10-01,19354.84,2024-10-11,380345.03,Canvassing,24E,,S,,Harris,Kamala,,,,P,00,,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,BE122,,,ORG,"The Outreach Team, Inc.",,,,,,407 College Ave Ste 349,,Ithaca,NY,14850,G2024,,2024-10-01,19354.84,2024-10-11,186625.49,Canvassing,24E,,S,,Rosen,Jacky,,,,S,,NV,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,BE123,,,ORG,"The Outreach Team, Inc.",,,,,,407 College Ave Ste 349,,Ithaca,NY,14850,G2024,,2024-10-01,9677.42,2024-10-11,56095.06,Canvassing,24E,C00655613,S,,Lee,Susie,,,,H,03,NV,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,BE124,,,ORG,"The Outreach Team, Inc.",,,,,,407 College Ave Ste 349,,Ithaca,NY,14850,G2024,,2024-10-01,9677.42,2024-10-11,56095.07,Canvassing,24E,,S,,Horsford,Steven,,,,H,04,NV,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,BE125,,,ORG,"The Outreach Team, Inc.",,,,,,407 College Ave Ste 349,,Ithaca,NY,14850,G2024,,2024-10-01,9677.42,2024-10-11,56095.06,Canvassing,24E,,S,,Titus,Dina,,,,H,01,NV,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,BE126,,,ORG,"The Outreach Team, Inc.",,,,,,407 College Ave Ste 349,,Ithaca,NY,14850,G2024,,2024-10-01,9677.41,2024-10-11,10534.12,Canvassing,24E,,S,,Kidd,Greg,,,,H,02,NV,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,BE127,,,ORG,"The Outreach Team, Inc.",,,,,,407 College Ave Ste 349,,Ithaca,NY,14850,G2024,,2024-10-01,19354.84,2024-10-11,380345.03,Canvassing,24A,,O,,Trump,Donald,,,,P,00,,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,BE128,,,ORG,"The Outreach Team, Inc.",,,,,,407 College Ave Ste 349,,Ithaca,NY,14850,G2024,,2024-10-01,19354.84,2024-10-11,186625.49,Canvassing,24A,,O,,Brown,Sam,,,,S,,NV,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,BE129,,,ORG,"The Outreach Team, Inc.",,,,,,407 College Ave Ste 349,,Ithaca,NY,14850,G2024,,2024-10-17,18145.16,2024-10-11,186625.49,Canvassing,24A,,O,,Brown,Sam,,,,S,,NV,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,BE130,,,ORG,"The Outreach Team, Inc.",,,,,,407 College Ave Ste 349,,Ithaca,NY,14850,G2024,,2024-10-17,18145.16,2024-10-11,380345.03,Canvassing,24A,,O,,Trump,Donald,,,,P,00,,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,BE131,,,ORG,"The Outreach Team, Inc.",,,,,,407 College Ave Ste 349,,Ithaca,NY,14850,G2024,,2024-10-17,18145.16,2024-10-11,380345.03,Canvassing,24E,,S,,Harris,Kamala,,,,P,00,,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,BE132,,,ORG,"The Outreach Team, Inc.",,,,,,407 College Ave Ste 349,,Ithaca,NY,14850,G2024,,2024-10-17,18145.16,2024-10-11,186625.49,Canvassing,24E,,S,,Rosen,Jacky,,,,S,,NV,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,BE133,,,ORG,"The Outreach Team, Inc.",,,,,,407 College Ave Ste 349,,Ithaca,NY,14850,G2024,,2024-10-17,9072.58,2024-10-11,56095.06,Canvassing,24E,C00655613,S,,Lee,Susie,,,,H,03,NV,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,BE134,,,ORG,"The Outreach Team, Inc.",,,,,,407 College Ave Ste 349,,Ithaca,NY,14850,G2024,,2024-10-17,9072.58,2024-10-11,56095.07,Canvassing,24E,,S,,Horsford,Steven,,,,H,04,NV,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,BE135,,,ORG,"The Outreach Team, Inc.",,,,,,407 College Ave Ste 349,,Ithaca,NY,14850,G2024,,2024-10-17,9072.58,2024-10-11,56095.06,Canvassing,24E,,S,,Titus,Dina,,,,H,01,NV,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,BE136,,,ORG,"The Outreach Team, Inc.",,,,,,407 College Ave Ste 349,,Ithaca,NY,14850,G2024,,2024-10-17,9072.59,2024-10-11,10534.12,Canvassing,24E,,S,,Kidd,Greg,,,,H,02,NV,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,XEALC82,,,COM,We Vote - Nosotros Votamos - PPAMM Committee,,,,,,428 J Street Suite 412,,Sacramento,CA,95814,G2024,,2024-10-11,1374.52,2024-10-11,380345.03,Staff Time & Travel for Canvassing,24E,,S,,Harris,Kamala,,,,P,00,,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,XEALC83,,,COM,We Vote - Nosotros Votamos - PPAMM Committee,,,,,,428 J Street Suite 412,,Sacramento,CA,95814,G2024,,2024-10-11,1374.52,2024-10-11,186625.49,Staff Time & Travel for Canvassing,24E,,S,,Rosen,Jacky,,,,S,,NV,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,XEALC84,,,COM,We Vote - Nosotros Votamos - PPAMM Committee,,,,,,428 J Street Suite 412,,Sacramento,CA,95814,G2024,,2024-10-11,687.26,2024-10-11,56095.06,Staff Time & Travel for Canvassing,24E,C00655613,S,,Lee,Susie,,,,H,03,NV,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,XEALC85,,,COM,We Vote - Nosotros Votamos - PPAMM Committee,,,,,,428 J Street Suite 412,,Sacramento,CA,95814,G2024,,2024-10-11,687.26,2024-10-11,56095.07,Staff Time & Travel for Canvassing,24E,,S,,Horsford,Steven,,,,H,04,NV,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,XEALC86,,,COM,We Vote - Nosotros Votamos - PPAMM Committee,,,,,,428 J Street Suite 412,,Sacramento,CA,95814,G2024,,2024-10-11,687.26,2024-10-11,56095.06,Staff Time & Travel for Canvassing,24E,,S,,Titus,Dina,,,,H,01,NV,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,XEALC87,,,COM,We Vote - Nosotros Votamos - PPAMM Committee,,,,,,428 J Street Suite 412,,Sacramento,CA,95814,G2024,,2024-10-11,687.26,2024-10-11,10534.12,Staff Time & Travel for Canvassing,24E,,S,,Kidd,Greg,,,,H,02,NV,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,XEALC88,,,COM,We Vote - Nosotros Votamos - PPAMM Committee,,,,,,428 J Street Suite 412,,Sacramento,CA,95814,G2024,,2024-10-11,1374.52,2024-10-11,380345.03,Staff Time & Travel for Canvassing,24A,,O,,Trump,Donald,,,,P,00,,Harmon,Lindsey,,,,2024-12-04,
SE,C00685289,XEALC89,,,COM,We Vote - Nosotros Votamos - PPAMM Committee,,,,,,428 J Street Suite 412,,Sacramento,CA,95814,G2024,,2024-10-11,1374.52,2024-10-11,186625.49,Staff Time & Travel for Canvassing,24A,,O,,Brown,Sam,,,,S,,NV,Harmon,Lindsey,,,,2024-12-04,
