form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00844282,SE.4174,,,ORG,"Meta Platforms, Inc.",,,,,,1 Meta Way,,Menlo Park,CA,94025,P2024,,,125.00,2024-01-08,7025.00,Digital ads (Facebook),004,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Dahl,Brandon,,,,2024-02-12,
SE,C00844282,SE.4175,,,ORG,"Meta Platforms, Inc.",,,,,,1 Meta Way,,Menlo Park,CA,94025,P2024,,,175.00,2024-01-09,40161.89,Digital ads (Facebook),004,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Dahl,Brandon,,,,2024-02-12,
SE,C00844282,SE.4176,,,ORG,"Meta Platforms, Inc.",,,,,,1 Meta Way,,Menlo Park,CA,94025,P2024,,,250.00,2024-01-10,40411.89,Digital ads (Facebook),004,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Dahl,Brandon,,,,2024-02-12,
SE,C00844282,SE.4177,,,ORG,"Meta Platforms, Inc.",,,,,,1 Meta Way,,Menlo Park,CA,94025,P2024,,,400.00,2024-01-11,40811.89,Digital ads (Facebook),004,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Dahl,Brandon,,,,2024-02-12,
SE,C00844282,SE.4178,,,ORG,"Meta Platforms, Inc.",,,,,,1 Meta Way,,Menlo Park,CA,94025,P2024,,,600.00,2024-01-12,41411.89,Digital ads (Facebook),004,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Dahl,Brandon,,,,2024-02-12,
SE,C00844282,SE.4180,,,ORG,"Meta Platforms, Inc.",,,,,,1 Meta Way,,Menlo Park,CA,94025,P2024,,,900.00,2024-01-16,113157.58,Digital ads (Facebook),004,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Dahl,Brandon,,,,2024-02-12,
SE,C00844282,SE.4181,,,ORG,"Meta Platforms, Inc.",,,,,,1 Meta Way,,Menlo Park,CA,94025,P2024,,,900.00,2024-01-16,114057.58,Digital ads (Facebook),004,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Dahl,Brandon,,,,2024-02-12,
SE,C00844282,SE.4182,,,ORG,"Meta Platforms, Inc.",,,,,,1 Meta Way,,Menlo Park,CA,94025,P2024,,,900.00,2024-01-17,114957.58,Digital ads (Facebook),004,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Dahl,Brandon,,,,2024-02-12,
SE,C00844282,SE.4183,,,ORG,"Meta Platforms, Inc.",,,,,,1 Meta Way,,Menlo Park,CA,94025,P2024,,,900.00,2024-01-17,115857.58,Digital ads (Facebook),004,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Dahl,Brandon,,,,2024-02-12,
SE,C00844282,SE.4184,,,ORG,"Meta Platforms, Inc.",,,,,,1 Meta Way,,Menlo Park,CA,94025,P2024,,,901.64,2024-01-18,116759.22,Digital ads (Facebook),004,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Dahl,Brandon,,,,2024-02-12,
SE,C00844282,SE.4185,,,ORG,"Meta Platforms, Inc.",,,,,,1 Meta Way,,Menlo Park,CA,94025,P2024,,,900.00,2024-01-19,134659.22,Digital ads (Facebook),004,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Dahl,Brandon,,,,2024-02-12,
SE,C00844282,SE.4186,,,ORG,"Meta Platforms, Inc.",,,,,,1 Meta Way,,Menlo Park,CA,94025,P2024,,,900.00,2024-01-22,135559.22,Digital ads (Facebook),004,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Dahl,Brandon,,,,2024-02-12,
SE,C00844282,SE.4187,,,ORG,"Meta Platforms, Inc.",,,,,,1 Meta Way,,Menlo Park,CA,94025,P2024,,,900.00,2024-01-22,136459.22,Digital ads (Facebook),004,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Dahl,Brandon,,,,2024-02-12,
SE,C00844282,SE.4188,,,ORG,"Meta Platforms, Inc.",,,,,,1 Meta Way,,Menlo Park,CA,94025,P2024,,,900.00,2024-01-22,137359.22,Digital ads (Facebook),004,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Dahl,Brandon,,,,2024-02-12,
SE,C00844282,SE.4189,,,ORG,"Meta Platforms, Inc.",,,,,,1 Meta Way,,Menlo Park,CA,94025,P2024,,,900.00,2024-01-22,138259.22,Digital ads (Facebook),004,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Dahl,Brandon,,,,2024-02-12,
SE,C00844282,SE.4191,,,ORG,"Meta Platforms, Inc.",,,,,,1 Meta Way,,Menlo Park,CA,94025,P2024,,,900.00,2024-01-23,139159.22,Digital ads (Facebook),004,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Dahl,Brandon,,,,2024-02-12,
SE,C00844282,SE.4192,,,ORG,"Meta Platforms, Inc.",,,,,,1 Meta Way,,Menlo Park,CA,94025,P2024,,,900.00,2024-01-23,140059.22,Digital ads (Facebook),004,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Dahl,Brandon,,,,2024-02-12,
SE,C00844282,SE.4190,,,ORG,"Meta Platforms, Inc.",,,,,,1 Meta Way,,Menlo Park,CA,94025,P2024,,,900.00,2024-01-29,143428.22,Digital ads (Facebook),004,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Dahl,Brandon,,,,2024-02-12,
SE,C00844282,SE.4194,,,ORG,Positive Sum Strategies,,,,,,358 West 20th St.,Apt 1,New York,NY,10011,P2024,,,17000.00,2024-01-18,133759.22,Primary vote message testing,005,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Dahl,Brandon,,,,2024-02-12,
SE,C00844282,SE.4197,,,ORG,Positive Sum Strategies,,,,,,358 West 20th St.,Apt 1,New York,NY,10011,P2024,,,5500.00,2024-01-30,5500.00,Primary vote message testing,005,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,SC,Dahl,Brandon,,,,2024-02-12,
