form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00000729,SB23.3658,,,PAC,"JOBS, EDUCATION, &amp; FAMILIES FIRST JEFF PAC",,,,,,910 17TH ST NW STE 925,,WASHINGTON,DC,20006,O2024,,2024-12-13,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00617803,"JOBS, EDUCATION, &amp; FAMILIES FIRST JEFF PAC",,,,,,,,,,,,,,,,,
SB23,C00000729,SB23.3663,,,PAC,LEADERSHIP AND ACCOUNTABILITY ARE NATIONAL KEYS PAC,,,,,,PO BOX 1639,,BETHANY,OK,73008,O2024,,2024-12-13,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00492058,LEADERSHIP AND ACCOUNTABILITY ARE NATIONAL KEYS PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,SB23.3667,,,PAC,LEADERSHIP AND ACCOUNTABILITY ARE NATIONAL KEYS PAC,,,,,,PO BOX 1639,,BETHANY,OK,73008,O2024,,2024-12-17,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00492058,LEADERSHIP AND ACCOUNTABILITY ARE NATIONAL KEYS PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,SB23.3661,,,PAC,M-PAC,,,,,,401 2ND AVENUE SOUTH,SUITE 303,SEATTLE,WA,98104,O2024,,2024-12-13,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00365270,M-PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,SB23.3642,,,PAC,MILK RIVER PAC,,,,,,PO BOX 33079,,WASHINGTON,NY,20033,O2024,,2024-12-13,2500.00,0.00,Contribution to Federal Leadership PAC,011,C00625558,MILK RIVER PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,SB23.3653,,,PAC,OORAH! POLITICAL ACTION COMMITTEE,,,,,,PO BOX 3743,,CARMEL,IN,46082,O2024,,2024-12-13,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00551853,OORAH! POLITICAL ACTION COMMITTEE,,,,,,,,,,,,,,,,,
SB23,C00000729,SB23.3665,,,PAC,PELICAN PAC,,,,,,3337 N. HULLEN ST.,SUITE 301,METAIRIE,LA,70002,O2024,,2024-12-13,2500.00,0.00,Contribution to Federal Leadership PAC,011,C00634774,PELICAN PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,SB23.3671,,,PAC,PINEAPPLE PAC,,,,,,600 PENNSYLVANIA AVE SE,#15180,WASHINGTON,HI,20003,O2024,,2024-12-30,2500.00,0.00,Contribution to Federal Leadership PAC,011,C00539601,PINEAPPLE PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,SB23.3657,,,PAC,"POINT ACTION PAC, INC.",,,,,,PO BOX 420304,,ATLANTA,GA,30342,O2024,,2024-12-13,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00738260,"POINT ACTION PAC, INC.",,,,,,,,,,,,,,,,,
SB23,C00000729,SB23.3654,,,PAC,PRAIRIE POLITICAL ACTION COMMITTEE,,,,,,600 PENNSYLVANIA AVE SE,#15180,WASHINGTON,DC,20003,O2024,,2024-12-13,2500.00,0.00,Contribution to Federal Leadership PAC,011,C00347195,PRAIRIE POLITICAL ACTION COMMITTEE,,,,,,,,,,,,,,,,,
SB23,C00000729,SB23.3669,,,CCM,TIM SHEEHY FOR MONTANA,,,,,,PO BOX 7209,,HELENA,MT,59604,G2024,,2024-12-26,5000.00,0.00,Debt Retirement,011,C00844159,TIM SHEEHY FOR MONTANA,S4MT00183,Sheehy,Tim,,Sen,,S,MT,,,,,,,,,
SB23,C00000729,SB23.3670,,,PAC,TOGETHER EVERYONE REALIZES REAL IMPACT,,,,,,1 M STREET SE,SUITE 275,WASHINGTON,AL,20003,O2024,,2024-12-30,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00525030,TOGETHER EVERYONE REALIZES REAL IMPACT,,,,,,,,,,,,,,,,,
SB23,C00000729,SB23.3646,,,PAC,TOGETHER HOLDING OUR MAJORITY PAC,,,,,,PO BOX 97275,,RALEIGH,NC,27624,O2024,,2024-12-13,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00571323,TOGETHER HOLDING OUR MAJORITY PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,SB23.3655,,,PAC,TRUE NORTH PAC,,,,,,"901 N WASHINGTON ST, SUITE 700",,ALEXANDRIA,VA,22314,O2024,,2024-12-13,2500.00,0.00,Contribution to Federal Leadership PAC,011,C00571000,TRUE NORTH PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,SB23.3649,,,PAC,VELVET HAMMER PAC,,,,,,P.O. BOX 14362,,SAINT PAUL,MN,55114,O2024,,2024-12-13,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00692111,VELVET HAMMER PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,SB23.3672,,,PAC,VISIONARY PAC,,,,,,1015 BOB O LINK ROAD,,HIGHLAND PARK,IL,60035,O2024,,2024-12-30,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00603134,VISIONARY PAC,,,,,,,,,,,,,,,,,
