form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00542621,500520157,,,ORG,Kieloch Consulting,,,,,,228 2nd St SE,,Washington,DC,200031943,,,2023-07-01,3000.00,0.00,Fundraising Consulting Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500629997,,,ORG,ADP,,,,,,225 2nd Ave,,Waltham,MA,024511122,,,2023-11-10,132.40,0.00,Payroll Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500630097,,,ORG,ADP,,,,,,225 2nd Ave,,Waltham,MA,024511122,,,2023-10-31,2476.60,0.00,See Memo Entry,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500630096,500630097,SB21B,IND,,Woodside,Meredith,,,,120 Wild Apple Ln,,Richmond,VT,054777733,,,2023-10-31,2476.60,0.00,Salary,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00542621,500630018,,,ORG,ADP,,,,,,225 2nd Ave,,Waltham,MA,024511122,,,2023-12-29,44.50,0.00,Workers Comp Premium,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500532728,,,ORG,Chase Freedom,,,,,,PO Box 15153,,Wilmington,DE,198865153,,,2023-09-05,778.75,0.00,See Memo Entry,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500532727,500532728,SB21B,ORG,Charlie Palmer Steak House,,,,,,101 Constitution Ave NW,,Washington,DC,200012133,,,2023-09-05,750.00,0.00,Catering,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00542621,500608338,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,West Somerville,MA,021443132,,,2023-12-10,418.70,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500520748,,,ORG,ADP,,,,,,225 2nd Ave,,Waltham,MA,024511122,P2023,,2023-07-28,752.90,0.00,Payroll Taxes,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500520158,,,ORG,Kieloch Consulting,,,,,,228 2nd St SE,,Washington,DC,200031943,,,2023-08-01,3000.00,0.00,Fundraising Consulting Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500532778,,,ORG,Harland Checks,,,,,,PO Box 105250,,Atlanta,GA,303485250,,,2023-10-11,266.19,0.00,Checks,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500517588,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,West Somerville,MA,021443132,,,2023-08-27,29.63,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500629998,,,ORG,ADP,,,,,,225 2nd Ave,,Waltham,MA,024511122,,,2023-11-29,26.70,0.00,Workers Comp Premium,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500532719,,,ORG,Intuit,,,,,,2632 Marine Way,,Mountain View,CA,940431126,,,2023-08-28,60.00,0.00,Online Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500630019,,,ORG,ADP,,,,,,225 2nd Ave,,Waltham,MA,024511122,,,2023-12-08,132.40,0.00,Payroll Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500608339,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,West Somerville,MA,021443132,,,2023-11-19,39.50,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500520749,,,ORG,ADP,,,,,,225 2nd Ave,,Waltham,MA,024511122,,,2023-07-28,2476.60,0.00,See Memo Entry,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500520750,500520749,SB21B,IND,,Woodside,Meredith,,,,120 Wild Apple Ln,,Richmond,VT,054777733,,,2023-07-28,2476.60,0.00,Salary,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00542621,500520159,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,West Somerville,MA,021443132,,,2023-08-31,59.26,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500532779,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-10-27,90.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00542621,500629999,,,ORG,ADP,,,,,,225 2nd Ave,,Waltham,MA,024511122,,,2023-11-29,752.90,0.00,Payroll Taxes,,,,,,,,,,,,,,,,,,,,
