form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00747691,SB21B.7379,,,ORG,Jewish Voice for Peace Action,,,,,,712 H Street NE,Suite 1363,Washington,DC,20002,,,2024-05-31,78.00,,Bush In-Kind 24 - payroll,001,,,,CORI BUSH FOR CONGRESS,,,,,H,MO,01,,,,,,,,
SB21B,C00747691,SB21B.7386,,,ORG,Jewish Voice for Peace Action,,,,,,712 H Street NE,Suite 1363,Washington,DC,20002,,,2024-05-31,1919.00,,payroll,001,,,,,,,,,,,,,,,,,,,
SB21B,C00747691,SB21B.7372,,,ORG,Jewish Voice for Peace Action,,,,,,712 H Street NE,Suite 1363,Washington,DC,20002,,,2024-06-30,669.39,,Bowman campaign - food and snacks for volunteers,007,,,H0NY16143,BOWMAN,JAMAAL,,,,H,NY,16,,,,,,,,
SB21B,C00747691,SB21B.7373,,,ORG,Jewish Voice for Peace Action,,,,,,712 H Street NE,Suite 1363,Washington,DC,20002,,,2024-06-30,19.50,,Bowman campaign - staff travel,001,,,H0NY16143,BOWMAN,JAMAAL,,,,H,NY,16,,,,,,,,
SB21B,C00747691,SB21B.7376,,,ORG,Jewish Voice for Peace Action,,,,,,712 H Street NE,Suite 1363,Washington,DC,20002,,,2024-06-30,2500.00,,Bowman In-Kind 24 - payroll,001,,,H0NY16143,BOWMAN,JAMAAL,,,,H,NY,16,,,,,,,,
SB21B,C00747691,SB21B.7377,,,ORG,Jewish Voice for Peace Action,,,,,,712 H Street NE,Suite 1363,Washington,DC,20002,,,2024-06-30,51.00,,Bush In-Kind - payroll,001,,,,CORI BUSH FOR CONGRESS,,,,,H,MO,01,,,,,,,,
SB21B,C00747691,SB21B.7380,,,ORG,Jewish Voice for Peace Action,,,,,,712 H Street NE,Suite 1363,Washington,DC,20002,,,2024-06-30,303.00,,Bush In-Kind 24 - payroll,001,,,,CORI BUSH FOR CONGRESS,,,,,H,MO,01,,,,,,,,
SB21B,C00747691,SB21B.7387,,,ORG,Jewish Voice for Peace Action,,,,,,712 H Street NE,Suite 1363,Washington,DC,20002,,,2024-06-30,5329.00,,payroll,001,,,,,,,,,,,,,,,,,,,
SB21B,C00747691,SB21B.7364,,,ORG,Knowles Solutions,,,,,,505 Ellicott St.,Hansa,Buffalo,NY,14203,,,2024-04-02,725.00,,accounting services,,,,,,,,,,,,,,,,,,,,
SB21B,C00747691,SB21B.7365,,,ORG,Knowles Solutions,,,,,,505 Ellicott St.,Hansa,Buffalo,NY,14203,,,2024-05-02,725.00,,accounting services,,,,,,,,,,,,,,,,,,,,
SB21B,C00747691,SB21B.7366,,,ORG,Knowles Solutions,,,,,,505 Ellicott St.,Hansa,Buffalo,NY,14203,,,2024-06-03,725.00,,accounting services,,,,,,,,,,,,,,,,,,,,
