form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00247403,SB23.60329,,,CCM,MAZI FOR CONGRESS,,,,,,77 BEVERLY RD,,GREAT NECK,NY,11021,,,2024-01-08,500.00,,Jeffrey Galler conduit donation to Mazi Pilip,011,C00860429,MAZI FOR CONGRESS,,,,,,,H,NY,03,,,,,,,X,
SB23,C00247403,SB23.60299,,,CCM,MAZI FOR CONGRESS,,,,,,77 BEVERLY RD,,GREAT NECK,NY,11021,,,2024-01-18,20064.72,,Earmarked Donations,,C00860429,MAZI FOR CONGRESS,,,,,,,H,NY,03,,,,,,,,
SB23,C00247403,SB23.60257,,,CCM,NIKKI HALEY FOR PRESIDENT,,,,,,186 SEVEN FARMS DR,,DANIEL ISLAND,SC,29492,,,2024-01-08,50.00,,Earmarked Donations - Nikki Haley for President,011,C00833392,NIKKI HALEY FOR PRESIDENT,,,,,,,P,,00,,,,,,,,
SB23,C00247403,SB23.60319,,,CCM,NIKKI HALEY FOR PRESIDENT,,,,,,186 SEVEN FARMS DR,,DANIEL ISLAND,SC,29492,,,2024-01-30,13200.00,,Earmarked Donations - Nikki Haley for President,011,C00833392,NIKKI HALEY FOR PRESIDENT,,,,,,,P,,00,,,,,,,,
SB23,C00247403,SB23.60267,,,CCM,SCHNEIDER FOR CONGRESS,,,,,,PO BOX 1318,,DEERFIELD,IL,60015,,,2024-01-08,6600.00,,Earmarked Donations - Brad Schneider,011,C00495952,SCHNEIDER FOR CONGRESS,,,,,,,H,IL,10,,,,,,,,
SB23,C00247403,SB23.60301,,,CCM,SUOZZI FOR CONGRESS,,,,,,PO BOX 669,,GLEN COVE,NY,11542,,,2024-01-22,20000.00,,Earmarked Donations,,C00607200,SUOZZI FOR CONGRESS,,,,,,,H,NY,03,,,,,,,,
SB23,C00247403,SB23.60312,,,CCM,TESTER VICTORY FUND,,,,,,3242 CUMMINS WAY,,MISSOULA,MT,59802,,,2024-01-30,1000.00,,Earmarked Donations,,C00547679,TESTER VICTORY FUND,,,,,,,S,MT,00,,,,,,,,
SB23,C00247403,SB23.60272,,,CCM,TORRES FOR CONGRESS,,,,,,77-02 19TH RD,,EAST ELMHURST,NY,11370,,,2024-01-08,12100.00,,Earmarked Contributions to Ritchie Torres,,C00699744,TORRES FOR CONGRESS,,,,,,,H,NY,15,,,,,,,,
SB23,C00247403,SB23.60276,,,CCM,TORRES FOR CONGRESS,,,,,,77-02 19TH RD,,EAST ELMHURST,NY,11370,,,2024-01-08,2500.00,,Earmarked Contributions to Ritchie Torres,,C00699744,TORRES FOR CONGRESS,,,,,,,H,NY,15,,,,,,,,
SB23,C00247403,SB23.60269,,,CCM,TORRES VICTORY FUND,,,,,,PO BOX 15320,,WASHINGTON,DC,20003,,,2024-01-08,13200.00,,Earmarked Contributions to Torres Victory Fund,,C00754598,TORRES VICTORY FUND,,,,,,,,,,,,,,,,,
