form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00540187,SB23.I22893,,,CCM,"JOHN JAMES FOR CONGRESS, INC.",,,,,,P.O. BOX 628,,ST. CLAIR SHORES,MI,48080,P2024,PRIMARY,2023-06-26,2500.00,,POLITICAL CONTRIBUTION,,C00803502,,H2MI10150,JAMES,JOHN,,,,H,MI,10,  ,,,,,,,
SB23,C00540187,SB23.I22899,,,CCM,KEAN FOR CONGRESS INC,,,,,,PO BOX 999,,EDISON,NJ,08818,P2024,PRIMARY,2023-06-26,2500.00,,POLITICAL CONTRIBUTION,,C00703058,,H0NJ07261,KEAN,THOMAS,H.,,JR.,H,NJ,07,  ,,,,,,,
SB23,C00540187,SB23.I22888,,,CCM,KIGGANS FOR CONGRESS,,,,,,P.O. BOX 5042,, VIRGINIA BEACH,VA,23471,P2024,PRIMARY,2023-06-02,5000.00,,POLITICAL CONTRIBUTION,,C00776120,,H2VA02064,KIGGANS,JENNIFER,,,,H,VA,02,  ,,,,,,,
SB23,C00540187,SB23.I22898,,,CCM,LALOTA FOR CONGRESS,,,,,,PO BOX 5744,,HAUPPAUGE,NY,11788,P2024,PRIMARY,2023-06-26,2500.00,,POLITICAL CONTRIBUTION,,C00806018,,H2NY01190,NICK,LALOTA,,,,H,NY,01,  ,,,,,,,
SB23,C00540187,SB23.I22902,,,CCM,LORI CHAVEZ-DEREMER FOR CONGRESS,,,,,,11805 SE EASTBOURNE LANE,,HAPPY VALLEY,OR,97086,P2024,PRIMARY,2023-06-02,2500.00,,POLITICAL CONTRIBUTION,,C00784520,,H2OR05209,CHAVEZ-DEREMER,LORI,,,,H,OR,05,  ,,,,,,,
SB23,C00540187,SB23.I22884,,,CCM,MEUSER FOR CONGRESS,,,,,,573 CARVERTON RD,,WYOMING,PA,18644,P2024,PRIMARY,2023-06-02,5000.00,,POLITICAL CONTRIBUTION,,C00654723,,H8PA10147,MEUSER,DANIEL,,,,H,PA,09,  ,,,,,,,
SB23,C00540187,SB23.I22894,,,CCM,MICHELLE STEEL FOR CONGRESS,,,,,,"92A SURFSIDE AVENUE, #472",,SURFSIDE,CA,90743,P2024,PRIMARY,2023-06-26,2500.00,,POLITICAL CONTRIBUTION,,C00704981,,H0CA48198,STEEL,MICHELLE,,,,H,CA,45,  ,,,,,,,
SB23,C00540187,SB23.I22887,,,CCM,MIKE FLOOD FOR CONGRESS,,,,,,PO BOX 81041,,LINCOLN,NE,68501,G2024,GENERAL,2023-06-02,5000.00,,POLITICAL CONTRIBUTION,,C00801241,,H2NE01118,FLOOD,MIKE,,,,H,NE,01,  ,,,,,,,
SB23,C00540187,SB23.I22891,,,CCM,"MOORE FOR WEST VIRGINIA, INC.",,,,,,PO BOX 603,,HARPERS FERRY,WV,25425,P2024,PRIMARY,2023-06-15,5000.00,,POLITICAL CONTRIBUTION,,C00828947,,H4WV02205,MOORE,RILEY,,,,H,WV,02,  ,,,,,,,
SB23,C00540187,SB23.I22882,,,CCM,"STEIL FOR WISCONSIN, INC.",,,,,,3709 BRIAR CREST DRIVE,,JANESVILLE,WI,53546,P2024,PRIMARY,2023-06-02,2500.00,,POLITICAL CONTRIBUTION,,C00677286,,H8WI01156,STEIL,BRYAN ,GEORGE,,,H,WI,01,  ,,,,,,,
SB23,C00540187,SB23.I22883,,,CCM,"STEIL FOR WISCONSIN, INC.",,,,,,3709 BRIAR CREST DRIVE,,JANESVILLE,WI,53546,G2024,GENERAL,2023-06-02,2500.00,,POLITICAL CONTRIBUTION,,C00677286,,H8WI01156,STEIL,BRYAN ,GEORGE,,,H,WI,01,  ,,,,,,,
SB23,C00540187,SB23.I22900,,,CCM,VAN ORDEN FOR CONGRESS,,,,,,PO BOX 565,,PRAIRIE DU CHIEN,WI,53821,P2024,PRIMARY,2023-06-26,2500.00,,POLITICAL CONTRIBUTION,,C00742007,,H0WI03175,VAN ORDEN,DERRICK,F.,MR.,,H,WI,03,  ,,,,,,,
SB23,C00540187,SB23.I22892,,,CCM,VIRGINIA FOXX FOR CONGRESS,,,,,,PO BOX 2676,,BOONE,NC,28607,P2024,PRIMARY,2023-06-26,5000.00,,POLITICAL CONTRIBUTION,,C00386748,,H4NC05146,FOXX,VIRGINIA ,ANN,,,H,NC,05,  ,,,,,,,
