form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00883215,SE.4305,,,ORG,Google Ads,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2024,,2024-10-22,107.07,2024-10-22,7859.57,Support Harris; oppose Trump,004,C00883215,S,P00009423,HARRIS,KAMALA,,,,P,,,Peters,Barry,,,,2024-12-02,
SE,C00883215,SE.4328,,,ORG,Google Ads,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2024,,2024-10-22,39.62,2024-10-22,3426.61,Support Calvarese; oppose Boebert,004,C00883215,S,H4CO04280,CALVARESE,TRISHA,,,,H,04,CO,Peters,Barry,,,,2024-12-02,
SE,C00883215,SE.4306,,,ORG,Google Ads,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2024,,2024-10-23,102.71,2024-10-23,7962.28,Support Harris; oppose Trump,004,C00883215,S,P00009423,HARRIS,KAMALA,,,,P,,,Peters,Barry,,,,2024-12-02,
SE,C00883215,SE.4329,,,ORG,Google Ads,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2024,,2024-10-23,37.24,2024-10-23,3463.85,Support Calvarese; oppose Boebert,004,C00883215,S,H4CO04280,CALVARESE,TRISHA,,,,H,04,CO,Peters,Barry,,,,2024-12-02,
SE,C00883215,SE.4307,,,ORG,Google Ads,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2024,,2024-10-24,101.82,2024-10-24,8064.10,Support Harris; oppose Trump,004,C00883215,S,P00009423,HARRIS,KAMALA,,,,P,,,Peters,Barry,,,,2024-12-02,
SE,C00883215,SE.4330,,,ORG,Google Ads,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2024,,2024-10-24,37.28,2024-10-24,3501.13,Support Calvarese; oppose Boebert,004,C00883215,S,H4CO04280,CALVARESE,TRISHA,,,,H,04,CO,Peters,Barry,,,,2024-12-02,
SE,C00883215,SE.4308,,,ORG,Google Ads,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2024,,2024-10-25,102.08,2024-10-25,8166.18,Support Harris; oppose Trump,004,C00883215,S,P00009423,HARRIS,KAMALA,,,,P,,,Peters,Barry,,,,2024-12-02,
SE,C00883215,SE.4331,,,ORG,Google Ads,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2024,,2024-10-25,37.63,2024-10-25,3538.76,Support Calvarese; oppose Boebert,004,C00883215,S,H4CO04280,CALVARESE,TRISHA,,,,H,04,CO,Peters,Barry,,,,2024-12-02,
SE,C00883215,SE.4309,,,ORG,Google Ads,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2024,,2024-10-26,102.22,2024-10-26,8268.40,Support Harris; oppose Trump,004,C00883215,S,P00009423,HARRIS,KAMALA,,,,P,,,Peters,Barry,,,,2024-12-02,
SE,C00883215,SE.4332,,,ORG,Google Ads,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2024,,2024-10-26,37.66,2024-10-26,3576.42,Support Calvarese; oppose Boebert,004,C00883215,S,H4CO04280,CALVARESE,TRISHA,,,,H,04,CO,Peters,Barry,,,,2024-12-02,
SE,C00883215,SE.4310,,,ORG,Google Ads,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2024,,2024-10-27,99.62,2024-10-27,8368.02,Support Harris; oppose Trump,004,C00883215,S,P00009423,HARRIS,KAMALA,,,,P,,,Peters,Barry,,,,2024-12-02,
SE,C00883215,SE.4333,,,ORG,Google Ads,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2024,,2024-10-27,44.91,2024-10-27,3621.33,Support Calvarese; oppose Boebert,004,C00883215,S,H4CO04280,CALVARESE,TRISHA,,,,H,04,CO,Peters,Barry,,,,2024-12-02,
SE,C00883215,SE.4311,,,ORG,Google Ads,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2024,,2024-10-28,87.57,2024-10-28,8455.59,Support Harris; oppose Trump,004,C00883215,S,P00009423,HARRIS,KAMALA,,,,P,,,Peters,Barry,,,,2024-12-02,
SE,C00883215,SE.4334,,,ORG,Google Ads,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2024,,2024-10-28,43.63,2024-10-28,3664.96,Support Calvarese; oppose Boebert,004,C00883215,S,H4CO04280,CALVARESE,TRISHA,,,,H,04,CO,Peters,Barry,,,,2024-12-02,
SE,C00883215,SE.4312,,,ORG,Google Ads,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2024,,2024-10-29,87.32,2024-10-29,8542.91,Support Harris; oppose Trump,004,C00883215,S,P00009423,HARRIS,KAMALA,,,,P,,,Peters,Barry,,,,2024-12-02,
SE,C00883215,SE.4335,,,ORG,Google Ads,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2024,,2024-10-29,49.72,2024-10-29,3714.68,Support Calvarese; oppose Boebert,004,C00883215,S,H4CO04280,CALVARESE,TRISHA,,,,H,04,CO,Peters,Barry,,,,2024-12-02,
SE,C00883215,SE.4313,,,ORG,Google Ads,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2024,,2024-10-30,87.85,2024-10-30,8630.76,Support Harris; oppose Trump,004,C00883215,S,P00009423,HARRIS,KAMALA,,,,P,,,Peters,Barry,,,,2024-12-02,
SE,C00883215,SE.4336,,,ORG,Google Ads,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2024,,2024-10-30,124.03,2024-10-30,3838.71,Support Calvarese; oppose Boebert,004,C00883215,S,H4CO04280,CALVARESE,TRISHA,,,,H,04,CO,Peters,Barry,,,,2024-12-02,
SE,C00883215,SE.4314,,,ORG,Google Ads,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2024,,2024-10-31,87.49,2024-10-31,8718.25,Support Harris; oppose Trump,004,C00883215,S,P00009423,HARRIS,KAMALA,,,,P,,,Peters,Barry,,,,2024-12-02,
SE,C00883215,SE.4337,,,ORG,Google Ads,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2024,,2024-10-31,119.97,2024-10-31,3958.68,Support Calvarese; oppose Boebert,004,C00883215,S,H4CO04280,CALVARESE,TRISHA,,,,H,04,CO,Peters,Barry,,,,2024-12-02,
SE,C00883215,SE.4315,,,ORG,Google Ads,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2024,,2024-11-01,86.35,2024-11-01,8804.60,Support Harris; oppose Trump,004,C00883215,S,P00009423,HARRIS,KAMALA,,,,P,,,Peters,Barry,,,,2024-12-02,
SE,C00883215,SE.4338,,,ORG,Google Ads,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2024,,2024-11-01,144.72,2024-11-01,4103.40,Support Calvarese; oppose Boebert,004,C00883215,S,H4CO04280,CALVARESE,TRISHA,,,,H,04,CO,Peters,Barry,,,,2024-12-02,
SE,C00883215,SE.4316,,,ORG,Google Ads,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2024,,2024-11-02,86.46,2024-11-02,8891.06,Support Harris; oppose Trump,004,C00883215,S,P00009423,HARRIS,KAMALA,,,,P,,,Peters,Barry,,,,2024-12-02,
SE,C00883215,SE.4339,,,ORG,Google Ads,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2024,,2024-11-02,123.33,2024-11-02,4226.73,Support Calvarese; oppose Boebert,004,C00883215,S,H4CO04280,CALVARESE,TRISHA,,,,H,04,CO,Peters,Barry,,,,2024-12-02,
SE,C00883215,SE.4317,,,ORG,Google Ads,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2024,,2024-11-03,89.89,2024-11-03,8980.95,Support Harris; oppose Trump,004,C00883215,S,P00009423,HARRIS,KAMALA,,,,P,,,Peters,Barry,,,,2024-12-02,
SE,C00883215,SE.4340,,,ORG,Google Ads,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2024,,2024-11-03,128.88,2024-11-03,4355.61,Support Calvarese; oppose Boebert,004,C00883215,S,H4CO04280,CALVARESE,TRISHA,,,,H,04,CO,Peters,Barry,,,,2024-12-02,
SE,C00883215,SE.4318,,,ORG,Google Ads,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2024,,2024-11-04,85.79,2024-11-04,9066.74,Support Harris; oppose Trump,004,C00883215,S,P00009423,HARRIS,KAMALA,,,,P,,,Peters,Barry,,,,2024-12-02,
SE,C00883215,SE.4341,,,ORG,Google Ads,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2024,,2024-11-04,126.70,2024-11-04,4482.31,Support Calvarese; oppose Boebert,004,C00883215,S,H4CO04280,CALVARESE,TRISHA,,,,H,04,CO,Peters,Barry,,,,2024-12-02,
SE,C00883215,SE.4319,,,ORG,Google Ads,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2024,,2024-11-05,27.63,2024-11-05,9094.37,Adjustments in advertising billing,004,C00883215,S,P00009423,HARRIS,KAMALA,,,,P,,,Peters,Barry,,,,2024-12-02,
