form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00880765,SE.4175,,,ORG,Left Hook,,,,,,2601 Ocean Park Blvd,,Santa Monica,CA,90405,G2024,,2024-07-25,120000.00,2024-07-24,307450.00,"Ad buy and production costs, 15 second ad",004,C00880765,O,,Trump,Donald,,,,P,,WI,Cone,Amanda,,,,2024-10-14,
SE,C00880765,SE.4184,,,ORG,Left Hook,,,,,,2601 Ocean Park Blvd,,Santa Monica,CA,90405,G2024,,2024-08-05,200000.00,2024-08-05,500000.00,Ad buy 15 second ad,004,C00880765,O,,Hovde,Eric,,,,S,,WI,Cone,Amanda,,,,2024-10-14,
SE,C00880765,SE.4185,,,ORG,Left Hook,,,,,,2601 Ocean Park Blvd,,Santa Monica,CA,90405,G2024,,2024-08-05,100000.00,2024-08-05,600000.00,Ad buy 30 second ad,004,C00880765,O,,Hovde,Eric,,,,S,,WI,Cone,Amanda,,,,2024-10-14,
SE,C00880765,SE.4191,,,ORG,Left Hook,,,,,,2601 Ocean Park Blvd,,Santa Monica,CA,90405,G2024,,2024-08-12,187450.00,2024-08-09,914034.81,Continuation of previous 30 second ad buy,004,C00880765,O,,Trump,Donald,,,,P,,,Cone,Amanda,,,,2024-10-14,
SE,C00880765,SE.4192,,,ORG,Left Hook,,,,,,2601 Ocean Park Blvd,,Santa Monica,CA,90405,G2024,,2024-08-12,120000.00,2024-08-09,1034034.81,Continuation of previous 15 second ad buy,004,C00880765,O,,Trump,Donald,,,,P,,,Cone,Amanda,,,,2024-10-14,
SE,C00880765,SE.4212,,,ORG,Left Hook,,,,,,2601 Ocean Park Blvd,,Santa Monica,CA,90405,G2024,,2024-09-24,47000.00,2024-09-20,1081034.81,15 second digital 'Deanna' ad 9/21-10/15,004,C00880765,S,,Harris,Kamala,,,,P,,,Cone,Amanda,,,,2024-10-14,
SE,C00880765,SE.4213,,,ORG,Left Hook,,,,,,2601 Ocean Park Blvd,,Santa Monica,CA,90405,G2024,,2024-09-21,107000.00,2024-09-20,1188034.81,15 second digital 'Rising Costs' ad 9/21-10/15,004,C00880765,S,,Harris,Kamala,,,,P,,,Cone,Amanda,,,,2024-10-14,
SE,C00880765,SE.4217,,,ORG,Left Hook,,,,,,2601 Ocean Park Blvd,,Santa Monica,CA,90405,G2024,,2024-09-24,47000.00,2024-09-20,1235900.31,30 second digital 'Deanna' ad 9/21-10/15,004,C00880765,S,,Harris,Kamala,,,,P,,,Cone,Amanda,,,,2024-10-14,
SE,C00880765,SE.4218,,,ORG,Left Hook,,,,,,2601 Ocean Park Blvd,,Santa Monica,CA,90405,G2024,,2024-09-21,107000.00,2024-09-20,1342900.31,30 second digital 'Rising Costs' ad 9/21-10/15,004,C00880765,S,,Harris,Kamala,,,,P,,,Cone,Amanda,,,,2024-10-14,
SE,C00880765,SE.4221,,,ORG,Left Hook,,,,,,2601 Ocean Park Blvd,,Santa Monica,CA,90405,G2024,,2024-09-21,42000.00,2024-09-20,1386631.31,30 second digital 'Seren Comstock' ad 9/21-10/15,004,C00880765,O,,Trump,Donald,,,,P,,,Cone,Amanda,,,,2024-10-14,
SE,C00880765,SE.4181,,,ORG,Meta,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-07-26,25000.00,2024-07-26,726584.81,Digital advertising,004,C00880765,S,,Harris,Kamala,,,,P,,,Cone,Amanda,,,,2024-10-14,
