form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00802389,500459460,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-09-30,-10.00,0.00,Staff time and emails for online message (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500459461,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-09-30,-10.00,0.00,Staff time and emails for online message (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500459472,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-09-30,-4.85,0.00,Staff Time for Graphic Design (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500459473,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-09-30,-4.85,0.00,Staff Time for Graphic Design (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500459474,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-09-30,-4.85,0.00,Staff Time for Graphic Design (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500459475,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-09-30,-4.85,0.00,Staff Time for Graphic Design (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500459480,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,,,2024-09-30,67.89,0.00,Staff Time for Press Release (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500459481,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-09-30,-67.89,0.00,Staff Time for Press Release (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,24533287I,24533287,SA11AI,ORG,NRDC Action Fund Inc.,,,,,,40 W 20Th St,Fl 11,New York,NY,100114231,,,2024-09-12,9187.65,0.00,Consulting - Project Management,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00802389,24533288I,24533288,SA11AI,ORG,NRDC Action Fund Inc.,,,,,,40 W 20Th St,Fl 11,New York,NY,100114231,,,2024-09-19,4083.40,0.00,Consulting - Project Management,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00802389,24533290I,24533290,SA11AI,ORG,NRDC Action Fund Inc.,,,,,,40 W 20Th St,Fl 11,New York,NY,100114231,,,2024-09-30,8240.66,0.00,Staff Time - September,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00802389,500459482,,,ORG,Ramp,,,,,,71 5Th Ave,Fl 6,New York,NY,100033004,,,2024-09-03,3625.88,0.00,Credit Card Payment,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500459498,500459482,SB21B,ORG,Action Network,,,,,,1900 L St NW,Ste 900,Washington,DC,200365005,,,2024-09-03,212.00,0.00,Database Services,,,,,,,,,,,,,,,,,,,X,* Memo item: Itemization for 9/3/2024 Ramp Payment
SB21B,C00802389,500459499,500459482,SB21B,ORG,Action Network,,,,,,1900 L St NW,Ste 900,Washington,DC,200365005,,,2024-09-03,90.63,0.00,Database Services,,,,,,,,,,,,,,,,,,,X,* Memo item: Itemization for 9/3/2024 Ramp Payment
SB21B,C00802389,500459496,500459482,SB21B,ORG,Google,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-09-03,3879.60,0.00,Website Services,,,,,,,,,,,,,,,,,,,X,* Memo item: Itemization for 9/3/2024 Ramp Payment
SB21B,C00802389,500459497,500459482,SB21B,ORG,Google,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-09-03,8.48,0.00,Website Services,,,,,,,,,,,,,,,,,,,X,* Memo item: Itemization for 9/3/2024 Ramp Payment
SB21B,C00802389,500459486,500459482,SB21B,ORG,Ramp,,,,,,71 5Th Ave,Fl 6,New York,NY,100033004,,,2024-09-03,-654.78,0.00,Credit,,,,,,,,,,,,,,,,,,,X,* Memo item: Itemization for 9/3/2024 Ramp Payment
SB21B,C00802389,500459500,500459482,SB21B,ORG,SendGrid,,,,,,1801 California St,Ste 500,Denver,CO,802022618,,,2024-09-03,89.95,0.00,Website Services,,,,,,,,,,,,,,,,,,,X,* Memo item: Itemization for 9/3/2024 Ramp Payment
