form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00788448,SB21B.I17725,,,ORG,STRATEGIC VICTORY SOLUTIONS LLC,,,,,,1305 WEST 11TH STREET,#213,HOUSTON,TX,77008,,,2023-08-08,1000.00,,COMPLIANCE CONSULTING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00788448,SB21B.I18857,,,ORG,STRATEGIC VICTORY SOLUTIONS LLC,,,,,,1305 WEST 11TH STREET,#213,HOUSTON,TX,77008,,,2023-09-05,1000.00,,COMPLIANCE CONSULTING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00788448,SB21B.I19978,,,ORG,STRATEGIC VICTORY SOLUTIONS LLC,,,,,,1305 WEST 11TH STREET,#213,HOUSTON,TX,77008,,,2023-10-02,1000.00,,COMPLIANCE CONSULTING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00788448,SB21B.I20081,,,ORG,STRATEGIC VICTORY SOLUTIONS LLC,,,,,,1305 WEST 11TH STREET,#213,HOUSTON,TX,77008,,,2023-11-01,1000.00,,COMPLIANCE CONSULTING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00788448,SB21B.I20342,,,ORG,STRATEGIC VICTORY SOLUTIONS LLC,,,,,,1305 WEST 11TH STREET,#213,HOUSTON,TX,77008,,,2023-12-04,1000.00,,COMPLIANCE CONSULTING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00788448,SB21B.I17736,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,STE 530,ARLINGTON,VA,222092517,,,2023-08-14,32.00,,PROCESSING FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00788448,SB21B.I17777,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,STE 530,ARLINGTON,VA,222092517,,,2023-08-17,92.80,,PROCESSING FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00788448,SB21B.I18815,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,STE 530,ARLINGTON,VA,222092517,,,2023-08-24,137.60,,PROCESSING FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00788448,SB21B.I20017,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,STE 530,ARLINGTON,VA,222092517,,,2023-10-13,528.00,,PROCESSING FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00788448,SB21B.I20036,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,STE 530,ARLINGTON,VA,222092517,,,2023-10-18,211.20,,PROCESSING FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00788448,SB21B.I20050,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,STE 530,ARLINGTON,VA,222092517,,,2023-10-23,32.00,,PROCESSING FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00788448,SB21B.I20051,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,STE 530,ARLINGTON,VA,222092517,,,2023-10-24,64.00,,PROCESSING FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00788448,SB21B.I20058,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,STE 530,ARLINGTON,VA,222092517,,,2023-10-25,32.00,,PROCESSING FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00788448,SB21B.I20066,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,STE 530,ARLINGTON,VA,222092517,,,2023-10-27,115.20,,PROCESSING FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00788448,SB21B.I20076,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,STE 530,ARLINGTON,VA,222092517,,,2023-10-31,137.60,,PROCESSING FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00788448,SB21B.I20092,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,STE 530,ARLINGTON,VA,222092517,,,2023-11-02,611.20,,PROCESSING FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00788448,SB21B.I20093,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,STE 530,ARLINGTON,VA,222092517,,,2023-11-03,32.00,,PROCESSING FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00788448,SB21B.I20103,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,STE 530,ARLINGTON,VA,222092517,,,2023-11-07,371.20,,PROCESSING FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00788448,SB21B.I20271,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,STE 530,ARLINGTON,VA,222092517,,,2023-11-13,32.00,,PROCESSING FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00788448,SB21B.I20272,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,STE 530,ARLINGTON,VA,222092517,,,2023-11-14,211.20,,PROCESSING FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00788448,SB21B.I20288,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,STE 530,ARLINGTON,VA,222092517,,,2023-11-16,640.00,,PROCESSING FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00788448,SB21B.I20304,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,STE 530,ARLINGTON,VA,222092517,,,2023-11-20,105.60,,PROCESSING FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00788448,SB21B.I20324,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,STE 530,ARLINGTON,VA,222092517,,,2023-11-30,32.00,,PROCESSING FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00788448,SB21B.I20338,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,STE 530,ARLINGTON,VA,222092517,,,2023-12-04,16.00,,PROCESSING FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00788448,SB21B.I20339,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,STE 530,ARLINGTON,VA,222092517,,,2023-12-05,160.00,,PROCESSING FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00788448,SB21B.I20355,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,STE 530,ARLINGTON,VA,222092517,,,2023-12-07,137.60,,PROCESSING FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00788448,SB21B.I20356,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,STE 530,ARLINGTON,VA,222092517,,,2023-12-08,208.00,,PROCESSING FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00788448,SB21B.I21381,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,STE 530,ARLINGTON,VA,222092517,,,2023-12-18,32.00,,PROCESSING FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00788448,SB21B.I21395,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,STE 530,ARLINGTON,VA,222092517,,,2023-12-21,89.60,,PROCESSING FEES,001,,,,,,,,,,,,  ,,,,,,,
