form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00566562,500714216,,,PAC,AMERICAN INNOVATION POLITICAL ACTION COMMITTEE (AMI PAC),,,,,,PO Box 582496,,Elk Grove,CA,957580042,,,2024-09-20,5000.00,0.00,Event Deposit,,C00561779,,,,,,,,,,,,,,,,,,
SB21B,C00566562,500714226,,,IND,,Zamani,Jasmine,,,,6129 Long Meadow Rd,,Mc Lean,VA,221012312,,,2024-07-01,243.24,0.00,Reimbursement - See Below,,,,,,,,,,,,,,,,,,,,
SB21B,C00566562,500714223,500714226,SB21B,ORG,Amazon,,,,,,1200 12th Ave S,Ste 1200,Seattle,WA,981442734,,,2024-07-01,122.23,0.00,Office Supplies,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00566562,500703226,,,ORG,ACTBLUE,,,,,,PO Box 382110,,Cambridge,MA,022382110,G2024,,2024-09-29,39.50,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00566562,500690437,,,ORG,ACTBLUE,,,,,,PO Box 382110,,Cambridge,MA,022382110,G2024,,2024-08-18,59.25,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00566562,500703257,,,ORG,ACTBLUE,,,,,,PO Box 382110,,Cambridge,MA,022382110,G2024,,2024-09-30,59.25,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00566562,500692867,,,ORG,ACTBLUE,,,,,,PO Box 382110,,Cambridge,MA,022382110,G2024,,2024-08-31,82.95,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00566562,500686708,,,ORG,ACTBLUE,,,,,,PO Box 382110,,Cambridge,MA,022382110,G2024,,2024-08-04,227.13,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00566562,500691018,,,ORG,ACTBLUE,,,,,,PO Box 382110,,Cambridge,MA,022382110,G2024,,2024-08-25,148.13,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00566562,500714218,,,ORG,"CFO Compliance, LLC",,,,,,1 Park Row,Ste 5,Providence,RI,029031235,,,2024-09-09,1000.00,0.00,Compliance Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00566562,500714228,,,IND,,Beyer,Donald,S,,Jr.,801 Duke St,,Alexandria,VA,223143623,,,2024-07-26,1837.83,0.00,Reimbursement - See Below,,,,,,,,,,,,,,,,,,,,
SB21B,C00566562,500714227,500714228,SB21B,ORG,Talbot Country Club,,,,,,6142 Country Club Dr,,Easton,MD,216018566,,,2024-07-26,1837.83,0.00,Event Costs,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00566562,500697348,,,ORG,ACTBLUE,,,,,,PO Box 382110,,Cambridge,MA,022382110,G2024,,2024-09-15,177.75,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00566562,500681119,,,ORG,American Express,,,,,,PO Box 1270,,Newark,NJ,071011270,,,2024-07-18,836.59,0.00,Credit Card Payment - See Below,,,,,,,,,,,,,,,,,,,,
SB21B,C00566562,500681113,500681119,SB21B,ORG,The Wildset,,,,,,209 Talbot St,,Easton,MD,216012941,,,2024-07-18,543.51,0.00,Lodging,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00566562,500714219,,,ORG,"CFO Compliance, LLC",,,,,,1 Park Row,Ste 5,Providence,RI,029031235,,,2024-08-08,1000.00,0.00,Compliance Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00566562,500714229,,,ORG,American Express,,,,,,PO Box 1270,,Newark,NJ,071011270,,,2024-09-26,11643.97,0.00,Credit Card Payment,,,,,,,,,,,,,,,,,,,,
SB21B,C00566562,500714280,500714229,SB21B,ORG,Amazon,,,,,,1200 12th Ave S,Ste 1200,Seattle,WA,981442734,,,2024-09-26,158.95,0.00,Office Supplies,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00566562,500714281,500714229,SB21B,ORG,Amazon,,,,,,1200 12th Ave S,Ste 1200,Seattle,WA,981442734,,,2024-09-26,5.99,0.00,Subscriptions,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00566562,500714292,500714229,SB21B,ORG,The Wildset Hotel,,,,,,209 N Talbot St,,Saint Michaels,MD,216632103,,,2024-09-26,-10000.00,0.00,Credit,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00566562,500714283,500714229,SB21B,ORG,Amazon,,,,,,1200 12th Ave S,Ste 1200,Seattle,WA,981442734,,,2024-09-26,105.95,0.00,Office Supplies,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00566562,500714284,500714229,SB21B,ORG,The Westin Chicago,,,,,,320 N Dearborn St,,Chicago,IL,606545010,,,2024-09-26,93.00,0.00,Lodging,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00566562,500714285,500714229,SB21B,ORG,The Westin Chicago,,,,,,320 N Dearborn St,,Chicago,IL,606545010,,,2024-09-26,87.70,0.00,Lodging,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00566562,500714286,500714229,SB21B,ORG,The Westin Chicago,,,,,,320 N Dearborn St,,Chicago,IL,606545010,,,2024-09-26,138.00,0.00,Lodging,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00566562,500714279,500714229,SB21B,ORG,Amazon,,,,,,1200 12th Ave S,Ste 1200,Seattle,WA,981442734,,,2024-09-26,11.99,0.00,Subscriptions,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00566562,500700049,,,ORG,ACTBLUE,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2024-07-31,39.50,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00566562,500709569,,,ORG,American Express,,,,,,PO Box 1270,,Newark,NJ,071011270,,,2024-09-30,89.68,0.00,Credit Card Payment - See Below,,,,,,,,,,,,,,,,,,,,
SB21B,C00566562,500709584,500709569,SB21B,ORG,Amazon,,,,,,1200 12th Ave S,Ste 1200,Seattle,WA,981442734,,,2024-09-30,-0.58,0.00,Refund,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00566562,500709567,500709569,SB21B,ORG,Amazon,,,,,,1200 12th Ave S,Ste 1200,Seattle,WA,981442734,,,2024-09-30,12.99,0.00,Subscriptions,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00566562,500709597,500709569,SB21B,ORG,Amazon,,,,,,1200 12th Ave S,Ste 1200,Seattle,WA,981442734,,,2024-09-30,42.28,0.00,Subscriptions,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00566562,500709598,500709569,SB21B,ORG,Amazon,,,,,,1200 12th Ave S,Ste 1200,Seattle,WA,981442734,,,2024-09-30,16.99,0.00,Subscriptions,,,,,,,,,,,,,,,,,,,X,*
