form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00193433,SB21B-399276,,,ORG,"AM Strategies, LLC ",,,,,,122 E 4th Street,,Houston,TX,77007,,,2023-05-04,3166.00,0.00,Strategic Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399277,,,ORG,"AM Strategies, LLC ",,,,,,122 E 4th Street,,Houston,TX,77007,,,2023-05-04,459.80,0.00,Travel/Accommodation /Meals,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399279,,,ORG,Drive Strategies LLC ,,,,,,360 E. 88th St. 10D,,New York,NY,10128,,,2023-05-04,10000.00,0.00,Consulting Social Media,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399281,,,ORG,HR Direct ,,,,,,PO Box 669390,,Pompano Beach,FL,33066,,,2023-05-04,14.03,0.00,Office Supplies Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399282,,,ORG,Kastle Systems ,,,,,,PO Box 75151,,Baltimore,MD,212755151,,,2023-05-04,879.04,0.00,Building Utilities & Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399285,,,ORG,"The MIS Department, Inc. ",,,,,,2115 N California Ave,,Chicago,IL,60647,,,2023-05-04,28953.75,0.00,Consulting Data-Technology,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399286,,,ORG,"EveryAction, Inc ",,,,,,PO Box 392264,,Pittsburgh,PA,15251,,,2023-05-04,4134.00,0.00,Computer Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399290,,,ORG,Roth Staffing Companies ,,,,,,450 N. State College Blvd.,,Orange,CA,92868,,,2023-05-04,1440.00,0.00,Temporary Help ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399291,,,ORG,Roth Staffing Companies ,,,,,,450 N. State College Blvd.,,Orange,CA,92868,,,2023-05-04,1422.00,0.00,Temporary Help ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399292,,,ORG,Cafe Techs - Easy Cafe ,,,,,,21580 Atlantic Blvd Unit 120 F2,,Sterling,VA,20166,,,2023-05-04,285.00,0.00,Office Supplies Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399293,,,ORG,Cafe Techs - Easy Cafe ,,,,,,21580 Atlantic Blvd Unit 120 F2,,Sterling,VA,20166,,,2023-05-04,255.00,0.00,Office Supplies Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399294,,,ORG,3TONE ,,,,,,328 Argyle Road,,Brooklyn,NY,11218,,,2023-05-04,1000.00,0.00,Computer Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-401950,,,ORG,Creative Print Group Inc ,,,,,,1560 Caton Center Drive,,Baltimore,MD,21227,,,2023-05-04,1410.00,0.00,Design/Graphics ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399261,,,IND,,Spain,Sara,,,,24290 Letchworth Road,,Beachwood,OH,44122,,,2023-05-04,783.75,0.00,Travel/Accommodation /Meals,,,,,,,,,,,,,,,,,,,,See Attached Memo Entry
SB21B,C00193433,SB21B-399261-10000,SB21B-399261,SB21B,ORG,Lyft,,,,,,185 Berry St,#5000,San Francisco,CA,94107,,,2023-05-04,171.55,0.00,Travel/Accommodation /Meals,,,,,,,,,,,,,,,,,,,X,Memo Entry
SB21B,C00193433,SB21B-399261-20000,SB21B-399261,SB21B,ORG,Uber,,,,,,1455 Market St.,Ste 400,San Francisco,CA,94103,,,2023-05-04,22.17,0.00,Travel/Accommodation /Meals,,,,,,,,,,,,,,,,,,,X,Memo Entry
SB21B,C00193433,SB21B-399261-30000,SB21B-399261,SB21B,ORG,Bruegger's Bagels,,,,,,5300 Riverside Drive,Main Terminal Food Court,Cleveland,OH,44135,,,2023-05-04,8.53,0.00,Travel/Accommodation /Meals,,,,,,,,,,,,,,,,,,,X,Memo Entry
SB21B,C00193433,SB21B-399261-40000,SB21B-399261,SB21B,ORG,HMS Host,,,,,,Manchester Boston Airport,1 Airport Rd,Manchester,NH,03103,,,2023-05-04,26.75,0.00,Travel/Accommodation /Meals,,,,,,,,,,,,,,,,,,,X,Memo Entry
SB21B,C00193433,SB21B-399261-50000,SB21B-399261,SB21B,ORG,Fairfield Inn Concord,,,,,,4 Gulf Street ,,Concord,NH,03301,,,2023-05-04,147.56,0.00,Travel/Accommodation /Meals,,,,,,,,,,,,,,,,,,,X,Memo Entry
SB21B,C00193433,SB21B-399261-60000,SB21B-399261,SB21B,ORG,Spirit Airlines,,,,,,2800 Executive Way,,Miramar,FL,33025,,,2023-05-04,199.59,0.00,Travel/Accommodation /Meals,,,,,,,,,,,,,,,,,,,X,Memo Entry
SB21B,C00193433,SB21B-399261-70000,SB21B-399261,SB21B,ORG,American Airlines,,,,,,P.O. Box 619616,,Forth Worth,TX,75261,,,2023-05-04,207.60,0.00,Travel/Accommodation /Meals,,,,,,,,,,,,,,,,,,,X,Memo Entry
SB21B,C00193433,SB21B-399233,,,ORG,Hart Research Associates ,,,,,,"1724 Connecticut Ave, NW",,Washington,DC,20009,,,2023-05-04,30000.00,0.00,Polling/Surveys ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399234,,,ORG,Impact Communications Inc. ,,,,,,"735 8th Street, SE Fl.2",,Washington,DC,20003,,,2023-05-04,1750.00,0.00,Consulting Fundraising,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399235,,,ORG,Data Axle ,,,,,,PO Box 3243,,Omaha,NE,68103,,,2023-05-04,1230.00,0.00,Direct Mail Production,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399236,,,ORG,Iron Mountain ,,,,,,P  O Box 27128,,New York,NY,10087,,,2023-05-04,2679.56,0.00,Office Supplies Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399237,,,ORG,Resultant ,,,,,,Dept. 230,P.O. BOX 4985,Houston,TX,77210,,,2023-05-04,693.00,0.00,Computer Supplies/Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399238,,,ORG,"Legato Security, LLC ",,,,,,PO Boc 1348,,Salt Lake City,UT,84110,,,2023-05-04,8860.80,0.00,Consulting Data-Technology,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399239,,,ORG,Pantheon Analytics ,,,,,,916 W. Markham Ave.,,Durham,NC,27701,,,2023-05-04,3750.00,0.00,Consulting Data-Technology,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399240,,,IND,,Reynolds,Elizabeth,,,,5213 Huntley Overlook Drive,,Durham,NC,27703,,,2023-05-04,307.13,0.00,Travel/Accommodation /Meals,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399241,,,ORG,Righteous Fights  Digital LLC,,,,,,"200 Florida Avenue, NW",#214,Washington,DC,20002,,,2023-05-04,9000.00,0.00,Consulting Social Media,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399242,,,ORG,Belardi Wong ,,,,,,PO BOX 5173,,New York,NY,10087,,,2023-05-04,5634.72,0.00,Direct Mail Production,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399243,,,ORG,United Business Technologies ,,,,,,9218 Gaither Road,,Gaithersburg,MD,20877,,,2023-05-04,1486.30,0.00,Equipment Rental,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399244,,,ORG,"Chapman Cubine Allen and Hussey, Inc.",,,,,,2000 15th Street North,Ste 550,Arlington,VA,22201,,,2023-05-04,3901.67,0.00,Phone Banks ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399245,,,ORG,"Chapman Cubine Allen and Hussey, Inc.",,,,,,2000 15th Street North,Ste 550,Arlington,VA,22201,,,2023-05-04,3825.21,0.00,Direct Mail Production,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399247,,,ORG,DCM ,,,,,,261 West 35th St,Suite 600,New York,NY,10001,,,2023-05-04,1994.75,0.00,Phone Banks ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399248,,,ORG,DCM ,,,,,,261 West 35th St,Suite 600,New York,NY,10001,,,2023-05-04,2765.00,0.00,Phone Banks ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399249,,,ORG,DCM ,,,,,,261 West 35th St,Suite 600,New York,NY,10001,,,2023-05-04,3061.25,0.00,Phone Banks ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399250,,,ORG,DCM ,,,,,,261 West 35th St,Suite 600,New York,NY,10001,,,2023-05-04,3969.75,0.00,Phone Banks ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399251,,,ORG,Direct Mail Solutions ,,,,,,460 Oakleys Ln,Attn: Scott Miller,Richmond,VA,23231,,,2023-05-04,31926.13,0.00,Postage ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399252,,,ORG,GSI - Gordon & Schwenkmeyer ,,,,,,20300 Vermont Ave Suite 210,,Torrance,CA,90502,,,2023-05-04,11388.50,0.00,Phone Banks ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399253,,,ORG,GSI - Gordon & Schwenkmeyer ,,,,,,20300 Vermont Ave Suite 210,,Torrance,CA,90502,,,2023-05-04,15284.25,0.00,Phone Banks ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399254,,,ORG,GSI - Gordon & Schwenkmeyer ,,,,,,20300 Vermont Ave Suite 210,,Torrance,CA,90502,,,2023-05-04,2379.65,0.00,Phone Banks ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399255,,,ORG,GSI - Gordon & Schwenkmeyer ,,,,,,20300 Vermont Ave Suite 210,,Torrance,CA,90502,,,2023-05-04,2642.30,0.00,Phone Banks ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399256,,,ORG,GSI - Gordon & Schwenkmeyer ,,,,,,20300 Vermont Ave Suite 210,,Torrance,CA,90502,,,2023-05-04,5008.98,0.00,Phone Banks ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399257,,,ORG,GSI - Gordon & Schwenkmeyer ,,,,,,20300 Vermont Ave Suite 210,,Torrance,CA,90502,,,2023-05-04,852.85,0.00,Phone Banks ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399258,,,ORG,GSI - Gordon & Schwenkmeyer ,,,,,,20300 Vermont Ave Suite 210,,Torrance,CA,90502,,,2023-05-04,780.40,0.00,Phone Banks ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399259,,,ORG,GSI - Gordon & Schwenkmeyer ,,,,,,20300 Vermont Ave Suite 210,,Torrance,CA,90502,,,2023-05-04,4670.40,0.00,Phone Banks ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399260,,,ORG,GSI - Gordon & Schwenkmeyer ,,,,,,20300 Vermont Ave Suite 210,,Torrance,CA,90502,,,2023-05-04,4393.98,0.00,Phone Banks ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399911,,,IND,,Pitruzzello,Ava,,,,53 Day School Drive,,Middlefield,CT,6455,,,2023-05-04,480.00,0.00,Consulting Administration,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-401282,,,IND,,Knight,Joanna,,,,7624 Tecoma Circle,9105,Austin,TX,78735,,,2023-05-08,3000.00,0.00,Consulting Communications,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399932,,,ORG,HR Direct ,,,,,,PO Box 669390,,Pompano Beach,FL,33066,,,2023-05-11,12.99,0.00,Office Supplies Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399933,,,ORG,"The MIS Department, Inc. ",,,,,,2115 N California Ave,,Chicago,IL,60647,,,2023-05-11,2484.00,0.00,Consulting Data-Technology,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399935,,,ORG,Roth Staffing Companies ,,,,,,450 N. State College Blvd.,,Orange,CA,92868,,,2023-05-11,1440.00,0.00,Temporary Help ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399936,,,ORG,Strive Messaging Inc. ,,,,,,PO Box 580,,Chester,VT,05143,,,2023-05-11,25016.00,0.00,Telephone ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399937,,,ORG,Strive Messaging Inc. ,,,,,,PO Box 580,,Chester,VT,05143,,,2023-05-11,2060.01,0.00,Telephone ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399918,,,ORG,National Journal Group LLC ,,,,,,PO Box 21664,,New York,NY,10087,,,2023-05-11,13733.00,0.00,Media -Generic Mail/TV/Radio,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399919,,,ORG,Switchboard Public Benefit Corp. ,,,,,,PO Box 33485,,Washington,DC,20033,,,2023-05-11,1562.90,0.00,Telephone ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399920,,,ORG,Velosio ,,,,,,PO Box 933191,,Cleveland,OH,44193,,,2023-05-11,4750.07,0.00,Computer Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399921,,,ORG,"Anne Lewis Strategies, LLC ",,,,,,"650 Massachusetts Avenue, NW",Ste 505,Washington,DC,20001,,,2023-05-11,103500.10,0.00,Online Advertising ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399922,,,ORG,"Anne Lewis Strategies, LLC ",,,,,,"650 Massachusetts Avenue, NW",Ste 505,Washington,DC,20001,,,2023-05-11,15000.00,0.00,Consulting Fundraising,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399923,,,IND,,Bruns,Michelle,Kinsey,,,2870 Peachtree Rd NW,#915-7800,Atlanta,GA,30305,,,2023-05-11,7400.00,0.00,Consulting Website,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399924,,,ORG,"Chapman Cubine Allen and Hussey, Inc.",,,,,,2000 15th Street North,Ste 550,Arlington,VA,22201,,,2023-05-11,20358.49,0.00,Direct Mail Production,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399925,,,ORG,CIT ,,,,,,21146 Network Place,,Chicago,IL,60673,,,2023-05-11,1451.53,0.00,Equipment Maintenance,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399926,,,ORG,"Cogent Communications, Inc. ",,,,,,P.O. Box 791087,,Baltimore,MD,212791087,,,2023-05-11,3085.00,0.00,Internet Services ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399927,,,ORG,Data Axle ,,,,,,PO Box 3243,,Omaha,NE,68103,,,2023-05-11,45.00,0.00,List Rental ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399928,,,ORG,Data Axle ,,,,,,PO Box 3243,,Omaha,NE,68103,,,2023-05-11,45.00,0.00,List Rental ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399929,,,ORG,Data Axle ,,,,,,PO Box 3243,,Omaha,NE,68103,,,2023-05-11,50.00,0.00,List Rental ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-399930,,,ORG,Data Axle ,,,,,,PO Box 3243,,Omaha,NE,68103,,,2023-05-11,45.00,0.00,List Rental ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-401175,,,IND,,Fines,Caroline,,,,10621 Regent Park Court,,Fairfax,VA,22030,,,2023-05-15,7164.95,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-401176,,,IND,,Patel,Mahima,,,,1221 Massachusetts Ave NW,Apt 212,Washington,DC,20005,,,2023-05-15,4050.48,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-401177,,,IND,,Thomas,Sarah,,,,831 Marietta Pl NW,,Washington,DC,20011,,,2023-05-15,2686.29,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-401178,,,IND,,Cohen,Angela,,,,"217 54th Street, NE",,Washington,DC,20019,,,2023-05-15,3933.52,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-401179,,,IND,,Eick,Victoria,,,,2425 17th Street NW,Apt 118,Washington,DC,20009,,,2023-05-15,4802.65,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-401180,,,IND,,Radle,Rebecca,,,,533 Clear Spring Rd,,Great Falls,VA,22066,,,2023-05-15,3276.75,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-401181,,,IND,,Reyes,Emily,,,,6728 Alderbrook Drive,,Denton,TX,76210,,,2023-05-15,3901.36,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-401182,,,IND,,Robinson,Denelle,,,,3902 Woodhaven Lane,,Bowie,MD,20715,,,2023-05-15,7025.74,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-401183,,,IND,,Andrews,Sarah,,,,PO Box 1132,,Avon,CO,81620,,,2023-05-15,3910.05,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-401184,,,IND,,Barrett,Lucy,,,,32 High Street,,Winooski,VT,05404,,,2023-05-15,5973.65,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-401185,,,IND,,Collymore-Henry,Nai,,,,1247 Station Center Boulevard,,Suwanee,GA,30024,,,2023-05-15,4234.60,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-401186,,,IND,,Davis,Elizabeth,,,,204 Willow Ave,,Anna Maria,FL,34216,,,2023-05-15,6771.45,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-401187,,,IND,,Durham,Lauren,,,,201 I St NE,Apt 702,Washington,DC,20002,,,2023-05-15,7638.89,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-401188,,,IND,,Habenstreit,Noah,,,,2112 New Hampshire Ave NW,802,Washington,DC,20009,,,2023-05-15,3373.43,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-401189,,,IND,,Kale,Rahul,,,,3 Tingey Square SE,Apt 503,Washington,DC,20003,,,2023-05-15,4950.60,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-401190,,,IND,,Mackler,Jessica,,,,6203 Vorlich Lane,,Bethesda,MD,20816,,,2023-05-15,6364.20,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-401191,,,IND,,Mata,James,,,,368 Stewart Ave,,Columbus,OH,43206,,,2023-05-15,6689.19,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-401192,,,IND,,Robertson,Collyn,,,,3205 Grooms Street,Unit B,Austin,TX,78705,,,2023-05-15,7175.33,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-401193,,,IND,,Schaefer,Melissa,,,,201 Beryl Way,,Watervliet,NY,12189,,,2023-05-15,5778.32,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-401194,,,IND,,Turner,Kristin,,,,12710 Teaberry Rd,,Silver Spring,MD,20906,,,2023-05-15,4767.18,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-401195,,,IND,,Washington,William,,,,9400 Sea Turtle Lane,,Plantation,FL,33324,,,2023-05-15,6853.33,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-401196,,,IND,,Brown,Emma,,,,1312 Euclid St Nw,4,Washington,DC,20009,,,2023-05-15,4026.62,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-401197,,,IND,,Cho,Somang,,,,1163 N Kingsley Drive #1/2,,Los Angeles,CA,90029,,,2023-05-15,4355.15,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-401198,,,IND,,Nguyen,Michelle,,,,1425 S Eads St,Apt 1103,Arlington,VA,22202,,,2023-05-15,5175.02,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-401199,,,IND,,Rocchino,Lia,,,,431 Ridge Street NW,,Washington,DC,20001,,,2023-05-15,5019.71,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-401200,,,IND,,Sullivan,Cameron,,,,1000 I St NE,Apt 1,Washington,DC,20002,,,2023-05-15,4946.93,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-401201,,,IND,,Alcala,Monique,,,,"1225 First Street, #618",,Alexandria,VA,22314,,,2023-05-15,6125.56,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-401202,,,IND,,Arreguin,Maria,,,,1272 Woodland Ave SE,,Atlanta,GA,30316,,,2023-05-15,5260.43,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-401203,,,IND,,Boone,Megan,,,,"101 G St. SW, Apt. A60",,Washington,DC,20024,,,2023-05-15,4322.67,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-401204,,,IND,,Carrillo,Sarah,,,,329 S Washington Sq,Apt F,Lansing,MI,48933,,,2023-05-15,5996.32,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-401205,,,IND,,Curmi,Sarah,,,,8868 Somerset Lane,,Ypsilanti,MI,48198,,,2023-05-15,8645.28,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-401206,,,IND,,Elsenbast,Emily,,,,2751 N Milwaukee St,,Denver,CO,80205,,,2023-05-15,6950.13,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-401207,,,IND,,Logan,Thaddeus,,,,3500 Rockmont Drive,Apt 2203,Denver,CO,80202,,,2023-05-15,5841.54,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-401208,,,IND,,Maloney,Brittany,,,,9 Ambergreen Ct,,Middletown,OH,45044,,,2023-05-15,5228.88,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-401209,,,IND,,McKenzie,Quiana,,,,6300 Terra Verde Drive,Unit 320,Raleigh,NC,27609,,,2023-05-15,7310.75,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-401210,,,IND,,McNeal,Lestian,,,,152 S. Serrano Ave,,Los Angeles,CA,90004,,,2023-05-15,5470.88,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-401211,,,IND,,Mensah,Kabowd,,,,1911 R St NW,402,Washington,DC,20009,,,2023-05-15,4289.93,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-401212,,,IND,,Montouri,Ella,,,,"1779-B Lanier Place, NW",,Washington,DC,20009,,,2023-05-15,4076.75,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-401213,,,IND,,Rankin,Devin,,,,2801 Williams Road,,Matthews,NC,28105,,,2023-05-15,6832.64,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-401214,,,IND,,Rothmeier,Rebecca,,,,2801 Hennepin Ave,#196,Minneapolis,MN,55408,,,2023-05-15,6319.19,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
