form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00193433,SB29-399266,,,CCM,Friends of Susanna Sloane Gibson ,,,,,,3800 COLLEGE VALLEY WAY,,Henrico,VA,23228,,,2023-05-04,20000.00,0.00,Candidate Contribution,,,Friends of Susanna Sloane Gibson ,,,,,,,,,,,,,,,,,State House; VA-57
SB29,C00193433,SB29-399267,,,ORG,Annie's List PAC ,,,,,,PO Box 30327,,Austin,TX,78703,,,2023-05-04,2500.00,0.00,Committee Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00193433,SB29-399268,,,CCM,Elizabeth Guzman for VA ,,,,,,PO Box 717,,Bristow,VA,20136,,,2023-05-04,15000.00,0.00,Candidate Contribution,,,Elizabeth Guzman for VA ,,,,,,,,,,,,,,,,,State Senate; VA-29
SB29,C00193433,SB29-399269,,,CCM,Friends of Lashrecse Aird ,,,,,,P.O. Box 3943,,Petersburg,VA,23805,,,2023-05-04,25000.00,0.00,Candidate Contribution,,,Friends of Lashrecse Aird ,,,,,,,,,,,,,,,,,State Senate; VA-13
SB29,C00193433,SB29-399270,,,CCM,Friends of Russet Perry ,,,,,,P.O. Box 6434,15 E. Market Street,Leesburg,VA,20178,,,2023-05-04,10000.00,0.00,Candidate Contribution,,,Friends of Russet Perry ,,,,,,,,,,,,,,,,,State Senate; VA-31
SB29,C00193433,SB29-399297,,,CCM,Lucas for Senate Campaign ,,,,,,1214 County St,,Portsmouth,VA,23704,,,2023-05-08,2500.00,0.00,Candidate Contribution,,,Lucas for Senate Campaign ,,,,,,,,,,,,,,,,,State Senate; VA-18
SB29,C00193433,SB29-399934,,,ORG,National Council on Independent Living,,,,,,PO Box 31260,,Washington,DC,20030,,,2023-05-11,5000.00,0.00,Charitable Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00193433,SB29-399956,,,ORG,National Partnership for Women and Families,,,,,,"1875 Connecticut Ave, NW #650",,Washington,DC,20009,,,2023-05-18,1500.00,0.00,Charitable Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00193433,SB29-401357,,,ORG,New Leaders Council ,,,,,,1050 Connecticut Ave NW,#66004,Washington,DC,20035,,,2023-05-25,10000.00,0.00,Charitable Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00193433,SB29-401586,,,ORG,EMILY's List Non-Federal #1 ,,,,,,"1800 M Street, NW",Ste 375N,Washington,DC,20036,,,2023-05-30,1500.00,0.00,Transfer to Non-Federal Fund,,,,,,,,,,,,,,,,,,,,J Balduzzi - Orig Cntrb 4/17/23
SB29,C00193433,SB29-401583,,,ORG,EMILY's List Non-Federal #1 ,,,,,,"1800 M Street, NW",Ste 375N,Washington,DC,20036,,,2023-05-30,375.00,0.00,Transfer to Non-Federal Fund,,,,,,,,,,,,,,,,,,,,S Carpenter-Orig Cntrb 4/10/23
SB29,C00193433,SB29-401585,,,ORG,EMILY's List Non-Federal #1 ,,,,,,"1800 M Street, NW",Ste 375N,Washington,DC,20036,,,2023-05-30,2500.00,0.00,Transfer to Non-Federal Fund,,,,,,,,,,,,,,,,,,,,M Grunwald-Orig Cntrb 3/27/23
SB29,C00193433,SB29-401584,,,ORG,EMILY's List Non-Federal #1 ,,,,,,"1800 M Street, NW",Ste 375N,Washington,DC,20036,,,2023-05-30,5000.00,0.00,Transfer to Non-Federal Fund,,,,,,,,,,,,,,,,,,,,H Holley-Orig Cntrb 4/20/23
