form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00008268,B853639,,,CCM,EFO Yvonne Lopez for Assembly,,,,,,PO Box 283,,Keasbey,NJ,08832,G2023,,2023-08-30,1000.00,,G-2023 State House 19 NJ,011,,,,Lopez,Yvonne,,,,H,NJ,19,,,,,,,,
SB29,C00008268,B853642,,,CCM,Friends of Julio Marenco,,,,,,8500 BLVD East,,North Bergen,NJ,07047,G2023,,2023-08-30,1000.00,,G-2023 State House 33 NJ,011,,,,Marenco,Julio,,,,H,NJ,33,,,,,,,,
SB29,C00008268,B853651,,,CCM,Eliana Pintor Marin for Assembly,,,,,,263 Lafayette St. 1st floor,,Newark,NJ,07105,G2023,,2023-08-30,1000.00,,G-2023 State House 29th NJ,011,,,,Marin,Eliana,P,,,H,NJ,29,,,,,,,,
SB29,C00008268,B853632,,,CCM,Cmte to Elect Angela McKnight,,,,,,235 MLK Drive,,Jersey City,NJ,07305,G2023,,2023-08-30,1000.00,,G-2023 State House 31 NJ,011,,,,McKnight,Angela,,,,H,NJ,31,,,,,,,,
SB29,C00008268,B853633,,,CCM,Raj Mukherji for Senate,,,,,,PO Box 1,,Jersey City,NJ,07303,G2023,,2023-08-30,1000.00,,G-2023 State Senate 32 NJ,011,,,,Mukherji,Raj,,,,S,NJ,32,,,,,,,,
SB29,C00008268,B853647,,,CCM,Election Fund of Annette Quijano,,,,,,311 W. Henry Street,,Linden,NJ,07036,G2023,,2023-08-30,1000.00,,G-2023 State House 20 NJ,011,,,,Quijano,Annette,,,,H,NJ,20,,,,,,,,
SB29,C00008268,B853644,,,CCM,Jessica Ramirez for Assembly,,,,,,20 Newport Pkwy Apt. 2112,,Jersey,NJ,07310,G2023,,2023-08-30,1000.00,,G-2023 State House 32 NJ,011,,,,Ramirez,Jessica,,,,H,NJ,32,,,,,,,,
SB29,C00008268,B853643,,,CCM,Election Fund of Cary Rodriguez,,,,,,45 Essex Street Suite108 1st Floor,,Hackensack,NJ,07601,G2023,,2023-08-30,1000.00,,G-2023 State House 33 NJ,011,,,,Rodriguez,Caridad,,,,H,NJ,33,,,,,,,,
SB29,C00008268,B853631,,,CCM,Cmte to Elect M. Teresa Ruiz,,,,,,530 Beardsley Ave,,Boomfield,NJ,07003,G2023,,2023-08-30,1000.00,,G-2023 State Senate 29 NJ,011,,,,Ruiz,M. Teresa,,,,S,NJ,29,,,,,,,,
SB29,C00008268,B853648,,,CCM,Sampson for Assembly,,,,,,470 Broadway Suite 274,,Bayonne,NJ,07002,G2023,,2023-08-30,1000.00,,G-2023 State House 31 NJ,011,,,,Sampson,William,,,,H,NJ,31,,,,,,,,
SB29,C00008268,B853634,,,CCM,Brian Stack for Senate,,,,,,1104 Palisade Ave Apt 1-K,,Union City,NJ,07087,G2023,,2023-08-30,1000.00,,G-2023 State Senate 33 NJ,011,,,,Stack,Brian,,,,S,NJ,33,,,,,,,,
SB29,C00008268,B853646,,,CCM,Stamato for Assembly,,,,,,19 Half Moon Isle,,Jersey City,NJ,07305,G2023,,2023-08-30,1000.00,,G-2023 State House 31 NJ,011,,,,Stamato,Barbara,,,,H,NJ,31,,,,,,,,
SB29,C00008268,B853636,,,CCM,Election Fund of Senator Joseph Vitale,,,,,,P.O. Box 1467,,Woodbridge,NJ,07095,G2023,,2023-08-30,1000.00,,G-2023 State Senate 19 NJ,011,,,,Vitale,Joseph,F,,,S,NJ,19,,,,,,,,
SB29,C00008268,B851352,,,COM,TWU of America Local 260 COPE Fund,,,,,,2150 West 18th St. Ste. 104,,Houston,TX,77008,O2023,Not Applicable,2023-08-01,1642.00,,Transfer to State PAC,011,,,,,,,,,,, ,,,,,,,,
