form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00208322,SB29.15954,,,CCM,Oelslager for Ohio Committee,,,,,,6706 Lake Cable Avenue NW,,North Canton,OH,44720,,,2023-07-31,500.00,,,,,,,,,,,,H,OH,48,,,,,,,,
SB29,C00208322,SB29.15989,,,CCM,Romanchuk for Ohio,,,,,,4679 Winterset Dr.,,Columbus,OH,43220,,,2023-07-31,500.00,,,,,,,,,,,,S,OH,22,,,,,,,,
SB29,C00208322,SB29.15955,,,COM,Seitz for Ohio,,,,,,4401 Abby Court,,Cincinnati,OH,45248,,,2023-07-31,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.15995,,,CCM,Stand Gerdes Campaign,,,,,,606 Gresham Street,,Smithville,TX,78957,,,2023-07-31,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.15953,,,PAC,Stephens for Ohio,,,,,,4679 Winterset Dr.,,Columbus,OH,43220,,,2023-07-31,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.16013,,,CCM,Tan Parker Campaign,,,,,,PO Box 271741,,Flower Mount,TX,750271741,,,2023-07-31,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.16021,,,CCM,Texans for Charles Schwertner,,,,,,PO Box 2448,,Georgetown,TX,78627,,,2023-07-31,750.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.15963,,,CCM,Tracy Richardson for Ohio,,,,,,14360 Hinton Mill Road,,Marysville,OH,43040,,,2023-07-31,500.00,,,,,,,,,,,,H,OH,86,,,,,,,,
SB29,C00208322,SB29.15991,,,CCM,Travis Clardy Campaign,,,,,,209 E Main St.,,Nacogdoches,TX,75961,,,2023-07-31,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.16214,,,ORG,Zions Bank,,,,,,1 South Main Street,,Salt Lake City,UT,84133,,,2023-07-03,65.27,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.16215,,,ORG,Zions Bank,,,,,,1 South Main Street,,Salt Lake City,UT,84133,,,2023-07-21,25.71,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.16216,,,ORG,Zions Bank,,,,,,1 South Main Street,,Salt Lake City,UT,84133,,,2023-08-03,70.30,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.16217,,,ORG,Zions Bank,,,,,,1 South Main Street,,Salt Lake City,UT,84133,,,2023-08-21,25.31,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.16256,,,ORG,Zions Bank,,,,,,1 South Main Street,,Salt Lake City,UT,84133,,,2023-09-04,5.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.16218,,,ORG,Zions Bank,,,,,,1 South Main Street,,Salt Lake City,UT,84133,,,2023-09-21,23.68,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.16219,,,ORG,Zions Bank,,,,,,1 South Main Street,,Salt Lake City,UT,84133,,,2023-10-23,25.45,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.16220,,,ORG,Zions Bank,,,,,,1 South Main Street,,Salt Lake City,UT,84133,,,2023-11-21,27.96,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.16221,,,ORG,Zions Bank,,,,,,1 South Main Street,,Salt Lake City,UT,84133,,,2023-12-21,25.04,,,,,,,,,,,,,,,,,,,,,,
