form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00728360,500079609,,,ORG,ActBlue Technical Services,,,,,,14 Arrow St,,Cambridge,MA,021385106,,,2024-02-26,0.20,0.00,Credit Card Processing Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500079748,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2024-02-27,52.00,0.00,Bank Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500079749,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2024-02-27,12.00,0.00,Bank Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500079780,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2024-02-27,160.25,0.00,Bank Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500079788,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2024-02-27,155.00,0.00,Bank Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500079782,,,ORG,API PA VOTES,,,,,,PO Box 22611,,Philadelphia,PA,191102611,,,2024-02-28,80000.00,0.00,Contribution - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500079768,,,ORG,Arizona For Abortion Access,,,,,,2800 N Central Ave,Ste 1900,Phoenix,AZ,850041241,,,2024-02-21,50000.00,0.00,Non-Federal Contribution - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500079778,,,ORG,"ASIAN AMERICAN ADVOCACY FUND, INC.",,,,,,PO Box 671,,Norcross,GA,300910671,,,2024-02-26,80000.00,0.00,Non-Federal Contribution - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500079774,,,PAC,BRIGHTER FUTURE PAC,,,,,,122 C St NW,Ste 360,Washington,DC,200012149,,,2024-02-23,40000.00,0.00,Contribution - Non-Contribution Account,,C00793380,BRIGHTER FUTURE PAC,,,,,,,,,,,,,,,,,
SB29,C00728360,500079756,,,ORG,Carolina Federation Freedom PAC,,,,,,PO Box 61113,,Durham,NC,277151113,,,2024-02-09,40000.00,0.00,Non-Federal Contribution - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500079753,,,ORG,Carolina Federation,,,,,,PO Box 61113,,Durham,NC,277151113,,,2024-02-07,46100.00,0.00,Non-Federal Contribution - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500079776,,,PAC,CASA IN ACTION PAC,,,,,,8151 15Th Ave,,Hyattsville,MD,207833501,,,2024-02-23,80000.00,0.00,Contribution - Non-Contribution Account,,C00685693,CASA IN ACTION PAC,,,,,,,,,,,,,,,,,
SB29,C00728360,500079767,,,ORG,Down Home NC IE PAC,,,,,,PO Box 10661,,Greensboro,NC,274040661,,,2024-02-21,45000.00,0.00,Non-Federal Contribution - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500079760,,,ORG,Katz Compliance,,,,,,PO Box 75357,,Washington,DC,200130357,,,2024-02-12,5306.50,0.00,Compliance Services - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500079786,,,ORG,Michigan Action State Super PAC,,,,,,403 4Th St,,Charlotte,MI,488132183,,,2024-02-29,75000.00,0.00,Non-Federal Contribution - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500079754,,,ORG,Michigan Peoples Campaign Independent Expenditure Committee (Superpac),,,,,,PO Box 32992,,Detroit,MI,482320992,,,2024-02-07,70000.00,0.00,Non-Federal Contribution - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500079747,,,ORG,Minneapolis For The Many,,,,,,PO Box 141243,,Minneapolis,MN,554140813,,,2024-02-23,10000.00,0.00,Non-Federal Contribution - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500079757,,,ORG,Montana Rural Voters Action Fund,,,,,,PO Box 414,,Billings,MT,591030414,,,2024-02-09,60000.00,0.00,Non-Federal Contribution - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500079750,,,ORG,NGP Van,,,,,,PO Box 392264,,Pittsburgh,PA,152519264,,,2024-02-05,580.13,0.00,Software Services - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500079769,,,ORG,Ohio Organizing Campaign,,,,,,25 E Boardman St,Ste 428,Youngstown,OH,445031842,,,2024-02-21,100000.00,0.00,Non-Federal Contribution - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500079775,,,ORG,One Pennsylvania,,,,,,533 S 52Nd St,,Philadelphia,PA,191431532,,,2024-02-23,80000.00,0.00,Non-Federal Contribution - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500079787,,,PAC,OUR VOICE OUR VOTE ARIZONA PAC,,,,,,1241 E Washington St,Ste 103,Phoenix,AZ,850341100,,,2024-02-29,150000.00,0.00,Contribution - Non-Contribution Account,,C00752576,OUR VOICE OUR VOTE ARIZONA PAC,,,,,,,,,,,,,,,,,
SB29,C00728360,500079779,,,ORG,PA United Action Committee,,,,,,846 N Broad St,Fl 2,Philadelphia,PA,191302234,,,2024-02-27,85000.00,0.00,Non-Federal Contribution - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500079771,,,ORG,People's Action,,,,,,PO Box 221000,,Chicago,IL,606220003,,,2024-02-22,50000.00,0.00,Non-Federal Contribution - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500079761,,,COM,PEOPLE'S ALLIANCE POLITICAL ACTION COMMITTEE,,,,,,PO Box 3221,,Durham,NC,277153221,,,2024-02-21,6400.00,0.00,Non-Federal Contribution - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500079777,,,ORG,Popular Comms Institute,,,,,,PO Box 1982,,Lancaster,PA,176081982,,,2024-02-26,50000.00,0.00,Non-Federal Contribution - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500079772,,,ORG,"Sandler, Reiff, Lamb, Rosenstein & Birkenstock, P.C",,,,,,1090 Vermont Ave NW,Ste 750,Washington,DC,200054970,,,2024-02-22,1620.00,0.00,Legal Services - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500079763,,,PAC,SIEMBRA PAC,,,,,,801 New Garden Rd,,Greensboro,NC,274103231,,,2024-02-21,20000.00,0.00,Contribution - Non-Contribution Account,,C00825737,SIEMBRA PAC,,,,,,,,,,,,,,,,,
SB29,C00728360,500079781,,,ORG,Takeaction MN PAC,,,,,,705 Raymond Ave,Ste 100,Saint Paul,MN,551141967,,,2024-02-28,25000.00,0.00,Non-Federal Contribution - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500079762,,,ORG,Texas Freedom Network PAC,,,,,,PO Box 1624,,Austin,TX,787671624,,,2024-02-21,10000.00,0.00,Non-Federal Contribution - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500079773,,,ORG,Texas Organizing Project Political Action Committee,,,,,,PO Box 120296,,San Antonio,TX,782129496,,,2024-02-23,25000.00,0.00,Non-Federal Contribution - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500079784,,,ORG,The People's Lobby PAC,,,,,,PO Box 15123,,Chicago,IL,606155140,,,2024-02-29,50000.00,0.00,Non-Federal Contribution - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500079755,,,PAC,WFP NATIONAL PAC,,,,,,77 Sands St,,Brooklyn,NY,112011431,,,2024-02-09,15000.00,0.00,Contribution - Non-Contribution Account,,C00606962,WFP NATIONAL PAC,,,,,,,,,,,,,,,,,
SB29,C00728360,500079770,,,PAC,WFP NATIONAL PAC,,,,,,77 Sands St,,Brooklyn,NY,112011431,,,2024-02-21,110000.00,0.00,Contribution - Non-Contribution Account,,C00606962,WFP NATIONAL PAC,,,,,,,,,,,,,,,,,
SB29,C00728360,500079752,,,ORG,Wild Montana Action Fund,,,,,,PO Box 6371,,Helena,MT,596046371,,,2024-02-07,13000.00,0.00,Non-Federal Contribution - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500079764,,,ORG,Wisconsin Progress Inc.,,,,,,PO Box 1292,,Milwaukee,WI,532011292,,,2024-02-21,25000.00,0.00,Non-Federal Contribution - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500079783,,,ORG,Workers Defense PAC,,,,,,PO Box 140402,,Austin,TX,787140402,,,2024-02-29,30000.00,0.00,Non-Federal Contribution - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500079758,,,PAC,WORKERS VOTE,,,,,,275 7Th Ave,Fl 16,New York,NY,100018408,,,2024-02-09,75000.00,0.00,Contribution - Non-Contribution Account,,C00754051,WORKERS VOTE,,,,,,,,,,,,,,,,,
SB29,C00728360,500079785,,,PAC,WORKERS VOTE,,,,,,275 7Th Ave,Fl 16,New York,NY,100018408,,,2024-02-29,55000.00,0.00,Contribution - Non-Contribution Account,,C00754051,WORKERS VOTE,,,,,,,,,,,,,,,,,
SB29,C00728360,500079751,,,ORG,Wyoming Donor Alliance,,,,,,PO Box 3462,,Jackson,WY,830013462,,,2024-02-07,10000.00,0.00,Non-Federal Contribution - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
