form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00132092,SB23.13665,,,CCM,JEFF DUNCAN FOR CONGRESS,,,,,,PO BOX 845,,LAURENS,SC,29360,P2024,,2023-03-21,2500.00,,,011,C00460550,JEFF DUNCAN FOR CONGRESS,,Duncan,Jeff,,,,H,SC,03,,,,,,,,
SB23,C00132092,SB23.13658,,,CCM,LAHOOD FOR CONGRESS,,,,,,P.O. BOX 10735,,PEORIA,IL,61612,P2024,,2023-06-22,1000.00,,,011,C00575050,LAHOOD FOR CONGRESS,H6IL18088,LAHOOD,DARIN MCKAY,,,,H,IL,16,,,,,,,,
SB23,C00132092,SB23.13642,,,CCM,MARSHA FOR SENATE,,,,,,PO BOX 3750,,BRENTWOOD,TN,37024,P2024,,2023-05-02,1000.00,,,011,C00376939,MARSHA FOR SENATE,,Blackburn,Marsha,,,,S,TN,,,,,,,,,
SB23,C00132092,SB23.13644,,,COM,MARTIN HEINRICH FOR SENATE,,,,,,P.O. BOX 25763,,ALBUQUERQUE,NM,87125,P2024,,2023-05-02,1000.00,,,011,,,,Heinrich,Martin,,,,S,NM,,,,,,,,,
SB23,C00132092,SB23.13640,,,COM,MILLER-MEEKS FOR CONGRESS,,,,,,PO BOX 33,,OTTUMWA,IA,52501,P2024,,2023-05-02,2500.00,,,011,,,,Miller-Meeks,Mariannette,Jane,,,H,IA,01,,,,,,,,
SB23,C00132092,SB23.13656,,,CCM,MOORE FOR CONGRESS,,,,,,PO BOX 16646,,MILWAUKEE,WI,53216,P2024,,2023-06-22,1500.00,,,011,C00397505,MOORE FOR CONGRESS,H4WI04183,MOORE,GWEN S,Sophia,,,H,WI,04,,,,,,,,
SB23,C00132092,SB23.13650,,,COM,PALLONE FOR CONGRESS,,,,,,PO BOX 3176,,LONG BRANCH,NJ,07740,P2024,,2023-05-19,1000.00,,,011,,,,Pallone,"Frank, JR.",,,,H,NJ,06,,,,,,,,
SB23,C00132092,SB23.13680,,,PAC,POWERPAC OF THE EDISON ELECTRIC INSTITUTE,,,,,,701 PENNSYLVANIA AVENUE NW,,WASHINGTON,DC,20004,,,2023-03-21,5000.00,,,011,C00095869,,,,,,,,,,,,,,,,,,
SB23,C00132092,SB23.13685,,,PAC,REPUBLICAN PARTY OF WISCONSIN,,,,,,148 E. JOHNSON ST.,,MADISON,WI,53703,,,2023-05-02,2500.00,,,011,C00074450,,,,,,,,,,,,,,,,,,
SB23,C00132092,SB23.13622,,,CCM,SCALISE FOR CONGRESS,,,,,,PO BOX 23219,,JEFFERSON,LA,70183,P2024,,2023-01-20,2500.00,,,011,C00394957,SCALISE FOR CONGRESS,,Scalise,Stephen,Joseph,,,H,LA,01,,,,,,,,
SB23,C00132092,SB23.13657,,,CCM,SCALISE FOR CONGRESS,,,,,,PO BOX 23219,,JEFFERSON,LA,70183,P2024,,2023-06-22,2500.00,,,011,C00394957,SCALISE FOR CONGRESS,,Scalise,Stephen,Joseph,,,H,LA,01,,,,,,,,
SB23,C00132092,SB23.13635,,,CCM,"STEIL FOR WISCONSIN, INC.",,,,,,1818 MILTON AVE,# 1448,JANESVILLE,WI,53545,P2024,,2023-03-21,5000.00,,,011,C00677286,"STEIL FOR WISCONSIN, INC.",H8WI01156,STEIL,BRYAN GEORGE,,,,H,WI,01,,,,,,,,
SB23,C00132092,SB23.13653,,,CCM,WALBERG FOR CONGRESS,,,,,,PO BOX 1362,317 W WASHINGTON AVE,JACKSON,MI,49204,P2024,,2023-06-22,1000.00,,,011,C00390724,WALBERG FOR CONGRESS,H4MI07103,WALBERG,TIMOTHY L REP,,,,H,MI,07,,,,,,,,
