form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00574970,500257353,,,ORG,Elias Law Group,,,,,,250 Massachusetts Ave NW,Ste 400,Washington,DC,200015825,,,2023-11-21,895.50,0.00,Legal Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00574970,500257356,,,IND,,Hoffman,Julia,,,,454 Ward St,,Newton,MA,024591258,,,2023-11-09,46.35,0.00,Reimbursement - Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00574970,500257355,500257356,SB21B,ORG,Uber,,,,,,1455 Market St,,San Francisco,CA,941031331,,,2023-11-09,46.35,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00574970,500257354,,,ORG,Intuit,,,,,,2700 Coast Ave,,Mountain View,CA,940431140,,,2023-11-03,95.40,0.00,Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00574970,500255592,,,CCM,Katherine Clark for Congress,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,,,2023-10-31,3596.82,0.00,Reimbursement for shared employee services,,C00541888,,,CLARK,KATHERINE,,,,H,MA,05,,,,,,,,
SB21B,C00574970,500255593,,,ORG,NGP VAN,,,,,,PO Box 392264,,Pittsburgh,PA,152519264,,,2023-10-26,6446.71,0.00,Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00574970,500257374,,,ORG,NGP VAN,,,,,,PO Box 392264,,Pittsburgh,PA,152519264,,,2023-11-08,6215.63,0.00,Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00574970,500257376,,,ORG,The Blackwell Group LLC,,,,,,2125 14th St NW,Apt 503,Washington,DC,200098001,,,2023-11-08,5000.00,0.00,Fundraising Consulting Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00574970,500257351,,,IND,,Weiss,Bettina,,,,2120 Vermont Ave NW,Apt 211,Washington,DC,200014054,,,2023-11-09,104.06,0.00,Reimbursement - Telecommunications,,,,,,,,,,,,,,,,,,,,
SB21B,C00574970,500257349,500257351,SB21B,ORG,Xfinity,,,,,,1701 John F Kennedy Blvd,,Philadelphia,PA,191032833,,,2023-11-09,55.84,0.00,Telecommunications,,,,,,,,,,,,,,,,,,,X,*
