form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00847673,500054934,,,PAC,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-11-15,127.83,0.00,credit card processing fee,,C00401224,,,,,,,,,,,,,,,,,,credit card processing fee
SB21B,C00847673,500054878,,,PAC,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-11-19,1693.21,0.00,credit card processing fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00847673,500055437,,,PAC,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-11-22,1448.71,0.00,credit card processing fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00847673,500054824,,,PAC,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-11-26,937.79,0.00,credit card processing fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00847673,500054933,,,PAC,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-11-29,5315.32,0.00,credit card processing fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00847673,500055043,,,PAC,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-11-30,548.06,0.00,credit card processing fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00847673,500055098,,,PAC,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-12-03,1501.26,0.00,credit card processing fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00847673,500054823,,,PAC,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-12-06,2394.82,0.00,credit card processing fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00847673,500054932,,,PAC,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-12-10,2210.29,0.00,credit card processing fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00847673,500055042,,,PAC,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-12-13,5609.96,0.00,credit card processing fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00847673,500055097,,,PAC,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-12-17,4956.22,0.00,credit card processing fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00847673,500054988,,,PAC,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-12-20,2232.30,0.00,credit card processing fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00847673,500055714,,,PAC,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-12-24,1568.95,0.00,credit card processing fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00847673,500055041,,,PAC,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-12-27,2448.36,0.00,credit card processing fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00847673,500055096,,,PAC,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-12-31,2357.25,0.00,credit card processing fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00847673,500100551,,,ORG,Elias Law Group,,,,,,250 Massachusetts Ave NW,Ste 600,Washington,DC,200015827,,,2023-10-26,6584.62,0.00,legal fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00847673,500099888,,,ORG,Elias Law Group,,,,,,250 Massachusetts Ave NW,Ste 600,Washington,DC,200015827,,,2023-11-25,8189.75,0.00,legal fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00847673,500036250,,,ORG,Mothership Strategies,,,,,,4315 50th St NW,,Washington,DC,200164369,,,2023-11-13,75402.00,0.00,fundraising consultant,,,,,,,,,,,,,,,,,,,,
SB21B,C00847673,500036472,,,ORG,Mothership Strategies,,,,,,4315 50th St NW,,Washington,DC,200164369,,,2023-12-11,52227.00,0.00,fundraising consultant,,,,,,,,,,,,,,,,,,,,
SB21B,C00847673,500173364,,,ORG,Mothership Strategies,,,,,,4315 50th St NW,,Washington,DC,200164369,,,2023-12-31,-87527.00,0.00,digital advertising-reverse 11/28/23 & 12/12/23 independent expenditure entries.,,,,,,,,,,,,,,,,,,,,
