form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00670216,SB21B.37423,,,ORG,ActBlue Technical Services,,,,,,PO Box 441146,,Somerville,MA,02144,,,2023-12-31,3440.81,,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37469,,,ORG,Amalgamated Bank,,,,,,"1825 K Street, N.W",,Washington,DC,20006,,,2023-07-26,12.10,,Bank Charges,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37485,,,ORG,Amalgamated Bank,,,,,,"1825 K Street, N.W",,Washington,DC,20006,,,2023-08-25,12.10,,Bank Charges,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37497,,,ORG,Amalgamated Bank,,,,,,"1825 K Street, N.W",,Washington,DC,20006,,,2023-09-27,12.73,,Bank Charges,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37462,,,ORG,Amalgamated Bank,,,,,,"1825 K Street, N.W",,Washington,DC,20006,,,2023-10-27,0.21,,Bank Charges,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37504,,,ORG,Amalgamated Bank,,,,,,"1825 K Street, N.W",,Washington,DC,20006,,,2023-10-27,11.47,,Bank Charges,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37519,,,ORG,Amalgamated Bank,,,,,,"1825 K Street, N.W",,Washington,DC,20006,,,2023-11-29,11.89,,Bank Charges,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37530,,,ORG,Amalgamated Bank,,,,,,"1825 K Street, N.W",,Washington,DC,20006,,,2023-12-29,12.31,,Bank Charges,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37467,,,ORG,Google,,,,,,1600 Amphitheatre Parkway,,Mountain View,CA,94043,,,2023-07-24,2.11,,Technology Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37477,,,ORG,Google,,,,,,1600 Amphitheatre Parkway,,Mountain View,CA,94043,,,2023-08-23,2.11,,Technology Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37491,,,ORG,Google,,,,,,1600 Amphitheatre Parkway,,Mountain View,CA,94043,,,2023-09-12,7.20,,Technology Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37496,,,ORG,Google,,,,,,1600 Amphitheatre Parkway,,Mountain View,CA,94043,,,2023-09-25,2.11,,Technology Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37499,,,ORG,Google,,,,,,1600 Amphitheatre Parkway,,Mountain View,CA,94043,,,2023-10-12,7.20,,Technology Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37502,,,ORG,Google,,,,,,1600 Amphitheatre Parkway,,Mountain View,CA,94043,,,2023-10-23,2.11,,Technology Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37509,,,ORG,Google,,,,,,1600 Amphitheatre Parkway,,Mountain View,CA,94043,,,2023-11-13,7.20,,Technology Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37522,,,ORG,Google,,,,,,1600 Amphitheatre Parkway,,Mountain View,CA,94043,,,2023-12-12,7.20,,Technology Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37481,,,IND,,Gopalakrishnan,Ashwin,,,,5803 Poppy tree Lane,,Tucker,GA,30084,,,2023-08-23,2412.44,,Web Design,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37465,,,IND,,Guthman,Nick,,,,10913 Lindblade St.,,Culver City,CA,90230,,,2023-07-12,3220.01,,Salary,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37472,,,IND,,Guthman,Nick,,,,10913 Lindblade St.,,Culver City,CA,90230,,,2023-07-27,332.00,,Healthcare,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37487,,,IND,,Guthman,Nick,,,,10913 Lindblade St.,,Culver City,CA,90230,,,2023-08-30,3102.13,,Salary,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37488,,,IND,,Guthman,Nick,,,,10913 Lindblade St.,,Culver City,CA,90230,,,2023-08-30,166.00,,Healthcare,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37500,,,IND,,Guthman,Nick,,,,10913 Lindblade St.,,Culver City,CA,90230,,,2023-10-12,3102.15,,Salary,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37506,,,IND,,Guthman,Nick,,,,10913 Lindblade St.,,Culver City,CA,90230,,,2023-10-30,2000.00,,Salary,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37511,,,IND,,Guthman,Nick,,,,10913 Lindblade St.,,Culver City,CA,90230,,,2023-11-14,3102.13,,Salary,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37512,,,IND,,Guthman,Nick,,,,10913 Lindblade St.,,Culver City,CA,90230,,,2023-11-14,166.00,,Healthcare,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37516,,,IND,,Guthman,Nick,,,,10913 Lindblade St.,,Culver City,CA,90230,,,2023-11-28,3102.13,,Salary,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37518,,,IND,,Guthman,Nick,,,,10913 Lindblade St.,,Culver City,CA,90230,,,2023-11-28,166.00,,Healthcare,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37524,,,IND,,Guthman,Nick,,,,10913 Lindblade St.,,Culver City,CA,90230,,,2023-12-12,2602.13,,Salary,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37529,,,IND,,Guthman,Nick,,,,10913 Lindblade St.,,Culver City,CA,90230,,,2023-12-26,332.00,,Healthcare,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37528,,,IND,,Guthman,Nick,,,,10913 Lindblade St.,,Culver City,CA,90230,,,2023-12-28,3102.13,,Salary,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37478,,,IND,,Jones,Amir,,,,9663 Eaton Woods Place,,Lorton,VA,220792338,,,2023-08-23,950.95,,Reimbursement,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37478.0,SB21B.37478,SB21B,ORG,Amity Hall Bar,,,,,,80 W 3rd St.,,New York,NY,10012,,,2023-08-23,950.95,,Catering,,,,,,,,,,,,,,,,,,,X,
SB21B,C00670216,SB21B.37493,,,ORG,"Sandler, Reiff, Lamb, Rosenstein & Birkenstock, PC",,,,,,1090 Vermont Ave. NW,Suite 750,Washington,DC,20005,,,2023-09-15,1050.00,,Legal Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37468,,,IND,,Stahr,Morgan,,,,515 S Poplar St,,Hazleton,PA,18201,,,2023-07-26,3102.13,,Salary,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37473,,,IND,,Stahr,Morgan,,,,515 S Poplar St,,Hazleton,PA,18201,,,2023-08-04,3102.13,,Salary,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37486,,,IND,,Stahr,Morgan,,,,515 S Poplar St,,Hazleton,PA,18201,,,2023-08-30,3102.13,,Salary,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37492,,,IND,,Stahr,Morgan,,,,515 S Poplar St,,Hazleton,PA,18201,,,2023-09-13,3102.13,,Salary,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37505,,,IND,,Stahr,Morgan,,,,515 S Poplar St,,Hazleton,PA,18201,,,2023-10-30,2000.00,,Salary,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37510,,,IND,,Stahr,Morgan,,,,515 S Poplar St,,Hazleton,PA,18201,,,2023-11-14,3102.13,,Salary,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37515,,,IND,,Stahr,Morgan,,,,515 S Poplar St,,Hazleton,PA,18201,,,2023-11-28,3102.13,,Salary,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37523,,,IND,,Stahr,Morgan,,,,515 S Poplar St,,Hazleton,PA,18201,,,2023-12-12,2602.13,,Salary,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37527,,,IND,,Stahr,Morgan,,,,515 S Poplar St,,Hazleton,PA,18201,,,2023-12-26,3102.13,,Salary,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37466,,,ORG,Strategy & Hustle LLC,,,,,,3216 Central Ave NE,,Washington,DC,20018,,,2023-07-19,5000.00,,Strategic Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37476,,,ORG,Strategy & Hustle LLC,,,,,,3216 Central Ave NE,,Washington,DC,20018,,,2023-08-21,5000.00,,Strategic Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37494,,,ORG,Strategy & Hustle LLC,,,,,,3216 Central Ave NE,,Washington,DC,20018,,,2023-09-21,5000.00,,Strategic Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37501,,,ORG,Strategy & Hustle LLC,,,,,,3216 Central Ave NE,,Washington,DC,20018,,,2023-10-20,5000.00,,Strategic Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37513,,,ORG,Strategy & Hustle LLC,,,,,,3216 Central Ave NE,,Washington,DC,20018,,,2023-11-15,5000.00,,Strategic Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37525,,,ORG,Strategy & Hustle LLC,,,,,,3216 Central Ave NE,,Washington,DC,20018,,,2023-12-20,5000.00,,Strategic Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00670216,SB21B.37475,,,ORG,US Postal Service,,,,,,9942 Culver Blvd.,,Culver City,CA,90232,,,2023-08-18,216.00,,Postage,,,,,,,,,,,,,,,,,,,,
