form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00386029,EB111440,,,PAC,Chris Boles Campaign,,,,,,3853 Northdale Blvd PMB 176,,Tampa,FL,33624,,,2024-09-13,1000.00,,,011,,Chris Boles Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB111437,,,PAC,Honeycutt for Council,,,,,,926 Parrot Creek Way,,Charleston,SC,29412,,,2024-09-13,1000.00,,,011,,Honeycutt for Council,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB111445,,,PAC,Committee to Elect Anthony Loubet,,,,,,5436 S Black Mica Circle,,Kearns,UT,84118,,,2024-09-17,250.00,,,011,,Committee to Elect Anthony Loubet,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB111443,,,PAC,Democratic Committee of Bergen County,,,,,,"560 Hudson St., Ste 1-3",,Hackensack,NJ,07601,,,2024-09-17,300.00,,,011,,Democratic Committee of Bergen County,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB111444,,,PAC,Friends of Ryan Mello,,,,,,PO Box 364,,Tacoma,WA,98401,,,2024-09-17,1200.00,,,011,,Friends of Ryan Mello,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB111446,,,PAC,Jill Korford Campaign,,,,,,2110 Hampton Circle,,Ogden,UT,84403,,,2024-09-17,250.00,,,011,,Jill Korford Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB111442,,,PAC,Tedesco for County Executive,,,,,,242 Oradell Avenue,,Paramus,NJ,07652,,,2024-09-17,200.00,,,011,,Tedesco for County Executive,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB111450,,,PAC,Cogswell for Mayor,,,,,,PO Box 974,,Charleston,SC,29402,,,2024-09-20,1000.00,,,011,,Cogswell for Mayor,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB111449,,,PAC,Committee to Elect Reggie Burgess for Mayor,,,,,,5414 Clearview Dr.,,North Charleston,SC,29420,,,2024-09-20,1000.00,,,011,,Committee to Elect Reggie Burgess for Mayor,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB111458,,,PAC,Cooney for New York,,,,,,P.O. Box 14575,,Rochester,NY,14614,,,2024-09-20,1000.00,,,011,,Cooney for New York,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB111454,,,PAC,Eddie Morales Campaign,,,,,,352 Hillcrest Blvd.,,Eagle Pass,TX,78852,,,2024-09-20,500.00,,,011,,Eddie Morales Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB111456,,,PAC,Friends of Brandon Creighton,,,,,,2257 N. Loop 336,Suite 140-366,Conroe,TX,77304,,,2024-09-20,500.00,,,011,,Friends of Brandon Creighton,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB111452,,,PAC,Friends of Jennifer Canady,,,,,,PO Box 2231,,Lakeland,FL,33080,,,2024-09-20,1000.00,,,011,,Friends of Jennifer Canady,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB111457,,,PAC,Friends of Whitver,,,,,,4019 N. E. Bellagio Circle,,Ankeny,IA,50023,,,2024-09-20,1000.00,,,011,,Friends of Whitver,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB111448,,,PAC,Kylon Middleton for County Council,,,,,,821 Kirby Ct,,Charleston,SC,29414,,,2024-09-20,500.00,,,011,,Kylon Middleton for County Council,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB111459,,,PAC,"Mike Braun for Indiana, Inc.",,,,,,PO Box 1126,,Carmel,IN,46082,,,2024-09-20,10000.00,,,011,,"Mike Braun for Indiana, Inc.",,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB111447,,,PAC,Our Democracy,,,,,,2929 SW 3rd Avenue; 220,,Miami,FL,33129,,,2024-09-20,5000.00,,,011,,Our Democracy,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB111451,,,PAC,Rob Wehrman for County Council,,,,,,5001 W Liberty Park Cir,,North Charleston,SC,29405,,,2024-09-20,500.00,,,011,,Rob Wehrman for County Council,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB111453,,,PAC,Silcox for Georgia,,,,,,725 Tanglewood Trail NW,,Sandy Springs,GA,30327,,,2024-09-20,1000.00,,,011,,Silcox for Georgia,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB111455,,,PAC,Texans for Kelly Hancock,,,,,,7101 Burns Street,,Richland Hills,TX,76118,,,2024-09-20,500.00,,,011,,Texans for Kelly Hancock,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB111460,,,PAC,Building Together PAC,,,,,,PO Box 1112,,Langhorne,PA,19047,,,2024-09-23,1000.00,,,011,,Building Together PAC,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB111463,,,PAC,Jay Costa for State Senate,,,,,,314 Newport Road,,Pittsburgh,PA,15221,,,2024-09-23,1500.00,,,011,,Jay Costa for State Senate,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB111461,,,PAC,Joe Boykin for Charleston County Council,,,,,,4674 Chisolm Rd,,Johns Island,SC,29455,,,2024-09-23,500.00,,,011,,Joe Boykin for Charleston County Council,,,,,,,,,,,,,,,,,
SB29,C00386029,EB111462,,,PAC,Langerholc for Senate,,,,,,311 Salmon Avenue,,Johnstown,PA,15904,,,2024-09-23,1500.00,,,011,,Langerholc for Senate,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB111465,,,PAC,Washington State Democratic Central Committee - Non Exempt,,,,,,"1932 1st Ave, Suite 400",,Seattle,WA,98101,,,2024-09-25,1500.00,,,011,,Washington State Democratic Central Committee - Non Exempt,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB111466,,,PAC,Friends of Jamila Winder,,,,,,PO Box 736,,Norristown,PA,19404,,,2024-09-26,500.00,,,011,,Friends of Jamila Winder,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB111468,,,PAC,HNTB Missouri PAC - Federal Committee,,,,,,"28 Liberty Ship Way, Suite 2815",,Sausalito,CA,94965,,,2024-09-27,9000.00,,,011,,HNTB Missouri PAC - Federal Committee,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB111469,,,PAC,Herb Sass for Charleston County Council,,,,,,413 Hobcaw Drive,,Mount Pleasant,SC,29464,P2026,,2024-09-30,1000.00,,,011,,Herb Sass for Charleston County Council,,III,Herbert R. Sass,,,,,,,,,,,,,,
