form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00749143,B-413641,,,ORG,Amalgamated Bank,,,,,,10 E 14th St,,New York,NY,10003,,,2023-08-25,45.00,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00749143,B-428828,,,ORG,"Democracy Engine, LLC",,,,,,237 Florida Ave NW,,Washington,DC,20001,,,2023-08-29,1.83,,Merchant Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00749143,B-413642,,,ORG,"Democracy Engine, LLC",,,,,,237 Florida Ave NW,,Washington,DC,20001,,,2023-08-31,1107.24,,Merchant Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00749143,B-428829,,,ORG,Integrated Solutions: Political,,,,,,4142 Adams Avenue,Suite 103-550,San Diego,CA,92116,,,2023-09-05,2000.00,,Software Subscription,001,,,,,,,,,,,,,,,,,,,
SB21B,C00749143,B-428832,,,ORG,"Stripe, Inc.",,,,,,185 Berry St Ste 550,,San Francisco,CA,94107,,,2023-09-05,201.88,,Merchant Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00749143,B-413640,,,ORG,"CommonCentsConsulting, LLC",,,,,,PO Box 313,,Maricopa,AZ,85139,,,2023-09-06,2915.58,,Compliance & Accounting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00749143,B-428830,,,ORG,Amalgamated Bank,,,,,,10 E 14th St,,New York,NY,10003,,,2023-09-27,45.25,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00749143,B-428833,,,ORG,"Democracy Engine, LLC",,,,,,237 Florida Ave NW,,Washington,DC,20001,,,2023-09-30,233.15,,Merchant Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00749143,B-503557,,,ORG,"Democracy Engine, LLC",,,,,,237 Florida Ave NW,,Washington,DC,20001,,,2023-09-30,2404.81,,Merchant Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00749143,B-438645,,,ORG,"Stripe, Inc.",,,,,,185 Berry St Ste 550,,San Francisco,CA,94107,,,2023-10-02,135.64,,Merchant Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00749143,B-428831,,,ORG,Integrated Solutions: Political,,,,,,4142 Adams Avenue,Suite 103-550,San Diego,CA,92116,,,2023-10-05,2000.00,,Software Subscription,001,,,,,,,,,,,,,,,,,,,
SB21B,C00749143,B-428834,,,CCM,Advance North Carolina,,,,,,PO Box 27421,,Raleigh,NC,27611,,,2023-10-13,100000.00,,Contribution,001,,,,,,,,,,,,,,,,,,,
SB21B,C00749143,B-438643,,,ORG,Amalgamated Bank,,,,,,10 E 14th St,,New York,NY,10003,,,2023-10-27,45.25,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00749143,B-438640,,,ORG,"CommonCentsConsulting, LLC",,,,,,PO Box 313,,Maricopa,AZ,85139,,,2023-10-27,2808.88,,Compliance & Accounting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00749143,B-438644,,,ORG,"Democracy Engine, LLC",,,,,,237 Florida Ave NW,,Washington,DC,20001,,,2023-10-31,568.53,,Merchant Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00749143,B-503558,,,ORG,"Democracy Engine, LLC",,,,,,237 Florida Ave NW,,Washington,DC,20001,,,2023-10-31,3249.56,,Merchant Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00749143,B-438641,,,ORG,Integrated Solutions: Political,,,,,,4142 Adams Avenue,Suite 103-550,San Diego,CA,92116,,,2023-11-02,2000.00,,Software Subscription,001,,,,,,,,,,,,,,,,,,,
SB21B,C00749143,B-438642,,,ORG,"Stripe, Inc.",,,,,,185 Berry St Ste 550,,San Francisco,CA,94107,,,2023-11-02,326.69,,Merchant Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00749143,B-448177,,,ORG,"CommonCentsConsulting, LLC",,,,,,PO Box 313,,Maricopa,AZ,85139,,,2023-11-07,2628.97,,Compliance & Accounting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00749143,B-448178,,,ORG,"CommonCentsConsulting, LLC",,,,,,PO Box 313,,Maricopa,AZ,85139,,,2023-11-07,2688.98,,Compliance & Accounting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00749143,B-448179,,,PAC,Resist This PAC,,,,,,107 Grand St 7th Floor,,New York,NY,10013,,,2023-11-08,244000.00,,Contribution,001,C00784025,Resist This PAC,,,,,,,,,,,,,,,,,
SB21B,C00749143,B-448180,,,ORG,"Sandler, Reiff, Lamb, Rosenstein & Birkenstock, PC",,,,,,"1090 Vermont Ave, NW Suite 750",,Washington,DC,20005,,,2023-11-13,286.00,,Legal Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00749143,B-457342,,,ORG,Amalgamated Bank,,,,,,10 E 14th St,,New York,NY,10003,,,2023-11-29,45.50,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00749143,B-457343,,,ORG,"Democracy Engine, LLC",,,,,,237 Florida Ave NW,,Washington,DC,20001,,,2023-11-30,556.31,,Merchant Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00749143,B-503559,,,ORG,"Democracy Engine, LLC",,,,,,237 Florida Ave NW,,Washington,DC,20001,,,2023-11-30,2269.03,,Merchant Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00749143,B-457345,,,ORG,Integrated Solutions: Political,,,,,,4142 Adams Avenue,Suite 103-550,San Diego,CA,92116,,,2023-12-04,2000.00,,Software Subscription,001,,,,,,,,,,,,,,,,,,,
SB21B,C00749143,B-457346,,,ORG,"Stripe, Inc.",,,,,,185 Berry St Ste 550,,San Francisco,CA,94107,,,2023-12-04,183.49,,Merchant Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00749143,B-457344,,,ORG,"CommonCentsConsulting, LLC",,,,,,PO Box 313,,Maricopa,AZ,85139,,,2023-12-12,2604.46,,Compliance & Accounting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00749143,B-466204,,,ORG,"Democracy Engine, LLC",,,,,,237 Florida Ave NW,,Washington,DC,20001,,,2023-12-12,43652.37,,Merchant Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00749143,B-503561,,,ORG,Amalgamated Bank,,,,,,10 E 14th St,,New York,NY,10003,,,2023-12-29,46.00,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00749143,B-466207,,,ORG,"Democracy Engine, LLC",,,,,,237 Florida Ave NW,,Washington,DC,20001,,,2023-12-31,812.13,,Merchant Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00749143,B-503560,,,ORG,"Democracy Engine, LLC",,,,,,237 Florida Ave NW,,Washington,DC,20001,,,2023-12-31,2064.21,,Merchant Fee,001,,,,,,,,,,,,,,,,,,,
