form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00442368,SB21B.13530.3,SB21B.13530,SB21B,ORG,Bellagio Hotel & Casino,,,,,,3600 S Las Vegas Blvd,,Las Vegas,NV,89109,,,2024-12-08,1020.27,,Lodging/Food & Beverage/Transportation,,,,,,,,,,,,,,,,,,,X,
SB21B,C00442368,SB21B.13468,,,IND,,Bradley,Amy Ford,,,,720 W Braddock Rd,,Alexandria,VA,22302,,,2024-12-02,5000.00,,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00442368,SB21B.13551,,,IND,,Bradley,Amy Ford,,,,720 W Braddock Rd,,Alexandria,VA,22302,,,2024-12-16,5000.00,,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00442368,SB21B.13568,,,IND,,Bradley,Amy Ford,,,,720 W Braddock Rd,,Alexandria,VA,22302,,,2024-12-19,129.38,,Reimbursement: See Memos,,,,,,,,,,,,,,,,,,,,
SB21B,C00442368,SB21B.13568.0,SB21B.13568,SB21B,ORG,Constant Contact,,,,,,1601 Trapelo,,Waltham,MA,02451,,,2024-12-01,50.00,,Email Services,,,,,,,,,,,,,,,,,,,X,
SB21B,C00442368,SB21B.13568.1,SB21B.13568,SB21B,ORG,Constant Contact,,,,,,1601 Trapelo,,Waltham,MA,02451,,,2024-12-09,50.00,,Email Services,,,,,,,,,,,,,,,,,,,X,
SB21B,C00442368,SB21B.13568.2,SB21B.13568,SB21B,ORG,Lyft,,,,,,185 Berry St,#5000,San Francisco,CA,94107,,,2024-12-05,29.38,,Transportation,,,,,,,,,,,,,,,,,,,X,
SB21B,C00442368,SB21B.13553,,,ORG,Give-r LLC,,,,,,452 South Willow St,#3433,Jackson,WY,83001,,,2024-12-19,1908.00,,Event Expense: Beanies,,,,,,,,,,,,,,,,,,,,
SB21B,C00442368,SB21B.13546,,,ORG,Koch & Hoos LLC,,,,,,901 N Washington St Ste 700,,Alexandria,VA,22314,,,2024-12-12,2835.42,,Accounting/Compliance Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00442368,SB21B.13523,,,ORG,"LVH Consulting, LLC",,,,,,175 Civitas St,,Mt Pleasant,SC,29464,,,2024-12-06,3750.00,,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00442368,SB21B.13547,,,ORG,MK Catering,,,,,,5724 Lafayette Pl,,Hyattsville,MD,20781,,,2024-12-16,5574.50,,Event Expense: Catering,,,,,,,,,,,,,,,,,,,,
SB21B,C00442368,SB21B.13525,,,IND,,Mody,Arjun,,,,3305 Runnymede Pl NW,,Washington,DC,20015,,,2024-12-09,5000.00,,Strategic Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00442368,SB21B.13550,,,ORG,Mountain Origins Design LLC,,,,,,PO Box 29650,,Phoenix,AZ,85038,,,2024-12-16,7752.38,,Event Expense: Duffels,,,,,,,,,,,,,,,,,,,,
SB21B,C00442368,SB21B.13636,,,ORG,Wells Fargo,,,,,,330 N Washington St,,Alexandria,VA,22314,,,2024-12-16,25.00,,Bank Fee,,,,,,,,,,,,,,,,,,,,
