form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00841148,SB21B.7,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,"1776 WILSON BOULEVARD, STE 530",,ARLINGTON,VA,22209,,,2023-09-19,320.00,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841148,SB21B.14,,,ORG,CMDI,,,,,,"1593 SPRING HILL ROAD, SUITE 400",,TYSONS CORNER,VA,22182,,,2023-10-06,25.00,,DATABASE MANAGEMENT ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841148,SB21B.10,,,ORG,INTUIT QUICKBOOKS ONLINE,,,,,,2632 MARINE WAY,,MOUNTAIN VIEW,CA,94043,,,2023-10-14,59.50,,SOFTWARE ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841148,SB21B.21,,,IND,,WHITE,SAMANTHA,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2023-10-17,15000.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841148,SB21B.27,,,IND,,ASHMAN,KAYLA,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2023-10-18,1000.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841148,SB21B.25,,,IND,,CONNOLLY,BRYCE,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2023-10-18,1000.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841148,SB21B.23,,,IND,,FELICI,MICHAEL,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2023-10-18,1000.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841148,SB21B.26,,,IND,,HARMS,MACKENZIE,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2023-10-18,1000.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841148,SB21B.28,,,IND,,RITCHIE,JULIA,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2023-10-18,1000.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841148,SB21B.24,,,IND,,STEPHENSON,CHRISTINE,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2023-10-18,1000.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841148,SB21B.22,,,IND,,VALDES,ALEXANDRA,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2023-10-18,1000.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841148,SB21B.18,,,PTY,REPUBLICAN PARTY OF FLORIDA,,,,,,420 E. JEFFERSON STREET,,TALLAHASSEE,FL,03231,,,2023-10-24,10000.00,,EVENT TICKETS,,C00099259,,,,,,,,,,,  ,,,,,,,
SB21B,C00841148,SB21B.2,,,ORG,ABACUS GROUP ,,,,,,2241 NORTH MONROE STREET #1487,,TALLAHASSEE,FL,32303,,,2023-11-02,15032.97,,COMPLIANCE CONSULTING / DELIVERY SERVICES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841148,SB21B.19,,,ORG,DICKINSON WRIGHT PLLC,,,,,,"1825 EYE STREET NW, SUITE 900",,WASHINGTON,DC,20006,,,2023-11-02,10000.00,,LEGAL CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841148,SB21B.15,,,ORG,CMDI,,,,,,"1593 SPRING HILL ROAD, SUITE 400",,TYSONS CORNER,VA,22182,,,2023-11-08,125.00,,DATABASE MANAGEMENT ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841148,SB21B.11,,,ORG,INTUIT QUICKBOOKS ONLINE,,,,,,2632 MARINE WAY,,MOUNTAIN VIEW,CA,94043,,,2023-11-15,59.50,,SOFTWARE ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841148,SB21B.12,,,ORG,INTUIT QUICKBOOKS ONLINE,,,,,,2632 MARINE WAY,,MOUNTAIN VIEW,CA,94043,,,2023-12-14,59.50,,SOFTWARE ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841148,SB21B.3,,,ORG,ABACUS GROUP ,,,,,,2241 NORTH MONROE STREET #1487,,TALLAHASSEE,FL,32303,,,2023-12-20,30059.49,,COMPLIANCE CONSULTING / DELIVERY SERVICES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841148,SB21B.20,,,ORG,DICKINSON WRIGHT PLLC,,,,,,"1825 EYE STREET NW, SUITE 900",,WASHINGTON,DC,20006,,,2023-12-20,10000.00,,LEGAL CONSULTING,,,,,,,,,,,,,  ,,,,,,,
