form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00386029,EB75537,,,PAC,Friends of Walter Burnett Jr.,,,,,,1648 W Warren Blvd,,Chicago,IL,60612,,,2023-02-16,1500.00,,,011,,Friends of Walter Burnett Jr.,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB75533,,,PAC,Lightfoot for Chicago,,,,,,"100 W Kinzie Street, Suite 325",,Chicago,IL,60654,,,2023-02-16,1500.00,,,011,,Lightfoot for Chicago,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB75542,,,PAC,Kristen Arrington Campaign,,,,,,3027 Boating Blvd,,Kissimmee,FL,34746,,,2023-02-21,1000.00,,,011,,Kristen Arrington Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB75541,,,PAC,One Richmond PAC,,,,,,P.O. Box 182,,Richmond,VA,23218,,,2023-02-21,1000.00,,,011,,One Richmond PAC,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB75544,,,PAC,Jose 'Pepe' Diaz Campaign,,,,,,1211 SW 6 Street,,Sweetwater,FL,33174,,,2023-02-24,1000.00,,,011,,Jose 'Pepe' Diaz Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB75545,,,PAC,Vop Osili for Council,,,,,,"133 W. Market St., #184",,Indianapolis,IN,46204,,,2023-02-24,1000.00,,,011,,Vop Osili for Council,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB75549,,,PAC,ACEC Houston PAC,,,,,,"2180 N. Loop West, Suite 320",,Houston,TX,77018,,,2023-02-27,1300.00,,,011,,ACEC Houston PAC,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB75547,,,PAC,Alex Lee for State Assembly 2024,,,,,,"1787 Tribute Road, Suite K",,Sacramento,CA,95815,,,2023-02-27,500.00,,,011,,Alex Lee for State Assembly 2024,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB75548,,,PAC,Bay Area Legislative Leaders PAC,,,,,,5429 Madison Avenue,,Sacramento,CA,95841,,,2023-02-27,2500.00,,,011,,Bay Area Legislative Leaders PAC,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB75546,,,PAC,Dave Cortese for Senate 2024,,,,,,"1100 O Street, Suite 200",,Sacramento,CA,95814,,,2023-02-27,1000.00,,,011,,Dave Cortese for Senate 2024,,Committee,Non-Federal,,,,,,,,,,,,,,
