form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00825786,SB108,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-11-03,10.30,,Processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB109,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-11-06,25.30,,Processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB110,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-11-07,20.90,,Processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB111,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-11-09,90.20,,Processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB115,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-12-06,10.30,,Processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB116,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-12-10,3.30,,Processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB99,,,ORG,Keel Systems LLC,,,,,,23812 Tres Coronas,,Spicewood,TX,78669,P2024,,2023-10-14,1500.00,,Compliance services,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB112,,,ORG,Keel Systems LLC,,,,,,23812 Tres Coronas,,Spicewood,TX,78669,P2024,,2023-11-14,1500.00,,Compliance services,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB120,,,ORG,Keel Systems LLC,,,,,,23812 Tres Coronas,,Spicewood,TX,78669,P2024,,2023-12-14,1500.00,,Compliance services,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB123,,,ORG,Lilly & Company,,,,,,1005 Congress Ave Ste 400,,Austin,TX,78701,P2024,,2023-12-17,9652.32,,Fundraising and reimbursement (see below if itemized),,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB121,,,ORG,Lilly & Company,,,,,,1005 Congress Ave Ste 400,,Austin,TX,78701,P2024,,2023-12-15,4000.00,,Fundraising Consulting,,,,,,,,,,,,,,,,,,,X,
SB21B,C00825786,SB122,,,ORG,Lilly & Company,,,,,,1005 Congress Ave Ste 400,,Austin,TX,78701,P2024,,2023-12-15,4074.80,,Fundraising Consulting,,,,,,,,,,,,,,,,,,,X,
SB21B,C00825786,SB113,,,IND,,Lowe,Leslie,,,,202 W Bluff St,,Woodville,TX,75979,P2024,,2023-11-23,622.44,,Catering,,,,,,,,,,,,,,,,,,,X,
SB21B,C00825786,SB118,,,ORG,Texas Comptroller,,,,,,111 E 17th St,,Austin,TX,78701,P2024,,2023-12-13,14.85,,Sales tax,,,,,,,,,,,,,,,,,,,X,
SB21B,C00825786,SB114,,,ORG,Theresa Neal Graphics,,,,,,2204 Indian Trl,,Austin,TX,78703,P2024,,2023-11-30,180.00,,Graphics design,,,,,,,,,,,,,,,,,,,X,
SB21B,C00825786,SB117,,,ORG,USPS,,,,,,475 L'enfant Plz SW,,Washington,DC,20260,P2024,,2023-12-13,716.96,,Postage,,,,,,,,,,,,,,,,,,,X,
