form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00164939,SB23.29295,,,CCM,CORY MILLS FOR CONGRESS,,,,,,PMB 288,501 N. ORLANDO AVENUE SUITE 313,WINTER PARK,FL,32789,G2023,,2023-07-27,1000.00,,,,C00774943,CORY MILLS FOR CONGRESS,H2FL07156,MILLS,CORY,,,,H,FL,07,,,,,,,,
SB23,C00164939,SB23.29400,,,CCM,CRAMER FOR SENATE,,,,,,PO BOX 396,,BISMARCK,ND,58502,G2023,,2023-11-28,2000.00,,,,C00504704,CRAMER FOR SENATE,H0ND01026,CRAMER,KEVIN,,,,H,ND,01,,,,,,,,
SB23,C00164939,SB23.29401,,,CCM,CRAMER FOR SENATE,,,,,,PO BOX 396,,BISMARCK,ND,58502,P2023,,2023-11-28,2500.00,,,,C00504704,CRAMER FOR SENATE,H0ND01026,CRAMER,KEVIN,,,,H,ND,01,,,,,,,,
SB23,C00164939,SB23.29374,,,PAC,DAKOTA PAC,,,,,,PO BOX 3206,,BISMARCK,ND,58502,G2023,,2023-10-03,5000.00,,,,,,S0ND00093,HOEVEN,JOHN,,,,S,ND,00,,,,,,,,
SB23,C00164939,SB23.29364,,,CCM,DAN CRENSHAW FOR CONGRESS,,,,,,PO BOX 430965,,HOUSTON,TX,77243,G2023,,2023-09-25,1000.00,,,,C00660795,DAN CRENSHAW FOR CONGRESS,H8TX02166,CRENSHAW,DANIEL,,,,H,TX,02,,,,,,,,
SB23,C00164939,SB23.29391,,,CCM,DANIEL WEBSTER FOR CONGRESS,,,,,,P. O. BOX 1007,,WEBSTER,FL,33597,G2023,,2023-11-07,1000.00,,,,C00481911,DANIEL WEBSTER FOR CONGRESS,H0FL08208,WEBSTER,DANIEL,,,,H,FL,10,,,,,,,,
SB23,C00164939,SB23.29390,,,CCM,DAVID ROUZER FOR CONGRESS,,,,,,PO BOX 2267,,SMITHFIELD,NC,27577,G2023,,2023-11-07,1000.00,,,,C00501643,DAVID ROUZER FOR CONGRESS,H2NC07096,ROUZER,DAVID CHESTON MR.,,,,H,NC,07,,,,,,,,
SB23,C00164939,SB23.29282,,,CCM,DONALD M PAYNE JR FOR CONGRESS,,,,,,PO BOX 2406,,NEWARK,NJ,07114,G2023,,2023-07-27,1000.00,,,,C00519355,DONALD M PAYNE JR FOR CONGRESS,H2NJ10154,PAYNE,"DONALD M., JR.",,,,H,NJ,10,,,,,,,,
SB23,C00164939,SB23.29257,,,CCM,"DOUG BURGUM FOR AMERICA, INC.",,,,,,824 S MILLEDGE AVE STE 101,,ATHENS,GA,30605,P2023,,2023-08-01,5000.00,,,,C00842302,"DOUG BURGUM FOR AMERICA, INC.",P40013518,BURGUM,DOUG,,,,P,,00,,,,,,,,
SB23,C00164939,SB23.29260,,,CCM,"DOUG BURGUM FOR AMERICA, INC.",,,,,,824 S MILLEDGE AVE STE 101,,ATHENS,GA,30605,G2023,,2023-08-01,5000.00,,,,C00842302,"DOUG BURGUM FOR AMERICA, INC.",P40013518,BURGUM,DOUG,,,,P,,00,,,,,,,,
SB23,C00164939,SB23.29337,,,CCM,EMILIA SYKES FOR CONGRESS,,,,,,P.O. BOX 1347,,AKRON,OH,44309,G2023,,2023-09-08,1000.00,,,,C00801274,EMILIA SYKES FOR CONGRESS,H2OH13264,SYKES,EMILIA,,,,H,OH,13,,,,,,,,
SB23,C00164939,SB23.29344,,,CCM,EMMER FOR CONGRESS,,,,,,PO BOX 998,,ANOKA,MN,55303,P2023,,2023-09-08,5000.00,,,,C00545749,EMMER FOR CONGRESS,H4MN06087,EMMER,THOMAS EARL JR,,,,H,MN,06,,,,,,,,
SB23,C00164939,SB23.29331,,,CCM,FALLON FOR CONGRESS,,,,,,PO BOX 614,,CELINA,TX,75009,G2023,,2023-09-08,1000.00,,,,C00750307,FALLON FOR CONGRESS,H0TX04219,FALLON,PATRICK,,,,H,TX,04,,,,,,,,
SB23,C00164939,SB23.29341,,,CCM,FINSTAD FOR CONGRESS,,,,,,PO BOX 923,,NEW ULM,MN,56073,P2023,,2023-09-08,3000.00,,,,C00807743,FINSTAD FOR CONGRESS,H2MN01223,FINSTAD,BRAD,,,,H,MN,01,,,,,,,,
SB23,C00164939,SB23.29342,,,CCM,FISCHBACH FOR CONGRESS,,,,,,PO BOX 190,,LITCHFIELD,MN,55355,P2023,,2023-09-08,3000.00,,,,C00717959,FISCHBACH FOR CONGRESS,H0MN07091,FISCHBACH,MICHELLE,,,,H,MN,07,,,,,,,,
SB23,C00164939,SB23.29301,,,CCM,FOUSHEE FOR CONGRESS,,,,,,PO BOX 16446,,CHAPEL HILL,NC,27516,G2023,,2023-07-27,1000.00,,,,C00794727,FOUSHEE FOR CONGRESS,H2NC06114,FOUSHEE,VALERIE,,,,H,NC,04,,,,,,,,
SB23,C00164939,SB23.29291,,,CCM,FREDERICA S. WILSON FOR CONGRESS,,,,,,19821 NW 2ND AVENUE,BOX 354,MIAMI GARDENS,FL,33169,G2023,,2023-07-27,1000.00,,,,C00460055,FREDERICA S. WILSON FOR CONGRESS,H0FL17068,WILSON,FREDERICA S,,,,H,FL,17,,,,,,,,
SB23,C00164939,SB23.29283,,,CCM,FRIENDS OF BENNIE THOMPSON,,,,,,PO BOX 100,,BOLTON,MS,39041,G2023,,2023-07-27,1000.00,,,,C00279851,FRIENDS OF BENNIE THOMPSON,H4MS02068,THOMPSON,BENNIE G,,Rep.,,H,MS,02,,,,,,,,
SB23,C00164939,SB23.29373,,,CCM,FRIENDS OF DAN KILDEE,,,,,,P.O. BOX 248,,FLINT,MI,48501,G2023,,2023-09-25,1000.00,,,,C00499947,FRIENDS OF DAN KILDEE,H2MI05119,KILDEE,DANIEL T,,,,H,MI,05,,,,,,,,
SB23,C00164939,SB23.29305,,,CCM,FRIENDS OF GLENN THOMPSON,,,,,,400 N. MICHAEL STREET,,ST. MARYS,PA,15857,P2023,,2023-08-02,2500.00,,,,C00444620,FRIENDS OF GLENN THOMPSON,H8PA05071,THOMPSON,GLENN MR.,,,,H,PA,05,,,,,,,,
SB23,C00164939,SB23.29273,,,CCM,FRIENDS OF JAHANA HAYES,,,,,,PO BOX 1487,,WATERBURY,CT,06721,G2023,,2023-07-27,1000.00,,,,C00677898,FRIENDS OF JAHANA HAYES,H8CT05245,HAYES,JAHANA,,,,H,CT,05,,,,,,,,
SB23,C00164939,SB23.29404,,,CCM,FRIENDS OF ROSA DELAURO,,,,,,"129 CHURCH ST, STE 818",,NEW HAVEN,CT,06510,G2023,,2023-12-04,1000.00,,,,C00238865,FRIENDS OF ROSA DELAURO,H0CT03072,DELAURO,ROSA,,,,H,CT,03,,,,,,,,
SB23,C00164939,SB23.29403,,,CCM,GREG STEUBE FOR CONGRESS,,,,,,439 NEW JERSEY AVE SE,,WASHINTON,DC,20003,G2023,,2023-12-04,1000.00,,,,,GREG STEUBE FOR CONGRESS,H8FL17053,STEUBE,GREG,,,,H,FL,17,,,,,,,,
SB23,C00164939,SB23.29304,,,CCM,HAGEMAN FOR WYOMING,,,,,,P.O. BOX 4157,,CHEYENNE,WY,82003,G2023,,2023-07-27,1000.00,,,,C00788943,HAGEMAN FOR WYOMING,,HAGEMAN,HARRIET,,,,,,,,,,,,,,
SB23,C00164939,SB23.29320,,,CCM,HOEVEN FOR SENATE,,,,,,PO BOX 861,,BISMARCK,ND,58502,P2023,,2023-08-17,2000.00,,,,C00473371,HOEVEN FOR SENATE,S0ND00093,HOEVEN,JOHN,,,,S,ND,00,,,,,,,,
SB23,C00164939,SB23.29393,,,CCM,HUDSON FOR CONGRESS,,,,,,PO BOX 5053,,CONCORD,NC,28027,G2023,,2023-11-07,1000.00,,,,C00504522,HUDSON FOR CONGRESS,H2NC08185,HUDSON,RICHARD LANE JR,,,,H,NC,08,,,,,,,,
SB23,C00164939,SB23.29323,,,CCM,HUNT FOR CONGRESS,,,,,,1707 1/2 POST OAK BLVD. #525,,HOUSTON,TX,77056,G2023,,2023-09-08,1000.00,,,,C00701003,HUNT FOR CONGRESS,H0TX07170,HUNT,WESLEY,,,,H,TX,38,,,,,,,,
SB23,C00164939,SB23.29372,,,CCM,JAKE ELLZEY FOR CONGRESS,,,,,,1005 CONGRESS AVENUE,SUITE 400,AUSTIN,TX,78701,G2023,,2023-09-25,1000.00,,,,C00770438,JAKE ELLZEY FOR CONGRESS,H8TX06266,ELLZEY,JOHN KEVIN SR,,,,H,TX,06,,,,,,,,
SB23,C00164939,SB23.29261,,,CCM,JASON SMITH FOR CONGRESS,,,,,,PO BOX 1324,,CAPE GIRARDEAU,MO,63702,G2023,,2023-07-27,1000.00,,,,C00541862,JASON SMITH FOR CONGRESS,H4MO08162,SMITH,JASON T,,,,H,MO,08,,,,,,,,
SB23,C00164939,SB23.29353,,,CCM,JERRY CARL FOR CONGRESS,,,,,,PO BOX 852138,,MOBILE,AL,36685,G2023,,2023-09-08,1000.00,,,,C00697789,JERRY CARL FOR CONGRESS,H0AL01055,CARL,"JERRY LEE, JR",,,,H,AL,01,,,,,,,,
SB23,C00164939,SB23.29292,,,CCM,JOHN ROSE FOR TENNESSEE,,,,,,PO BOX 2404,,COOKEVILLE,TN,38502,G2023,,2023-07-27,1000.00,,,,C00652743,JOHN ROSE FOR TENNESSEE,H8TN06094,ROSE,JOHN W.,,,,H,TN,06,,,,,,,,
SB23,C00164939,SB23.29274,,,CCM,JONATHAN JACKSON FOR CONGRESS,,,,,,PO BOX 15333,,CHICAGO,IL,60615,G2023,,2023-07-27,1000.00,,,,C00802603,JONATHAN JACKSON FOR CONGRESS,H2IL01349,JACKSON,JONATHAN,,,,H,IL,01,,,,,,,,
SB23,C00164939,SB23.29399,,,CCM,KANSANS FOR LATURNER,,,,,,PO BOX 67237,,TOPEKA,KS,66667,G2023,,2023-11-28,1000.00,,,,C00718346,KANSANS FOR LATURNER,H0KS02188,LATURNER,JAKE,,,,H,KS,02,,,,,,,,
SB23,C00164939,SB23.29386,,,CCM,KAT FOR CONGRESS,,,,,,5200 NW 43RD ST STE 102-180,,GAINESVILLE,FL,32606,G2023,,2023-10-20,1000.00,,,,C00730895,KAT FOR CONGRESS,H0FL03175,CAMMACK,KAT,,,,H,FL,03,,,,,,,,
SB23,C00164939,SB23.29375,,,CCM,KEAN FOR CONGRESS,,,,,,"C/O GRAVINO, PO BOX 225",PO BOX 225,COLONIA,NJ,07067,G2023,,2023-10-16,1000.00,,,,C00351742,KEAN FOR CONGRESS,H0NJ07089,KEAN,THOMAS H JR,,,,H,NJ,07,,,,,,,,
SB23,C00164939,SB23.29314,,,CCM,KEEP AL GREEN IN CONGRESS,,,,,,P.O. BOX 56761,,HOUSTON,TX,77256,G2023,,2023-07-27,1000.00,,,,C00578567,KEEP AL GREEN IN CONGRESS,H4TX09095,GREEN,ALEXANDER,,,,H,TX,09,,,,,,,,
SB23,C00164939,SB23.29298,,,CCM,KEVIN KILEY FOR CONGRESS,,,,,,9458 TREELAKE RD.,,GRANITE BAY,CA,95746,G2023,,2023-07-27,1000.00,,,,C00801985,KEVIN KILEY FOR CONGRESS,H2CA03157,KILEY,KEVIN,,,,H,CA,03,,,,,,,,
SB23,C00164939,SB23.29306,,,CCM,KLOBUCHAR FOR MINNESOTA,,,,,,PO BOX 4146,,ST PAUL,MN,55104,P2023,,2023-08-02,2500.00,,,,C00431353,KLOBUCHAR FOR MINNESOTA,S6MN00267,KLOBUCHAR,AMY J,,,,S,MN,00,,,,,,,,
SB23,C00164939,SB23.29290,,,CCM,KWEISI MFUME FOR CONGRESS,,,,,,PO BOX 31649,,BALTIMORE,MD,21207,G2023,,2023-07-27,1000.00,,,,C00726372,KWEISI MFUME FOR CONGRESS,H6MD07020,MFUME,KWEISI,,,,H,MD,07,,,,,,,,
SB23,C00164939,SB23.29330,,,CCM,LANCE GOODEN FOR CONGRESS COMMITTEE,,,,,,PO BOX 2125,,TERRELL,TX,75160,G2023,,2023-09-08,1000.00,,,,C00662601,LANCE GOODEN FOR CONGRESS COMMITTEE,H8TX05144,GOODEN,LANCE,,,,H,TX,05,,,,,,,,
SB23,C00164939,SB23.29332,,,CCM,MARTIN HEINRICH FOR SENATE,,,,,,PO BOX 25763,,ALBUQUERQUE,NM,87125,G2023,,2023-09-08,1000.00,,,,C00434563,MARTIN HEINRICH FOR SENATE,S2NM00088,HEINRICH,MARTIN TREVOR,,,,S,NM,00,,,,,,,,
SB23,C00164939,SB23.29378,,,CCM,MAX MILLER FOR CONGRESS,,,,,,19525 HILLIARD BLVD #16010,,ROCKY RIVER,OH,44116,G2023,,2023-10-16,1000.00,,,,C00770818,MAX MILLER FOR CONGRESS,H2OH16051,MILLER,MAX,,,,H,OH,07,,,,,,,,
SB23,C00164939,SB23.29256,,,CCM,MCCARTHY VICTORY FUND,,,,,,PO BOX 30844,,BETHESDA,MD,20824,G2023,,2023-07-14,5000.00,,,,C00541011,MCCARTHY VICTORY FUND,H6CA22125,MCCARTHY,KEVIN,,,,H,CA,23,,,,,,,,
SB23,C00164939,SB23.29279,,,CCM,MCCLELLAN FOR CONGRESS,,,,,,PO BOX 818,,RICHMOND,VA,23218,G2023,,2023-07-27,1000.00,,,,C00829812,MCCLELLAN FOR CONGRESS,H4VA04066,MCCLELLAN,JENNIFER,,,,H,VA,04,,,,,,,,
SB23,C00164939,SB23.29354,,,CCM,MILLER-MEEKS FOR CONGRESS,,,,,,PO BOX 33,,OTTUMWA,IA,52501,G2023,,2023-09-18,1000.00,,,,C00558825,MILLER-MEEKS FOR CONGRESS,H8IA02043,MILLER-MEEKS,MARIANNETTE JANE,,,,H,IA,02,,,,,,,,
SB23,C00164939,SB23.29365,,,CCM,MONICA FOR CONGRESS,,,,,,PO BOX 4605,,MCALLEN,TX,78502,G2023,,2023-09-25,1000.00,,,,C00765719,MONICA FOR CONGRESS,H0TX15124,DE LA CRUZ,MONICA,,,,H,TX,15,,,,,,,,
SB23,C00164939,SB23.29321,,,CCM,MONTANANS FOR TESTER,,,,,,PO BOX 1135,,HELENA,MT,59624,G2023,,2023-09-08,1000.00,,,,C00412304,MONTANANS FOR TESTER,S6MT00162,TESTER,JON,,,,S,MT,00,,,,,,,,
SB23,C00164939,SB23.29334,,,CCM,MORGAN MCGARVEY FOR CONGRESS,,,,,,PO BOX 5324,,LOUISVILLE,KY,40255,G2023,,2023-09-08,1000.00,,,,C00791392,MORGAN MCGARVEY FOR CONGRESS,H2KY03206,MCGARVEY,MORGAN,,,,H,KY,03,,,,,,,,
SB23,C00164939,SB23.29327,,,CCM,NATHANIEL MORAN FOR CONGRESS,,,,,,314 S. BROADWAY,,TYLER,TX,75702,G2023,,2023-09-08,1000.00,,,,C00796086,NATHANIEL MORAN FOR CONGRESS,H2TX01112,MORAN,NATHANIEL QUENTIN,,,,H,TX,01,,,,,,,,
SB23,C00164939,SB23.29285,,,CCM,"NIKEMA FOR CONGRESS, INC",,,,,,PO BOX 311913,,ATLANTA,GA,31131,G2023,,2023-07-27,1000.00,,,,C00752584,"NIKEMA FOR CONGRESS, INC",H0GA05301,WILLIAMS,NIKEMA N.,,,,H,GA,05,,,,,,,,
SB23,C00164939,SB23.29343,,,CCM,PETE STAUBER FOR CONGRESS,,,,,,23 CENTRAL ENTRANCE,BOX 333,DULUTH,MN,55811,P2023,,2023-09-08,3000.00,,,,C00650697,PETE STAUBER FOR CONGRESS,H8MN08043,STAUBER,PETER ALLEN,,,,H,MN,08,,,,,,,,
SB23,C00164939,SB23.29382,,,CCM,RICK SCOTT VICTORY FUND,,,,,,PO BOX 76024,,WASHINGTON,DC,20013,G2023,,2023-10-16,1000.00,,,,C00676957,RICK SCOTT VICTORY FUND,S8FL00273,SCOTT,RICK SEN,,,,S,FL,00,,,,,,,,
SB23,C00164939,SB23.29278,,,CCM,ROBIN KELLY FOR CONGRESS,,,,,,PO BOX 6953,,CHICAGO,IL,60680,G2023,,2023-07-27,1000.00,,,,C00539866,ROBIN KELLY FOR CONGRESS,H2IL02172,KELLY,ROBIN L.,,,,H,IL,02,,,,,,,,
SB23,C00164939,SB23.29254,,,CCM,SCHIFF FOR SENATE,,,,,,611 PENNSYLVANIA AVE SE,#143,WASHINGTON,DC,20003,G2023,,2023-07-14,1000.00,,,,C00343871,SCHIFF FOR SENATE,H0CA27085,SCHIFF,ADAM,,,,H,CA,30,,,,,,,,
SB23,C00164939,SB23.29293,,,CCM,SCOTT FRANKLIN FOR CONGRESS,,,,,,P.O. BOX 2811,,LAKELAND,FL,33806,G2023,,2023-07-27,1000.00,,,,C00742247,SCOTT FRANKLIN FOR CONGRESS,H0FL15104,FRANKLIN,SCOTT MR.,,,,H,FL,15,,,,,,,,
SB23,C00164939,SB23.29359,,,CCM,SELF FOR CONGRESS,,,,,,550 NORTH CENTRAL EXPRESSWAY,#1920,MCKINNEY,TX,75070,G2023,,2023-09-25,1000.00,,,,C00791293,SELF FOR CONGRESS,H2TX00064,SELF,KEITH ALAN,,,,H,TX,26,,,,,,,,
SB23,C00164939,SB23.29345,,,CCM,SHRI FOR CONGRESS,,,,,,19460 LOWELL DR,,DETROIT,MI,48203,G2023,,2023-09-08,1000.00,,,,C00798132,SHRI FOR CONGRESS,H2MI13204,THANEDAR,SHRI,,,,H,MI,13,,,,,,,,
SB23,C00164939,SB23.29776,,,CCM,SHRI FOR CONGRESS,,,,,,19460 LOWELL DR,,DETROIT,MI,48203,G2023,,2023-12-11,1000.00,,,,C00798132,SHRI FOR CONGRESS,H2MI13204,THANEDAR,SHRI,,,,H,MI,13,,,,,,,,
SB23,C00164939,SB23.29398,,,CCM,STEVE COHEN FOR CONGRESS,,,,,,349 KENILWORTH PLACE,,MEMPHIS,TN,38112,G2023,,2023-11-28,1000.00,,,,C00422980,STEVE COHEN FOR CONGRESS,H6TN09068,COHEN,STEVE I MR.,,,,H,TN,09,,,,,,,,
SB23,C00164939,SB23.29775,,,CCM,SUOZZI FOR CONGRESS,,,,,,PO BOX 669,,GLEN COVE,NY,11542,G2023,,2023-12-13,1000.00,,,,C00607200,SUOZZI FOR CONGRESS,H6NY03247,SUOZZI,THOMAS,,,,H,NY,03,,,,,,,,
SB23,C00164939,SB23.29392,,,CCM,TEAM MCHENRY,,,,,,228 S WASHINGTON ST STE 115,,ALEXANDRIA,VA,22314,G2023,,2023-11-07,1000.00,,,,C00544650,TEAM MCHENRY,H4NC10047,MCHENRY,PATRICK TIMOTHY,,,,H,NC,10,,,,,,,,
SB23,C00164939,SB23.29340,,,CCM,TEXANS FOR JODEY ARRINGTON,,,,,,PO BOX 6687,,LUBBOCK,TX,79493,G2023,,2023-09-08,3000.00,,,,C00588657,TEXANS FOR JODEY ARRINGTON,H6TX19099,ARRINGTON,JODEY COOK,,,,H,TX,19,,,,,,,,
SB23,C00164939,SB23.29368,,,CCM,TEXANS FOR MORGAN LUTTRELL,,,,,,PO BOX 1245,,MAGNOLIA,TX,77353,G2023,,2023-09-25,1000.00,,,,C00781112,TEXANS FOR MORGAN LUTTRELL,H2TX08182,LUTTRELL,MORGAN JOE,,,,H,TX,08,,,,,,,,
SB23,C00164939,SB23.29355,,,CCM,TOKUDA FOR HAWAII,,,,,,PO BOX 792,,KANEOHE,HI,96744,G2023,,2023-09-18,1000.00,,,,C00813758,TOKUDA FOR HAWAII,H2HI02581,TOKUDA,JILL NAOMI,,,,H,HI,02,,,,,,,,
SB23,C00164939,SB23.29371,,,CCM,TONY GONZALES FOR CONGRESS,,,,,,14439 NW MILITARY HWY,STE 108-488,SAN ANTONIO,TX,78231,G2023,,2023-09-25,1000.00,,,,C00706614,TONY GONZALES FOR CONGRESS,H8OH16124,GONZALEZ,ANTHONY E,,,,H,OH,16,,,,,,,,
SB23,C00164939,SB23.29252,,,CCM,"TUBERVILLE FOR SENATE, INC.",,,,,,PO BOX 590012,,BIRMINGHAM,AL,35259,G2023,,2023-07-14,1000.00,,,,C00701672,"TUBERVILLE FOR SENATE, INC.",S0AL00230,TUBERVILLE,THOMAS H,,,,S,AL,00,,,,,,,,
SB23,C00164939,SB23.29348,,,CCM,VERONICA ESCOBAR FOR CONGRESS,,,,,,PO BOX 3961,,EL PASO,TX,79923,G2023,,2023-09-08,1000.00,,,,C00653923,VERONICA ESCOBAR FOR CONGRESS,H8TX16109,ESCOBAR,VERONICA,,,,H,TX,16,,,,,,,,
