form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00053553,SB23.70,,,CCM,BICE FOR CONGRESS,,,,,,PO BOX 21315,,OKLAHOMA CITY,OK,73156,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00703843,,H0OK05205,BICE,STEPHANIE,,,,H,OK,05,  ,,,,,,,
SB23,C00053553,SB23.06,,,CCM,BILIRAKIS FOR CONGRESS,,,,,,PO BOX 606,,TARPON SPRINGS,FL,34688,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00408534,,H6FL09070,BILIRAKIS,GUS,M,,,H,FL,12,  ,,,,,,,
SB23,C00053553,SB23.08,,,CCM,BLAKE MOORE FOR CONGRESS,,,,,,358 SOUTH 700 E,B505,SALT LAKE CITY,UT,84102,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00738872,,H0UT01205,MOORE,BLAKE,,,,H,UT,01,  ,,,,,,,
SB23,C00053553,SB23.52,,,CCM,BUDDY CARTER FOR CONGRESS,,,,,,PO BOX 10570,,SAVANNAH,GA,31412,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00543967,,H4GA01039,CARTER,EARL,LEROY,,,H,GA,01,  ,,,,,,,
SB23,C00053553,SB23.09,,,CCM,BURCHETT FOR CONGRESS,,,,,,PO BOX 51345,,KNOXVILLE,TN,37950,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00652149,,H8TN02119,BURCHETT,TIM,,,,H,TN,02,  ,,,,,,,
SB23,C00053553,SB23.10,,,CCM,BURGESS 4 UTAH,,,,,,824 S MILLEDGE AVE,STE 101,ATHENS,GA,30605,O2024,CONVENTION,2023-09-26,1000.00,,CONTRIBUTION,,C00725853,,H0UT04076,OWENS,BURGESS,,,,H,UT,04,  ,,,,,,,
SB23,C00053553,SB23.17,,,CCM,BYRON DONALDS FOR CONGRESS,,,,,,2430 VANDERBILT BEACH ROAD,STE 108 PMB 260,NAPLES,FL,34108,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00733329,,H2FL14186,DONALDS,BYRON,,,,H,FL,19,  ,,,,,,,
SB23,C00053553,SB23.13,,,CCM,CAREY FOR CONGRESS,,,,,,PO BOX 16032,,COLUMBUS,OH,43216,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00779603,,H2OH15228,CAREY,MIKE,,,,H,OH,15,  ,,,,,,,
SB23,C00053553,SB23.34,,,CCM,CATHY MCMORRIS RODGERS FOR CONGRESS,,,,,,PO BOX 137,,SPOKANE,WA,99210,P2024,,2023-09-26,1500.00,,CONTRIBUTION,,C00390476,,H4WA05077,MCMORRIS RODGERS,CATHY,,,,H,WA,05,  ,,,,,,,
SB23,C00053553,SB23.53,,,CCM,CHUCK EDWARDS FOR CONGRESS,,,,,,337 NORTH MAIN STREET,,HENDERSONVILLE,NC,28792,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00796433,,H2NC14050,EDWARDS,CHUCK,,,,H,NC,11,  ,,,,,,,
SB23,C00053553,SB23.18,,,CCM,"CHUCK FLEISCHMANN FOR CONGRESS COMMITTEE, INC.",,,,,,PO BOX 11091,,CHATTANOOGA,TN,37401,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00461822,,H0TN03254,FLEISCHMANN,CHARLES,J,,,H,TN,03,  ,,,,,,,
SB23,C00053553,SB23.74,,,CCM,CITIZENS FOR JOHN RUTHERFORD,,,,,,"3121 VENTURE PL, STE 1",,JACKSONVILLE,FL,32257,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00615294,,H6FL04105,RUTHERFORD,JOHN,,,,H,FL,05,  ,,,,,,,
SB23,C00053553,SB23.90,,,CCM,CLOUD FOR CONGRESS,,,,,,PO BOX 7027,,VICTORIA,TX,77903,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00655332,,H8TX27049,CLOUD,MICHAEL,,,,H,TX,27,  ,,,,,,,
SB23,C00053553,SB23.47,,,CCM,"CLYDE FOR CONGRESS, INC.",,,,,,PO BOX 888,,JEFFERSON,GA,30549,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00740100,,H0GA09246,CLYDE,ANDREW,,,,H,GA,09,  ,,,,,,,
SB23,C00053553,SB23.38,,,CCM,CORY MILLS FOR CONGRESS,,,,,,PMB 288,"501 N ORLANDO AVE, STE 313",WINTER PARK,FL,32789,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00774943,,H2FL07156,MILLS,CORY,,,,H,FL,07,  ,,,,,,,
SB23,C00053553,SB23.14,,,CCM,CRAWFORD FOR CONGRESS,,,,,,PO BOX 16956,,JONESBORO,AR,72403,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00462374,,H0AR01083,CRAWFORD,ERIC,ALAN RICK,,,H,AR,01,  ,,,,,,,
SB23,C00053553,SB23.78,,,CCM,DAN CRENSHAW FOR CONGRESS,,,,,,PO BOX 430965,,HOUSTON,TX,77243,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00660795,,H8TX02166,CRENSHAW,DANIEL,,,,H,TX,02,  ,,,,,,,
SB23,C00053553,SB23.15,,,CCM,DEBBIE LESKO FOR CONGRESS,,,,,,PO BOX 45388,,PHOENIX,AZ,85064,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00663914,,H8AZ08158,LESKO,DEBBIE,,,,H,AZ,08,  ,,,,,,,
SB23,C00053553,SB23.45,,,CCM,DR JOHN JOYCE FOR CONGRESS,,,,,,1002 LOGAN BLVD,STE 114 #237,ALTOONA,PA,16602,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00674259,,H8PA13125,JOYCE,JOHN,,,,H,PA,13,  ,,,,,,,
SB23,C00053553,SB23.80,,,CCM,FALLON FOR CONGRESS,,,,,,PO BOX 614,,CELINA,TX,75009,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00750307,,H0TX04219,FALLON,PATRICK,,,,H,TX,04,  ,,,,,,,
SB23,C00053553,SB23.50,,,CCM,FINSTAD FOR CONGRESS,,,,,,PO BOX 923,,NEW ULM,MN,56073,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00807743,,H2MN01223,FINSTAD,BRAD,,,,H,MN,01,  ,,,,,,,
SB23,C00053553,SB23.60,,,CCM,FISCHBACH FOR CONGRESS,,,,,,PO BOX 190,,LITCHFIELD,MN,55355,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00717959,,H0MN07091,FISCHBACH,MICHELLE,,,,H,MN,07,  ,,,,,,,
SB23,C00053553,SB23.16,,,CCM,FRIENDS OF SCOTT DESJARLAIS,,,,,,95 WHITE BRIDGE RD,STE 207,NASHVILLE,TN,37205,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00464073,,H0TN04195,DESJARLAIS,SCOTT,,HON,,H,TN,04,  ,,,,,,,
SB23,C00053553,SB23.21,,,CCM,FRIENDS OF MICHAEL GUEST,,,,,,PO BOX 470,,BRANDON,MS,39043,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00665752,,H8MS03125,GUEST,MICHAEL,PATRICK,,,H,MS,03,  ,,,,,,,
SB23,C00053553,SB23.26,,,CCM,FRIENDS OF DUSTY JOHNSON,,,,,,PO BOX 278,,MITCHELL,SD,57301,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00628917,,H8SD01055,JOHNSON,DUSTY,,,,H,SD,00,  ,,,,,,,
SB23,C00053553,SB23.64,,,CCM,FRIENDS OF MCCORMICK,,,,,,PO BOX 3043,,CUMMING,GA,30040,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00706747,,H0GA07273,MCCORMICK,RICHARD,DEAN,DR,,H,GA,07,  ,,,,,,,
SB23,C00053553,SB23.73,,,CCM,FRIENDS OF BILL POSEY,,,,,,PO BOX 411486,,MELBOURNE,FL,32941,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00444968,,H8FL15107,POSEY,BILL,,,,H,FL,08,  ,,,,,,,
SB23,C00053553,SB23.55,,,CCM,FRIENDS TO ELECT DR. GREG MURPHY TO CONGRESS,,,,,,TO CONGRESS,PO BOX 1131,GREENVILLE,NC,27835,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00697649,,H0NC03172,MURPHY,GREGORY,FRANCIS,DR,,H,NC,03,  ,,,,,,,
SB23,C00053553,SB23.68,,,CCM,FRY FOR CONGRESS,,,,,,PO BOX 14641,,SURFSIDE BEACH,SC,29587,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00786657,,H2SC07280,FRY,RUSSELL,,,,H,SC,07,  ,,,,,,,
SB23,C00053553,SB23.49,,,CCM,GOOD FOR CONGRESS,,,,,,PO BOX 117,,LOVINGSTON,VA,22949,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00721308,,H0VA05160,GOOD,ROBERT,G,HON,,H,VA,05,  ,,,,,,,
SB23,C00053553,SB23.76,,,CCM,GREG STEUBE FOR CONGRESS,,,,,,"5317 FRUITVILLE RD, #102",,SARASOTA,FL,34232,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00671891,,H8FL17053,STEUBE,GREG,,,,H,FL,17,  ,,,,,,,
SB23,C00053553,SB23.22,,,CCM,GUTHRIE FOR CONGRESS,,,,,,PO BOX 22401,,LOUISVILLE,KY,42102,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00445023,,H8KY02031,GUTHRIE,S,BRETT,HON,,H,KY,02,  ,,,,,,,
SB23,C00053553,SB23.23,,,CCM,HAGEMAN FOR WYOMING,,,,,,PO BOX 4157,,CHEYENNE,WY,82003,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00788943,,H2WY00166,HAGEMAN,HARRIET,,,,H,WY,00,  ,,,,,,,
SB23,C00053553,SB23.59,,,CCM,HERN FOR CONGRESS,,,,,,9521-B RIVERSIDE PKWY,#350,TULSA,OK,74137,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00636092,,H8OK01157,HERN,KEVIN,,,,H,OK,01,  ,,,,,,,
SB23,C00053553,SB23.07,,,CCM,HUIZENGA FOR CONGRESS,,,,,,PO BOX 254,,ZEELAND,MI,49464,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00459297,,H0MI02094,HUIZENGA,WILLIAM,P,,,H,MI,04,  ,,,,,,,
SB23,C00053553,SB23.92,,,CCM,HUNT FOR CONGRESS,,,,,,1707 1/2 POST OAK BLVD,#525,HOUSTON,TX,77056,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00701003,,H0TX07170,HUNT,WESLEY,,,,H,TX,38,  ,,,,,,,
SB23,C00053553,SB23.56,,,CCM,JEFF DUNCAN FOR CONGRESS,,,,,,PO BOX 845,,LAURENS,SC,29360,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00460550,,H0SC03077,DUNCAN,JEFFREY,D,MR,,H,SC,03,  ,,,,,,,
SB23,C00053553,SB23.57,,,CCM,JOE WILSON FOR CONGRESS,,,,,,PO BOX 2145,,WEST COLUMBIA,SC,29171,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00368522,,H2SC02059,WILSON,JOE,,HON,,H,SC,02,  ,,,,,,,
SB23,C00053553,SB23.91,,,CCM,JOHN CARTER FOR CONGRESS,,,,,,200 UNIV. OAKS BLVD,STE 225 #130,ROUND ROCK,TX,78665,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00371203,,H2TX31044,CARTER,JOHN,R,REP,,H,TX,31,  ,,,,,,,
SB23,C00053553,SB23.24,,,CCM,JOHN CURTIS FOR UTAH,,,,,,PO BOX 296,,PROVO,UT,84603,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00647339,,S4UT00282,CURTIS,JOHN,,,,S,UT,,  ,,,,,,,
SB23,C00053553,SB23.67,,,CCM,JOHN ROSE FOR TENNESSEE,,,,,,PO BOX 2404,,COOKEVILLE,TN,38502,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00652743,,H8TN06094,ROSE,JOHN,W,,,H,TN,06,  ,,,,,,,
SB23,C00053553,SB23.25,,,CCM,JOHNSON FOR CONGRESS,,,,,,PO BOX 906,,MARIETTA,OH,45750,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00476820,,H0OH06189,JOHNSON,BILL,,,,H,OH,06,  ,,,,,,,
SB23,C00053553,SB23.58,,,CCM,JOSH BRECHEEN FOR CONGRESS,,,,,,37429 STATE HIGHWAY 31,,COALGATE,OK,74538,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00812974,,H2OK02315,BRECHEEN,JOSH,,,,H,OK,02,  ,,,,,,,
SB23,C00053553,SB23.27,,,CCM,KANSANS FOR LATURNER,,,,,,PO BOX 67237,,TOPEKA,KS,66667,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00718346,,H0KS02188,LATURNER,JAKE,,,,H,KS,02,  ,,,,,,,
SB23,C00053553,SB23.12,,,CCM,KAT FOR CONGRESS,,,,,,5200 NW 43RD ST,STE102-180,GAINESVILLE,FL,32606,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00730895,,H0FL03175,CAMMACK,KAT,,,,H,FL,03,  ,,,,,,,
SB23,C00053553,SB23.11,,,CCM,KEN CALVERT FOR CONGRESS COMMITTEE,,,,,,PO BOX 2438,,CORONA,CA,92878,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00257337,,H2CA37023,CALVERT,KEN,,,,H,CA,41,  ,,,,,,,
SB23,C00053553,SB23.29,,,CCM,KUSTOFF FOR CONGRESS,,,,,,PO BOX 58823,,NASHVILLE,TN,37205,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00614826,,H2TN07103,KUSTOFF,DAVID,,,,H,TN,08,  ,,,,,,,
SB23,C00053553,SB23.30,,,CCM,LAMBORN FOR CONGRESS,,,,,,PO BOX 64107,,COLORADO SPRINGS,CO,80962,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00420745,,H6CO05159,LAMBORN,DOUGLAS,,,,H,CO,05,  ,,,,,,,
SB23,C00053553,SB23.81,,,CCM,LANCE GOODEN FOR CONGRESS COMMITTEE,,,,,,PO BOX 2125,,TERRELL,TX,75160,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00662601,,H8TX05144,GOODEN,LANCE,,,,H,TX,05,  ,,,,,,,
SB23,C00053553,SB23.31,,,CCM,LATTA FOR CONGRESS,,,,,,PO BOX 106,,BOWLING GREEN,OH,43402,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00438697,,H8OH05036,LATTA,ROBERT,EDWARD,,,H,OH,05,  ,,,,,,,
SB23,C00053553,SB23.32,,,CCM,"LAUREL LEE FOR CONGRESS, INC.",,,,,,PO BOX 2743,,BRANDON,FL,33509,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00815373,,H2FL15241,LEE,LAUREL,,MRS,,H,FL,15,  ,,,,,,,
SB23,C00053553,SB23.48,,,CCM,LOUDERMILK FOR CONGRESS,,,,,,PO BOX 447,,CASSVILLE,GA,30123,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00543892,,H4GA11061,LOUDERMILK,BARRY,,,,H,GA,11,  ,,,,,,,
SB23,C00053553,SB23.20,,,CCM,MARK GREEN FOR CONGRESS,,,,,,PO BOX 331046,,NASHVILLE,TN,37203,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00658385,,H8TN07076,GREEN,MARK,,DR,,H,TN,07,  ,,,,,,,
SB23,C00053553,SB23.37,,,CCM,MAX MILLER FOR CONGRESS,,,,,,19525 HILLARD BLVD #16010,,ROCKY RIVER,OH,44116,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00770818,,H2OH16051,MILLER,MAX,,,,H,OH,07,  ,,,,,,,
SB23,C00053553,SB23.83,,,CCM,"MCCAUL FOR CONGRESS, INC.",,,,,,1108 LAVACA ST,STE 110-402,AUSTIN,TX,78701,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00392688,,H4TX10093,MCCAUL,MICHAEL,,,,H,TX,10,  ,,,,,,,
SB23,C00053553,SB23.62,,,CCM,MCHENRY FOR CONGRESS,,,,,,PO BOX 2165,,GASTONIA,NC,28053,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00393629,,H4NC10047,MCHENRY,PATRICK,TIMOTHY,,,H,NC,10,  ,,,,,,,
SB23,C00053553,SB23.42,,,CCM,MEUSER FOR CONGRESS,,,,,,PO BOX 183,,HUDSON,WI,54016,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00654723,,H8PA10147,MEUSER,DANIEL,,,,H,PA,09,  ,,,,,,,
SB23,C00053553,SB23.89,,,CCM,MICHAEL BURGESS FOR CONGRESS,,,,,,PO BOX 2334,,DENTON,TX,76202,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00372532,,H2TX26093,BURGESS,MICHAEL,C,DR,,H,TX,26,  ,,,,,,,
SB23,C00053553,SB23.36,,,CCM,MIKE BOST FOR CONGRESS COMMITTEE,,,,,,PO BOX 1212,,MURPHYSBORO,IL,62966,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00546499,,H4IL12060,BOST,MICHAEL,,,,H,IL,12,  ,,,,,,,
SB23,C00053553,SB23.46,,,CCM,MIKE KELLY FOR CONGRESS,,,,,,PO BOX 476,,LYNDORA,PA,16045,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00474189,,H0PA03271,KELLY,GEORGE,J,,JR,H,PA,16,  ,,,,,,,
SB23,C00053553,SB23.33,,,CCM,MILLER-MEEKS FOR CONGRESS,,,,,,PO BOX 33,,OTTUMWA,IA,52501,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00558825,,H8IA02043,MILLER-MEEKS,MARIANNETTE,JANE,,,H,IA,01,  ,,,,,,,
SB23,C00053553,SB23.61,,,CCM,MORGAN GRIFFITH FOR CONGRESS,,,,,,PO BOX 361,,CHRISTIANBURG,VA,24068,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00477240,,H0VA09055,GRIFFITH,H,MORGAN,,,H,VA,09,  ,,,,,,,
SB23,C00053553,SB23.77,,,CCM,NATHANIEL MORAN FOR CONGRESS,,,,,,314 S BROADWAY,,TYLER,TX,75702,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00796086,,H2TX01112,MORAN,NATHANIEL,QUENTIN,,,H,TX,01,  ,,,,,,,
SB23,C00053553,SB23.43,,,CCM,PATRIOTS FOR PERRY,,,,,,4075 LINGLESTOWN RD,PMB 119,HARRISBURG,PA,17112,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00510164,,H2PA04135,PERRY,SCOTT,,,,H,PA,10,  ,,,,,,,
SB23,C00053553,SB23.63,,,CCM,PETE STAUBER FOR CONGRESS,,,,,,23 W CENTRAL ENTRANCE,PMB #333,DULUTH,MN,55811,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00650697,,H8MN08043,STAUBER,PETER,ALLEN,,,H,MN,08,  ,,,,,,,
SB23,C00053553,SB23.65,,,CCM,RICK W. ALLEN FOR CONGRESS,,,,,,PO BOX 338,,AUGUSTA,GA,30903,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00504019,,H2GA12121,ALLEN,RICHARD,W,,,H,GA,12,  ,,,,,,,
SB23,C00053553,SB23.66,,,CCM,ROB WITTMAN FOR CONGRESS,,,,,,PO BOX 427,,ALEXANDRIA,VA,22313,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00441014,,H8VA01147,WITTMAN,ROBERT,J,MR,,H,VA,01,  ,,,,,,,
SB23,C00053553,SB23.02,,,CCM,ROBERT ADERHOLT FOR CONGRESS,,,,,,PO BOX 1158,,HALEYVILLE,AL,35565,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00313247,,H6AL04098,ADERHOLT,ROBERT,B,REP,,H,AL,04,  ,,,,,,,
SB23,C00053553,SB23.88,,,CCM,ROGER WILLIAMS FOR U S CONGRESS COMMITTEE,,,,,,10 N CADDO ST,PMB #174,CLEBURNE,TX,76031,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00498121,,H2TX33040,WILLIAMS,ROGER,,,,H,TX,25,  ,,,,,,,
SB23,C00053553,SB23.28,,,CCM,RON ESTES FOR CONGRESS,,,,,,PO BOX 782952,,WICHITA,KS,67278,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00632067,,H8KS04112,ESTES,RON,,,,H,KS,04,  ,,,,,,,
SB23,C00053553,SB23.69,,,CCM,SCOTT FITZGERALD FOR CONGRESS,,,,,,PO BOX 484,,OCONOMOWOC,WI,53066,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00720011,,H0WI05113,FITZGERALD,SCOTT,,,,H,WI,05,  ,,,,,,,
SB23,C00053553,SB23.19,,,CCM,SCOTT FRANKLIN FOR CONGRESS,,,,,,PO BOX 2811,,LAKELAND,FL,33806,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00742247,,H0FL15104,FRANKLIN,SCOTT,,MR,,H,FL,18,  ,,,,,,,
SB23,C00053553,SB23.79,,,CCM,SELF FOR CONGRESS,,,,,,550 NORTH CENTRAL EXPRESSWAY,#1920,MCKINNEY,TX,75070,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00791293,,H2TX03290,SELF,KEITH,ALAN,MR,,H,TX,03,  ,,,,,,,
SB23,C00053553,SB23.44,,,CCM,SMUCKER FOR CONGRESS,,,,,,824 S MILLEDGE AVE,STE 101,ATHENS,GA,30605,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00599464,,H6PA16320,SMUCKER,LLOYD,K,,,H,PA,11,  ,,,,,,,
SB23,C00053553,SB23.51,,,CCM,"STEIL FOR WISCONSIN, INC.",,,,,,1818 MILTON AVE,#1448,JANESVILLE,WI,53545,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00677286,,H8WI01156,STEIL,BRYAN,GEORGE,,,H,WI,01,  ,,,,,,,
SB23,C00053553,SB23.82,,,CCM,TEXANS FOR MORGAN LUTTRELL,,,,,,PO BOX 1245,,MAGNOLIA,TX,77353,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00781112,,H2TX08182,LUTTRELL,MORGAN,JOE,,,H,TX,08,  ,,,,,,,
SB23,C00053553,SB23.85,,,CCM,TEXANS FOR RONNY JACKSON,,,,,,PO BOX 53058,,AMARILLO,TX,79159,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00730531,,H0TX13228,JACKSON,RONNY,LYNN,,,H,TX,13,  ,,,,,,,
SB23,C00053553,SB23.87,,,CCM,TEXANS FOR JODEY ARRINGTON,,,,,,PO BOX 6687,,LUBBOCK,TX,79493,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00588657,,H6TX19099,ARRINGTON,JODEY,,,,H,TX,19,  ,,,,,,,
SB23,C00053553,SB23.40,,,CCM,VAN DREW FOR CONGRESS,,,,,,PO BOX 671,,CAPE MAY COURT HOUSE,NJ,08210,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00661868,,H8NJ02166,VAN DREW,JEFF,,MR,,H,NJ,02,  ,,,,,,,
