form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00698894,B-388507,,,ORG,Integrated Solutions Political,,,,,,4142 Adams Avenue,,San Diego,CA,92116,,,2023-10-03,600.00,,Software,001,,,,,,,,,,,,,,,,,,,
SB21B,C00698894,B-388435,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70113,,,2023-10-09,204.19,,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00698894,B-388441,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70113,,,2023-10-16,113.73,,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00698894,B-388448,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70113,,,2023-10-30,74.85,,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00698894,B-388506,,,ORG,Integrated Solutions Political,,,,,,4142 Adams Avenue,,San Diego,CA,92116,,,2023-11-02,600.00,,Software,001,,,,,,,,,,,,,,,,,,,
SB21B,C00698894,B-388452,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70113,,,2023-11-06,33.50,,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00698894,B-388464,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70113,,,2023-11-13,71.68,,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00698894,B-388466,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70113,,,2023-11-20,34.80,,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00698894,B-388486,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70113,,,2023-12-04,437.16,,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00698894,B-388505,,,ORG,Integrated Solutions Political,,,,,,4142 Adams Avenue,,San Diego,CA,92116,,,2023-12-04,600.00,,Software,001,,,,,,,,,,,,,,,,,,,
SB21B,C00698894,B-388488,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70113,,,2023-12-11,25.08,,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00698894,B-388493,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70113,,,2023-12-18,36.45,,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00698894,B-388496,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70113,,,2023-12-27,2.75,,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
