form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00864512,500078405,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-05-05,4031.94,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078407,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-05-06,1270.52,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078408,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-05-07,1377.47,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078410,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-05-08,1269.80,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078411,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-05-09,1194.12,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078412,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-05-10,159.71,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078413,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-05-12,5061.09,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078415,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-05-13,1307.98,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078416,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-05-14,1354.54,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078417,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-05-15,224.94,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078418,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-05-19,285.55,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078420,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-06-09,1177.69,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078421,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-06-16,408.17,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078422,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-06-23,307.43,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078423,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-06-30,718.90,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500071209,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2024-04-26,818.50,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500071200,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2024-04-30,61.60,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078506,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2024-05-02,5.50,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078507,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2024-05-10,12.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078509,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2024-05-24,881.40,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078510,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2024-06-28,683.05,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078424,,,ORG,Authorize.Net,,,,,,808 E Utah Valley Dr,,American Fork,UT,840039707,,,2024-05-02,21.00,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078425,,,ORG,Authorize.Net,,,,,,808 E Utah Valley Dr,,American Fork,UT,840039707,,,2024-05-02,26.50,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078426,,,ORG,Authorize.Net,,,,,,808 E Utah Valley Dr,,American Fork,UT,840039707,,,2024-05-03,156.77,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078427,,,ORG,Authorize.Net,,,,,,808 E Utah Valley Dr,,American Fork,UT,840039707,,,2024-06-04,18.40,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078562,,,ORG,Baltimore's Premier Event Solutions,,,,,,7008 Golden Ring Rd,,Rosedale,MD,212373076,,,2024-05-15,792.72,0.00,Campaign Event Supplies,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500071214,,,IND,,Black,Don,,,,855 W Madison St,,Chicago,IL,606073137,,,2024-04-26,2000.00,0.00,General Strategy Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500071208,,,ORG,Bumperactive.Com,,,,,,5907 Burnet Rd,,Austin,TX,787573224,,,2024-04-25,68.34,0.00,Online Store Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078428,,,ORG,Bumperactive.Com,,,,,,5907 Burnet Rd,,Austin,TX,787573224,,,2024-05-07,68.33,0.00,Online Store Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078484,,,ORG,Bumperactive.Com,,,,,,5907 Burnet Rd,,Austin,TX,787573224,,,2024-05-07,52.82,0.00,Online Store Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078372,,,ORG,Bumperactive.Com,,,,,,5907 Burnet Rd,,Austin,TX,787573224,,,2024-05-17,2416.59,0.00,Online Store Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078375,,,ORG,Bumperactive.Com,,,,,,5907 Burnet Rd,,Austin,TX,787573224,,,2024-05-17,850.00,0.00,Online Store Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078376,,,ORG,Bumperactive.Com,,,,,,5907 Burnet Rd,,Austin,TX,787573224,,,2024-05-17,4380.94,0.00,Online Store Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078429,,,ORG,Bumperactive.Com,,,,,,5907 Burnet Rd,,Austin,TX,787573224,,,2024-05-21,1215.23,0.00,Online Store Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500071203,,,ORG,Buying Time LLC,,,,,,PO Box 318,,Crownsville,MD,210320318,,,2024-04-25,286902.00,0.00,Television Advertising Buy,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500076611,,,ORG,Buying Time LLC,,,,,,PO Box 318,,Crownsville,MD,210320318,,,2024-05-03,275702.00,0.00,Television Advertising Buy,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500071204,,,ORG,CarterQue BBQ & Grilling Co.,,,,,,1310 S Main St,,Mount Airy,MD,217715329,,,2024-04-25,260.00,0.00,Catering,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078515,,,ORG,Common Cents Consulting LLC,,,,,,PO Box 26430,,Tempe,AZ,852856430,,,2024-05-07,3300.00,0.00,Compliance Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078517,,,ORG,Common Cents Consulting LLC,,,,,,PO Box 26430,,Tempe,AZ,852856430,,,2024-05-10,3300.00,0.00,Compliance Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078397,,,ORG,Deliver Strategies,,,,,,PO Box 100970,,Arlington,VA,222103970,,,2024-05-01,3976.00,0.00,Direct Mail Production,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078398,,,ORG,Deliver Strategies,,,,,,PO Box 100970,,Arlington,VA,222103970,,,2024-05-10,50226.85,0.00,Direct Mail Production,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078381,,,IND,,Doggett,Taylor,,,,1550 7Th St NW,Apt 616,Washington,DC,200013272,,,2024-05-10,300.00,0.00,Healthcare Stipend,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078392,,,IND,,Doggett,Taylor,,,,1550 7Th St NW,Apt 616,Washington,DC,200013272,,,2024-05-10,50.87,0.00,Travel Reimbursement,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078485,,,IND,,Doggett,Taylor,,,,1550 7Th St NW,Apt 616,Washington,DC,200013272,,,2024-05-10,211.26,0.00,Travel Reimbursement,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078382,,,IND,,Doggett,Taylor,,,,1550 7Th St NW,Apt 616,Washington,DC,200013272,,,2024-05-16,600.00,0.00,Healthcare Stipend,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078393,,,IND,,Doggett,Taylor,,,,1550 7Th St NW,Apt 616,Washington,DC,200013272,,,2024-05-21,865.06,0.00,Reimbursement - see itemized detail,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500081356,500078393,SB21B,ORG,ExxonMobil,,,,,,22777 Springwoods Village Pkwy,,Spring,TX,773891425,,,2024-05-21,24.70,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00864512,500081358,500078393,SB21B,ORG,Merriweather Lakehouse,,,,,,10209 Wincopin Cir,,Columbia,MD,210443408,,,2024-05-21,675.74,0.00,Lodging,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00864512,500078448,,,IND,,Dunn,Harry,,,,PO Box 1449,,Columbia,MD,210440449,,,2024-05-10,121.91,0.00,Travel Reimbursement,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078529,,,IND,,Dunn,Harry,,,,PO Box 1449,,Columbia,MD,210440449,,,2024-05-10,202.41,0.00,Travel Reimbursement,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078447,,,IND,,Dunn,Harry,,,,PO Box 1449,,Columbia,MD,210440449,,,2024-05-21,50.20,0.00,Travel Reimbursement,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078488,,,IND,,Dunn,Harry,,,,PO Box 1449,,Columbia,MD,210440449,,,2024-05-21,298.86,0.00,Travel Reimbursement,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078430,,,ORG,First Data,,,,,,PO Box 2025,,Englewood,CO,801502025,,,2024-05-10,151.04,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078431,,,ORG,First Data,,,,,,PO Box 2025,,Englewood,CO,801502025,,,2024-06-03,42.29,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078432,,,ORG,First Data,,,,,,PO Box 2025,,Englewood,CO,801502025,,,2024-06-14,198.79,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078386,,,IND,,Gardiner,Theo,,,,1550 7Th St NW,Apt 314,Washington,DC,200013263,,,2024-05-10,300.00,0.00,Healthcare Stipend,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078444,,,IND,,Gardiner,Theo,,,,1550 7Th St NW,Apt 314,Washington,DC,200013263,,,2024-05-10,15.00,0.00,Travel Reimbursement,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078478,,,IND,,Gardiner,Theo,,,,1550 7Th St NW,Apt 314,Washington,DC,200013263,,,2024-05-10,248.27,0.00,Travel Reimbursement,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078532,,,IND,,Gardiner,Theo,,,,1550 7Th St NW,Apt 314,Washington,DC,200013263,,,2024-05-10,18.06,0.00,Travel Reimbursement,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078387,,,IND,,Gardiner,Theo,,,,1550 7Th St NW,Apt 314,Washington,DC,200013263,,,2024-05-16,600.00,0.00,Healthcare Stipend,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078482,,,IND,,Gardiner,Theo,,,,1550 7Th St NW,Apt 314,Washington,DC,200013263,,,2024-05-21,74.95,0.00,Travel Reimbursement,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078533,,,IND,,Gardiner,Theo,,,,1550 7Th St NW,Apt 314,Washington,DC,200013263,,,2024-05-21,34.66,0.00,Travel Reimbursement,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,3175827I,3175827,SA11C,PAC,Get Out The Vote PAC,,,,,,PO Box 33079,,Alexandria,VA,22303,P2024,,2024-05-14,5000.00,0.00,Phone Banking,,C00839407,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00864512,500078522,,,ORG,Google Inc,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-05-02,12.57,0.00,Software Rental,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078524,,,ORG,Google Inc,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-05-02,183.84,0.00,Software Rental,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078525,,,ORG,Google Inc,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-06-03,12.57,0.00,Software Rental,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078526,,,ORG,Google Inc,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-06-03,187.20,0.00,Software Rental,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500076613,,,ORG,Grassroots Analytics Inc,,,,,,806 7Th St NW,Ste 3,Washington,DC,200013868,,,2024-05-08,100000.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500076614,,,ORG,Grassroots Analytics Inc,,,,,,806 7Th St NW,Ste 3,Washington,DC,200013868,,,2024-05-08,100000.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500076615,,,ORG,Grassroots Analytics Inc,,,,,,806 7Th St NW,Ste 3,Washington,DC,200013868,,,2024-05-08,50000.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500076616,,,ORG,Grassroots Analytics Inc,,,,,,806 7Th St NW,Ste 3,Washington,DC,200013868,,,2024-05-15,100000.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500076617,,,ORG,Grassroots Analytics Inc,,,,,,806 7Th St NW,Ste 3,Washington,DC,200013868,,,2024-05-15,69372.93,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500071353,,,ORG,Gusto,,,,,,525 20Th St,,San Francisco,CA,941074345,,,2024-04-30,6597.32,0.00,Payroll Taxes,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500071357,,,ORG,Gusto,,,,,,525 20Th St,,San Francisco,CA,941074345,,,2024-04-30,14672.76,0.00,Payroll - see memo entries,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500071364,500071357,SB21B,IND,,Cronin,Scott,,,,10624 BALTIMORE NATIONAL Pike,,Ellicott City,MD,21042,,,2024-04-30,1539.61,0.00,Salary,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00864512,500071363,500071357,SB21B,IND,,Doggett,Taylor,,,,1550 7Th St NW,Apt 616,Washington,DC,200013272,,,2024-04-30,2910.96,0.00,Salary,,,,,,,,,,,,,,,,,,,X,* Salary
SB21B,C00864512,500071361,500071357,SB21B,IND,,Dunn,Harry,,,,PO Box 1449,,Columbia,MD,210440449,,,2024-04-30,2618.12,0.00,Salary,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00864512,500071362,500071357,SB21B,IND,,Gardiner,Theo,,,,1550 7Th St NW,Apt 314,Washington,DC,200013263,,,2024-04-30,1587.67,0.00,Salary,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00864512,500071358,500071357,SB21B,IND,,Reynolds,Jackson,,,,320 Florida Ave NE,,Washington,DC,200025494,,,2024-04-30,1463.98,0.00,Salary,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00864512,500071359,500071357,SB21B,IND,,Ronk,Cassie,,,,119 Church St,,Woodbridge,NJ,070953118,,,2024-04-30,2248.33,0.00,Salary,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00864512,500071360,500071357,SB21B,IND,,Zito,Allison,,,,1500 Detwiler Dr,,York,PA,174041280,,,2024-04-30,2304.09,0.00,Salary,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00864512,500078534,,,ORG,Gusto,,,,,,525 20Th St,,San Francisco,CA,941074345,,,2024-05-02,176.13,0.00,Payroll Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078536,,,ORG,Gusto,,,,,,525 20Th St,,San Francisco,CA,941074345,,,2024-05-15,6597.32,0.00,Payroll Taxes,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078543,,,ORG,Gusto,,,,,,525 20Th St,,San Francisco,CA,941074345,,,2024-05-15,14672.76,0.00,Payroll - see memo entries,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078552,500078543,SB21B,IND,,Cronin,Scott,,,,10624 BALTIMORE NATIONAL Pike,,Ellicott City,MD,21042,,,2024-05-15,1539.61,0.00,Salary,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00864512,500078553,500078543,SB21B,IND,,Doggett,Taylor,,,,1550 7Th St NW,Apt 616,Washington,DC,200013272,,,2024-05-15,2910.96,0.00,Salary,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00864512,500078554,500078543,SB21B,IND,,Dunn,Harry,Lee,,,5804 Cloverleaf Ave,,Clinton,MD,207351311,,,2024-05-15,2618.12,0.00,Salary,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00864512,500078555,500078543,SB21B,IND,,Gardiner,Theo,,,,1550 7Th St NW,Apt 314,Washington,DC,200013263,,,2024-05-15,1587.67,0.00,Salary,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00864512,500078556,500078543,SB21B,IND,,Reynolds,Jackson,,,,320 Florida Ave NE,,Washington,DC,200025494,,,2024-05-15,1463.98,0.00,Salary,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00864512,500078557,500078543,SB21B,IND,,Ronk,Cassie,,,,119 Church St,,Woodbridge,NJ,070953118,,,2024-05-15,2248.33,0.00,Salary,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00864512,500078558,500078543,SB21B,IND,,Zito,Allison,,,,1500 Detwiler Dr,,York,PA,174041280,,,2024-05-15,2304.09,0.00,Salary,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00864512,500078537,,,ORG,Gusto,,,,,,525 20Th St,,San Francisco,CA,941074345,,,2024-05-20,22130.24,0.00,Payroll Taxes,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078544,,,ORG,Gusto,,,,,,525 20Th St,,San Francisco,CA,941074345,,,2024-05-20,34430.02,0.00,Payroll - see memo entries,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078545,500078544,SB21B,IND,,Cronin,Scott,,,,10624 BALTIMORE NATIONAL Pike,,Ellicott City,MD,21042,,,2024-05-20,4062.84,0.00,Salary,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00864512,500078546,500078544,SB21B,IND,,Doggett,Taylor,,,,1550 7Th St NW,Apt 616,Washington,DC,200013272,,,2024-05-20,7397.30,0.00,Salary,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00864512,500078547,500078544,SB21B,IND,,Dunn,Harry,Lee,,,5804 Cloverleaf Ave,,Clinton,MD,207351311,,,2024-05-20,3069.85,0.00,Salary,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00864512,500078548,500078544,SB21B,IND,,Gardiner,Theo,,,,1550 7Th St NW,Apt 314,Washington,DC,200013263,,,2024-05-20,4108.90,0.00,Salary,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00864512,500078549,500078544,SB21B,IND,,Reynolds,Jackson,,,,320 Florida Ave NE,,Washington,DC,200025494,,,2024-05-20,3721.65,0.00,Salary,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00864512,500078550,500078544,SB21B,IND,,Ronk,Cassie,,,,119 Church St,,Woodbridge,NJ,070953118,,,2024-05-20,5906.18,0.00,Salary,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00864512,500078551,500078544,SB21B,IND,,Zito,Allison,,,,1500 Detwiler Dr,,York,PA,174041280,,,2024-05-20,6163.30,0.00,Salary,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00864512,500078535,,,ORG,Gusto,,,,,,525 20Th St,,San Francisco,CA,941074345,,,2024-06-04,176.13,0.00,Payroll Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078538,,,ORG,Gusto,,,,,,525 20Th St,,San Francisco,CA,941074345,,,2024-06-28,11122.77,0.00,Payroll Taxes,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078540,,,ORG,Gusto,,,,,,525 20Th St,,San Francisco,CA,941074345,,,2024-06-28,16030.87,0.00,Payroll - see memo entries,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078539,500078540,SB21B,IND,,Chase,David,,,,429 Quincy St NW,Unit 2,Washington,DC,200116013,,,2024-06-28,4404.79,0.00,Salary,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00864512,500078541,500078540,SB21B,IND,,Doggett,Taylor,,,,1550 7Th St NW,Apt 616,Washington,DC,200013272,,,2024-06-28,5214.98,0.00,Salary,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00864512,500078542,500078540,SB21B,IND,,Dunn,Harry,,,,PO Box 1449,,Columbia,MD,210440449,,,2024-06-28,6411.10,0.00,Salary - Made from funds received after conversion,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00864512,500078390,,,IND,,Harvey,Dylan,,,,12217 Shadetree Ln,,Laurel,MD,207082814,,,2024-05-15,250.00,0.00,General Strategy Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078495,,,ORG,Hyatt Regency,,,,,,7400 Wisconsin Ave,,Bethesda,MD,208143766,,,2024-06-17,13.02,0.00,Meals,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078474,,,ORG,Hyatt Regency,,,,,,7400 Wisconsin Ave,,Bethesda,MD,208143766,,,2024-06-20,306.54,0.00,Lodging,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,3645745I,3645745,SA11AI,IND,,Klink,Ronald,,,,3410 Lashan Dr,,Murrysville,PA,156689480,,,2024-04-30,287.59,0.00,Event Catering,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00864512,500078518,,,ORG,Libra Labs,,,,,,6800 Montour Dr,,Falls Church,VA,220431744,,,2024-05-07,650.00,0.00,Software Rental,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078496,,,ORG,Liftoff Campaigns LLC,,,,,,403 E Melbourne Ave,,Silver Spring,MD,209013627,,,2024-05-01,50000.00,0.00,Text Messaging & Advertising,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500076618,,,ORG,Liftoff Campaigns LLC,,,,,,403 E Melbourne Ave,,Silver Spring,MD,209013627,,,2024-05-21,19144.96,0.00,Text Messaging & Advertising,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078503,,,ORG,Liftoff Campaigns LLC,,,,,,403 E Melbourne Ave,,Silver Spring,MD,209013627,,,2024-06-05,20000.00,0.00,Text Messaging & Advertising,,,,,,,,,,,,,,,,,,,,
