form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00424382,SB23.39070,,,CAN,,PASCRELL,WILLIAM J. HON. JR.,,,,PO BOX 100,,TEANECK,NJ,07666,P2024,,2023-12-12,1000.00,,Political Contribution,011,C00313510,PASCRELL FOR CONGRESS,,,,,,,H,NJ,09,,,,,,,,
SB23,C00424382,SB23.39041,,,CAN,,QUIGLEY,MIKE,,,,1025 W. ADDISON STREET,APT 515,CHICAGO,IL,60613,P2024,,2023-09-14,1000.00,,Political Contribution,011,C00457556,QUIGLEY FOR CONGRESS,,,,,,,H,IL,05,,,,,,,,
SB23,C00424382,SB23.39059,,,CCM,REPUBLICAN SENATE CAMPAIGN COMMITTEE (RSCC),,,,,,4679 WINTERSET DRIVE,,COLUMBUS,OH,43220,,,2023-11-30,15000.00,,Political Contribution,,C30002026,,,,,,,,,,,,,,,,,,
SB23,C00424382,SB23.39066,,,CAN,,RICKETTS,PETE,,,,1327 H STREET,STE 101,LINCOLN,NE,68508,P2024,,2023-12-04,2000.00,,Political Contribution,011,C00832436,PETE RICKETTS FOR SENATE,,,,,,,S,NE,00,,,,,,,,
SB23,C00424382,SB23.39035,,,CAN,,SCHMITT,ERIC,,,,"101 W ARGONNE DR, #24",,SAINT LOUIS,MO,63122,P2028,,2023-08-17,2000.00,,Political Contribution,011,C00775015,SCHMITT FOR SENATE,,,,,,,S,MO,00,,,,,,,,
SB23,C00424382,SB23.39069,,,CAN,,SMITH,ADRIAN,,,,3321 AVENUE I,,SCOTTSBLUFF,NE,69361,P2024,,2023-12-11,1000.00,,Political Contribution,011,C00412890,ADRIAN SMITH FOR CONGRESS,,,,,,,H,NE,03,,,,,,,,
SB23,C00424382,SB23.39053,,,CAN,,SMITH,JASON,,,,PO BOX 1324,,CAPE GIRARDEAU,MO,63702,P2024,,2023-11-27,1500.00,,Political Contribution,011,C00541862,JASON SMITH FOR CONGRESS,,,,,,,H,MO,08,,,,,,,,
SB23,C00424382,SB23.39064,,,CAN,,TIFFANY,TOM,,,,9463 BACKWOODS LANE,,MINOCQUA,WI,54548,P2024,,2023-11-30,1000.00,,Political Contribution,011,C00718635,"TIFFANY FOR WISCONSIN, INC.",,,,,,,H,WI,07,,,,,,,,
SB23,C00424382,SB23.39029,,,CAN,,WAGNER,ANN L.,L,,,PO BOX 50,,BALLWIN,MO,63022,P2024,,2023-07-21,1000.00,,Political Contribution,011,C00495846,ANN WAGNER FOR CONGRESS,,,,,,,H,MO,02,,,,,,,,
SB23,C00424382,SB23.39036,,,CAN,,WAGNER,ANN L.,L,,,PO BOX 50,,BALLWIN,MO,63022,P2024,,2023-09-05,1000.00,,Political Contribution,011,C00495846,ANN WAGNER FOR CONGRESS,,,,,,,H,MO,02,,,,,,,,
SB23,C00424382,SB23.39046,,,CAN,,WALBERG,TIMOTHY L. HON.,,,,6769 TEACHOUT ROAD,,TIPTON,MI,49287,P1000,,2023-09-26,1000.00,,Political Contribution,011,C00390724,WALBERG FOR CONGRESS,,,,,,,H,MI,07,,,,,,,,
SB23,C00424382,SB23.39045,,,CAN,,WICKER,ROGER SEN.,,,,521 MAGNOLIA DRIVE,,TUPELO,MS,38804,P2024,,2023-09-14,2500.00,,Political Contribution,,C00443218,WICKER FOR SENATE,,,,,,,S,MS,00,,,,,,,,
