form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00480863,413012335A1C77E8174,,,CCM,Ann Wagner For Congress,,,,,,PO Box 50,,Ballwin,MO,63022,P2024,,2023-06-20,-2000.00,,Uncashed 5/31/2023 Contribution,011,C00495846,,H2MO02102,Wagner,Ann,Louise,,,H,MO,02,,,,,,,,
SB23,C00480863,85A4E31C83BF7839818,,,CCM,Kansans For Laturner,,,,,,PO Box 67237,,Topeka,KS,66667,P2024,,2023-06-16,1000.00,,2024 Primary,011,C00718346,,H0KS02188,LaTurner,Jacob,,,,H,KS,02,,,,,,,,
SB23,C00480863,91D05706DA9012688C4,,,CCM,Kay Granger Campaign Fund,,,,,,1701 River Run,Ste 308,Fort Worth,TX,761076547,P2024,,2023-06-16,5000.00,,2024 Primary,011,C00310532,,H6TX12060,Granger,Kay,,,,H,TX,12,,,,,,,,
SB23,C00480863,4E0BDE55D1E1ABC2BD7,,,CCM,Ken Calvert For Congress Committee,,,,,,PO Box 2438,,Corona,CA,92878,P2024,,2023-06-16,2500.00,,2024 Primary,011,C00257337,,H2CA37023,Calvert,Kenneth,S.,,,H,CA,41,,,,,,,,
SB23,C00480863,6375A2EA0187F9C8443,,,CCM,Lance Gooden For Congress Committee,,,,,,PO Box 2125,,Terrell,TX,75160,P2024,,2023-06-16,1000.00,,2024 Primary,011,C00662601,,H8TX05144,Gooden,Lance,,,,H,TX,05,,,,,,,,
SB23,C00480863,61C5AB9230CE29A3B08,,,CCM,Mario Diaz-Balart For Congress,,,,,,8724 SW 72nd St,# 420,Miami,FL,331733512,P2024,,2023-06-16,2500.00,,2024 Primary,011,C00376087,,H2FL25018,Diaz-Balart,Mario,Rafael,,,H,FL,26,,,,,,,,
SB23,C00480863,3F610046A36DE7358DF,,,CCM,Marsha For Senate,,,,,,PO Box 3750,,Brentwood,TN,37024,P2024,,2023-06-16,2500.00,,2024 Primary,011,C00376939,,S8TN00337,Blackburn,Marsha,Wedgeworth,,,S,TN,,,,,,,,,
SB23,C00480863,DA8770B48AD4A68DE69,,,CCM,Mike Johnson For Louisiana,,,,,,3337 N Hullen St,Ste 301,Metairie,LA,70002,P2024,,2023-06-16,2500.00,,2024 Primary,011,C00608695,,H6LA04138,Johnson,Mike,,,,H,LA,04,,,,,,,,
SB23,C00480863,95EAA16FD00D87E53D9,,,CCM,Mike Rogers For Congress,,,,,,123 E 13th St,,Anniston,AL,36201,P2024,,2023-06-16,5000.00,,2024 Primary,011,C00367862,,H2AL03032,Rogers,Michael,Dennis,,,H,AL,03,,,,,,,,
SB23,C00480863,V96D80FDFFFB7C97EC55,,,ORG,"National Shooting Sports Foundation, Inc.",,,,,,11 Mile Hill Rd,,Newtown,CT,064702328,P2024,,2023-06-05,92.16,,In-kind: Fundraising event expense,011,C00559393,Dan Newhouse For Congress,H4WA04104,Newhouse,Daniel,Milton,,,H,WA,04,,,,,,,,In-Kind
SB23,C00480863,V9968AE7405806075D1F,,,ORG,"National Shooting Sports Foundation, Inc.",,,,,,11 Mile Hill Rd,,Newtown,CT,064702328,P2024,,2023-06-05,92.16,,In-kind: Fundraising event expense,011,C00561530,Moolenaar For Congress,H4MI04126,Moolenaar,John,,,,H,MI,02,,,,,,,,In-Kind
SB23,C00480863,V9D15309DAB070630FD2,,,ORG,"National Shooting Sports Foundation, Inc.",,,,,,11 Mile Hill Rd,,Newtown,CT,064702328,P2024,,2023-06-12,92.16,,In-kind: Fundraising event expense,011,C00725465,Cliff Bentz For Congress,H0OR02127,Bentz,Cliff,S.,,,H,OR,02,,,,,,,,In-Kind
SB23,C00480863,V19863DE09FB3AAC0E90,,,ORG,"National Shooting Sports Foundation, Inc.",,,,,,11 Mile Hill Rd,,Newtown,CT,064702328,P2024,,2023-06-12,139.00,,In-kind: Fundraising event expense,011,C00770438,Jake Ellzey For Congress,H8TX06266,Ellzey,Jake,K.,,,H,TX,06,,,,,,,,In-Kind
SB23,C00480863,V56607CA9CAED857C877,,,ORG,"National Shooting Sports Foundation, Inc.",,,,,,11 Mile Hill Rd,,Newtown,CT,064702328,P2024,,2023-06-12,92.16,,In-kind: Fundraising event expense,011,C00770438,Jake Ellzey For Congress,H8TX06266,Ellzey,Jake,K.,,,H,TX,06,,,,,,,,In-Kind
SB23,C00480863,V92A71FC52D52044045D,,,ORG,"National Shooting Sports Foundation, Inc.",,,,,,11 Mile Hill Rd,,Newtown,CT,064702328,P2024,,2023-06-12,139.00,,In-kind: Fundraising event expense,011,C00725465,Cliff Bentz For Congress,H0OR02127,Bentz,Cliff,S.,,,H,OR,02,,,,,,,,In-Kind
SB23,C00480863,V516A41DBAF82E5C020F,,,ORG,"National Shooting Sports Foundation, Inc.",,,,,,11 Mile Hill Rd,,Newtown,CT,064702328,P2024,,2023-06-20,134.32,,In-kind: Fundraising event expense,011,C00390724,Walberg For Congress,H4MI07103,Walberg,Timothy,L.,,,H,MI,05,,,,,,,,In-Kind
SB23,C00480863,DCD76FE8F5107528E2A,,,CCM,Pete Ricketts For Senate,,,,,,1327 H St,Ste 101,Lincoln,NE,68508,P2024,,2023-06-16,2500.00,,2024 Primary,011,C00832436,,S4NE00173,Ricketts,Pete,,,,S,NE,,,,,,,,,
SB23,C00480863,16576F3ADDAAF69F27B,,,CCM,Pete Ricketts For Senate,,,,,,1327 H St,Ste 101,Lincoln,NE,68508,G2024,,2023-06-16,2500.00,,2024 General,011,C00832436,,S4NE00173,Ricketts,Pete,,,,S,NE,,,,,,,,,
SB23,C00480863,V96C8BEB69457729F29C,,,ORG,Prince George's Trap & Skeet Center,,,,,,10400 Good Luck Road,,Glenn Dale,MD,20769,P2024,,2023-06-05,2355.00,,In-kind: Fundraising event expense,011,C00559393,Dan Newhouse For Congress,H4WA04104,Newhouse,Daniel,Milton,,,H,WA,04,,,,,,,,In-Kind
SB23,C00480863,V6715C65E51D13477962,,,ORG,Prince George's Trap & Skeet Center,,,,,,10400 Good Luck Road,,Glenn Dale,MD,20769,P2024,,2023-06-05,2333.00,,In-kind: Fundraising event expense,011,C00561530,Moolenaar For Congress,H4MI04126,Moolenaar,John,,,,H,MI,02,,,,,,,,In-Kind
SB23,C00480863,V911B42FB3056C8E5EBB,,,ORG,Prince George's Trap & Skeet Center,,,,,,10400 Good Luck Road,,Glenn Dale,MD,20769,P2024,,2023-06-12,3133.00,,In-kind: Fundraising event expense,011,C00770438,Jake Ellzey For Congress,H8TX06266,Ellzey,Jake,K.,,,H,TX,06,,,,,,,,In-Kind
SB23,C00480863,V1B2A3417CD16F0489E5,,,ORG,Prince George's Trap & Skeet Center,,,,,,10400 Good Luck Road,,Glenn Dale,MD,20769,P2024,,2023-06-12,2028.00,,In-kind: Fundraising event expense,011,C00725465,Cliff Bentz For Congress,H0OR02127,Bentz,Cliff,S.,,,H,OR,02,,,,,,,,In-Kind
SB23,C00480863,V64BB7233D78C19AB65E,,,ORG,Prince George's Trap & Skeet Center,,,,,,10400 Good Luck Road,,Glenn Dale,MD,20769,P2024,,2023-06-20,1850.00,,In-kind: Fundraising event expense,011,C00390724,Walberg For Congress,H4MI07103,Walberg,Timothy,L.,,,H,MI,05,,,,,,,,In-Kind
SB23,C00480863,V0EC5C1358003EC57A63,,,ORG,"Shooting Star Shotgun Sports, LLC",,,,,,10400 Good Luck Rd,,Glenn Dale,MD,20769,P2024,,2023-06-05,150.00,,In-kind: Fundraising event expense,011,C00559393,Dan Newhouse For Congress,H4WA04104,Newhouse,Daniel,Milton,,,H,WA,04,,,,,,,,In-Kind
SB23,C00480863,VEC9CB4F3A250597F429,,,ORG,"Shooting Star Shotgun Sports, LLC",,,,,,10400 Good Luck Rd,,Glenn Dale,MD,20769,P2024,,2023-06-05,150.00,,In-kind: Fundraising event expense,011,C00561530,Moolenaar For Congress,H4MI04126,Moolenaar,John,,,,H,MI,02,,,,,,,,In-Kind
SB23,C00480863,VD1B10C3A1599F01C8F8,,,ORG,"Shooting Star Shotgun Sports, LLC",,,,,,10400 Good Luck Rd,,Glenn Dale,MD,20769,P2024,,2023-06-12,100.00,,In-kind: Fundraising event expense,011,C00725465,Cliff Bentz For Congress,H0OR02127,Bentz,Cliff,S.,,,H,OR,02,,,,,,,,In-Kind
SB23,C00480863,V0F69E8188899485A626,,,ORG,"Shooting Star Shotgun Sports, LLC",,,,,,10400 Good Luck Rd,,Glenn Dale,MD,20769,P2024,,2023-06-12,200.00,,In-kind: Fundraising event expense,011,C00770438,Jake Ellzey For Congress,H8TX06266,Ellzey,Jake,K.,,,H,TX,06,,,,,,,,In-Kind
SB23,C00480863,VD36AA12594BA808A5BD,,,ORG,"Shooting Star Shotgun Sports, LLC",,,,,,10400 Good Luck Rd,,Glenn Dale,MD,20769,P2024,,2023-06-20,100.00,,In-kind: Fundraising event expense,011,C00390724,Walberg For Congress,H4MI07103,Walberg,Timothy,L.,,,H,MI,05,,,,,,,,In-Kind
SB23,C00480863,3E00ED1F1ED6AC0EB08,,,CCM,Simpson For Congress,,,,,,1487 Parkway Dr,,Blackfoot,ID,832211667,P2024,,2023-06-16,2500.00,,2024 Primary,011,C00331397,,H8ID02064,Simpson,Michael,Keith,,,H,ID,02,,,,,,,,
SB23,C00480863,C34BCB65CB7F14812EB,,,CCM,Ted Cruz For Senate,,,,,,PO Box 25376,,Houston,TX,77265,P2024,,2023-06-16,1500.00,,2024 Primary,011,C00492785,,S2TX00312,Cruz,Ted,E.,,,S,TX,,,,,,,,,
SB23,C00480863,4E9723F092B9DC59EB2,,,CCM,Wicker For Senate,,,,,,PO Box 64,,Jackson,MS,392050064,P2024,,2023-06-16,2500.00,,2024 Primary,011,C00443218,,S8MS00196,Wicker,Roger,Frederick,,,S,MS,,,,,,,,,
SB23,C00480863,5CE845ACA3E1395F413,,,CCM,William Timmons For Congress,,,,,,PO Box 3416,,Greenville,SC,29602,P2024,,2023-06-20,-2000.00,,Uncashed 5/9/2023 Contribution,011,C00668491,,H8SC04250,Timmons,William,R.,,IV,H,SC,04,,,,,,,,
