form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00450916,SB23.7649,,,CCM,"KUSTER FOR CONGRESS, INC",,,,,,PO BOX 1498,,CONCORD,NH,03302,P2024,,2024-01-08,2500.00,,Contribution,,C00462861,"KUSTER FOR CONGRESS, INC",H0NH02181,KUSTER,ANN MCLANE,,,,H,NH,02,,,,,,,,
SB23,C00450916,SB23.7643,,,CCM,KUSTOFF FOR CONGRESS,,,,,,PO BOX 58823,,NASHVILLE,TN,37205,P2024,,2024-01-08,2500.00,,Contribution,,C00614826,KUSTOFF FOR CONGRESS,H2TN07103,KUSTOFF,DAVID,,,,H,TN,08,,,,,,,,
SB23,C00450916,SB23.7648,,,CCM,LISA MURKOWSKI FOR US SENATE,,,,,,PO BOX 100847,,ANCHORAGE,AK,99510,P2028,,2024-01-08,3000.00,,Contribution,,C00384529,LISA MURKOWSKI FOR US SENATE,S4AK00099,MURKOWSKI,LISA,,,,S,AK,00,,,,,,,,
SB23,C00450916,SB23.7667,,,PTY,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,O2024,Annual,2024-01-19,15000.00,,Contribution,,C00027466,,,,,,,,,,,,,,,,,,
SB23,C00450916,SB23.7658,,,CCM,PALLONE FOR CONGRESS,,,,,,PO BOX 3176,,LONG BRANCH,NJ,07740,P2024,,2024-01-19,2500.00,,Contribution,,C00226928,PALLONE FOR CONGRESS,H8NJ03073,PALLONE,FRANK,,,Jr.,H,NJ,06,,,,,,,,
SB23,C00450916,SB23.7634,,,CCM,PETERS FOR MICHIGAN,,,,,,PO BOX 32072,,DETROIT,MI,48244,P2026,,2024-01-08,2500.00,,Contribution,,C00437889,PETERS FOR MICHIGAN,S4MI00355,PETERS,GARY,,,,S,MI,00,,,,,,,,
SB23,C00450916,SB23.7650,,,PAC,"POINT ACTION PAC, INC.",,,,,,PO BOX 420304,,ATLANTA,GA,30342,O2024,Annual,2024-01-09,1000.00,,Contribution,,C00738260,,,,,,,,,,,,,,,,,,
SB23,C00450916,SB23.7633,,,CCM,TAMMY BALDWIN FOR SENATE,,,,,,P.O. BOX 696,,MADISON,WI,53701,P2024,,2024-01-08,2500.00,,Contribution,,C00326801,TAMMY BALDWIN FOR SENATE,S2WI00219,BALDWIN,TAMMY,,,,S,WI,00,,,,,,,,
SB23,C00450916,SB23.7627,,,CCM,TORRES FOR CONGRESS,,,,,,PO BOX 580303,,BRONX,NY,10458,P2024,,2024-01-29,2500.00,,Contribution,,C00699744,TORRES FOR CONGRESS,H0NY15160,TORRES,RITCHIE JOHN,,,,H,NY,15,,,,,,,,
SB23,C00450916,SB23.7635,,,CCM,VALUE IN ELECTING WOMEN POLITICAL ACTION COMMITTEE,,,,,,228 S. WASHINGTON ST.,STE. 115,ALEXANDRIA,VA,22314,O2024,Annual,2024-01-08,5000.00,,Contribution,,C00327189,,,,,,,,,,,,,,,,,,
