form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00754051,B850797,,,ORG,Bank of Labor,,,,,,756 Minnesota Ave,,Kansas City,KS,66101,O2023,Not Applicable,2023-06-16,25.00,,Bank Service Charge,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B838554,,,ORG,UNITE HERE Local 26,,,,,,101 Station's Landing 4th Floor Ea,,Medford,MA,02155,O2023,Not Applicable,2023-01-12,790.56,,Staff Travel,011,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B846846,,,ORG,UNITE HERE Local 26,,,,,,101 Station's Landing 4th Floor Ea,,Medford,MA,02155,O2023,Not Applicable,2023-05-16,715.43,,Administrative Staff Salary & Expenses ,011,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B849531,,,ORG,ActBlue,,,,,,366 Summer Street,,Somerville,MA,02144,O2023,Not Applicable,2023-06-20,135.80,,Credit Card Processing Fee,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B850576,,,ORG,ActBlue,,,,,,366 Summer Street,,Somerville,MA,02144,O2023,Not Applicable,2023-06-26,73.16,,Credit Card Processing Fee,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B838570,,,ORG,Local 24 UNITE HERE,,,,,,300 River Place Drive Suite 2700,,Detroit,MI,48207,O2022,Not Applicable,2023-01-17,6373.11,,Staff Salary & Expenses,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B838525,,,ORG,UNITE HERE Local 17,,,,,,312 Central Avenue SE Rm. 444,,Minneapolis,MN,55414,O2023,Not Applicable,2023-01-12,7510.71,,Staff Salary & Expenses,011,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B838417,,,ORG,UNITE HERE Local 54,,,,,,1014 Atlantic Avenue,,Atlantic City,NJ,08401,O2023,Not Applicable,2023-01-05,16471.11,,Staff Salary & Expenses,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B846528,,,ORG,Aloft Mount Laurel,,,,,,558 Fellowship Road,,Mount Laurel,NJ,08054,O2023,Not Applicable,2023-05-11,16162.13,,Staff Lodging,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B846572,,,ORG,UNITE HERE Local 54,,,,,,1014 Atlantic Avenue,,Atlantic City,NJ,08401,O2023,Not Applicable,2023-05-13,9304.73,,Administrative Staff Salary & Expenses ,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B850476,,,ORG,UNITE HERE Local 54,,,,,,1014 Atlantic Avenue,,Atlantic City,NJ,08401,O2023,Not Applicable,2023-06-29,4830.12,,Staff Travel,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B838645,,,ORG,Culinary Workers' Union Local 226,,,,,,1630 South Commerce St.,,Las Vegas,NV,89102,O2023,Not Applicable,2023-01-17,224434.95,,Staff Salary & Expenses,011,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B838684,,,ORG,Culinary Workers' Union Local 226,,,,,,1630 South Commerce St.,,Las Vegas,NV,89102,O2023,Not Applicable,2023-01-17,4960.30,,Staff Travel,011,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B838723,,,ORG,Culinary Workers' Union Local 226,,,,,,1630 South Commerce St.,,Las Vegas,NV,89102,O2023,Not Applicable,2023-01-19,189496.67,,Travel and Expenses,011,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B839421,,,ORG,Stratosphere Casino Hotel & Tower,,,,,,2000 South Las Vegas Blvd.,,Las Vegas,NV,89104,O2022,Not Applicable,2023-02-02,1219.08,,Staff Lodging,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B839429,,,ORG,Hilton Garden Inn Reno,,,,,,9920 Double R Blvd,,Reno,NV,89521,O2023,Not Applicable,2023-02-02,809.82,,Staff Lodging,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B840276,,,ORG,Caesars Entertainment Inc.,,,,,,1 Caesars Palace Drive,,Las Vegas,NV,89109,O2023,Not Applicable,2023-02-14,36328.86,,Staff Lodging,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B838584,,,ORG,Hotel and Gaming Trades Council AFL-CIO,,,,,,709 Eighth Avenue,,New York,NY,10036,O2023,Not Applicable,2023-01-17,2454.44,,Staff Salary & Expenses,011,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B839121,,,ORG,Hotel and Gaming Trades Council AFL-CIO,,,,,,707 Eight Avenue,,New York,NY,10036,O2023,Not Applicable,2023-01-26,227.60,,Staff Travel,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B839448,,,ORG,UNITE HERE Political,,,,,,275 Seventh Avenue 16th Floor,,New York,NY,10001,O2023,Not Applicable,2023-02-02,40869.97,,Staff Travel,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B840287,,,ORG,UNITE HERE,,,,,,275 Seventh Avenue,,New York,NY,10001,O2023,Not Applicable,2023-02-14,102054.23,,"Staff Meals, Staff Travel & Office Expenses",001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B840290,,,ORG,UNITE HERE,,,,,,275 Seventh Avenue,,New York,NY,10001,O2023,Not Applicable,2023-02-14,68004.53,,"Staff Meals, Staff Travel & Office Expenses",001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B840294,,,ORG,UNITE HERE,,,,,,275 Seventh Avenue,,New York,NY,10001,O2023,Not Applicable,2023-02-14,7570.00,,Staff Meals,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B840412,,,ORG,UNITE HERE,,,,,,275 7th Avenue,,New York,NY,10001,O2023,Not Applicable,2023-02-14,304054.23,,"Staff Meals, Staff Lodging & Office Expenses",001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B840956,,,ORG,UNITE HERE,,,,,,275 Seventh Avenue,,New York,NY,10001,O2023,Not Applicable,2023-02-27,15000.00,,Staff Meals,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B841331,,,ORG,UNITE HERE,,,,,,275 Seventh Avenue,,New York,NY,10001,O2023,Not Applicable,2023-03-07,63944.19,,Staff Meals,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B845177,,,ORG,UNITE HERE,,,,,,275 Seventh Avenue,,New York,NY,10001,P2023,,2023-04-13,4229.54,,Administrative Car Rental Expenses,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B845463,,,ORG,UNITE HERE,,,,,,275 Seventh Avenue,,New York,NY,10001,O2023,Not Applicable,2023-04-20,908.47,,Car Rental,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B846061,,,ORG,UNITE HERE,,,,,,275 Seventh Avenue,,New York,NY,10001,O2023,Not Applicable,2023-05-04,700.56,,Administrative Staff Salary & Expenses ,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B846625,,,ORG,UNITE HERE,,,,,,275 Seventh Avenue,,New York,NY,10001,O2023,Not Applicable,2023-05-13,1062.99,,Administrative Staff Salary & Expenses ,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B846847,,,ORG,UNITE HERE,,,,,,275 Seventh Avenue,,New York,NY,10001,O2023,Not Applicable,2023-05-16,255.11,,Administrative Staff Salary & Expenses ,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B848276,,,ORG,UNITE HERE,,,,,,275 Seventh Avenue,,New York,NY,10001,O2023,Not Applicable,2023-06-05,25283.18,,Car Rental Expenses,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B848999,,,ORG,UNITE HERE,,,,,,275 Seventh Avenue,,New York,NY,10001,O2023,Not Applicable,2023-06-13,2448.42,,Admin expense - other,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B850407,,,ORG,UNITE HERE,,,,,,275 Seventh Avenue,,New York,NY,10001,O2023,Not Applicable,2023-06-29,43339.61,,Car Rental Expenses,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B838349,,,ORG,Sheraton Philadelphia Downtown,,,,,,201 N. 17th Street,,Philadelphia,PA,19103,O2023,Not Applicable,2023-01-03,43551.89,,Staff Lodging,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B838641,,,ORG,UNITE HERE Local 274,,,,,,1415 N. Broad Street Suite 219,,Philadelphia,PA,19122,O2023,Not Applicable,2023-01-17,32250.07,,Staff Travel,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B839122,,,ORG,UNITE HERE Local 274,,,,,,1415 N. Broad Street Suite 219,,Philadelphia,PA,19122,O2022,Not Applicable,2023-01-26,1945.26,,Office Supplies,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B844579,,,ORG,UNITE HERE Local 274,,,,,,1415 N. Broad Street Suite 219,,Philadelphia,PA,19122,O2023,Not Applicable,2023-03-30,42522.00,,Administrative Staff Salary & Expenses ,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B845052,,,ORG,UNITE HERE Local 274,,,,,,1415 N. Broad Street Suite 219,,Philadelphia,PA,19122,O2023,Not Applicable,2023-04-13,38356.89,,Administrative Staff Salary & Expenses ,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B845042,,,ORG,UNITE HERE Local 274,,,,,,1415 N. Broad Street Suite 219,,Philadelphia,PA,19122,O2023,Not Applicable,2023-04-13,59630.65,,Administrative Staff Salary & Expenses ,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B846058,,,ORG,UNITE HERE Local 274,,,,,,1415 N. Broad Street Suite 219,,Philadelphia,PA,19122,O2023,Not Applicable,2023-05-04,34516.54,,Administrative Staff Salary & Expenses ,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B846059,,,ORG,UNITE HERE Local 274,,,,,,1415 N. Broad Street Suite 219,,Philadelphia,PA,19122,P2023,,2023-05-04,22340.54,,Administrative Staff Salary & Expenses ,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B846060,,,ORG,Northern Liberty Press,,,,,,1223 North Mascher Street,,Philadelphia,PA,19122,O2023,Not Applicable,2023-05-04,4355.10,,Printing Canvassing Materials,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B846548,,,ORG,Holiday Inn Express Penns Landing,,,,,,100 North Columbus Blvd.,,Philadelphia,PA,19106,O2023,Not Applicable,2023-05-11,5823.04,,Staff Lodging,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B846571,,,ORG,Northern Liberty Press,,,,,,1223 North Mascher Street,,Philadelphia,PA,19122,O2023,Not Applicable,2023-05-13,3036.94,,Administrative Printing ,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B848275,,,ORG,UNITE HERE Local 274,,,,,,1415 N. Broad Street Suite 219,,Philadelphia,PA,19122,O2023,Not Applicable,2023-06-05,62813.01,,Administrative Staff Salary & Expenses,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B849302,,,ORG,Sheraton Philadelphia Downtown,,,,,,201 N. 17th Street,,Philadelphia,PA,19103,O2023,Not Applicable,2023-06-15,3000.00,,Post-Election Event Expenses,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B841173,,,ORG,Financial Innovations Inc,,,,,,One Weingeroff Boulevard,,Cranston,RI,02910,O2023,Not Applicable,2023-03-02,541.17,,Shipping Fees,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B844743,,,ORG,Financial Innovations Inc,,,,,,One Weingeroff Boulevard,,Cranston,RI,02910,O2023,Not Applicable,2023-04-06,3269.08,,Staff T-Shirts,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B846952,,,ORG,Financial Innovations,,,,,,One Weingeroff Blvd.,,Cranston,RI,02910,O2023,Not Applicable,2023-05-18,10788.77,,Staff Weather Gear,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B839176,,,ORG,Mastercard,,,,,,PO Box 672051,,Dallas,TX,75267,O2023,Not Applicable,2023-01-25,1541.76,,Credit Card Payment-Itemized Below,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B839176A,,,ORG,Chevron,,,,,,6001 Bollinger Canyon Road,,San Ramon,CA,94583,O2023,Not Applicable,2023-01-25,5.94,,Gas,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B839176B,,,ORG,Guitar Center,,,,,,5795 Lindero Canyon Road,,Westlake Village,CA,91362,O2023,Not Applicable,2023-01-25,291.60,,Electrical Supplies,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B839176C,,,ORG,Kroger,,,,,,1014 Vine Street,,Cincinatti,OH,45202,O2023,Not Applicable,2023-01-25,157.86,,Staff Meals,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B839176D,,,ORG,Lowes,,,,,,1000 Lowes Blvd,,Mooresville,NC,28117,O2023,Not Applicable,2023-01-25,333.75,,Office Supplies,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B839176E,,,ORG,Office Depot,,,,,,6600 North Military Trail,,Boca Raton,FL,33496,O2023,Not Applicable,2023-01-25,3.92,,Office Supplies,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B839176F,,,ORG,Publix,,,,,,3300 Publix Corporate Pkwy,,Lakeland,FL,33802,O2023,Not Applicable,2023-01-25,126.33,,Staff Meals,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B839176G,,,ORG,Staples,,,,,,500 Staples Drive,,Framingham,MA,01702,O2023,Not Applicable,2023-01-25,37.54,,Office Supplies,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B839176H,,,ORG,Home Depot,,,,,,2455 Paces Ferry Road NW,,Atlanta,GA,30339,O2023,Not Applicable,2023-01-25,584.82,,Office Supplies,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B839177,,,ORG,Mastercard,,,,,,PO Box 672051,,Dallas,TX,75267,O2023,Not Applicable,2023-01-25,33534.17,,Credit Card Payment-Itemized Below,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B839177A,,,ORG,Reach Progress PBC,,,,,,43-16 12th Street,,Long Island City,NY,11101,O2023,Not Applicable,2023-01-25,1000.00,,Software,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B839177B,,,ORG,Staybridge Suites,,,,,,6095 Emerald Pkwy,,Dublin,OH,43016,O2023,Not Applicable,2023-01-25,-4632.08,,Staff Lodging Refund,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B839177C,,,ORG,Towneplace Suites,,,,,,4200 International Plaza,,Ft. Worth,TX,76109,O2023,Not Applicable,2023-01-25,37166.25,,Staff Lodging Refund,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B839178,,,ORG,Mastercard,,,,,,PO Box 672051,,Dallas,TX,75267,O2023,Not Applicable,2023-01-25,3700.71,,Credit Card Payment-Itemized Below,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B839178A,,,ORG,Cubesmart,,,,,,5 Old Lancaster Road,,Malvern,PA,19355,O2023,Not Applicable,2023-01-25,302.18,,Storage Fee,001,,,,,,,,,,, ,,,,,,,X,
