form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00754051,B846091,,,CCM,Northern Liberty Press,,,,,,1223 North Mascher Street,,Philadelphia,PA,19122,P2023,,2023-05-04,435.51,,PA Nonfed IE; Printing Canvassing Materials,011,,,,Gilmore Richardson,Katherine,,,,,PA, ,,,,,,,,
SB29,C00754051,B846078,,,CCM,UNITE HERE Local 274,,,,,,1415 N. Broad Street Suite 219,,Philadelphia,PA,19122,P2023,,2023-05-04,6007.54,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Gilmore Richardson,Katherine,,,,,PA, ,,,,,,,,
SB29,C00754051,B846084,,,CCM,UNITE HERE,,,,,,275 Seventh Avenue,,New York,NY,10001,P2023,,2023-05-04,140.11,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Gilmore Richardson,Katherine,,,,,PA, ,,,,,,,,
SB29,C00754051,B846072,,,CCM,UNITE HERE Local 274,,,,,,1415 N. Broad Street Suite 219,,Philadelphia,PA,19122,P2023,,2023-05-04,6903.31,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Gilmore Richardson,Katherine,,,,,PA, ,,,,,,,,
SB29,C00754051,B846074,,,CCM,UNITE HERE Local 274,,,,,,1415 N. Broad Street Suite 219,,Philadelphia,PA,19122,P2023,,2023-05-04,30319.30,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Gym,Helen,,,,,PA, ,,,,,,,,
SB29,C00754051,B846080,,,CCM,UNITE HERE,,,,,,275 Seventh Avenue,,New York,NY,10001,P2023,,2023-05-04,700.56,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Gym,Helen,,,,,PA, ,,,,,,,,
SB29,C00754051,B846068,,,CCM,UNITE HERE Local 274,,,,,,1415 N. Broad Street Suite 219,,Philadelphia,PA,19122,P2023,,2023-05-04,34516.54,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Gym,Helen,,,,,PA, ,,,,,,,,
SB29,C00754051,B846086,,,CCM,Northern Liberty Press,,,,,,1223 North Mascher Street,,Philadelphia,PA,19122,P2023,,2023-05-04,2177.55,,PA Nonfed IE; Printing Canvassing Materials,011,,,,Gym,Helen,,,,,PA, ,,,,,,,,
SB29,C00754051,B846096,,,CCM,Financial Innovations,,,,,,One Weingeroff Blvd.,,Cranston,RI,02910,P2023,,2023-05-04,853.94,,PA Nonfed IE; Button Production,011,,,,Gym,Helen,,,,,PA, ,,,,,,,,
SB29,C00754051,B846090,,,CCM,Northern Liberty Press,,,,,,1223 North Mascher Street,,Philadelphia,PA,19122,P2023,,2023-05-04,435.51,,PA Nonfed IE; Printing Canvassing Materials,011,,,,Landau,Rue,,,,,PA, ,,,,,,,,
SB29,C00754051,B846083,,,CCM,UNITE HERE,,,,,,275 Seventh Avenue,,New York,NY,10001,P2023,,2023-05-04,140.11,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Landau,Rue,,,,,PA, ,,,,,,,,
SB29,C00754051,B846077,,,CCM,UNITE HERE Local 274,,,,,,1415 N. Broad Street Suite 219,,Philadelphia,PA,19122,P2023,,2023-05-04,6007.54,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Landau,Rue,,,,,PA, ,,,,,,,,
SB29,C00754051,B846071,,,CCM,UNITE HERE Local 274,,,,,,1415 N. Broad Street Suite 219,,Philadelphia,PA,19122,P2023,,2023-05-04,6903.31,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Landau,Rue,,,,,PA, ,,,,,,,,
SB29,C00754051,B846070,,,CCM,UNITE HERE Local 274,,,,,,1415 N. Broad Street Suite 219,,Philadelphia,PA,19122,P2023,,2023-05-04,6903.31,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Mcillmurray,Amanda,,,,,PA, ,,,,,,,,
SB29,C00754051,B846076,,,CCM,UNITE HERE Local 274,,,,,,1415 N. Broad Street Suite 219,,Philadelphia,PA,19122,P2023,,2023-05-04,6007.54,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Mcillmurray,Amanda,,,,,PA, ,,,,,,,,
SB29,C00754051,B846082,,,CCM,UNITE HERE,,,,,,275 Seventh Avenue,,New York,NY,10001,P2023,,2023-05-04,140.11,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Mcillmurray,Amanda,,,,,PA, ,,,,,,,,
SB29,C00754051,B846088,,,CCM,Northern Liberty Press,,,,,,1223 North Mascher Street,,Philadelphia,PA,19122,P2023,,2023-05-04,435.51,,PA Nonfed IE; Printing Canvassing Materials,011,,,,Mcillmurray,Amanda,,,,,PA, ,,,,,,,,
SB29,C00754051,B846087,,,CCM,Northern Liberty Press,,,,,,1223 North Mascher Street,,Philadelphia,PA,19122,P2023,,2023-05-04,435.51,,PA Nonfed IE; Printing Canvassing Materials,011,,,,Thomas,Isaiah,,,,,PA, ,,,,,,,,
SB29,C00754051,B846081,,,CCM,UNITE HERE,,,,,,275 Seventh Avenue,,New York,NY,10001,P2023,,2023-05-04,140.11,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Thomas,Isaiah,,,,,PA, ,,,,,,,,
SB29,C00754051,B846075,,,CCM,UNITE HERE Local 274,,,,,,1415 N. Broad Street Suite 219,,Philadelphia,PA,19122,P2023,,2023-05-04,6007.54,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Thomas,Isaiah,,,,,PA, ,,,,,,,,
SB29,C00754051,B846069,,,CCM,UNITE HERE Local 274,,,,,,1415 N. Broad Street Suite 219,,Philadelphia,PA,19122,P2023,,2023-05-04,6903.31,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Thomas,Isaiah,,,,,PA, ,,,,,,,,
SB29,C00754051,B846599,,,CCM,UNITE HERE Local 54,,,,,,1014 Atlantic Avenue,,Atlantic City,NJ,08401,P2023,,2023-05-13,2502.11,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Almiron,Erika,,,,,PA, ,,,,,,,,
SB29,C00754051,B846613,,,CCM,Northern Liberty Press,,,,,,1223 North Mascher Street,,Philadelphia,PA,19122,P2023,,2023-05-13,303.70,,PA Nonfed IE; Printing Canvassing Materials,011,,,,Almiron,Erika,,,,,PA, ,,,,,,,,
SB29,C00754051,B846633,,,CCM,UNITE HERE,,,,,,275 Seventh Avenue,,New York,NY,10001,P2023,,2023-05-13,285.84,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Almiron,Erika,,,,,PA, ,,,,,,,,
SB29,C00754051,B846632,,,CCM,UNITE HERE,,,,,,275 Seventh Avenue,,New York,NY,10001,P2023,,2023-05-13,285.85,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Gilmore Richardson,Katherine,,,,,PA, ,,,,,,,,
SB29,C00754051,B846597,,,CCM,UNITE HERE Local 54,,,,,,1014 Atlantic Avenue,,Atlantic City,NJ,08401,P2023,,2023-05-13,2502.11,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Gilmore Richardson,Katherine,,,,,PA, ,,,,,,,,
SB29,C00754051,B846612,,,CCM,Northern Liberty Press,,,,,,1223 North Mascher Street,,Philadelphia,PA,19122,P2023,,2023-05-13,303.70,,PA Nonfed IE; Printing Canvassing Materials,011,,,,Gilmore Richardson,Katherine,,,,,PA, ,,,,,,,,
SB29,C00754051,B846608,,,CCM,Northern Liberty Press,,,,,,1223 North Mascher Street,,Philadelphia,PA,19122,P2023,,2023-05-13,1518.48,,PA Nonfed IE; Printing Canvassing Materials,011,,,,Gym,Helen,,,,,PA, ,,,,,,,,
SB29,C00754051,B846592,,,CCM,UNITE HERE Local 54,,,,,,1014 Atlantic Avenue,,Atlantic City,NJ,08401,P2023,,2023-05-13,12627.85,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Gym,Helen,,,,,PA, ,,,,,,,,
SB29,C00754051,B846570,,,CCM,Financial Innovations Inc,,,,,,One Weingeroff Boulevard,,Cranston,RI,02910,P2023,,2023-05-13,499.31,,PA Nonfed IE; Button Production,011,,,,Gym,Helen,,,,,PA, ,,,,,,,,
SB29,C00754051,B846628,,,CCM,UNITE HERE,,,,,,275 Seventh Avenue,,New York,NY,10001,P2023,,2023-05-13,1442.63,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Gym,Helen,,,,,PA, ,,,,,,,,
SB29,C00754051,B846631,,,CCM,UNITE HERE,,,,,,275 Seventh Avenue,,New York,NY,10001,P2023,,2023-05-13,285.85,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Landau,Rue,,,,,PA, ,,,,,,,,
SB29,C00754051,B846596,,,CCM,UNITE HERE Local 54,,,,,,1014 Atlantic Avenue,,Atlantic City,NJ,08401,P2023,,2023-05-13,2502.11,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Landau,Rue,,,,,PA, ,,,,,,,,
SB29,C00754051,B846611,,,CCM,Northern Liberty Press,,,,,,1223 North Mascher Street,,Philadelphia,PA,19122,P2023,,2023-05-13,303.70,,PA Nonfed IE; Printing Canvassing Materials,011,,,,Landau,Rue,,,,,PA, ,,,,,,,,
SB29,C00754051,B846610,,,CCM,Northern Liberty Press,,,,,,1223 North Mascher Street,,Philadelphia,PA,19122,P2023,,2023-05-13,303.70,,PA Nonfed IE; Printing Canvassing Materials,011,,,,Mcillmurray,Amanda,,,,,PA, ,,,,,,,,
SB29,C00754051,B846595,,,CCM,UNITE HERE Local 54,,,,,,1014 Atlantic Avenue,,Atlantic City,NJ,08401,P2023,,2023-05-13,2502.11,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Mcillmurray,Amanda,,,,,PA, ,,,,,,,,
SB29,C00754051,B846630,,,CCM,UNITE HERE,,,,,,275 Seventh Avenue,,New York,NY,10001,P2023,,2023-05-13,285.85,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Mcillmurray,Amanda,,,,,PA, ,,,,,,,,
SB29,C00754051,B846629,,,CCM,UNITE HERE,,,,,,275 Seventh Avenue,,New York,NY,10001,P2023,,2023-05-13,285.85,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Thomas,Isaiah,,,,,PA, ,,,,,,,,
SB29,C00754051,B846609,,,CCM,Northern Liberty Press,,,,,,1223 North Mascher Street,,Philadelphia,PA,19122,P2023,,2023-05-13,303.70,,PA Nonfed IE; Printing Canvassing Materials,011,,,,Thomas,Isaiah,,,,,PA, ,,,,,,,,
SB29,C00754051,B846593,,,CCM,UNITE HERE Local 54,,,,,,1014 Atlantic Avenue,,Atlantic City,NJ,08401,P2023,,2023-05-13,2502.11,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Thomas,Isaiah,,,,,PA, ,,,,,,,,
SB29,C00754051,B846863,,,CCM,UNITE HERE Local 26,,,,,,101 Station's Landing 4th Floor Ea,,Medford,MA,02155,P2023,,2023-05-16,192.38,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Almiron,Erika,,,,,PA, ,,,,,,,,
SB29,C00754051,B846869,,,CCM,UNITE HERE,,,,,,275 Seventh Avenue,,New York,NY,10001,P2023,,2023-05-16,68.60,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Almiron,Erika,,,,,PA, ,,,,,,,,
SB29,C00754051,B846862,,,CCM,UNITE HERE Local 26,,,,,,101 Station's Landing 4th Floor Ea,,Medford,MA,02155,P2023,,2023-05-16,192.38,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Gilmore Richardson,Katherine,,,,,PA, ,,,,,,,,
SB29,C00754051,B846868,,,CCM,UNITE HERE,,,,,,275 Seventh Avenue,,New York,NY,10001,P2023,,2023-05-16,68.60,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Gilmore Richardson,Katherine,,,,,PA, ,,,,,,,,
SB29,C00754051,B846864,,,CCM,UNITE HERE,,,,,,275 Seventh Avenue,,New York,NY,10001,P2023,,2023-05-16,346.22,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Gym,Helen,,,,,PA, ,,,,,,,,
SB29,C00754051,B846858,,,CCM,UNITE HERE Local 26,,,,,,101 Station's Landing 4th Floor Ea,,Medford,MA,02155,P2023,,2023-05-16,970.96,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Gym,Helen,,,,,PA, ,,,,,,,,
SB29,C00754051,B846861,,,CCM,UNITE HERE Local 26,,,,,,101 Station's Landing 4th Floor Ea,,Medford,MA,02155,P2023,,2023-05-16,192.38,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Landau,Rue,,,,,PA, ,,,,,,,,
SB29,C00754051,B846867,,,CCM,UNITE HERE,,,,,,275 Seventh Avenue,,New York,NY,10001,P2023,,2023-05-16,68.60,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Landau,Rue,,,,,PA, ,,,,,,,,
SB29,C00754051,B846866,,,CCM,UNITE HERE,,,,,,275 Seventh Avenue,,New York,NY,10001,P2023,,2023-05-16,68.60,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Mcillmurray,Amanda,,,,,PA, ,,,,,,,,
SB29,C00754051,B846860,,,CCM,UNITE HERE Local 26,,,,,,101 Station's Landing 4th Floor Ea,,Medford,MA,02155,P2023,,2023-05-16,192.38,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Mcillmurray,Amanda,,,,,PA, ,,,,,,,,
SB29,C00754051,B846865,,,CCM,UNITE HERE,,,,,,275 Seventh Avenue,,New York,NY,10001,P2023,,2023-05-16,68.60,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Thomas,Isaiah,,,,,PA, ,,,,,,,,
SB29,C00754051,B846859,,,CCM,UNITE HERE Local 26,,,,,,101 Station's Landing 4th Floor Ea,,Medford,MA,02155,P2023,,2023-05-16,192.38,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Thomas,Isaiah,,,,,PA, ,,,,,,,,
SB29,C00754051,B838415,,,CCM,UNITE HERE Local 100,,,,,,275 7th Ave 16th Floor,,New York,NY,10001,O2023,Special General,2023-01-05,5764.50,,VA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Rouse,Aaron,,,,S,VA,22,,,,,,,,
SB29,C00754051,B838416,,,CCM,UNITE HERE Local 274,,,,,,1415 N. Broad Street Suite 219,,Philadelphia,PA,19122,O2023,Special General,2023-01-05,11776.85,,VA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Rouse,Aaron,,,,S,VA,22,,,,,,,,
SB29,C00754051,B838421,,,CCM,Local 25 UNITE HERE,,,,,,901 K Street NW Suite 200,,Washington,DC,20001,O2023,Special General,2023-01-05,16451.36,,VA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Rouse,Aaron,,,,S,VA,22,,,,,,,,
SB29,C00754051,B838427,,,CCM,UNITE HERE Local 54,,,,,,1014 Atlantic Avenue,,Atlantic City,NJ,08401,O2023,Special General,2023-01-05,6412.68,,VA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Rouse,Aaron,,,,S,VA,22,,,,,,,,
SB29,C00754051,B838563,,,CCM,Diner's Club,,,,,,P.O. Box 5732,,Carol Stream,IL,60197,O2023,Special General,2023-01-12,7311.42,,VA Nonfed IE; Staff Travel,011,,,,Rouse,Aaron,,,,S,VA,22,,,,,,,,
SB29,C00754051,B838565,,,CCM,Metropolitan Travel Service,,,,,,4520 Old Columbia Pike,,Annandale,VA,22003,O2023,Not Applicable,2023-01-12,595.00,,VA Nonfed IE; Staff Travel,011,,,,Rouse,Aaron,,,,S,VA,22,,,,,,,,
