form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00770214,SB21B.I26328,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD,SUITE 400,TYSONS CORNER,VA,22182,,,2024-07-03,4577.85,,COMPLIANCE SOFTWARE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00770214,SB21B.I26894,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-07-21,447.04,,CONDUIT TRANSACTION FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00770214,SB21B.I26895,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-07-22,273.02,,CONDUIT TRANSACTION FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00770214,SB21B.I26896,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-07-23,305.80,,CONDUIT TRANSACTION FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00770214,SB21B.I27140,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-07-24,399.86,,CONDUIT TRANSACTION FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00770214,SB21B.I27141,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-07-25,390.20,,CONDUIT TRANSACTION FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00770214,SB21B.I27142,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-07-26,415.03,,CONDUIT TRANSACTION FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00770214,SB21B.I27143,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-07-27,244.98,,CONDUIT TRANSACTION FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00770214,SB21B.I27144,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-07-28,394.76,,CONDUIT TRANSACTION FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00770214,SB21B.I27145,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-07-29,583.16,,CONDUIT TRANSACTION FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00770214,SB21B.I27146,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-07-30,564.53,,CONDUIT TRANSACTION FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00770214,SB21B.I27147,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-07-31,381.72,,CONDUIT TRANSACTION FEE,,,,,,,,,,,,,  ,,,,,,,
