form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00158881,15545559,,,CCM,Menendez For Senate,,,,,,PO Box 32248,,Newark,NJ,07102,G2024,,2023-04-27,5000.00,0.00,Contribution,011,C00264564,Menendez For Senate,S6NJ00289,Menendez,Robert,,,,S,NJ,,,,,,,,,Contribution
SB23,C00158881,15545560,,,PAC,Nebraska Sandhills PAC,,,,,,228 S. Washington Street,Suite 115,Alexandria,VA,22314,,,2023-04-27,5000.00,0.00,Contribution,011,C00366419,,,,,,,,,,,,,,,,,,Contribution
SB23,C00158881,15545561,,,CCM,Deb Fischer For Us Senate Inc,,,,,,5555 South St,Suite 200,Lincoln,NE,68506,P2024,,2023-04-27,2500.00,0.00,Contribution,011,C00498907,Deb Fischer For Us Senate Inc,S2NE00094,Fischer,Debra,S.,,,S,NE,,,,,,,,,Contribution
SB23,C00158881,15545562,,,CCM,Deb Fischer For Us Senate Inc,,,,,,5555 South St,Suite 200,Lincoln,NE,68506,G2024,,2023-04-27,5000.00,0.00,Contribution,011,C00498907,Deb Fischer For Us Senate Inc,S2NE00094,Fischer,Debra,S.,,,S,NE,,,,,,,,,Contribution
SB23,C00158881,15545563,,,CCM,Vern Buchanan For Congress,,,,,,P. O. Box 48928,,Sarasota,FL,34230,P2024,,2023-04-27,5000.00,0.00,Contribution,011,C00412759,Vern Buchanan For Congress,H6FL13148,Buchanan,Vernon,,,,H,FL,16,,,,,,,,Contribution
SB23,C00158881,15545564,,,CCM,Grace For New York,,,,,,PO Box 656555,,Fresh Meadows,NY,11365,P2024,,2023-04-27,2500.00,0.00,Contribution,011,C00516666,Grace For New York,H2NY06116,Meng,Grace,,,,H,NY,06,,,,,,,,Contribution
SB23,C00158881,15545565,,,PAC,Team America - Bringing America Together PAC,,,,,,PO Box 30844,,Bethesda,MD,20824,,,2023-04-27,2500.00,0.00,Contribution,011,C00647354,,,,,,,,,,,,,,,,,,Contribution
SB23,C00158881,15545566,,,CCM,Michelle Steel For Congress,,,,,,9070 Irvine Center Drive,Suite 150,Irvine,CA,92618,P2024,,2023-04-27,2500.00,0.00,Contribution,011,C00704981,Michelle Steel For Congress,H0CA48198,Steel,Michelle,,,,H,CA,45,,,,,,,,Contribution
SB23,C00158881,15545567,,,CCM,Lahood For Congress,,,,,,P.O. Box 10735,,Peoria,IL,61612,P2024,,2023-04-27,2500.00,0.00,Contribution,011,C00575050,Lahood For Congress,H6IL18088,LaHood,Darin,Mckay,,,H,IL,16,,,,,,,,Contribution
SB23,C00158881,15545569,,,CCM,Joe Morelle For Congress,,,,,,P.O. Box 90914,,Rochester,NY,14609,P2024,,2023-04-27,2500.00,0.00,Contribution,011,C00675108,Joe Morelle For Congress,H8NY25105,Morelle,Joseph,D.,,,H,NY,25,,,,,,,,Contribution
SB23,C00158881,15545570,,,CCM,Blaine For Congress,,,,,,PO Box 98,,St. Elizabeth,MO,65075,P2024,,2023-04-27,2500.00,0.00,Contribution,011,C00458679,Blaine For Congress,H8MO09153,Luetkemeyer,W. Blaine,,,,H,MO,03,,,,,,,,Contribution
SB23,C00158881,15545760,,,CCM,French Hill For Arkansas,,,,,,PO Box 7841,,Little Rock,AR,72217,P2024,,2023-04-27,2500.00,0.00,Contribution,011,C00551275,French Hill For Arkansas,H4AR02141,Hill,James French,,,,H,AR,02,,,,,,,,Contribution
SB23,C00158881,15545761,,,CCM,Ron Estes For Congress,,,,,,P.O. Box 782952,,Wichita,KS,67278,P2024,,2023-04-27,2500.00,0.00,Contribution,011,C00632067,Ron Estes For Congress,H8KS04112,Estes,Ron,,,,H,KS,04,,,,,,,,Contribution
SB23,C00158881,15545762,,,PAC,R Senate PAC,,,,,,6334 Pumpernickel Lane,,Monroe,NC,28110,,,2023-04-27,2500.00,0.00,Contribution,011,C00570861,,,,,,,,,,,,,,,,,,Contribution
SB23,C00158881,15545763,,,PAC,New Voice PAC,,,,,,35 East Gay Street,Suite 502,Columbus,OH,43215,,,2023-04-27,2500.00,0.00,Contribution,011,C00545236,,,,,,,,,,,,,,,,,,Contribution
SB23,C00158881,15545764,,,CCM,Carey For Congress,,,,,,PO Box 16032,,Columbus,OH,43216,P2024,,2023-04-27,2500.00,0.00,Contribution,011,C00779603,Carey For Congress,H2OH15228,Carey,Mike,,,,H,OH,15,,,,,,,,Contribution
SB23,C00158881,15545765,,,CCM,Ciscomani For Congress,,,,,,PO Box 35103,,Tucson,AZ,85740,P2024,,2023-04-27,5000.00,0.00,Contribution,011,C00786194,Ciscomani For Congress,H2AZ02360,Ciscomani,Juan,,,,H,AZ,06,,,,,,,,Contribution
SB23,C00158881,15545766,,,CCM,Lisa McClain For Congress,,,,,,P.O. Box 327,,Romeo,MI,48065,P2024,,2023-04-27,2500.00,0.00,Contribution,011,C00726042,Lisa McClain For Congress,H0MI10287,McClain,Lisa,,,,H,MI,10,,,,,,,,Contribution
SB23,C00158881,15545767,,,PAC,I Got Your Back PAC,,,,,,122 C Street NW,Suite 360,Washington,DC,20001,,,2023-04-27,3000.00,0.00,Contribution,011,C00633156,,,,,,,,,,,,,,,,,,Contribution
SB23,C00158881,15545768,,,CCM,Blaine For Congress,,,,,,PO Box 98,,St. Elizabeth,MO,65075,P2024,,2023-04-27,2500.00,0.00,Contribution,011,C00458679,Blaine For Congress,H8MO09153,Luetkemeyer,W. Blaine,,,,H,MO,03,,,,,,,,Contribution
SB23,C00158881,15545770,,,CCM,Kustoff For Congress,,,,,,1661 Aaron Brenner Dr,Ste 300,Memphis,TN,38120,P2024,,2023-04-27,2500.00,0.00,Contribution,011,C00614826,Kustoff For Congress,H2TN07103,Kustoff,David,,,,H,TN,08,,,,,,,,Contribution
SB23,C00158881,15545772,,,PAC,BAKER PAC,,,,,,PO Box 101,,Bayport,NY,11705,,,2023-04-27,5000.00,0.00,Contribution,011,C00770297,,,,,,,,,,,,,,,,,,Contribution
SB23,C00158881,15545773,,,PAC,Alabama First PAC,,,,,,PO Box 3723,,Montgomery,AL,36109,,,2023-04-27,5000.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB23,C00158881,15546487,,,PAC,Fair Shot PAC,,,,,,P.O. Box 15,,Boston,MA,02137,,,2023-04-27,5000.00,0.00,Contribution,011,C00574970,,,,,,,,,,,,,,,,,,Contribution
SB23,C00158881,15546488,,,CCM,Pete Ricketts for Senate,,,,,,1327 H Street,Ste 101,Lincoln,NE,68508,S2024,Special-General2024,2023-04-27,1000.00,0.00,Contribution,011,C00832436,Pete Ricketts for Senate,,Ricketts,Pete,,,,S,NE,,,,,,,,,Contribution
