form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00724203,500198182,,,ORG,"Fieldworks, LLC",,,,,,1629 K St NW,Ste 300,Washington,DC,200061631,,,2024-10-28,12169.30,0.00,Canvassing,,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500198226,,,ORG,Gloo Factory Ink.,,,,,,PO Box 1212,,Tucson,AZ,857021212,,,2024-10-24,-192.51,0.00,"Printing, See Schedule E",,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500198227,,,ORG,Gloo Factory Ink.,,,,,,PO Box 1212,,Tucson,AZ,857021212,,,2024-10-24,-192.51,0.00,"Printing, See Schedule E",,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500198255,,,ORG,Google,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-11-05,137.38,0.00,Subscription,,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500197877,,,ORG,HDZ Rental LLC,,,,,,25326 71st St,,Dowagiac,MI,490477411,,,2024-10-21,235.00,0.00,Equipment Rental,,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500198228,,,ORG,Jose Duran,,,,,,5200 Croyden Ave,Apt 14103,Kalamazoo,MI,490093369,,,2024-11-15,500.00,0.00,Photography Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500198195,,,ORG,Landon Fredrick,,,,,,5124 Sierra Blanca Ln,,North Las Vegas,NV,890311081,,,2024-10-31,1030.00,0.00,Event Entertainment,,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500198230,,,ORG,Left Word Solutions LLC,,,,,,150 95th St,Apt 6F,Brooklyn,NY,112097230,,,2024-11-01,3250.00,0.00,Social Media Consulting Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500198188,,,ORG,Long Software LLC,,,,,,13809 Westerlo Ct,,Kettering,MD,207748460,,,2024-10-29,68.50,0.00,Website Hosting,,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500198243,,,ORG,Los Lupes 2 Mexican,,,,,,5255 S Decatur Blvd,Ste 115,Las Vegas,NV,891184921,,,2024-11-04,2685.54,0.00,Catering,,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500197879,,,ORG,Merrimack County Savings Bank,,,,,,89 N Main St,,Concord,NH,033014935,,,2024-10-22,25.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500198171,,,ORG,Merrimack County Savings Bank,,,,,,89 N Main St,,Concord,NH,033014935,,,2024-10-23,25.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500198176,,,ORG,Merrimack County Savings Bank,,,,,,89 N Main St,,Concord,NH,033014935,,,2024-10-24,25.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500198181,,,ORG,Merrimack County Savings Bank,,,,,,89 N Main St,,Concord,NH,033014935,,,2024-10-28,25.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500198192,,,ORG,Merrimack County Savings Bank,,,,,,89 N Main St,,Concord,NH,033014935,,,2024-10-31,50.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500198229,,,ORG,Merrimack County Savings Bank,,,,,,89 N Main St,,Concord,NH,033014935,,,2024-11-01,25.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500198237,,,ORG,Merrimack County Savings Bank,,,,,,89 N Main St,,Concord,NH,033014935,,,2024-11-04,75.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500198261,,,ORG,Merrimack County Savings Bank,,,,,,89 N Main St,,Concord,NH,033014935,,,2024-11-15,35.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500198179,,,ORG,Mi Pueblo Mexican,,,,,,3420 Gull Rd,,Kalamazoo,MI,490481227,,,2024-10-25,1200.00,0.00,Catering,,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500198206,,,ORG,Miguel Avitia,,,,,,512 Madeira Dr NE,,Albuquerque,NM,871081416,,,2024-10-31,6885.33,0.00,"Reimbursement, See Below",,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500198205,500198206,SB21B,ORG,Amazon,,,,,,440 Terry Ave N,,Seattle,WA,981095210,,,2024-10-31,832.90,0.00,Event Supplies & Beverages,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00724203,500198209,500198206,SB21B,ORG,Google,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-10-31,250.00,0.00,Digitial Advertising,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00724203,500198208,500198206,SB21B,ORG,Union Made Stickers Inc.,,,,,,505 Ellicott St,Ste A216,Buffalo,NY,142031547,,,2024-10-31,497.53,0.00,Printing,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00724203,500198207,500198206,SB21B,ORG,"University of Nevada, Las Vegas",,,,,,4505 S Maryland Pkwy,,Las Vegas,NV,891549900,,,2024-10-31,5304.90,0.00,Catering,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00724203,500198260,,,ORG,Miguel Avitia,,,,,,512 Madeira Dr NE,,Albuquerque,NM,871081416,,,2024-11-14,10000.00,0.00,Strategic Consulting Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500198194,,,ORG,Nicholas Hogan,,,,,,4204 Juanita May Ave,,North Las Vegas,NV,890328952,,,2024-10-31,250.00,0.00,Entertainment Promotor,,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500198198,,,ORG,Ondrej Suska,,,,,,2262 Tedesca Dr,,Henderson,NV,890526552,,,2024-10-31,1075.00,0.00,Event Entertainment,,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500198256,,,ORG,"Premier Political Compliance, Inc.",,,,,,1032 15th St NW,Ste 247,Washington,DC,200051502,,,2024-11-08,14048.00,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500198211,,,COM,Priorities USA Action,,,,,,600 Pennsylvania Ave SE,Unit 15845,Washington,DC,200037534,,,2024-10-17,-22752.09,0.00,"Digital Production, See Schedule E",,C00495861,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500197852,,,COM,Priorities USA Action,,,,,,600 Pennsylvania Ave SE,Unit 15845,Washington,DC,200037534,,,2024-10-24,-10000.00,0.00,"Digital Production, See Schedule E",,C00495861,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500198263,,,COM,Priorities USA Action,,,,,,600 Pennsylvania Ave SE,Unit 15845,Washington,DC,200037534,,,2024-11-19,6600.00,0.00,Video Production & Research,,C00495861,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500198193,,,ORG,Ruben Alvarado,,,,,,4237 Venus Falls Ave,,North Las Vegas,NV,890845109,,,2024-10-31,600.00,0.00,Photography Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500198258,,,ORG,Ruben Alvarado,,,,,,4237 Venus Falls Ave,,North Las Vegas,NV,890845109,,,2024-11-12,600.00,0.00,Photography Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500198168,,,ORG,Social Currant,,,,,,2000 Pennsylvania Ave NW,Ste 7000,Washington,DC,200061921,,,2024-10-18,44341.68,0.00,Online Content & Production,,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500198212,,,ORG,Stones' Phones,,,,,,41750 Rancho Las Palmas Dr,Ste E3,Rancho Mirage,CA,922705512,,,2024-10-17,-5041.67,0.00,"Phone Calls, See Schedule E",,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500198213,,,ORG,Stones' Phones,,,,,,41750 Rancho Las Palmas Dr,Ste E3,Rancho Mirage,CA,922705512,,,2024-10-17,-5041.66,0.00,"Phone Calls, See Schedule E",,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500198214,,,ORG,Stones' Phones,,,,,,41750 Rancho Las Palmas Dr,Ste E3,Rancho Mirage,CA,922705512,,,2024-10-17,-5041.67,0.00,"Phone Calls, See Schedule E",,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500198215,,,ORG,Stones' Phones,,,,,,41750 Rancho Las Palmas Dr,Ste E3,Rancho Mirage,CA,922705512,,,2024-10-17,-5041.66,0.00,"Phone Calls, See Schedule E",,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500198216,,,ORG,Stones' Phones,,,,,,41750 Rancho Las Palmas Dr,Ste E3,Rancho Mirage,CA,922705512,,,2024-10-17,-5041.67,0.00,"Phone Calls, See Schedule E",,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500198217,,,ORG,Stones' Phones,,,,,,41750 Rancho Las Palmas Dr,Ste E3,Rancho Mirage,CA,922705512,,,2024-10-17,-5041.66,0.00,"Phone Calls, See Schedule E",,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500198218,,,ORG,Stones' Phones,,,,,,41750 Rancho Las Palmas Dr,Ste E3,Rancho Mirage,CA,922705512,,,2024-10-17,-5041.67,0.00,"Phone Calls, See Schedule E",,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500198219,,,ORG,Stones' Phones,,,,,,41750 Rancho Las Palmas Dr,Ste E3,Rancho Mirage,CA,922705512,,,2024-10-17,-5041.66,0.00,"Phone Calls, See Schedule E",,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500198220,,,ORG,Stones' Phones,,,,,,41750 Rancho Las Palmas Dr,Ste E3,Rancho Mirage,CA,922705512,,,2024-10-17,-5041.67,0.00,"Phone Calls, See Schedule E",,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500198221,,,ORG,Stones' Phones,,,,,,41750 Rancho Las Palmas Dr,Ste E3,Rancho Mirage,CA,922705512,,,2024-10-17,-5041.66,0.00,"Phone Calls, See Schedule E",,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500198222,,,ORG,Stones' Phones,,,,,,41750 Rancho Las Palmas Dr,Ste E3,Rancho Mirage,CA,922705512,,,2024-10-17,-2722.50,0.00,"Phone Calls, See Schedule E",,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500198223,,,ORG,Stones' Phones,,,,,,41750 Rancho Las Palmas Dr,Ste E3,Rancho Mirage,CA,922705512,,,2024-10-17,-2722.50,0.00,"Phone Calls, See Schedule E",,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500198224,,,ORG,Stones' Phones,,,,,,41750 Rancho Las Palmas Dr,Ste E3,Rancho Mirage,CA,922705512,,,2024-10-17,-2319.17,0.00,"Phone Calls, See Schedule E",,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500198225,,,ORG,Stones' Phones,,,,,,41750 Rancho Las Palmas Dr,Ste E3,Rancho Mirage,CA,922705512,,,2024-10-17,-2319.16,0.00,"Phone Calls, See Schedule E",,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500198180,,,ORG,Union Made Stickers Inc.,,,,,,505 Ellicott St,Ste A216,Buffalo,NY,142031547,,,2024-10-25,894.00,0.00,Printing,,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500198174,,,ORG,United Airlines,,,,,,233 S Wacker Dr,,Chicago,IL,606067147,,,2024-10-23,424.45,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,500198201,,,ORG,Victor Lopez,,,,,,1951 Silver Crest Ct,,North Las Vegas,NV,890310754,,,2024-10-31,1000.00,0.00,Event Entertainment,,,,,,,,,,,,,,,,,,,,
SB21B,C00724203,28652185I,28652185,SA11C,PAC,Vote Rev PAC,,,,,,611 Pennsylvania Ave SE,Num 143,Washington,DC,200034303,,,2024-11-03,63.75,0.00,Training Materials,,C00685628,,,,,,,,,,,,,,,,,,* In-Kind Received
