form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00630012,500110716,,,ORG,Canva Pty Ltd,,,,,,2/2 Lacey Street,,Surry Hills NSW 2010 Australia,ZZ,00000,,,2024-01-24,5.50,0.00,Software,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500110717,,,ORG,Canva Pty Ltd,,,,,,2/2 Lacey Street,,Surry Hills NSW 2010 Australia,ZZ,00000,,,2024-01-24,12.99,0.00,Software,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500110718,,,ORG,Coschedule,,,,,,318 E Broadway Ave,,Bismarck,ND,585014006,,,2024-01-01,39.00,0.00,Scheduling software,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500110720,,,ORG,D.C. Treasurer,,,,,,1275 K St NW,Ste 600,Washington,DC,200054064,,,2024-01-11,16.00,0.00,Tax Payment,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500110719,,,ORG,Department Of Employment Services,,,,,,4058 Minnesota Ave NE,,Washington,DC,200193540,,,2024-01-19,11.60,0.00,Unemployment Insurance,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500110722,,,ORG,Google Inc,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-01-01,63.60,0.00,Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500110705,,,IND,,Hornish,Michele,,,,3511 Victor St,,Saint Louis,MO,631041735,,2018 PAC Expenditur,2024-01-28,5000.00,0.00,Strategic Consulting,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500110721,,,ORG,Internal Revenue Service,,,,,,999 N Capitol St NE,,Washington,DC,200026096,,,2024-01-23,2.44,0.00,Employment Tax Payment,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500110723,,,ORG,Internal Revenue Service,,,,,,999 N Capitol St NE,,Washington,DC,200026096,,,2024-01-31,19.74,0.00,Employment Tax Payment,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500110732,,,ORG,Intuit,,,,,,601 Pennsylvania Ave NW,,Washington,DC,200042601,,,2024-01-07,117.66,0.00,Software,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500110725,,,ORG,Newtek Merchant Solutions,,,,,,1981 Marcus Ave,Ste 130,New Hyde Park,NY,110421046,,,2024-01-02,147.16,0.00,Processing Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500110726,,,ORG,Newtek Merchant Solutions,,,,,,1981 Marcus Ave,Ste 130,New Hyde Park,NY,110421046,,,2024-01-02,31.31,0.00,Processing Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500110727,,,ORG,Newtek Merchant Solutions,,,,,,1981 Marcus Ave,Ste 130,New Hyde Park,NY,110421046,,,2024-01-02,40.30,0.00,Processing Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500110728,,,ORG,Newtek Merchant Solutions,,,,,,1981 Marcus Ave,Ste 130,New Hyde Park,NY,110421046,,,2024-01-02,99.04,0.00,Processing Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500110729,,,ORG,NGP VAN,,,,,,1445 New York Ave NW,Ste 200,Washington,DC,200052158,,2018 PAC Expenditur,2024-01-02,2107.28,0.00,Compliance software,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500110730,,,ORG,Office Of Paid Family Leave,,,,,,4058 Minnesota Ave NE,,Washington,DC,200193540,,,2024-01-19,1.04,0.00,Paid Family Leave Assessment,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500110731,,,ORG,"Pressable, Inc.",,,,,,110 E Houston St,Fl 7,San Antonio,TX,782052991,,,2024-01-23,88.00,0.00,Website Software,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500110736,,,ORG,Tax1099.Com,,,,,,1 E Center St,Ste 250,Fayetteville,AR,727015362,O2020,,2024-01-18,3.15,0.00,1099 Printing,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500110733,,,ORG,Textiful,,,,,,56 Top Gallant Rd,,Stamford,CT,069027747,,,2024-01-06,184.00,0.00,Textbot software,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500110724,,,ORG,"The Rocket Science Group, LLC",,,,,,675 Ponce De Leon Ave NE,Ste 5000,Atlanta,GA,303081884,,,2024-01-12,371.00,0.00,e-mail blast software,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500110734,,,ORG,Twilio,,,,,,375 Beale St,Ste 300,San Francisco,CA,941052177,,,2024-01-06,477.00,0.00,e-mail software,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500110738,,,ORG,"UPEND Collective, LLC",,,,,,15455 Manchester Rd,Unit 133,Ballwin,MO,630225007,,,2024-01-12,1960.00,0.00,Strategic Consulting,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500110735,,,ORG,Vimeo,,,,,,555 W 18Th St,,New York,NY,100112822,,,2024-01-04,12.72,0.00,Software,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500110737,,,ORG,Zoom,,,,,,55 Almaden Blvd,Ste 600,San Jose,CA,951131612,,,2024-01-15,95.40,0.00,Communications Software,001,,,,,,,,,,,,,,,,,,,
