form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00829713,SB29.13283,,,CCM,Friends of Dave Hall,,,,,,11454 W US HWY 50,,Norman,IN,47264,,,2024-10-16,500.00,,Non-federal contribution,011,,Friends of Dave Hall,,Hall,David,,,,,,,,,,,,,,
SB29,C00829713,SB29.13293,,,CCM,Friends of Deborah Silcox,,,,,,725 Tanglewood Trail,,Sandy Springs,GA,30327,,,2024-10-16,500.00,,Non-federal contribution,011,,Friends of Deborah Silcox,,Silcox,Deborah,,,,,,,,,,,,,,
SB29,C00829713,SB29.13270,,,CCM,Friends of Jerry Cirino,,,,,,8651 Kirkland-Chardon Road,,Kirkland,OH,44094,,,2024-10-02,2500.00,,Non-federal contribution,011,,Friends of Jerry Cirino,,Cirino,Jerry,,,,,,,,,,,,,,
SB29,C00829713,SB29.13284,,,CCM,Friends of Liz Brown,,,,,,5701 Reed Road,,Fort Wayne,IN,46835,,,2024-10-16,1000.00,,Non-federal contribution,011,,Friends of Liz Brown,,Brown,Liz,,,,,,,,,,,,,,
SB29,C00829713,SB29.13272,,,CCM,Friends of Susan Manchester,,,,,,"77 South High Street, Floor 13",,Columbus,OH,43216,,,2024-10-02,500.00,,Non-federal contribution,011,,Friends of Susan Manchester,,Manchester,Susan,,,,,,,,,,,,,,
SB29,C00829713,SB29.13273,,,CCM,Friends of Tom Patton,,,,,,17157 Rabbit Run Drive,,Strongsville,OH,44136,,,2024-10-02,500.00,,Non-federal contribution,011,,Friends of Tom Patton,,Patton,Tom,,,,,,,,,,,,,,
SB29,C00829713,SB29.13281,,,CCM,GiaQuinta for State Representative,,,,,,4311 Old Mill Road,,Fort Wayne,IN,46807,,,2024-10-16,1500.00,,Non-federal contribution,011,,GiaQuinta for State Representative,,GiaQuinta,Phil,,,,,,,,,,,,,,
SB29,C00829713,SB29.13276,,,CCM,Matt Lehman for State Representative,,,,,,663 Lehman Street,,Berne,IN,46711,,,2024-10-16,1000.00,,Non-federal contribution,011,,Matt Lehman for State Representative,,Lehman,Matt,,,,,,,,,,,,,,
SB29,C00829713,SB29.13287,,,CCM,Mishler for State Senate,,,,,,P.O. Box 202,,Bremen,IN,46506,,,2024-10-16,1500.00,,Non-federal contribution,011,,Mishler for State Senate,,Mishler,Ryan,,,,,,,,,,,,,,
SB29,C00829713,SB29.13268,,,CCM,Representative Jeremiah Moore,,,,,,501 N. Main Street,,Clarendon,AR,72029,,,2024-10-02,500.00,,Non-federal contribution,011,,Representative Jeremiah Moore,,Moore,Jeremiah,,,,,,,,,,,,,,
SB29,C00829713,SB29.13294,,,CCM,Senator Phil Berger,,,,,,PO Box 528,,Eden,NC,27289,,,2024-10-16,5000.00,,Non-federal contribution,011,,Senator Phil Berger,,Berger,Phil,,,,,,,,,,,,,,
SB29,C00829713,SB29.13282,,,CCM,Shackleford for House,,,,,,2347 Shoemaker Court,,Indianapolis,IN,46229,,,2024-10-16,500.00,,Non-federal contribution,011,,Shackleford for House,,Shackleford,Robin,,,,,,,,,,,,,,
SB29,C00829713,SB29.13289,,,CCM,Vote Baldwin,,,,,,11360 Hanbury Manor Blvd,,Noblesville,IN,46060,,,2024-10-16,1000.00,,Non-federal contribution,011,,Vote Baldwin,,Baldwin,Scott,,,,,,,,,,,,,,
SB29,C00829713,SB29.13288,,,CCM,Walker for Indiana,,,,,,6919 Royal Oakland Drive,,Indianapolis,IN,46236,,,2024-10-16,500.00,,Non-federal contribution,011,,Walker for Indiana,,Walker,Kyle,,,,,,,,,,,,,,
