form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00764829,SB21B.I5974,,,ORG,THE PROSPER GROUP,,,,,,P.O. BOX 488,,GREENWOOD,IN,46162,,,2024-07-11,6178.96,,FUNDRAISING CONSULTING / ONLINE ADVERTISING / EMAIL SERVICES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00764829,SB21B.I5949,,,ORG,CHAIN BRIDGE BANK,,,,,,1445-A LAUGHLIN AVE,,MCLEAN,VA,22101,,,2024-07-12,25.00,,BANK FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00764829,SB21B.I5975,,,ORG,THE PROSPER GROUP,,,,,,P.O. BOX 488,,GREENWOOD,IN,46162,,,2024-07-15,5.03,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00764829,SB21B.I5990,,,ORG,WIN RED TECHNICIAL SERVICES,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-07-15,5.07,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00764829,SB21B.I5976,,,ORG,THE PROSPER GROUP,,,,,,P.O. BOX 488,,GREENWOOD,IN,46162,,,2024-07-22,26.36,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00764829,SB21B.I5991,,,ORG,WIN RED TECHNICIAL SERVICES,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-07-22,11.51,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00764829,SB21B.I6007,,,IND,,COX,JACKIE,CURTISS,,,157 CLIFF ROAD,,STERRETT,AL,35147,,,2024-07-25,4450.22,,TRAVEL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00764829,SB21B.I6032,SB21B.I6007,,ORG,GROVE PARK INN,,,,,,290 MACON AVE,,ASHEVILLE,NC,28804,,,2024-07-25,1179.14,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6031,SB21B.I6007,,ORG,HILTON HOTELS,,,,,,7930 JONES BRANCH DRIVE,,MCLEAN,VA,22102,,,2024-07-25,366.10,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6033,SB21B.I6007,,ORG,TWENTY THREE 03 HOTEL,,,,,,2303 NORTH MAYFAIR ROAD,,MILWAUKEE,WI,53226,,,2024-07-25,2787.80,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6008,,,ORG,CARD SERVICES,,,,,,PO BOX 84032,,COLUMBUS,GA,31908,,,2024-07-25,17311.37,,CREDIT CARD PAYMENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00764829,SB21B.I6040,SB21B.I6008,,ORG,ALABAMA GOP,,,,,,3505 LORNA ROAD,,BIRMINGHAM,AL,35216,,,2024-07-25,3250.00,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6042,SB21B.I6008,,ORG,AMERICAN AIR,,,,,,CORPORATE HQ,SUITE 5-210,FORT WORTH,TX,76155,,,2024-07-25,1920.76,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6045,SB21B.I6008,,ORG,BIRMINGHAM MARRIOTT,,,,,,CORPORATE HQ,10400 FERNWOOD RD,BETHESDA,MD,20817,,,2024-07-25,243.88,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6048,SB21B.I6008,,ORG,CAPITOL HILL CLUB,,,,,,300 FIRST ST SE,,WASHINGTON,DC,20003,,,2024-07-25,88.37,,FOOD / BEVERAGE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6049,SB21B.I6008,,ORG,CHEESECAKE WAUWATOSA,,,,,,2350 N MAYFAIR,,WAUWATOSA,WI,53226,,,2024-07-25,360.42,,FOOD / BEVERAGE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6068,SB21B.I6008,,ORG,CONNORS STEAK AND SEAFOOD,,,,,,345 THE BRIDGE ST,,HUNTSVILLE,AL,35806,,,2024-07-25,372.65,,FOOD / BEVERAGE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6052,SB21B.I6008,,ORG,COURTYARD BY MARRIOTT,,,,,,CORPORATE HQ,10400 FERNWOOD RD,BETHESDA,MD,20817,,,2024-07-25,347.86,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I605697582,SB21B.I6008,,ORG,DELTA AIRLINES,,,,,,CORPORATE HQ,1030 DELTA BLVD,ATLANTA,GA,30320,,,2024-07-25,-200.02,,CREDIT - TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6053,SB21B.I6008,,ORG,ERIN HILLS GOLF COURSE,,,,,,7169 COUNTY ROAD O,,HARTFORD,WI,53027,,,2024-07-25,363.98,,EQUIPMENT RENTAL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6054,SB21B.I6008,,ORG,FAIRFIELD INN & SUITES,,,,,,CORPORATE HQ,10400 FERNWOOD RD,BETHESDA,MD,20817,,,2024-07-25,277.02,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6069,SB21B.I6008,,ORG,HELEN,,,,,,2013 2ND AVE N,,BIRMINGHAM,AL,35203,,,2024-07-25,256.44,,FOOD / BEVERAGE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6055,SB21B.I6008,,ORG,HERTZ RENTAL CARS,,,,,,225 BRAE BLVD,,PARK RIDGE,NJ,07656,,,2024-07-25,3272.44,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6056,SB21B.I6008,,ORG,HILTON HOTELS RESTAURANT,,,,,,CORPORATE HQ - 7930 JONES BRANCH D,,MCLEAN,VA,22102,,,2024-07-25,570.52,,FOOD / BEVERAGE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6058,SB21B.I6008,,ORG,MARATHON PETROLEUM,,,,,,539 S MAIN ST,,FINDLAY,OH,45840,,,2024-07-25,40.29,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6059,SB21B.I6008,,ORG,OMNI GROVE PARK GOLF,,,,,,290 MACON AVE,,ASHEVILLE,NC,28804,,,2024-07-25,1965.88,,TRAVEL / FOOD / BEVERAGE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6060,SB21B.I6008,,ORG,PRICELN*ACE,,,,,,800 CONNECTICUT AVE,,NORWALK,CT,06854,,,2024-07-25,326.16,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6061,SB21B.I6008,,ORG,RENAISSANCE MILWAUKEE,,,,,,CORPORATE HQ,10400 FERNWOOD RD,BETHESDA,MD,20817,,,2024-07-25,486.30,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6063,SB21B.I6008,,ORG,SHIP STICKS,,,,,,11400 N. JOG ROAD,SUITE 300,PALM BEACH GARDENS,FL,33418,,,2024-07-25,199.97,,POSTAGE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6065,SB21B.I6008,,ORG,ST ANSELM,,,,,,100 ST. ANSELM DRIVE,,MANCHESTER,NH,03102,,,2024-07-25,365.30,,FOOD / BEVERAGE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6067,SB21B.I6008,,ORG,THE MONOCLE ON CAPITOL,,,,,,107 D STREET NE,,WASHINGTON,DC,20002,,,2024-07-25,67.48,,FOOD / BEVERAGE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6072,SB21B.I6008,,ORG,UBER,,,,,,CORPORATE HQ,1455 MARKET ST,SAN FRANCISCO,CA,94103,,,2024-07-25,608.30,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6073,SB21B.I6008,,ORG,VINTAGE CIGAR LOUNGE,,,,,,355 THE BRIDGE ST,,HUNTSVILLE,AL,35806,,,2024-07-25,782.44,,FOOD / BEVERAGE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6075,SB21B.I6008,,ORG,WESTIN HUNTSVILLE,,,,,,CORPORATE HQ,10400 FERNWOOD RD,BETHESDA,MD,20817,,,2024-07-25,633.51,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I5977,,,ORG,THE PROSPER GROUP,,,,,,P.O. BOX 488,,GREENWOOD,IN,46162,,,2024-07-29,5.12,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00764829,SB21B.I5992,,,ORG,WIN RED TECHNICIAL SERVICES,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-07-29,2.02,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00764829,SB21B.I5954,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD,SUITE 400,TYSONS CORNER,VA,22812,,,2024-07-30,250.00,,DATABASE MANAGEMENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00764829,SB21B.I5950,,,ORG,CHAIN BRIDGE BANK,,,,,,1445-A LAUGHLIN AVE,,MCLEAN,VA,22101,,,2024-08-01,25.00,,BANK FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00764829,SB21B.I5956,,,ORG,CROSBY OTTENHOFF GROUP,,,,,,611 PENNSYLVANIA AVE SE,STE 267,WASHINGTON,DC,20003,,,2024-08-01,1057.50,,COMPLIANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00764829,SB21B.I5978,,,ORG,THE PROSPER GROUP,,,,,,P.O. BOX 488,,GREENWOOD,IN,46162,,,2024-08-01,12273.20,,FUNDRAISING CONSULTING / ONLINE ADVERTISING / EMAIL SERVICES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00764829,SB21B.I6009,,,ORG,CARD SERVICES,,,,,,PO BOX 84032,,COLUMBUS,GA,31908,,,2024-08-05,21781.77,,CREDIT CARD PAYMENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00764829,SB21B.I6086,SB21B.I6009,,ORG,AMERICAN AIR,,,,,,CORPORATE HQ,SUITE 5-210,FORT WORTH,TX,76155,,,2024-08-05,514.48,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6087,SB21B.I6009,,ORG,BORAGO RESTAURANT,,,,,,24200 US HWY 331,,SANTA ROSA BEACH,FL,32459,,,2024-08-05,332.08,,FOOD / BEVERAGE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6083,SB21B.I6009,,ORG,CAPITAL GRILLE,,,,,,601 PENNSYLVANIA AVE NW,,WASHINGTON,DC,20004,,,2024-08-05,1463.75,,FOOD / BEVERAGE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6082,SB21B.I6009,,ORG,DELTA AIRLINES,,,,,,CORPORATE HQ,1030 DELTA BLVD,ATLANTA,GA,30320,,,2024-08-05,1065.75,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6079,SB21B.I6009,,ORG,GREYDON HOUSE,,,,,,17 BROAD STREET,,NANTUCKET,MA,02554,,,2024-08-05,731.64,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6078,SB21B.I6009,,ORG,HERTZ RENTAL CARS,,,,,,225 BRAE BLVD,,PARK RIDGE,NJ,07656,,,2024-08-05,496.66,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6094,SB21B.I6009,,ORG,HILTON HOTELS RESTAURANT,,,,,,CORPORATE HQ - 7930 JONES BRANCH D,,MCLEAN,VA,22102,,,2024-08-05,169.27,,FOOD / BEVERAGE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6081,SB21B.I6009,,ORG,HOTEL PIPPA,,,,,,5 CHESTNUT ST,,NANTUCKET,MA,02554,,,2024-08-05,3849.17,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6092,SB21B.I6009,,ORG,RENAISSANCE MILWAUKEE,,,,,,CORPORATE HQ,10400 FERNWOOD RD,BETHESDA,MD,20817,,,2024-08-05,64.07,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6088,SB21B.I6009,,ORG,TWENTY THREE 03 HOTEL,,,,,,2303 N MAYFAIR RD,,MILWAUKEE,WI,53226,,,2024-08-05,12292.39,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6080,SB21B.I6009,,ORG,UBER,,,,,,CORPORATE HQ,1455 MARKET ST,SAN FRANCISCO,CA,94103,,,2024-08-05,524.29,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I5979,,,ORG,THE PROSPER GROUP,,,,,,P.O. BOX 488,,GREENWOOD,IN,46162,,,2024-08-05,14.84,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00764829,SB21B.I5993,,,ORG,WIN RED TECHNICIAL SERVICES,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-08-05,6.66,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00764829,SB21B.I5980,,,ORG,THE PROSPER GROUP,,,,,,P.O. BOX 488,,GREENWOOD,IN,46162,,,2024-08-12,5.20,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00764829,SB21B.I5994,,,ORG,WIN RED TECHNICIAL SERVICES,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-08-12,2.05,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00764829,SB21B.I5981,,,ORG,THE PROSPER GROUP,,,,,,P.O. BOX 488,,GREENWOOD,IN,46162,,,2024-08-19,19.04,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00764829,SB21B.I5995,,,ORG,WIN RED TECHNICIAL SERVICES,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-08-19,8.02,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00764829,SB21B.I5960,,,IND,,COX,EMORY,,,,6250 RIVIERE DRIVE,,PELL CITY,AL,35128,,,2024-08-23,3000.00,,ADMINISTRATIVE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00764829,SB21B.I5961,,,IND,,COX,EMORY,,,,6250 RIVIERE DRIVE,,PELL CITY,AL,35128,,,2024-08-23,-3000.00,,VOID CHECK: ADMINISTRATIVE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00764829,SB21B.I6010,,,ORG,CARD SERVICES,,,,,,PO BOX 84032,,COLUMBUS,GA,31908,,,2024-08-23,28268.48,,CREDIT CARD PAYMENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00764829,SB21B.I6099,SB21B.I6010,,ORG,2NYRA PREMIUM FOOD & BEVERAGE,,,,,,267 UNION AVE,,SARATOGA SPRINGS,NY,12866,,,2024-08-23,427.30,,FOOD / BEVERAGE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6111,SB21B.I6010,,ORG,AMERICAN AIR,,,,,,CORPORATE HQ,SUITE 5-210,FORT WORTH,TX,76155,,,2024-08-23,4069.84,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6112,SB21B.I6010,,ORG,CAPITOL HILL CLUB,,,,,,300 FIRST ST SE,,WASHINGTON,DC,20003,,,2024-08-23,186.79,,FOOD / BEVERAGE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6097,SB21B.I6010,,ORG,DELTA AIRLINES,,,,,,CORPORATE HQ,1030 DELTA BLVD,ATLANTA,GA,30320,,,2024-08-23,2782.43,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6107,SB21B.I6010,,ORG,HERTZ RENTAL CARS,,,,,,225 BRAE BLVD,,PARK RIDGE,NJ,07656,,,2024-08-23,1605.64,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6096,SB21B.I6010,,ORG,HOMEWOOD SUITES,,,,,,CORPORATE HQ - 7950 JONES BRANCH D,,MCLEAN,VA,22102,,,2024-08-23,10705.34,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6103,SB21B.I6010,,ORG,HOTEL LEVEQUE,,,,,,50 W BROAD ST,,COLUMBUS,OH,43215,,,2024-08-23,915.61,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6102,SB21B.I6010,,ORG,INN AT SARATOGA RESTAURAN,,,,,,231 BROADWAY,,SARATOGA SPRINGS,NY,12866,,,2024-08-23,602.55,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6101,SB21B.I6010,,ORG,LEVY@SARATOGA BOX,,,,,,267 UNION AVE,,SARATOGA SPRINGS,NY,12866,,,2024-08-23,485.14,,FOOD / BEVERAGE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6114,SB21B.I6010,,ORG,MARATHON PETROLEUM,,,,,,539 S MAIN ST,,FINDLAY,OH,45840,,,2024-08-23,68.88,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6105,SB21B.I6010,,ORG,MARRIOTT,,,,,,CORPORATE HQ,10400 FERNWOOD RD,BETHESDA,MD,20817,,,2024-08-23,2928.03,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6108,SB21B.I6010,,ORG,NEW YORK RACING ASSOC,,,,,,3803 KIMWELL DRIVE,,WINSTON-SALEM,NC,27103,,,2024-08-23,335.00,,FACILITY RENTAL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6113,SB21B.I6010,,ORG,RENAISSANCE BATTLE HOUSE,,,,,,646 S WATER ST,,MOBILE,AL,36602,,,2024-08-23,415.76,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6098,SB21B.I6010,,ORG,SIROS ENTERTAINMENT,,,,,,168 LINCOLN AVE,,SARATOGA SPRINGS,NY,12866,,,2024-08-23,1126.43,,FOOD / BEVERAGE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6095,SB21B.I6010,,ORG,UBER,,,,,,CORPORATE HQ,1455 MARKET ST,SAN FRANCISCO,CA,94103,,,2024-08-23,416.76,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6110,SB21B.I6010,,ORG,UNITED,,,,,,233 SOUTH WACKER DRIVE,,CHICAGO,IL,60606,,,2024-08-23,85.00,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I6115,SB21B.I6010,,ORG,WESTIN,,,,,,CORPORATE HQ,10400 FERNWOOD RD,BETHESDA,MD,20817,,,2024-08-23,697.89,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00764829,SB21B.I5951,,,ORG,CHAIN BRIDGE BANK,,,,,,1445-A LAUGHLIN AVE,,MCLEAN,VA,22101,,,2024-08-23,25.00,,BANK FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00764829,SB21B.I5963,,,ORG,MUSTARD SEED INTERACTIVE,,,,,,435 E MAIN ST,STE 250,GREENWOOD,IN,46143,,,2024-08-26,275.18,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00764829,SB21B.I5967,,,ORG,POPACTA,,,,,,10 FAIRWAY DR.,,DEERFIELD BEACH,FL,33441,,,2024-08-26,40.00,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00764829,SB21B.I5968,,,ORG,RIGHT COUNTRY LISTS,,,,,,10 FAIRWAY DR.,,DEERFIELD BEACH,FL,33441,,,2024-08-26,938.95,,LIST RENTAL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00764829,SB21B.I5982,,,ORG,THE PROSPER GROUP,,,,,,P.O. BOX 488,,GREENWOOD,IN,46162,,,2024-08-26,81.82,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00764829,SB21B.I5996,,,ORG,WIN RED TECHNICIAL SERVICES,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-08-26,90.70,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00764829,SB21B.I5955,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD,SUITE 400,TYSONS CORNER,VA,22812,,,2024-08-29,250.00,,DATABASE MANAGEMENT,,,,,,,,,,,,,  ,,,,,,,
