form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00235739,B864945,,,CCM,Dolly Henley for State Representative,,,,,,315 Bois'D Arc,,Washington,AR,71862,P2024,,2024-01-31,500.00,,P-2024 State House 88 AR,011,,,,Henley,Dolly,,,,H,AR,88,,,,,,,,
SB29,C00235739,B864944,,,CCM,Steve Hollowell for State Representative,,,,,,P.O. Box 1203,,Forrest City,AR,72336,P2024,,2024-01-31,500.00,,P-2024 State House 37 AR,011,,,,Hollowell,Steve,,,,H,AR,37,,,,,,,,
SB29,C00235739,B864970,,,CCM,Mark Johnson for State Senate,,,,,,P.O. Box 241022,,Little Rock,AR,72223,P2024,,2024-01-31,1000.00,,P-2024 State Senate 17 AR,011,,,,Johnson,Mark,,,,S,AR,17,,,,,,,,
SB29,C00235739,B864943,,,CCM,Fred Leonard for State Representative,,,,,,309 Country Club Road,,West Memphis,AR,72301,P2024,,2024-01-31,500.00,,P-2024 State House 63 AR,011,,,,Leonard,Fred,,,,H,AR,63,,,,,,,,
SB29,C00235739,B864942,,,CCM,John Maddox for State Representative,,,,,,520 Church Avenue,,Mena,AR,71953,P2024,,2024-01-31,500.00,,P-2024 State House 86 AR,011,,,,Maddox,John,D,,,H,AR,86,,,,,,,,
SB29,C00235739,B864913,,,CCM,Brit McKenzie for State Representative,,,,,,P.O. Box 2673,,Rogers,AR,72757,P2024,,2024-01-31,500.00,,P-2024 State House 7 AR,011,,,,McKenzie,Brit,,,,H,AR,07,,,,,,,,
SB29,C00235739,B864969,,,CCM,John Payton for State Senate,,,,,,P.O. Box 181,,Wilburn,AR,72403,P2024,,2024-01-31,1000.00,,P-2024 State Senate 22 AR,011,,,,Payton,John,,,,S,AR,22,,,,,,,,
SB29,C00235739,B864912,,,CCM,Mark Perry for State Representative,,,,,,300 T P White Drive Suite B,,Jacksonville,AR,72076,P2024,,2024-01-31,500.00,,P-2024 State House 42 AR,011,,,,Perry,Mark,,,,H,AR,42,,,,,,,,
SB29,C00235739,B864910,,,CCM,Aaron Pilkington for State Representative,,,,,,264 Private Road 2611,,Knoxville,AR,72845,P2024,,2024-01-31,500.00,,P-2024 State House 45 AR,011,,,,Pilkington,Aaron,,,,H,AR,45,,,,,,,,
SB29,C00235739,B864909,,,CCM,Chad Puryear for State Rep,,,,,,P.O. Box 255,,Hindsville,AR,72738,P2024,,2024-01-31,500.00,,P-2024 State House 25 AR,011,,,,Puryear,Chad,,,,H,AR,25,,,,,,,,
SB29,C00235739,B864908,,,CCM,David Ray for State Representative,,,,,,137 Summit Valley Circle,,Maumelle,AR,72113,P2024,,2024-01-31,500.00,,P-2024 State House 69 AR,011,,,,Ray,David,,,,H,AR,69,,,,,,,,
SB29,C00235739,B864907,,,CCM,Matthew Shepherd for State Representative,,,,,,200 North Jefferson Ave. Suite #60,,El Dorado,AR,71730,P2024,,2024-01-31,500.00,,P-2024 State House 97 AR,011,,,,Shepherd,Matthew,,,,H,AR,97,,,,,,,,
SB29,C00235739,B864968,,,CCM,Dan Sullivan for State Senate,,,,,,P.O. Box 19406,,Jonesboro,AR,72403,P2024,,2024-01-31,1000.00,,P-2024 State Senate 20 AR,011,,,,Sullivan,Dan,,,,S,AR,20,,,,,,,,
SB29,C00235739,B864901,,,CCM,Robert Thorne for State Representative,,,,,,731 North McNeely Road,,Marion,AR,72364,P2024,,2024-01-31,500.00,,P-2024 State House 35 AR,011,,,,Thorne,Robert,,,,H,AR,35,,,,,,,,
SB29,C00235739,B864900,,,CCM,Randy Torres for State Representative,,,,,,19208 Fisher Ford Rd,,Siloam Springs,AR,72761,P2024,,2024-01-31,500.00,,P-2024 State House 17 AR,011,,,,Torres,Randy,,,,H,AR,17,,,,,,,,
SB29,C00235739,B864967,,,CCM,Dave Wallace for State Senate,,,,,,P.O. Box 11,,Leachville,AR,72438,P2024,,2024-01-31,1000.00,,P-2024 State Senate 19 AR,011,,,,Wallace,Dave,,,,S,AR,19,,,,,,,,
SB29,C00235739,B864899,,,CCM,Jeff Wardlaw Campaign Fund,,,,,,3418 Highway 160 East,,Hermitage,AR,71647,P2024,,2024-01-31,500.00,,P-2024 State House 94 AR,011,,,,Wardlaw,Jeff,,,,H,AR,94,,,,,,,,
SB29,C00235739,B864897,,,CCM,Campaign to Elect Les Warren,,,,,,P.O . Box 22900,,Hot Springs,AR,71903,P2024,,2024-01-31,500.00,,P-2024 State House 84 AR,011,,,,Warren,Les,,,,H,AR,84,,,,,,,,
SB29,C00235739,B864896,,,CCM,Carlton Wing for State Representative,,,,,,2513 McCain Blvd. Suite 208,,North Little Rock,AR,72116,P2024,,2024-01-31,500.00,,P-2024 State House 38 AR,011,,,,Wing,Carlton,,,,H,AR,38,,,,,,,,
SB29,C00235739,B863369,,,CCM,Wroe Jackson,,,,,,823 Congress Ave. Suite 150-373,,Austin,TX,78767,P2024,,2024-01-03,688.90,,P-2024 State Senate 17 TX,011,,,,Huffman,Joan,,,,S,TX,17,,,,,,,,In-kind: Sen. Joan Huffman event
